"source_id","file_id","team","name","number","position","minutes","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","turnovers","steals","blocks","points","offensive_rebounds","defensive_rebounds","personal_fouls","technical_fouls","efficiency","usage_pct","points_per_minute","fgm","fga","tpm","tpa","ftm","fta","starter"
2021,12546,"NC State","R. PEREZ",2,"G",33,"4-8",50.0,"2-5",40.0,"1-2",50.0,4,4,2,1,0,11,0,4,0,0,13.0,14.9,0.333,4,8,2,5,1,2,1
2021,12546,"NC State","K. CRUTCHFIELD",3,"G",16,"1-4",25.0,"1-3",33.3,"0-0",0.0,2,0,1,0,1,3,0,2,3,0,2.0,14.13,0.188,1,4,1,3,0,0,1
2021,12546,"NC State","J. BROWN-TURNER",11,"G",32,"6-17",35.3,"0-4",0.0,"0-0",0.0,11,1,4,1,0,12,4,7,3,0,10.0,29.67,0.375,6,17,0,4,0,0,1
2021,12546,"NC State","K. JONES",25,"F",20,"1-2",50.0,"0-0",0.0,"0-1",0.0,3,1,1,0,0,2,1,2,2,0,3.0,7.78,0.1,1,2,0,0,0,1,1
2021,12546,"NC State","E. CUNANE",33,"C",28,"8-9",88.9,"0-0",0.0,"4-4",100.0,10,2,1,0,0,20,5,5,1,0,30.0,18.99,0.714,8,9,0,0,4,4,1
2021,12546,"NC State","D. JOHNSON",0,"G",26,"7-17",41.2,"3-8",37.5,"0-0",0.0,8,5,3,4,0,17,1,7,2,0,21.0,34.77,0.654,7,17,3,8,0,0,0
2021,12546,"NC State","G. BRYANT",1,"G",1,"0-0",0.0,"0-0",0.0,"0-0",0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
2021,12546,"NC State","J. BOYD",5,"F",10,"3-3",100.0,"0-0",0.0,"1-1",100.0,2,0,4,0,0,7,0,2,0,0,5.0,0.0,0.0,3,3,0,0,1,1,0
2021,12546,"NC State","A. JAMES",10,"G",12,"2-5",40.0,"0-1",0.0,"0-0",0.0,1,1,0,1,0,4,0,1,0,0,4.0,18.84,0.333,2,5,0,1,0,0,0
2021,12546,"NC State","M. HAYES",21,"G",8,"0-1",0.0,"0-0",0.0,"0-0",0.0,2,0,0,0,0,0,1,1,1,0,1.0,0.0,0.0,0,1,0,0,0,0,0
2021,12546,"NC State","J. TIMMONS",23,"G",4,"0-0",0.0,"0-0",0.0,"0-0",0.0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0
2021,12546,"NC State","C. HOBBY",41,"C",10,"1-2",50.0,"0-0",0.0,"0-0",0.0,1,1,1,0,1,2,0,1,4,0,3.0,0.0,0.0,1,2,0,0,0,0,0
2021,12546,"Maryland","S. SELLERS",0,"G",36,"5-15",33.3,"2-8",25.0,"0-2",0.0,4,3,1,1,0,12,1,3,3,0,7.0,21.64,0.333,5,15,2,8,0,2,1
2021,12546,"Maryland","M. COLLINS",2,"F",37,"1-7",14.3,"0-5",0.0,"0-0",0.0,4,1,3,0,0,2,0,4,3,0,-2.0,12.47,0.054,1,7,0,5,0,0,1
2021,12546,"Maryland","A. REESE",10,"F",27,"9-14",64.3,"1-2",50.0,"5-7",71.4,9,0,4,2,0,24,3,6,3,0,24.0,36.03,0.889,9,14,1,2,5,7,1
2021,12546,"Maryland","A. OWUSU",15,"G",33,"5-17",29.4,"0-0",0.0,"4-4",100.0,3,5,4,1,0,14,2,1,3,0,7.0,31.83,0.424,5,17,0,0,4,4,1
2021,12546,"Maryland","C. BIBBY",55,"F",40,"3-12",25.0,"2-8",25.0,"0-0",0.0,8,4,2,4,1,8,3,5,2,0,14.0,16.15,0.2,3,12,2,8,0,0,1
2021,12546,"Maryland","T. KOZLOVA",14,"G",25,"0-2",0.0,"0-1",0.0,"0-0",0.0,1,0,0,0,1,0,0,1,1,0,0.0,3.69,0.0,0,2,0,1,0,0,0
2021,12546,"Maryland","E. CHARDON",21,"F",2,"0-0",0.0,"0-0",0.0,"0-0",0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
2021,12547,"Maryland","S. SELLERS",0,"G",40,"1-10",10.0,"0-3",0.0,"2-2",100.0,4,5,3,2,0,4,3,1,4,0,3.0,15.62,0.1,1,10,0,3,2,2,1
2021,12547,"Maryland","M. COLLINS",2,"F",35,"3-8",37.5,"1-2",50.0,"2-2",100.0,8,0,0,2,0,9,1,7,2,0,14.0,11.42,0.257,3,8,1,2,2,2,1
