"source_id","file_id","team","period","score"
2021,12970,"Maryland",1,23
2021,12970,"Maryland",2,24
2021,12970,"Maryland",3,24
2021,12970,"Maryland",4,18
2021,12970,"Fgcu",1,23
2021,12970,"Fgcu",2,16
2021,12970,"Fgcu",3,13
2021,12970,"Fgcu",4,13
2021,12966,"Maryland",1,13
2021,12966,"Maryland",2,12
2021,12966,"Maryland",3,16
2021,12966,"Maryland",4,10
2021,12966,"Indiana",1,18
2021,12966,"Indiana",2,16
2021,12966,"Indiana",3,13
2021,12966,"Indiana",4,15
2021,12659,"Maryland",1,26
2021,12659,"Maryland",2,17
2021,12659,"Maryland",3,18
2021,12659,"Maryland",4,19
2021,12659,"Nebraska",1,11
2021,12659,"Nebraska",2,9
2021,12659,"Nebraska",3,21
2021,12659,"Nebraska",4,24
2021,12663,"Michigan",1,11
2021,12663,"Michigan",2,13
2021,12663,"Michigan",3,21
2021,12663,"Michigan",4,26
2021,12663,"Maryland",1,13
2021,12663,"Maryland",2,11
2021,12663,"Maryland",3,17
2021,12663,"Maryland",4,18
2021,12706,"Maryland",1,27
2021,12706,"Maryland",2,22
2021,12706,"Maryland",3,31
2021,12706,"Maryland",4,22
2021,12706,"Delaware",1,17
2021,12706,"Delaware",2,22
2021,12706,"Delaware",3,17
2021,12706,"Delaware",4,15
2021,12655,"Maryland",1,18
2021,12655,"Maryland",2,21
2021,12655,"Maryland",3,28
2021,12655,"Maryland",4,20
2021,12655,"Northwestern",1,14
2021,12655,"Northwestern",2,9
2021,12655,"Northwestern",3,16
2021,12655,"Northwestern",4,20
2021,12550,"James Madison",1,10
2021,12550,"James Madison",2,13
2021,12550,"James Madison",3,13
2021,12550,"James Madison",4,9
2021,12550,"Maryland",1,29
2021,12550,"Maryland",2,17
2021,12550,"Maryland",3,22
2021,12550,"Maryland",4,13
2021,12546,"NC State",1,22
2021,12546,"NC State",2,27
2021,12546,"NC State",3,18
2021,12546,"NC State",4,11
2021,12546,"Maryland",1,12
2021,12546,"Maryland",2,15
2021,12546,"Maryland",3,19
2021,12546,"Maryland",4,14
2021,12547,"Maryland",1,15
2021,12547,"Maryland",2,9
2021,12547,"Maryland",3,24
2021,12547,"Maryland",4,20
2021,12547,"Stanford",1,22
2021,12547,"Stanford",2,24
2021,12547,"Stanford",3,29
2021,12547,"Stanford",4,11
2021,12551,"Maryland",1,23
2021,12551,"Maryland",2,30
2021,12551,"Maryland",3,21
2021,12551,"Maryland",4,24
2021,12551,"Mount St. Mary's",1,7
2021,12551,"Mount St. Mary's",2,18
2021,12551,"Mount St. Mary's",3,19
2021,12551,"Mount St. Mary's",4,13
2021,12654,"Ohio St.",1,25
2021,12654,"Ohio St.",2,20
2021,12654,"Ohio St.",3,20
2021,12654,"Ohio St.",4,30
2021,12654,"Maryland",1,15
2021,12654,"Maryland",2,22
2021,12654,"Maryland",3,20
2021,12654,"Maryland",4,32
2021,12584,"Maryland",1,17
2021,12584,"Maryland",2,19
2021,12584,"Maryland",3,23
2021,12584,"Maryland",4,23
2021,12584,"Miami (FL)",1,18
2021,12584,"Miami (FL)",2,18
2021,12584,"Miami (FL)",3,24
2021,12584,"Miami (FL)",4,14
2021,12707,"Stanford",1,22
2021,12707,"Stanford",2,17
2021,12707,"Stanford",3,20
2021,12707,"Stanford",4,13
2021,12707,"Maryland",1,10
2021,12707,"Maryland",2,13
2021,12707,"Maryland",3,13
2021,12707,"Maryland",4,30
2021,12662,"Maryland",1,12
2021,12662,"Maryland",2,22
2021,12662,"Maryland",3,25
2021,12662,"Maryland",4,18
2021,12662,"Ohio St.",1,19
2021,12662,"Ohio St.",2,20
2021,12662,"Ohio St.",3,15
2021,12662,"Ohio St.",4,18
2021,12658,"Michigan St.",1,15
2021,12658,"Michigan St.",2,10
2021,12658,"Michigan St.",3,22
2021,12658,"Michigan St.",4,15
2021,12658,"Maryland",1,21
2021,12658,"Maryland",2,11
2021,12658,"Maryland",3,22
2021,12658,"Maryland",4,13
2021,12653,"Maryland",1,16
2021,12653,"Maryland",2,3
2021,12653,"Maryland",3,11
2021,12653,"Maryland",4,19
2021,12653,"Michigan",1,26
2021,12653,"Michigan",2,8
2021,12653,"Michigan",3,20
2021,12653,"Michigan",4,15
2021,12664,"Maryland",1,19
2021,12664,"Maryland",2,18
2021,12664,"Maryland",3,18
2021,12664,"Maryland",4,12
2021,12664,"Indiana",1,10
2021,12664,"Indiana",2,22
2021,12664,"Indiana",3,19
2021,12664,"Indiana",4,13
2021,12648,"Maryland",1,21
2021,12648,"Maryland",2,15
2021,12648,"Maryland",3,23
2021,12648,"Maryland",4,27
2021,12648,"Purdue",1,22
2021,12648,"Purdue",2,18
2021,12648,"Purdue",3,13
2021,12648,"Purdue",4,18
2021,12652,"Minnesota",1,14
2021,12652,"Minnesota",2,22
2021,12652,"Minnesota",3,20
2021,12652,"Minnesota",4,17
2021,12652,"Maryland",1,24
2021,12652,"Maryland",2,17
2021,12652,"Maryland",3,22
2021,12652,"Maryland",4,24
2021,12554,"South Carolina",1,13
2021,12554,"South Carolina",2,21
2021,12554,"South Carolina",3,17
2021,12554,"South Carolina",4,15
2021,12554,"Maryland",1,13
2021,12554,"Maryland",2,17
2021,12554,"Maryland",3,17
2021,12554,"Maryland",4,12
2021,12651,"Maryland",1,26
2021,12651,"Maryland",2,27
2021,12651,"Maryland",3,28
2021,12651,"Maryland",4,25
2021,12651,"Penn St.",1,11
2021,12651,"Penn St.",2,17
2021,12651,"Penn St.",3,22
2021,12651,"Penn St.",4,28
2021,12647,"Rutgers",1,16
2021,12647,"Rutgers",2,7
2021,12647,"Rutgers",3,21
2021,12647,"Rutgers",4,15
2021,12647,"Maryland",1,18
2021,12647,"Maryland",2,20
2021,12647,"Maryland",3,14
2021,12647,"Maryland",4,21
2021,12650,"Indiana",1,14
2021,12650,"Indiana",2,19
2021,12650,"Indiana",3,12
2021,12650,"Indiana",4,16
2021,12650,"Indiana",5,9
2021,12650,"Maryland",1,17
2021,12650,"Maryland",2,12
2021,12650,"Maryland",3,16
2021,12650,"Maryland",4,16
2021,12650,"Maryland",5,2
2021,12555,"Coppin St.",1,13
2021,12555,"Coppin St.",2,11
2021,12555,"Coppin St.",3,13
2021,12555,"Coppin St.",4,15
2021,12555,"Maryland",1,28
2021,12555,"Maryland",2,28
2021,12555,"Maryland",3,22
2021,12555,"Maryland",4,20
2021,12661,"Iowa",1,19
2021,12661,"Iowa",2,14
2021,12661,"Iowa",3,22
2021,12661,"Iowa",4,14
2021,12661,"Maryland",1,24
2021,12661,"Maryland",2,24
2021,12661,"Maryland",3,18
2021,12661,"Maryland",4,15
2021,12548,"Maryland",1,21
2021,12548,"Maryland",2,26
2021,12548,"Maryland",3,29
2021,12548,"Maryland",4,21
2021,12548,"Longwood",1,21
2021,12548,"Longwood",2,13
2021,12548,"Longwood",3,13
2021,12548,"Longwood",4,20
2021,12552,"Maryland",1,21
2021,12552,"Maryland",2,29
2021,12552,"Maryland",3,30
2021,12552,"Maryland",4,28
2021,12552,"Uncw",1,10
2021,12552,"Uncw",2,12
2021,12552,"Uncw",3,23
2021,12552,"Uncw",4,21
2021,12657,"Penn St.",1,14
2021,12657,"Penn St.",2,15
2021,12657,"Penn St.",3,23
2021,12657,"Penn St.",4,19
2021,12657,"Maryland",1,27
2021,12657,"Maryland",2,21
2021,12657,"Maryland",3,16
2021,12657,"Maryland",4,18
2021,12656,"Maryland",1,19
2021,12656,"Maryland",2,11
2021,12656,"Maryland",3,25
2021,12656,"Maryland",4,17
2021,12656,"Rutgers",1,9
2021,12656,"Rutgers",2,17
2021,12656,"Rutgers",3,16
2021,12656,"Rutgers",4,13
2021,12553,"Maryland",1,17
2021,12553,"Maryland",2,25
2021,12553,"Maryland",3,22
2021,12553,"Maryland",4,15
2021,12553,"Baylor",1,21
2021,12553,"Baylor",2,14
2021,12553,"Baylor",3,20
2021,12553,"Baylor",4,21
2021,12549,"Maryland",1,21
2021,12549,"Maryland",2,26
2021,12549,"Maryland",3,26
2021,12549,"Maryland",4,15
2021,12549,"Villanova",1,20
2021,12549,"Villanova",2,13
2021,12549,"Villanova",3,12
2021,12549,"Villanova",4,22
"2021","12660","Maryland",1,22
"2021","12660","Maryland",2,19
"2021","12660","Maryland",3,15
"2021","12660","Maryland",4,14
"2021","12660","Wisconsin",1,8
"2021","12660","Wisconsin",2,14
"2021","12660","Wisconsin",3,8
"2021","12660","Wisconsin",4,13
