"source_id","file_id","team","opponent","is_home","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench","largest_lead","largest_lead_time","time_with_lead_sec","pct_lead","ties","lead_changes","possessions","avg_scoring_possession","largest_deficit"
"2021-22","12546","NC State","Maryland",1,46,17,8,8,30,3,"8:43 (1st)",118,4.9,0,1,0,"-",24
"2021-22","12546","Maryland","NC State",0,30,21,12,5,0,24,"9:29 (4th)",2206,91.9,0,1,0,"-",3
"2021-22","12547","Maryland","Stanford",1,18,15,9,21,4,3,"8:21 (1st)",197,8.2,3,3,0,"-",34
"2021-22","12547","Stanford","Maryland",0,40,10,22,9,17,34,"4:36 (3rd)",1986,82.7,3,3,0,"-",3
"2021-22","12548","Maryland","Longwood",1,46,22,19,21,31,30,"0:50 (4th)",2153,89.7,2,4,0,"-",3
"2021-22","12548","Longwood","Maryland",0,18,8,7,11,17,3,"2:04 (1st)",111,4.6,2,4,0,"-",30
"2021-22","12549","Maryland","Villanova",1,46,20,12,16,12,32,"3:38 (3rd)",2174,90.5,2,5,0,"-",3
"2021-22","12549","Villanova","Maryland",0,16,17,2,7,16,3,"9:20 (1st)",197,8.2,2,5,0,"-",32
"2021-22","12550","James Madison","Maryland",1,28,5,4,4,13,0,"-",0,0.0,0,0,0,"-",39
"2021-22","12550","Maryland","James Madison",0,28,25,9,18,19,39,"4:31 (4th)",2300,95.8,0,0,0,"-",0
"2021-22","12551","Maryland","Mount St. Mary's",1,50,31,34,17,19,41,"0:31 (4th)",2348,97.8,0,0,0,"-",0
"2021-22","12551","Mount St. Mary's","Maryland",0,14,8,3,9,10,0,"-",0,0.0,0,0,0,"-",41
"2021-22","12552","Maryland","Uncw",1,48,30,28,31,17,47,"2:05 (4th)",2115,88.1,1,1,0,"-",3
"2021-22","12552","Uncw","Maryland",0,26,2,5,14,25,3,"7:58 (1st)",138,5.7,1,1,0,"-",47
"2021-22","12553","Maryland","Baylor",1,34,17,8,17,5,13,"4:15 (3rd)",1533,63.8,6,5,0,"-",6
"2021-22","12553","Baylor","Maryland",0,34,13,13,7,4,6,"1:35 (1st)",716,29.8,6,5,0,"-",13
"2021-22","12554","South Carolina","Maryland",1,42,7,10,24,13,7,"0:12 (4th)",1515,63.1,7,5,0,"-",5
"2021-22","12554","Maryland","South Carolina",0,22,17,15,6,9,5,"2:57 (1st)",700,29.2,7,5,0,"-",7
"2021-22","12555","Coppin St.","Maryland",1,16,4,2,6,9,0,"-",0,0.0,0,0,0,"-",49
"2021-22","12555","Maryland","Coppin St.",0,42,32,12,27,35,49,"0:22 (4th)",2349,97.8,0,0,0,"-",0
"2021-22","12584","Maryland","Miami (FL)",1,38,13,12,26,13,8,"0:20 (4th)",965,40.2,17,11,0,"-",5
"2021-22","12584","Miami (FL)","Maryland",0,30,15,15,7,24,5,"4:12 (1st)",938,39.1,17,11,0,"-",8
"2021-22","12647","Rutgers","Maryland",1,30,18,9,8,10,0,"-",0,0.0,0,0,0,"-",15
"2021-22","12647","Maryland","Rutgers",0,40,23,16,6,6,15,"1:05 (2nd)",2387,99.4,0,0,0,"-",0
"2021-22","12648","Maryland","Purdue",1,42,34,20,21,12,20,"1:10 (4th)",1517,63.2,6,10,0,"-",6
"2021-22","12648","Purdue","Maryland",0,20,16,13,8,32,6,"1:07 (2nd)",620,25.8,6,10,0,"-",20
"2021-22","12650","Indiana","Maryland",1,36,14,5,11,2,9,"3:05 (4th)",1544,57.2,9,7,0,"-",7
"2021-22","12650","Maryland","Indiana",0,32,13,8,10,21,7,"0:54 (1st)",888,32.9,9,7,0,"-",9
"2021-22","12651","Maryland","Penn St.",1,48,26,17,17,27,36,"9:13 (4th)",2365,98.5,0,0,0,"-",0
"2021-22","12651","Penn St.","Maryland",0,28,6,7,17,15,0,"-",0,0.0,0,0,0,"-",36
"2021-22","12652","Minnesota","Maryland",1,34,4,7,11,8,0,"-",0,0.0,2,0,0,"-",16
"2021-22","12652","Maryland","Minnesota",0,44,22,19,14,8,16,"0:52 (4th)",2289,95.3,2,0,0,"-",0
"2021-22","12653","Maryland","Michigan",1,14,15,4,9,14,2,"7:22 (1st)",72,3.0,2,5,0,"-",26
"2021-22","12653","Michigan","Maryland",0,22,12,4,14,16,26,"3:05 (4th)",2251,93.8,2,5,0,"-",2
"2021-22","12654","Ohio St.","Maryland",1,44,14,15,10,11,13,"8:54 (2nd)",2245,93.5,0,3,0,"-",3
"2021-22","12654","Maryland","Ohio St.",0,40,17,14,27,7,3,"7:07 (1st)",105,4.4,0,3,0,"-",13
"2021-22","12655","Maryland","Northwestern",1,18,21,9,10,19,29,"4:08 (4th)",2243,93.4,1,1,0,"-",2
"2021-22","12655","Northwestern","Maryland",0,24,14,13,9,18,2,"8:31 (1st)",55,2.3,1,1,0,"-",29
"2021-22","12656","Maryland","Rutgers",1,32,15,14,13,4,19,"1:20 (4th)",2365,98.5,0,2,0,"-",1
"2021-22","12656","Rutgers","Maryland",0,34,18,9,9,19,1,"9:16 (1st)",26,1.1,0,2,0,"-",19
"2021-22","12657","Penn St.","Maryland",1,36,16,11,8,14,2,"7:16 (1st)",24,1.0,5,2,0,"-",19
"2021-22","12657","Maryland","Penn St.",0,42,23,19,20,18,19,"6:22 (3rd)",2200,91.6,5,2,0,"-",2
"2021-22","12658","Michigan St.","Maryland",1,18,10,5,4,4,2,"8:57 (1st)",9,0.4,1,1,0,"-",10
"2021-22","12658","Maryland","Michigan St.",0,32,13,10,17,13,10,"0:05 (3rd)",2297,95.7,1,1,0,"-",2
"2021-22","12659","Maryland","Nebraska",1,30,26,4,18,13,27,"5:43 (3rd)",2334,97.2,2,0,0,"-",0
"2021-22","12659","Nebraska","Maryland",0,26,15,18,10,20,0,"-",0,0.0,2,0,0,"-",27
"2021-22","12660","Maryland","Wisconsin",1,32,27,12,19,3,29,"8:49 (4th)",2344,97.6,1,1,0,"-",1
"2021-22","12660","Wisconsin","Maryland",0,16,14,4,3,2,1,"10:00 (1st)",15,0.6,1,1,0,"-",29
"2021-22","12661","Iowa","Maryland",1,36,19,10,16,8,7,"5:58 (1st)",370,15.4,0,5,0,"-",20
"2021-22","12661","Maryland","Iowa",0,34,28,6,9,6,20,"7:02 (3rd)",1975,82.3,0,5,0,"-",7
"2021-22","12662","Maryland","Ohio St.",1,32,16,18,19,23,11,"3:08 (4th)",969,40.4,5,7,0,"-",11
"2021-22","12662","Ohio St.","Maryland",0,18,12,8,5,2,11,"4:46 (2nd)",1273,53.0,5,7,0,"-",11
"2021-22","12663","Michigan","Maryland",1,36,12,0,8,6,12,"0:25 (4th)",1218,50.7,5,6,0,"-",6
"2021-22","12663","Maryland","Michigan",0,26,19,4,13,8,6,"7:29 (3rd)",900,37.5,5,6,0,"-",12
"2021-22","12664","Maryland","Indiana",1,34,14,6,12,4,12,"3:37 (2nd)",2223,92.6,3,1,0,"-",2
"2021-22","12664","Indiana","Maryland",0,24,5,8,9,10,2,"8:51 (1st)",45,1.9,3,1,0,"-",12
"2021-22","12706","Maryland","Delaware",1,50,12,20,15,12,31,"0:39 (4th)",2391,99.6,0,0,0,"-",0
"2021-22","12706","Delaware","Maryland",0,32,11,12,8,20,0,"-",0,0.0,0,0,0,"-",31
"2021-22","12707","Stanford","Maryland",1,34,9,4,15,14,26,"1:47 (3rd)",2306,96.0,0,0,0,"-",0
"2021-22","12707","Maryland","Stanford",0,26,15,2,17,16,0,"-",0,0.0,0,0,0,"-",26
"2021-22","12966","Maryland","Indiana",1,34,8,9,20,25,2,"9:46 (1st)",72,3.0,2,3,0,"-",13
"2021-22","12966","Indiana","Maryland",0,28,6,10,14,7,13,"0:26 (4th)",2116,88.1,2,3,0,"-",2
