"source_id","file_id","period","time_remaining","team","play_type","play_action","narrative","player_name","player_number","home_team_score","visiting_team_score","play_id","seconds_elapsed","home_score_running","visiting_score_running","margin","points","assist_by","blocked_by"
2021,12546,1,569,"Maryland","3PTR","MISS","02 Mimi Collins 3PTR MISS","Mimi Collins",2.0,"","","0+5409B946",31,0,0,0,0,"",""
2021,12546,1,566,"NC State","DEF","REBOUND","33 Elissa Cunane DEF. REBOUND (1 Reb, 1 Def)","Elissa Cunane",33.0,"","","1+57540EB5",34,0,0,0,0,"",""
2021,12546,1,556,"Maryland","FOUL","FOUL","00 Shyanne Sellers FOUL (1 PF)","Shyanne Sellers",0.0,"","","2+F6CE6D58",44,0,0,0,0,"",""
2021,12546,1,556,"Maryland","SUBS","SUBS","00 Shyanne Sellers OUT; 14 Taisiya Kozlova IN","Shyanne Sellers",0.0,"","","3+43604C",44,0,0,0,0,"",""
2021,12546,1,538,"NC State","TURNOVER","TURNOVER","11 Jakia Brown-Turner TURNOVER (1 TO)","Jakia Brown-Turner",11.0,"","","5+E2CC3A96",62,0,0,0,0,"",""
2021,12546,1,523,"Maryland","3PTR","GOOD","55 Chloe Bibby 3PTR GOOD (3 Pt); 15 Ashley Owusu Assist (1 Asst)","Chloe Bibby",55.0,3.0,0.0,"6+E76D4AD6",77,3,0,3,3,"Ashley Owusu",""
2021,12546,1,505,"NC State","3PTR","MISS","02 Raina Perez 3PTR MISS","Raina Perez",2.0,"","","8+D09561EB",95,3,0,3,0,"",""
2021,12546,1,502,"NC State","OFF","REBOUND","33 Elissa Cunane OFF. REBOUND (2 Reb, 1 Off)","Elissa Cunane",33.0,"","","9+AEE2DA4C",98,3,0,3,0,"",""
2021,12546,1,502,"Maryland","FOUL","FOUL","10 Angel Reese FOUL (1 PF)","Angel Reese",10.0,"","","10+665FAB5A",98,3,0,3,0,"",""
2021,12546,1,499,"NC State","LAYUP","GOOD","33 Elissa Cunane LAYUP GOOD (2 Pt); 02 Raina Perez Assist (1 Asst)","Elissa Cunane",33.0,3.0,2.0,"11+CAE311BE",101,3,2,1,2,"Raina Perez",""
2021,12546,1,485,"Maryland","JUMPER","MISS","15 Ashley Owusu JUMPER MISS","Ashley Owusu",15.0,"","","13+155CFA5A",115,3,2,1,0,"",""
2021,12546,1,481,"Maryland","OFF","REBOUND","10 Angel Reese OFF. REBOUND (1 Reb, 1 Off)","Angel Reese",10.0,"","","14+9BD8533C",119,3,2,1,0,"",""
2021,12546,1,481,"Maryland","TURNOVER","TURNOVER","10 Angel Reese TURNOVER (1 TO)","Angel Reese",10.0,"","","15+3EC4A34",119,3,2,1,0,"",""
2021,12546,1,461,"NC State","JUMPER","MISS","11 Jakia Brown-Turner JUMPER MISS","Jakia Brown-Turner",11.0,"","","16+51B55C97",139,3,2,1,0,"",""
2021,12546,1,459,"Maryland","DEF","REBOUND","10 Angel Reese DEF. REBOUND (2 Reb, 1 Def)","Angel Reese",10.0,"","","17+A8B547F8",141,3,2,1,0,"",""
2021,12546,1,459,"NC State","FOUL","FOUL","25 Kayla Jones FOUL (1 PF)","Kayla Jones",25.0,"","","18+213755CD",141,3,2,1,0,"",""
2021,12546,1,449,"Maryland","TURNOVER","TURNOVER","15 Ashley Owusu TURNOVER (1 TO)","Ashley Owusu",15.0,"","","19+DFABD38F",151,3,2,1,0,"",""
2021,12546,1,437,"NC State","LAYUP","MISS","33 Elissa Cunane LAYUP MISS","Elissa Cunane",33.0,"","","20+D4279629",163,3,2,1,0,"",""
2021,12546,1,434,"Maryland","DEF","REBOUND","10 Angel Reese DEF. REBOUND (3 Reb, 2 Def)","Angel Reese",10.0,"","","21+E3094381",166,3,2,1,0,"",""
2021,12546,1,414,"Maryland","LAYUP","MISS","15 Ashley Owusu LAYUP MISS","Ashley Owusu",15.0,"","","22+C5C38268",186,3,2,1,0,"",""
2021,12546,1,411,"NC State","DEF","REBOUND","02 Raina Perez DEF. REBOUND (1 Reb, 1 Def)","Raina Perez",2.0,"","","23+112E27BC",189,3,2,1,0,"",""
2021,12546,1,408,"NC State","LAYUP","MISS","03 Kai Crutchfield LAYUP MISS","Kai Crutchfield",3.0,"","","24+2AB106",192,3,2,1,0,"",""
2021,12546,1,405,"NC State","OFF","REBOUND","33 Elissa Cunane OFF. REBOUND (3 Reb, 2 Off)","Elissa Cunane",33.0,"","","25+153AA5D9",195,3,2,1,0,"",""
2021,12546,1,405,"NC State","LAYUP","GOOD","33 Elissa Cunane LAYUP GOOD (4 Pt)","Elissa Cunane",33.0,3.0,4.0,"26+11F9089B",195,3,4,-1,2,"",""
2021,12546,1,381,"NC State","FOUL","FOUL","03 Kai Crutchfield FOUL (1 PF)","Kai Crutchfield",3.0,"","","27+E8BBA82D",219,3,4,-1,0,"",""
2021,12546,1,381,"Maryland","SUBS","SUBS","10 Angel Reese OUT; 00 Shyanne Sellers IN","Angel Reese",10.0,"","","28+8D28D865",219,3,4,-1,0,"",""
2021,12546,1,370,"Maryland","3PTR","MISS","55 Chloe Bibby 3PTR MISS","Chloe Bibby",55.0,"","","30+F9543D56",230,3,4,-1,0,"",""
2021,12546,1,367,"NC State","DEF","REBOUND","03 Kai Crutchfield DEF. REBOUND (1 Reb, 1 Def)","Kai Crutchfield",3.0,"","","31+29033648",233,3,4,-1,0,"",""
2021,12546,1,348,"NC State","3PTR","GOOD","03 Kai Crutchfield 3PTR GOOD (3 Pt); 33 Elissa Cunane Assist (1 Asst)","Kai Crutchfield",3.0,3.0,7.0,"32+BB832B23",252,3,7,-4,3,"Elissa Cunane",""
2021,12546,1,325,"Maryland","3PTR","MISS","02 Mimi Collins 3PTR MISS","Mimi Collins",2.0,"","","34+DED84D78",275,3,7,-4,0,"",""
2021,12546,1,322,"NC State","DEF","REBOUND","03 Kai Crutchfield DEF. REBOUND (2 Reb, 2 Def)","Kai Crutchfield",3.0,"","","35+3F27D3EB",278,3,7,-4,0,"",""
2021,12546,1,320,"NC State","SUBS","SUBS","25 Kayla Jones OUT; 21 Madison Hayes IN","Kayla Jones",25.0,"","","36+A09B9C56",280,3,7,-4,0,"",""
2021,12546,1,308,"NC State","JUMPER","GOOD","11 Jakia Brown-Turner JUMPER GOOD (2 Pt)","Jakia Brown-Turner",11.0,3.0,9.0,"38+DF3C0D4E",292,3,9,-6,2,"",""
2021,12546,1,299,"NC State","FOUL","FOUL","03 Kai Crutchfield FOUL (2 PF)","Kai Crutchfield",3.0,"","","39+64D572EC",301,3,9,-6,0,"",""
2021,12546,1,299,"Maryland","MEDIA","TIMEOUT","Media Timeout","","","","","40+5ACEDCD8",301,3,9,-6,0,"",""
2021,12546,1,299,"NC State","SUBS","SUBS","03 Kai Crutchfield OUT; 00 Diamond Johnson IN","Kai Crutchfield",3.0,"","","41+D82F139E",301,3,9,-6,0,"",""
2021,12546,1,291,"Maryland","3PTR","GOOD","00 Shyanne Sellers 3PTR GOOD (3 Pt); 15 Ashley Owusu Assist (2 Asst)","Shyanne Sellers",0.0,6.0,9.0,"43+C690BAFB",309,6,9,-3,3,"Ashley Owusu",""
2021,12546,1,265,"NC State","LAYUP","MISS","02 Raina Perez LAYUP MISS","Raina Perez",2.0,"","","45+533F3E",335,6,9,-3,0,"",""
2021,12546,1,259,"NC State","OFF","REBOUND","33 Elissa Cunane OFF. REBOUND (4 Reb, 3 Off)","Elissa Cunane",33.0,"","","46+8597F75E",341,6,9,-3,0,"",""
2021,12546,1,259,"NC State","LAYUP","GOOD","33 Elissa Cunane LAYUP GOOD (6 Pt)","Elissa Cunane",33.0,6.0,11.0,"47+EA25493E",341,6,11,-5,2,"",""
2021,12546,1,250,"Maryland","3PTR","GOOD","00 Shyanne Sellers 3PTR GOOD (6 Pt); 02 Mimi Collins Assist (1 Asst)","Shyanne Sellers",0.0,9.0,11.0,"48+CB0F96C4",350,9,11,-2,3,"Mimi Collins",""
2021,12546,1,236,"NC State","3PTR","MISS","02 Raina Perez 3PTR MISS","Raina Perez",2.0,"","","50+FD5C4B44",364,9,11,-2,0,"",""
2021,12546,1,232,"NC State","OFF","REBOUND","00 Diamond Johnson OFF. REBOUND (1 Reb, 1 Off)","Diamond Johnson",0.0,"","","51+CBEC99CF",368,9,11,-2,0,"",""
2021,12546,1,231,"NC State","LAYUP","MISS","00 Diamond Johnson LAYUP MISS","Diamond Johnson",0.0,"","","52+212D17A5",369,9,11,-2,0,"",""
2021,12546,1,229,"Maryland","DEF","REBOUND","14 Taisiya Kozlova DEF. REBOUND (1 Reb, 1 Def)","Taisiya Kozlova",14.0,"","","53+1CD9305A",371,9,11,-2,0,"",""
2021,12546,1,224,"Maryland","JUMPER","MISS","15 Ashley Owusu JUMPER MISS","Ashley Owusu",15.0,"","","54+F2349590",376,9,11,-2,0,"",""
2021,12546,1,220,"NC State","DEF","REBOUND","11 Jakia Brown-Turner DEF. REBOUND (1 Reb, 1 Def)","Jakia Brown-Turner",11.0,"","","55+F57CDDD9",380,9,11,-2,0,"",""
2021,12546,1,211,"NC State","3PTR","MISS","11 Jakia Brown-Turner 3PTR MISS","Jakia Brown-Turner",11.0,"","","56+4B5C95F7",389,9,11,-2,0,"",""
2021,12546,1,208,"NC State","OFF","REBOUND","33 Elissa Cunane OFF. REBOUND (5 Reb, 4 Off)","Elissa Cunane",33.0,"","","57+4BEDA778",392,9,11,-2,0,"",""
2021,12546,1,206,"NC State","3PTR","MISS","00 Diamond Johnson 3PTR MISS","Diamond Johnson",0.0,"","","58+2B127C8A",394,9,11,-2,0,"",""
2021,12546,1,203,"Maryland","DEF","REBOUND","02 Mimi Collins DEF. REBOUND (1 Reb, 1 Def)","Mimi Collins",2.0,"","","59+60293225",397,9,11,-2,0,"",""
2021,12546,1,198,"Maryland","JUMPER","MISS","15 Ashley Owusu JUMPER MISS","Ashley Owusu",15.0,"","","60+CF50519C",402,9,11,-2,0,"",""
2021,12546,1,194,"Maryland","OFF","REBOUND","15 Ashley Owusu OFF. REBOUND (1 Reb, 1 Off)","Ashley Owusu",15.0,"","","61+D92CC149",406,9,11,-2,0,"",""
2021,12546,1,193,"Maryland","TURNOVER","TURNOVER","15 Ashley Owusu TURNOVER (2 TO)","Ashley Owusu",15.0,"","","62+862E1CCD",407,9,11,-2,0,"",""
2021,12546,1,193,"NC State","STEAL","STEAL","00 Diamond Johnson STEAL (1 Stl)","Diamond Johnson",0.0,"","","63+8B903FD7",407,9,11,-2,0,"",""
2021,12546,1,189,"NC State","LAYUP","GOOD","00 Diamond Johnson LAYUP GOOD (2 Pt)","Diamond Johnson",0.0,9.0,13.0,"64+81F710FD",411,9,13,-4,2,"",""
2021,12546,1,167,"NC State","FOUL","FOUL","21 Madison Hayes FOUL (1 PF)","Madison Hayes",21.0,"","","65+6A3AC170",433,9,13,-4,0,"",""
2021,12546,1,167,"Maryland","SUBS","SUBS","14 Taisiya Kozlova OUT; 10 Angel Reese IN","Taisiya Kozlova",14.0,"","","66+C918C0BA",433,9,13,-4,0,"",""
2021,12546,1,167,"NC State","SUBS","SUBS","21 Madison Hayes OUT; 05 Jada Boyd IN","Madison Hayes",21.0,"","","68+2F67B8B0",433,9,13,-4,0,"",""
2021,12546,1,161,"Maryland","3PTR","MISS","55 Chloe Bibby 3PTR MISS","Chloe Bibby",55.0,"","","70+B7E9A43D",439,9,13,-4,0,"",""
2021,12546,1,158,"NC State","DEF","REBOUND","33 Elissa Cunane DEF. REBOUND (6 Reb, 2 Def)","Elissa Cunane",33.0,"","","71+6051DFDD",442,9,13,-4,0,"",""
2021,12546,1,149,"NC State","LAYUP","GOOD","05 Jada Boyd LAYUP GOOD (2 Pt)","Jada Boyd",5.0,9.0,15.0,"72+F933ECAD",451,9,15,-6,2,"",""
2021,12546,1,149,"Maryland","FOUL","FOUL","02 Mimi Collins FOUL (1 PF)","Mimi Collins",2.0,"","","73+33CD33D2",451,9,15,-6,0,"",""
2021,12546,1,149,"NC State","FT","GOOD","05 Jada Boyd FT GOOD (3 Pt)","Jada Boyd",5.0,9.0,16.0,"74+B4662D07",451,9,16,-7,1,"",""
2021,12546,1,134,"Maryland","3PTR","MISS","00 Shyanne Sellers 3PTR MISS","Shyanne Sellers",0.0,"","","75+1528F260",466,9,16,-7,0,"",""
2021,12546,1,130,"NC State","DEF","REBOUND","00 Diamond Johnson DEF. REBOUND (2 Reb, 1 Def)","Diamond Johnson",0.0,"","","76+DB8989BF",470,9,16,-7,0,"",""
2021,12546,1,125,"NC State","LAYUP","GOOD","05 Jada Boyd LAYUP GOOD (5 Pt); 00 Diamond Johnson Assist (1 Asst)","Jada Boyd",5.0,9.0,18.0,"77+1FD8FF41",475,9,18,-9,2,"Diamond Johnson",""
2021,12546,1,119,"Maryland","30SEC","TIMEOUT","Maryland TIMEOUT 30 Sec. (1st TO, 1st 30)","","","","","79+87F3F464",481,9,18,-9,0,"",""
2021,12546,1,104,"Maryland","3PTR","MISS","00 Shyanne Sellers 3PTR MISS","Shyanne Sellers",0.0,"","","80+784C5B59",496,9,18,-9,0,"",""
2021,12546,1,101,"NC State","DEF","REBOUND","11 Jakia Brown-Turner DEF. REBOUND (2 Reb, 2 Def)","Jakia Brown-Turner",11.0,"","","81+F36A584",499,9,18,-9,0,"",""
2021,12546,1,80,"NC State","3PTR","MISS","00 Diamond Johnson 3PTR MISS","Diamond Johnson",0.0,"","","82+B1D84FA4",520,9,18,-9,0,"",""
2021,12546,1,78,"Maryland","DEF","REBOUND","Maryland REBOUND","","","","","83+7A995E0C",522,9,18,-9,0,"",""
2021,12546,1,78,"NC State","SUBS","SUBS","33 Elissa Cunane OUT; 41 Camille Hobby IN","Elissa Cunane",33.0,"","","84+1D1FE4F7",522,9,18,-9,0,"",""
2021,12546,1,57,"Maryland","LAYUP","GOOD","15 Ashley Owusu LAYUP GOOD (2 Pt)","Ashley Owusu",15.0,11.0,18.0,"86+3E2BB101",543,11,18,-7,2,"",""
2021,12546,1,57,"NC State","FOUL","FOUL","00 Diamond Johnson FOUL (1 PF)","Diamond Johnson",0.0,"","","87+59BC0061",543,11,18,-7,0,"",""
2021,12546,1,57,"Maryland","FT","GOOD","15 Ashley Owusu FT GOOD (3 Pt)","Ashley Owusu",15.0,12.0,18.0,"88+FBCF03C7",543,12,18,-6,1,"",""
2021,12546,1,49,"NC State","TURNOVER","TURNOVER","05 Jada Boyd TURNOVER (1 TO)","Jada Boyd",5.0,"","","89+7AB425EF",551,12,18,-6,0,"",""
2021,12546,1,49,"Maryland","STEAL","STEAL","00 Shyanne Sellers STEAL (1 Stl)","Shyanne Sellers",0.0,"","","90+BB417E9B",551,12,18,-6,0,"",""
2021,12546,1,38,"Maryland","JUMPER","MISS","15 Ashley Owusu JUMPER MISS","Ashley Owusu",15.0,"","","91+5938F93F",562,12,18,-6,0,"",""
