source_id,file_id,period,time_remaining,assister_number,assister_name,assister_assist_count,scorer_number,scorer_name,shot_type,points,home_score,visiting_score,narrative
2021,12546,1,523,15,Ashley Owusu,1,55,Chloe Bibby,3PTR,3,3.0,0.0,55 Chloe Bibby 3PTR GOOD (3 Pt); 15 Ashley Owusu Assist (1 Asst)
2021,12546,1,291,15,Ashley Owusu,2,00,Shyanne Sellers,3PTR,3,6.0,9.0,00 Shyanne Sellers 3PTR GOOD (3 Pt); 15 Ashley Owusu Assist (2 Asst)
2021,12546,1,250,02,Mimi Collins,1,00,Shyanne Sellers,3PTR,3,9.0,11.0,00 Shyanne Sellers 3PTR GOOD (6 Pt); 02 Mimi Collins Assist (1 Asst)
2021,12546,2,518,15,Ashley Owusu,3,10,Angel Reese,LAYUP,2,16.0,25.0,10 Angel Reese LAYUP GOOD (2 Pt); 15 Ashley Owusu Assist (3 Asst)
2021,12546,2,284,00,Shyanne Sellers,1,55,Chloe Bibby,LAYUP,2,19.0,36.0,55 Chloe Bibby LAYUP GOOD (5 Pt); 00 Shyanne Sellers Assist (1 Asst)
2021,12546,2,255,55,Chloe Bibby,1,10,Angel Reese,LAYUP,2,21.0,36.0,10 Angel Reese LAYUP GOOD (5 Pt); 55 Chloe Bibby Assist (1 Asst)
2021,12546,2,182,00,Shyanne Sellers,2,10,Angel Reese,JUMPER,2,23.0,40.0,10 Angel Reese JUMPER GOOD (7 Pt); 00 Shyanne Sellers Assist (2 Asst)
2021,12546,2,147,55,Chloe Bibby,2,10,Angel Reese,LAYUP,2,25.0,42.0,10 Angel Reese LAYUP GOOD (9 Pt); 55 Chloe Bibby Assist (2 Asst)
2021,12546,3,385,00,Shyanne Sellers,3,15,Ashley Owusu,LAYUP,2,35.0,55.0,15 Ashley Owusu LAYUP GOOD (9 Pt); 00 Shyanne Sellers Assist (3 Asst)
2021,12546,3,314,55,Chloe Bibby,3,02,Mimi Collins,LAYUP,2,38.0,55.0,02 Mimi Collins LAYUP GOOD (2 Pt); 55 Chloe Bibby Assist (3 Asst)
2021,12546,3,75,15,Ashley Owusu,4,00,Shyanne Sellers,LAYUP,2,46.0,63.0,00 Shyanne Sellers LAYUP GOOD (10 Pt); 15 Ashley Owusu Assist (4 Asst)
2021,12546,4,516,55,Chloe Bibby,4,10,Angel Reese,3PTR,3,49.0,70.0,10 Angel Reese 3PTR GOOD (18 Pt); 55 Chloe Bibby Assist (4 Asst)
2021,12546,4,465,15,Ashley Owusu,5,55,Chloe Bibby,3PTR,3,52.0,70.0,55 Chloe Bibby 3PTR GOOD (8 Pt); 15 Ashley Owusu Assist (5 Asst)
2021,12547,1,586,15,Ashley Owusu,1,55,Chloe Bibby,3PTR,3,3.0,0.0,55 Chloe Bibby 3PTR GOOD (3 Pt); 15 Ashley Owusu Assist (1 Asst)
2021,12547,1,360,00,Shyanne Sellers,1,55,Chloe Bibby,LAYUP,2,9.0,7.0,55 Chloe Bibby LAYUP GOOD (5 Pt); 00 Shyanne Sellers Assist (1 Asst)
2021,12547,1,150,10,Angel Reese,1,55,Chloe Bibby,JUMPER,2,13.0,12.0,55 Chloe Bibby JUMPER GOOD (7 Pt); 10 Angel Reese Assist (1 Asst)
2021,12547,2,512,00,Shyanne Sellers,2,55,Chloe Bibby,JUMPER,2,17.0,22.0,55 Chloe Bibby JUMPER GOOD (9 Pt); 00 Shyanne Sellers Assist (2 Asst)
2021,12547,2,299,15,Ashley Owusu,2,55,Chloe Bibby,3PTR,3,20.0,34.0,55 Chloe Bibby 3PTR GOOD (12 Pt); 15 Ashley Owusu Assist (2 Asst)
2021,12547,2,259,10,Angel Reese,2,15,Ashley Owusu,JUMPER,2,22.0,34.0,15 Ashley Owusu JUMPER GOOD (6 Pt); 10 Angel Reese Assist (2 Asst)
2021,12547,3,561,00,Shyanne Sellers,3,10,Angel Reese,LAYUP,2,28.0,46.0,10 Angel Reese LAYUP GOOD (2 Pt); 00 Shyanne Sellers Assist (3 Asst)
2021,12547,3,243,15,Ashley Owusu,3,14,Taisiya Kozlova,3PTR,3,36.0,67.0,14 Taisiya Kozlova 3PTR GOOD (3 Pt); 15 Ashley Owusu Assist (3 Asst)
2021,12547,3,134,15,Ashley Owusu,4,02,Mimi Collins,3PTR,3,43.0,70.0,02 Mimi Collins 3PTR GOOD (9 Pt); 15 Ashley Owusu Assist (4 Asst)
2021,12547,4,456,00,Shyanne Sellers,4,10,Angel Reese,LAYUP,2,53.0,75.0,10 Angel Reese LAYUP GOOD (6 Pt); 00 Shyanne Sellers Assist (4 Asst)
2021,12547,4,3,00,Shyanne Sellers,5,15,Ashley Owusu,3PTR,3,68.0,86.0,15 Ashley Owusu 3PTR GOOD (30 Pt); 00 Shyanne Sellers Assist (5 Asst)
2021,12548,1,511,11,Katie Benzan,1,02,Mimi Collins,3PTR,3,6.0,2.0,02 Mimi Collins 3PTR GOOD (3 Pt); 11 Katie Benzan Assist (1 Asst)
2021,12548,1,467,15,Ashley Owusu,1,10,Angel Reese,LAYUP,2,8.0,2.0,10 Angel Reese LAYUP GOOD (2 Pt); 15 Ashley Owusu Assist (1 Asst)
2021,12548,2,77,55,Chloe Bibby,1,02,Mimi Collins,3PTR,3,44.0,31.0,02 Mimi Collins 3PTR GOOD (14 Pt); 55 Chloe Bibby Assist (1 Asst)
2021,12548,2,48,15,Ashley Owusu,2,00,Shyanne Sellers,3PTR,3,47.0,31.0,00 Shyanne Sellers 3PTR GOOD (5 Pt); 15 Ashley Owusu Assist (2 Asst)
2021,12548,3,550,15,Ashley Owusu,3,11,Katie Benzan,3PTR,3,53.0,34.0,11 Katie Benzan 3PTR GOOD (11 Pt); 15 Ashley Owusu Assist (3 Asst)
2021,12548,3,459,02,Mimi Collins,1,15,Ashley Owusu,LAYUP,2,57.0,36.0,15 Ashley Owusu LAYUP GOOD (16 Pt); 02 Mimi Collins Assist (1 Asst)
2021,12548,3,161,11,Katie Benzan,2,10,Angel Reese,JUMPER,2,66.0,41.0,10 Angel Reese JUMPER GOOD (14 Pt); 11 Katie Benzan Assist (2 Asst)
2021,12548,3,116,00,Shyanne Sellers,1,02,Mimi Collins,JUMPER,2,68.0,43.0,02 Mimi Collins JUMPER GOOD (16 Pt); 00 Shyanne Sellers Assist (1 Asst)
2021,12548,3,89,11,Katie Benzan,3,00,Shyanne Sellers,3PTR,3,71.0,45.0,00 Shyanne Sellers 3PTR GOOD (12 Pt); 11 Katie Benzan Assist (3 Asst)
2021,12548,3,62,13,Faith Masonius,1,00,Shyanne Sellers,3PTR,3,74.0,47.0,00 Shyanne Sellers 3PTR GOOD (15 Pt); 13 Faith Masonius Assist (1 Asst)
2021,12548,3,17,11,Katie Benzan,4,21,Emma Chardon,LAYUP,2,76.0,47.0,21 Emma Chardon LAYUP GOOD (2 Pt); 11 Katie Benzan Assist (4 Asst)
2021,12548,4,535,15,Ashley Owusu,4,13,Faith Masonius,LAYUP,2,78.0,53.0,13 Faith Masonius LAYUP GOOD (2 Pt); 15 Ashley Owusu Assist (4 Asst)
2021,12548,4,365,13,Faith Masonius,2,10,Angel Reese,LAYUP,2,80.0,58.0,10 Angel Reese LAYUP GOOD (16 Pt); 13 Faith Masonius Assist (2 Asst)
2021,12548,4,318,55,Chloe Bibby,2,10,Angel Reese,LAYUP,2,83.0,62.0,10 Angel Reese LAYUP GOOD (19 Pt); 55 Chloe Bibby Assist (2 Asst)
2021,12548,4,239,13,Faith Masonius,3,10,Angel Reese,LAYUP,2,88.0,64.0,10 Angel Reese LAYUP GOOD (21 Pt); 13 Faith Masonius Assist (3 Asst)
2021,12548,4,50,00,Shyanne Sellers,2,14,Taisiya Kozlova,3PTR,3,97.0,67.0,14 Taisiya Kozlova 3PTR GOOD (3 Pt); 00 Shyanne Sellers Assist (2 Asst)
2021,12549,1,574,02,Mimi Collins,1,10,Angel Reese,LAYUP,2,2.0,2.0,10 Angel Reese LAYUP GOOD (2 Pt); 02 Mimi Collins Assist (1 Asst)
2021,12549,1,462,15,Ashley Owusu,1,55,Chloe Bibby,JUMPER,2,4.0,5.0,55 Chloe Bibby JUMPER GOOD (2 Pt); 15 Ashley Owusu Assist (1 Asst)
2021,12549,1,391,02,Mimi Collins,2,10,Angel Reese,LAYUP,2,9.0,7.0,10 Angel Reese LAYUP GOOD (4 Pt); 02 Mimi Collins Assist (2 Asst)
2021,12549,1,243,11,Katie Benzan,1,02,Mimi Collins,JUMPER,2,16.0,13.0,02 Mimi Collins JUMPER GOOD (2 Pt); 11 Katie Benzan Assist (1 Asst)
2021,12549,1,45,55,Chloe Bibby,1,10,Angel Reese,LAYUP,2,20.0,17.0,10 Angel Reese LAYUP GOOD (8 Pt); 55 Chloe Bibby Assist (1 Asst)
2021,12549,2,588,13,Faith Masonius,1,10,Angel Reese,LAYUP,2,23.0,20.0,10 Angel Reese LAYUP GOOD (11 Pt); 13 Faith Masonius Assist (1 Asst)
