"source_id","file_id","team","points","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","steals","blocks","turnovers","fouls"
2021,12648,"Purdue",71,"28-58","48.3%","12-32","37.5%","3-5","60.0%",31,15,4,3,23,17
2021,12652,"Minnesota",73,"30-64","46.9%","8-26","30.8%","5-5","100.0%",36,15,3,2,17,13
2021,12652,"Maryland",87,"35-71","49.3%","9-26","34.6%","8-11","72.7%",34,23,10,3,8,8
2021,12554,"South Carolina",66,"24-66","36.4%","3-17","17.6%","15-27","55.6%",61,7,5,15,16,16
2021,12554,"Maryland",59,"20-64","31.3%","5-13","38.5%","14-21","66.7%",34,6,8,4,9,21
2021,12651,"Maryland",106,"40-73","54.8%","11-23","47.8%","15-16","93.8%",40,21,16,3,12,11
2021,12651,"Penn St.",78,"30-64","46.9%","11-33","33.3%","7-10","70.0%",29,13,6,4,20,13
2021,12647,"Rutgers",59,"22-61","36.1%","6-19","31.6%","9-11","81.8%",35,13,10,2,19,24
2021,12647,"Maryland",73,"25-47","53.2%","3-13","23.1%","20-27","74.1%",28,15,6,6,15,15
2021,12650,"Indiana",70,"26-57","45.6%","3-11","27.3%","15-21","71.4%",37,14,7,1,19,18
2021,12650,"Maryland",63,"21-58","36.2%","3-13","23.1%","18-23","78.3%",35,6,13,3,19,22
2021,12555,"Coppin St.",52,"17-54","31.5%","4-14","28.6%","14-19","73.7%",20,8,1,1,17,10
2021,12555,"Maryland",98,"39-79","49.4%","11-22","50.0%","9-15","60.0%",51,27,3,5,8,18
2021,12661,"Iowa",69,"26-63","41.3%","5-20","25.0%","12-14","85.7%",31,12,10,1,19,17
2021,12661,"Maryland",81,"30-66","45.5%","9-20","45.0%","12-19","63.2%",47,13,7,3,19,17
2021,12548,"Maryland",97,"37-81","45.7%","9-19","47.4%","14-17","82.4%",49,16,13,4,11,13
2021,12548,"Longwood",67,"23-59","39.0%","7-22","31.8%","14-18","77.8%",33,13,4,7,19,15
2021,12552,"Maryland",108,"42-80","52.5%","10-26","38.5%","14-22","63.6%",43,23,10,2,3,14
2021,12552,"Uncw",66,"25-54","46.3%","8-17","47.1%","8-12","66.7%",27,14,3,1,21,19
2021,12657,"Penn St.",71,"29-49","59.2%","8-19","42.1%","5-10","50.0%",26,17,6,6,24,9
2021,12657,"Maryland",82,"35-75","46.7%","5-19","26.3%","7-12","58.3%",35,20,16,2,12,12
2021,12656,"Maryland",72,"27-62","43.5%","8-22","36.4%","10-17","58.8%",36,18,10,3,18,8
2021,12656,"Rutgers",55,"25-64","39.1%","4-15","26.7%","1-2","50.0%",40,8,12,4,26,13
2021,12553,"Maryland",79,"28-70","40.0%","6-20","30.0%","17-18","94.4%",39,11,9,3,9,13
2021,12553,"Baylor",76,"33-72","45.8%","6-25","24.0%","4-5","80.0%",43,16,3,2,15,15
2021,12549,"Maryland",88,"34-60","56.7%","5-10","50.0%","15-18","83.3%",38,17,4,0,14,16
2021,12549,"Villanova",67,"24-55","43.6%","13-27","48.1%","6-6","100.0%",21,15,2,2,16,18
"2021","12660","Maryland","70","25-53","47.2%","8-19","42.1%","12-19","63.2%","34","12","17","5","17","12"
"2021","12660","Wisconsin","43","14-41","34.1%","5-14","35.7%","10-10","100.0%","22","10","4","1","26","17"
