"source_id","file_id","date","location","officials","attendance","home_team","home_score","home_record","visiting_team","visiting_score","visiting_record"
2021,12647,"12/5/2021","Jersey Mike's Arena, Piscataway, NJ","Natasha Camy,  Cameron Inouye,  Jesse Dickerson",860,"Rutgers",59,"4-6,0-1 Big Ten","Maryland",73,"8-2,1-0 Big Ten"
2021,12650,"1/2/2022","Simon Skjodt Assembly Hall, Bloomington, IN","Tiara Cruse,  Angie Enlund,  Gina  Cross",5572,"Indiana",70,"11-2,3-0 Big Ten","Maryland",63,"10-4,2-1 Big Ten"
2021,12555,"12/21/2021","Physical Education Complex, Baltimore, MD","Talisa Green,  Edward Mathews,  Desiree Peterkin",500,"Coppin St.",52,"6-6,0-0 MEAC","Maryland",98,"10-3,2-0 Big Ten"
2021,12661,"2/14/2022","Carver-Hawkeye Arena , Iowa City, IA","Roy Gulbeyan,  Cameron Inouye,  Julie Krommenhoek",9820,"Iowa",69,"16-7,10-4 Big Ten","Maryland",81,"19-6,11-3 Big Ten"
2021,12548,"11/9/2021","XFINITY Center, College Park, MD","Adrienne Gilmore,  Eric Parker,  Karleena  Tobin",7542,"Maryland",97,"1-0,0-0 Big Ten","Longwood",67,"0-1,0-0 Big South"
2021,12552,"11/18/2021","XFINITY Center, College Park, MD","Timothy Greene,  Angelica  Suffren,  Felicia Grinter",3695,"Maryland",108,"5-0,0-0 Big Ten","Uncw",66,"1-2,0-0 CAA"
2021,12657,"1/30/2022","Bryce Jordan Center, State College, PA","Angel Kent,  Bruce Morris,  Tiara Cruse",2678,"Penn St.",71,"9-11,3-7 Big Ten","Maryland",82,"15-6,7-3 Big Ten"
2021,12656,"1/27/2022","XFINITY Center, College Park, MD","Michael McConnell,  Frank Steratore,  Karleena Tobin",3987,"Maryland",72,"14-6,6-3 Big Ten","Rutgers",55,"7-14,0-9 Big Ten"
2021,12553,"11/21/2021","XFINITY Center, College Park, MD","Cameron Inouye,  Mark Zentz,  Gina Cross",8395,"Maryland",79,"6-0,0-0 Big Ten","Baylor",76,"3-1,0-0 Big 12"
2021,12549,"11/12/2021","XFINITY Center, College Park, MD","Mark Berger,  Angie Enlund,  Kevin Pethtel",5150,"Maryland",88,"2-0,0-0 Big Ten","Villanova",67,"0-2,0-0 Big East"
"2021","12660","2/9/2022","XFINITY Center, College Park, MD","Erica Parker,  Michael McConnell,  Angelica Suffren",4123,"Maryland",70,"18-6,10-3 Big Ten","Wisconsin",43,"6-17,3-10 Big Ten"
