"source_id","file_id","date","location","officials","attendance","home_team","home_score","home_record","visiting_team","visiting_score","visiting_record"
2021,12970,"3/20/2022","XFINITY Center, College Park, MD","Cathi Cornell,  Edward Sidlasky,  Maj Forsberg",4575,"Maryland",89,"23-8,13-4 Big Ten","Fgcu",65,"30-3,15-1 ASUN"
2021,12966,"3/4/2022","Gainbridge Fieldhouse, Indianapolis, IN","Tim Daley,  Julie Krommenhoek,  Michael McConnell",0,"Maryland",51,"21-8,13-4 Big Ten","Indiana",62,"21-7,11-5 Big Ten"
2021,12659,"2/6/2022","XFINITY Center, College Park, MD","Karlenna Tobin,  Maggie Tieman,  Mark Kentz",6047,"Maryland",80,"17-6,9-3 Big Ten","Nebraska",65,"17-5,6-5 Big Ten"
2021,12663,"2/20/2022","Crisler Center, Ann Arbor, MI","Angie Enlund,  Kevin Pethtel,  Felicia Grinter",6394,"Michigan",71,"21-4,12-3 Big Ten","Maryland",59,"20-7,12-4 Big Ten"
2021,12706,"3/18/2022","XFINITY Center, College Park, MD","Mark McClenney,  Cathi Cornell,  Bryan Enterline",4776,"Maryland",102,"22-8,13-4 Big Ten","Delaware",71,"24-8,15-3 CAA"
2021,12655,"1/23/2022","XFINITY Center, College Park, MD","Ericka Herriman,  Mark Resch,  Kevin Pethel",4940,"Maryland",87,"13-6,5-3 Big Ten","Northwestern",59,"11-7,3-4 Big Ten"
2021,12550,"11/14/2021","Atlantic Union Bank Center, Harrisonburg, VA","Dan Outlaw,  Toni Petillo,  Daryl Humphrey",2887,"James Madison",45,"1-1,0-0 CAA","Maryland",81,"3-0,0-0 Big Ten"
2021,12546,"11/25/2021","Baha Mar Convention Center, Nassau, Bahamas","Jennifer Rezac,  Natasha Camy,  Michael  McConnell",0,"NC State",78,"5-1,0-0 ACC","Maryland",60,"6-1,0-0 Big Ten"
2021,12547,"11/27/2021","Baha Mar Convention Center, Nassau, Bahamas","Kelsey Reynolds,  Michael McConnell,  Lisa Jones",0,"Maryland",68,"6-2,0-0 Big Ten","Stanford",86,"5-2,0-0 Pac-12"
2021,12551,"11/16/2021","XFINITY Center, College Park, MD","Kelsey Reynolds,  Bryan  Enterline,  Jesse Dickerson",3683,"Maryland",98,"4-0,0-0 Big Ten","Mount St. Mary's",57,"1-2,0-0 NEC"
2021,12654,"1/20/2022","Value City Arena, Columbus, OH","Nykesha Thompson,  Bruce Morris,  Beverly Roberts",3319,"Ohio St.",95,"14-3,6-2 Big Ten","Maryland",89,"12-6,4-3 Big Ten"
2021,12584,"12/2/2021","XFINITY Center, College Park, MD","Karleena Tobin,  Angie Enlund,  Bruce Morris",4367,"Maryland",82,"7-2,0-0 Big Ten","Miami (FL)",74,"4-3,0-0 ACC"
2021,12707,"3/25/2022","Spokane Veterans Memorial Arena, Spokane, WA","Frank Steratore,  Bill Larance,  Lisa Jones",7142,"Stanford",72,"31-3,16-0 Pac-12","Maryland",66,"23-9,13-4 Big Ten"
2021,12662,"2/17/2022","XFINITY Center, College Park, MD","Karleena Tobin,  Tiara Cruse,  Gina Cross",4987,"Maryland",77,"20-6,12-3 Big Ten","Ohio St.",72,"19-5,11-4 Big Ten"
2021,12658,"2/3/2022","Breslin Events Center, East Lansing, MI","Kelsey Reynolds,  Kevin Pethtel,  Bryan Enterline",2563,"Michigan St.",62,"12-9,6-4 Big Ten","Maryland",67,"16-6,8-3 Big Ten"
2021,12653,"1/16/2022","XFINITY Center, College Park, MD","Frank Steratore,  Juvie  Krommenhoek,  Michael McDonnell",4189,"Maryland",49,"12-5,4-2 Big Ten","Michigan",69,"15-2,6-1 Big Ten"
2021,12664,"2/25/2022","XFINITY Center, College Park, MD","Nykesha Thompson,  Brian Garland,  Michael McConnell",7532,"Maryland",67,"21-7,13-4 Big Ten","Indiana",64,"19-7,11-5 Big Ten"
2021,12648,"12/8/2021","XFINITY Center, College Park, MD","Mark Zentz,  Beverly Roberts,  Felicia Grinter",4254,"Maryland",86,"9-2,2-0 Big Ten","Purdue",71,"6-4,0-2 Big Ten"
2021,12652,"1/9/2022","Williams Arena, Minneapolis, MN","Kelsey Reynolds,  Tim Daley,  Gina Cross",3447,"Minnesota",73,"8-8,1-3 Big Ten","Maryland",87,"12-4,4-1 Big Ten"
2021,12554,"12/12/2021","Colonial Life Arena, Columbia, SC","Nykesha Thompson,  Michael McConnell,  Cameron Inouye",12862,"South Carolina",66,"10-0,0-0 SEC","Maryland",59,"9-3,2-0 Big Ten"
2021,12651,"1/6/2022","XFINITY Center, College Park, MD","Mark  Berger,  Michael McConnell,  Maggie Tieman",4174,"Maryland",106,"11-4,3-1 Big Ten","Penn St.",78,"7-6,1-2 Big Ten"
