"source_id","file_id","team","opponent","points","start_seconds","end_seconds","duration","period_start","period_end","score_before","score_after"
"2021-22","12551","Maryland","Mount St. Mary's",7,782,831,49,2,2,"28-12","35-12"
"2021-22","12551","Maryland","Mount St. Mary's",7,1074,1173,99,2,2,"44-24","51-24"
"2021-22","12551","Maryland","Mount St. Mary's",6,1200,1244,44,2,3,"51-25","57-25"
"2021-22","12551","Maryland","Mount St. Mary's",6,1407,1489,82,3,3,"61-33","67-33"
"2021-22","12551","Maryland","Mount St. Mary's",8,2143,2213,70,4,4,"82-51","90-51"
"2021-22","12551","Mount St. Mary's","Maryland",6,2240,2272,32,4,4,"90-51","90-57"
"2021-22","12551","Maryland","Mount St. Mary's",8,2295,2369,74,4,4,"90-57","98-57"
"2021-22","12552","Maryland","Uncw",13,143,371,228,1,1,"1-4","14-4"
"2021-22","12552","Maryland","Uncw",8,735,895,160,2,2,"26-14","34-14"
"2021-22","12552","Maryland","Uncw",10,943,1068,125,2,2,"34-17","44-17"
"2021-22","12552","Maryland","Uncw",6,1125,1165,40,2,2,"44-20","50-20"
"2021-22","12552","Maryland","Uncw",8,1285,1327,42,3,3,"52-25","60-25"
"2021-22","12552","Maryland","Uncw",6,1505,1565,60,3,3,"64-34","70-34"
"2021-22","12552","Maryland","Uncw",7,2112,2195,83,4,4,"94-54","101-54"
"2021-22","12552","Uncw","Maryland",6,2292,2321,29,4,4,"105-58","105-64"
"2021-22","12553","Baylor","Maryland",8,444,505,61,1,1,"13-11","13-19"
"2021-22","12553","Maryland","Baylor",6,918,983,65,2,2,"27-31","33-31"
"2021-22","12553","Maryland","Baylor",7,1020,1080,60,2,2,"33-33","40-33"
"2021-22","12553","Maryland","Baylor",6,1247,1336,89,3,3,"44-37","50-37"
"2021-22","12553","Baylor","Maryland",8,2252,2310,58,4,4,"76-65","76-73"
"2021-22","12554","South Carolina","Maryland",8,757,813,56,2,2,"17-19","25-19"
"2021-22","12554","Maryland","South Carolina",7,1297,1381,84,3,3,"40-33","40-40"
"2021-22","12554","South Carolina","Maryland",7,1392,1495,103,3,3,"40-40","47-40"
"2021-22","12554","Maryland","South Carolina",8,1849,2010,161,4,4,"53-47","53-55"
"2021-22","12555","Maryland","Coppin St.",12,247,359,112,1,1,"5-6","5-18"
"2021-22","12555","Maryland","Coppin St.",8,443,493,50,1,1,"9-18","9-26"
"2021-22","12555","Maryland","Coppin St.",9,606,690,84,2,2,"13-28","13-37"
"2021-22","12555","Maryland","Coppin St.",8,849,929,80,2,2,"20-41","20-49"
"2021-22","12555","Maryland","Coppin St.",7,1093,1285,192,2,3,"24-51","24-58"
"2021-22","12555","Maryland","Coppin St.",7,1424,1543,119,3,3,"29-60","29-67"
"2021-22","12555","Maryland","Coppin St.",7,1622,1734,112,3,3,"33-69","33-76"
"2021-22","12555","Maryland","Coppin St.",10,1914,2052,138,4,4,"42-79","42-89"
"2021-22","12584","Maryland","Miami (FL)",7,740,815,75,2,2,"19-19","26-19"
"2021-22","12584","Maryland","Miami (FL)",6,1289,1334,45,3,3,"38-39","44-39"
"2021-22","12584","Maryland","Miami (FL)",7,2063,2219,156,4,4,"64-67","71-67"
"2021-22","12647","Maryland","Rutgers",8,613,720,107,2,2,"16-18","16-26"
"2021-22","12647","Maryland","Rutgers",7,911,1026,115,2,2,"21-27","21-34"
"2021-22","12647","Maryland","Rutgers",7,1989,2140,151,4,4,"52-56","52-63"
"2021-22","12648","Maryland","Purdue",6,21,87,66,1,1,"0-0","6-0"
"2021-22","12648","Purdue","Maryland",7,286,385,99,1,1,"13-7","13-14"
"2021-22","12648","Maryland","Purdue",6,503,551,48,1,1,"15-19","21-19"
"2021-22","12648","Purdue","Maryland",6,577,615,38,1,2,"21-19","21-25"
"2021-22","12648","Maryland","Purdue",6,878,967,89,2,2,"26-29","32-29"
"2021-22","12648","Purdue","Maryland",6,1068,1133,65,2,2,"34-34","34-40"
"2021-22","12648","Maryland","Purdue",9,1166,1365,199,2,3,"34-40","43-40"
"2021-22","12648","Maryland","Purdue",6,1474,1555,81,3,3,"45-45","51-45"
"2021-22","12648","Purdue","Maryland",6,1673,1704,31,3,3,"55-47","55-53"
"2021-22","12648","Maryland","Purdue",9,2041,2121,80,4,4,"65-59","74-59"
"2021-22","12648","Maryland","Purdue",8,2238,2330,92,4,4,"78-66","86-66"
"2021-22","12650","Maryland","Indiana",6,453,546,93,1,1,"10-11","10-17"
"2021-22","12650","Indiana","Maryland",6,559,620,61,1,2,"10-17","16-17"
"2021-22","12650","Indiana","Maryland",7,796,904,108,2,2,"20-23","27-23"
"2021-22","12650","Indiana","Maryland",6,1017,1116,99,2,2,"27-27","33-27"
"2021-22","12650","Maryland","Indiana",6,1417,1584,167,3,3,"39-34","39-40"
"2021-22","12650","Indiana","Maryland",10,1784,1885,101,3,4,"42-45","52-45"
"2021-22","12650","Maryland","Indiana",8,2227,2342,115,4,4,"60-51","60-59"
"2021-22","12651","Maryland","Penn St.",6,36,97,61,1,1,"0-0","6-0"
"2021-22","12651","Maryland","Penn St.",10,396,523,127,1,1,"12-7","22-7"
"2021-22","12651","Maryland","Penn St.",10,904,1127,223,2,2,"37-22","47-22"
"2021-22","12651","Penn St.","Maryland",6,1316,1341,25,3,3,"58-32","58-38"
"2021-22","12651","Maryland","Penn St.",7,1350,1426,76,3,3,"58-38","65-38"
"2021-22","12651","Penn St.","Maryland",6,1439,1467,28,3,3,"65-38","65-44"
"2021-22","12651","Maryland","Penn St.",9,1492,1612,120,3,3,"65-44","74-44"
"2021-22","12652","Maryland","Minnesota",7,409,497,88,1,1,"14-17","14-24"
"2021-22","12652","Minnesota","Maryland",6,683,737,54,2,2,"14-24","20-24"
"2021-22","12652","Minnesota","Maryland",6,803,830,27,2,2,"20-29","26-29"
"2021-22","12652","Maryland","Minnesota",6,854,875,21,2,2,"26-29","26-35"
"2021-22","12652","Minnesota","Maryland",6,950,1107,157,2,2,"28-36","34-36"
"2021-22","12652","Maryland","Minnesota",6,1173,1244,71,2,3,"36-39","36-45"
"2021-22","12652","Minnesota","Maryland",7,1306,1398,92,3,3,"36-45","43-45"
"2021-22","12652","Maryland","Minnesota",8,1510,1624,114,3,3,"48-49","48-57"
"2021-22","12652","Maryland","Minnesota",7,2076,2122,46,4,4,"67-76","67-83"
"2021-22","12653","Michigan","Maryland",9,256,388,132,1,1,"11-11","11-20"
"2021-22","12653","Michigan","Maryland",6,507,620,113,1,2,"16-23","16-29"
"2021-22","12653","Michigan","Maryland",7,841,1242,401,2,3,"19-29","19-36"
"2021-22","12653","Michigan","Maryland",10,1343,1502,159,3,3,"23-38","23-48"
"2021-22","12653","Michigan","Maryland",6,2141,2201,60,4,4,"40-60","40-66"
"2021-22","12654","Ohio St.","Maryland",7,190,236,46,1,1,"3-6","10-6"
"2021-22","12654","Ohio St.","Maryland",8,449,590,141,1,1,"17-12","25-12"
"2021-22","12654","Maryland","Ohio St.",9,810,1001,191,2,2,"33-21","33-30"
"2021-22","12654","Ohio St.","Maryland",6,1110,1162,52,2,2,"39-35","45-35"
"2021-22","12654","Maryland","Ohio St.",6,1372,1417,45,3,3,"49-41","49-47"
"2021-22","12654","Ohio St.","Maryland",6,1538,1596,58,3,3,"53-49","59-49"
"2021-22","12654","Ohio St.","Maryland",7,2133,2166,33,4,4,"75-70","82-70"
"2021-22","12654","Maryland","Ohio St.",6,2282,2349,67,4,4,"85-74","85-80"
"2021-22","12655","Maryland","Northwestern",6,144,212,68,1,1,"0-2","6-2"
"2021-22","12655","Maryland","Northwestern",9,923,1013,90,2,2,"26-18","35-18"
"2021-22","12655","Maryland","Northwestern",8,1627,1701,74,3,3,"53-35","61-35"
"2021-22","12655","Maryland","Northwestern",6,1769,1799,30,3,3,"61-39","67-39"
"2021-22","12656","Maryland","Rutgers",6,70,192,122,1,1,"2-3","8-3"
"2021-22","12656","Maryland","Rutgers",6,347,421,74,1,1,"11-7","17-7"
"2021-22","12656","Maryland","Rutgers",10,1488,1637,149,3,3,"41-38","51-38"
"2021-22","12656","Maryland","Rutgers",6,1885,1914,29,4,4,"55-45","61-45"
"2021-22","12657","Maryland","Penn St.",6,246,404,158,1,1,"8-8","8-14"
"2021-22","12657","Penn St.","Maryland",6,425,447,22,1,1,"8-14","14-14"
"2021-22","12657","Maryland","Penn St.",13,459,598,139,1,1,"14-14","14-27"
"2021-22","12657","Penn St.","Maryland",7,1673,1769,96,3,3,"45-61","52-61"
"2021-22","12658","Maryland","Michigan St.",7,72,130,58,1,1,"2-0","2-7"
"2021-22","12658","Michigan St.","Maryland",6,319,471,152,1,1,"8-15","14-15"
"2021-22","12658","Maryland","Michigan St.",8,538,696,158,1,2,"15-17","15-25"
"2021-22","12658","Michigan St.","Maryland",7,1136,1277,141,2,3,"23-32","30-32"
"2021-22","12659","Maryland","Nebraska",8,143,298,155,1,1,"4-4","12-4"
"2021-22","12659","Maryland","Nebraska",8,356,440,84,1,1,"14-8","22-8"
"2021-22","12659","Maryland","Nebraska",11,703,949,246,2,2,"26-14","37-14"
"2021-22","12659","Nebraska","Maryland",6,1667,1771,104,3,3,"59-35","59-41"
"2021-22","12660","Maryland","Wisconsin",11,329,533,204,1,1,"11-8","22-8"
"2021-22","12660","Maryland","Wisconsin",11,635,821,186,2,2,"22-10","33-10"
"2021-22","12660","Wisconsin","Maryland",7,912,988,76,2,2,"33-10","33-17"
"2021-22","12660","Maryland","Wisconsin",7,1307,1484,177,3,3,"41-24","48-24"
"2021-22","12660","Wisconsin","Maryland",8,1891,2029,138,4,4,"61-32","61-40"
"2021-22","12660","Maryland","Wisconsin",6,2217,2335,118,4,4,"64-43","70-43"
"2021-22","12661","Maryland","Iowa",8,489,592,103,1,1,"17-16","17-24"
"2021-22","12661","Maryland","Iowa",8,896,956,60,2,2,"27-34","27-42"
"2021-22","12661","Maryland","Iowa",7,1341,1378,37,3,3,"37-50","37-57"
"2021-22","12661","Iowa","Maryland",10,1631,1727,96,3,3,"42-61","52-61"
"2021-22","12661","Iowa","Maryland",9,1800,1993,193,3,4,"52-66","61-66"
"2021-22","12662","Maryland","Ohio St.",7,136,237,101,1,1,"0-4","7-4"
"2021-22","12662","Ohio St.","Maryland",7,304,355,51,1,1,"9-6","9-13"
"2021-22","12662","Ohio St.","Maryland",6,518,634,116,1,2,"12-15","12-21"
"2021-22","12662","Ohio St.","Maryland",6,788,839,51,2,2,"19-24","19-30"
"2021-22","12662","Maryland","Ohio St.",6,935,1007,72,2,2,"24-35","30-35"
"2021-22","12662","Maryland","Ohio St.",10,1118,1265,147,2,3,"30-39","40-39"
"2021-22","12662","Maryland","Ohio St.",12,1463,1671,208,3,3,"47-50","59-50"
"2021-22","12662","Maryland","Ohio St.",6,2077,2212,135,4,4,"69-64","75-64"
"2021-22","12663","Maryland","Michigan",9,502,676,174,1,2,"11-8","11-17"
"2021-22","12663","Maryland","Michigan",6,1250,1351,101,3,3,"24-24","24-30"
"2021-22","12663","Michigan","Maryland",10,1890,2005,115,4,4,"45-43","55-43"
"2021-22","12663","Michigan","Maryland",7,2350,2375,25,4,4,"64-59","71-59"
"2021-22","12664","Maryland","Indiana",10,286,432,146,1,1,"6-6","16-6"
"2021-22","12664","Indiana","Maryland",7,666,717,51,2,2,"22-10","22-17"
"2021-22","12706","Maryland","Delaware",8,484,694,210,1,2,"22-17","30-17"
"2021-22","12706","Maryland","Delaware",6,1211,1310,99,3,3,"49-39","55-39"
"2021-22","12706","Maryland","Delaware",10,1428,1561,133,3,3,"57-46","67-46"
"2021-22","12706","Maryland","Delaware",6,1705,1762,57,3,3,"74-54","80-54"
"2021-22","12706","Maryland","Delaware",7,1804,1864,60,4,4,"80-56","87-56"
"2021-22","12706","Delaware","Maryland",6,1909,1997,88,4,4,"87-56","87-62"
"2021-22","12706","Maryland","Delaware",6,2256,2361,105,4,4,"96-71","102-71"
"2021-22","12707","Stanford","Maryland",8,384,520,136,1,1,"12-8","20-8"
"2021-22","12707","Stanford","Maryland",9,976,1120,144,2,2,"27-19","36-19"
"2021-22","12707","Stanford","Maryland",6,1415,1519,104,3,3,"44-30","50-30"
"2021-22","12707","Maryland","Stanford",10,1729,1868,139,3,4,"59-33","59-43"
"2021-22","12707","Maryland","Stanford",8,1997,2105,108,4,4,"64-43","64-51"
"2021-22","12966","Maryland","Indiana",6,1412,1526,114,3,3,"27-37","33-37"
"2021-22","12966","Indiana","Maryland",8,2337,2374,37,4,4,"49-54","49-62"
"2021-22","12970","Maryland","Fgcu",6,68,109,41,1,1,"3-3","9-3"
"2021-22","12970","Fgcu","Maryland",6,262,288,26,1,1,"12-5","12-11"
"2021-22","12970","Maryland","Fgcu",6,311,400,89,1,1,"12-11","18-11"
"2021-22","12970","Fgcu","Maryland",8,411,490,79,1,1,"18-11","18-19"
"2021-22","12970","Fgcu","Maryland",7,952,988,36,2,2,"36-32","36-39"
"2021-22","12970","Maryland","Fgcu",19,1008,1357,349,2,3,"36-39","55-39"
"2021-22","12970","Maryland","Fgcu",9,1796,1980,184,3,4,"69-52","78-52"
