"source_id","lineup","games","stints","seconds","minutes","pts_for","pts_against","plus_minus","net_per_40"
"2021-22","Angel Reese|Chloe Bibby|Diamond Miller|Katie Benzan|Shyanne Sellers",17,56,8535,142.2,239,233,6,1.7
"2021-22","Angel Reese|Ashley Owusu|Chloe Bibby|Diamond Miller|Katie Benzan",13,45,6936,115.6,242,193,49,17.0
"2021-22","Angel Reese|Ashley Owusu|Chloe Bibby|Katie Benzan|Mimi Collins",12,34,5759,96.0,210,141,69,28.8
"2021-22","Chloe Bibby|Diamond Miller|Katie Benzan|Mimi Collins|Shyanne Sellers",20,51,5570,92.8,158,165,-7,-3.0
"2021-22","Ashley Owusu|Chloe Bibby|Katie Benzan|Mimi Collins|Shyanne Sellers",20,40,4505,75.1,146,133,13,6.9
"2021-22","Angel Reese|Ashley Owusu|Chloe Bibby|Mimi Collins|Shyanne Sellers",7,23,3748,62.5,138,98,40,25.6
"2021-22","Ashley Owusu|Chloe Bibby|Diamond Miller|Katie Benzan|Mimi Collins",14,26,2961,49.4,93,90,3,2.4
"2021-22","Angel Reese|Ashley Owusu|Chloe Bibby|Katie Benzan|Shyanne Sellers",18,28,2922,48.7,104,75,29,23.8
"2021-22","Ashley Owusu|Chloe Bibby|Mimi Collins|Shyanne Sellers|Taisiya Kozlova",5,12,2320,38.7,62,86,-24,-24.8
"2021-22","Angel Reese|Chloe Bibby|Katie Benzan|Mimi Collins|Shyanne Sellers",11,16,1982,33.0,60,63,-3,-3.6
"2021-22","Ashley Owusu|Chloe Bibby|Diamond Miller|Mimi Collins|Shyanne Sellers",12,21,1807,30.1,65,57,8,10.6
"2021-22","Angel Reese|Chloe Bibby|Diamond Miller|Katie Benzan|Mimi Collins",11,18,1690,28.2,51,30,21,29.8
"2021-22","Ashley Owusu|Chloe Bibby|Faith Masonius|Katie Benzan|Mimi Collins",7,16,1510,25.2,58,40,18,28.6
"2021-22","Angel Reese|Ashley Owusu|Diamond Miller|Katie Benzan|Mimi Collins",10,17,1505,25.1,60,41,19,30.3
"2021-22","Angel Reese|Diamond Miller|Katie Benzan|Mimi Collins|Shyanne Sellers",10,16,1505,25.1,39,36,3,4.8
"2021-22","Angel Reese|Ashley Owusu|Katie Benzan|Mimi Collins|Shyanne Sellers",12,15,1357,22.6,32,24,8,14.1
"2021-22","Angel Reese|Ashley Owusu|Faith Masonius|Katie Benzan|Mimi Collins",4,11,1213,20.2,52,30,22,43.5
"2021-22","Angel Reese|Ashley Owusu|Chloe Bibby|Diamond Miller|Shyanne Sellers",10,14,1179,19.6,44,27,17,34.6
"2021-22","Angel Reese|Ashley Owusu|Chloe Bibby|Faith Masonius|Katie Benzan",6,18,1032,17.2,25,23,2,4.7
"2021-22","Chloe Bibby|Katie Benzan|Mimi Collins|Shyanne Sellers|Taisiya Kozlova",6,7,938,15.6,34,26,8,20.5
"2021-22","Angel Reese|Ashley Owusu|Diamond Miller|Mimi Collins|Shyanne Sellers",9,11,846,14.1,25,25,0,0.0
"2021-22","Angel Reese|Ashley Owusu|Chloe Bibby|Faith Masonius|Shyanne Sellers",7,8,763,12.7,25,30,-5,-15.7
"2021-22","Diamond Miller|Emma Chardon|Mimi Collins|Shyanne Sellers|Taisiya Kozlova",3,3,753,12.6,30,32,-2,-6.4
"2021-22","Angel Reese|Chloe Bibby|Faith Masonius|Katie Benzan|Shyanne Sellers",6,10,749,12.5,34,19,15,48.1
"2021-22","Ashley Owusu|Faith Masonius|Katie Benzan|Mimi Collins|Shyanne Sellers",6,8,710,11.8,25,19,6,20.3
"2021-22","Emma Chardon|Katie Benzan|Mimi Collins|Shyanne Sellers|Taisiya Kozlova",2,3,665,11.1,29,25,4,14.4
"2021-22","Angel Reese|Chloe Bibby|Diamond Miller|Katie Benzan|Taisiya Kozlova",3,6,654,10.9,32,15,17,62.4
"2021-22","Chloe Bibby|Diamond Miller|Katie Benzan|Mimi Collins|Taisiya Kozlova",5,6,570,9.5,21,10,11,46.3
"2021-22","Chloe Bibby|Faith Masonius|Katie Benzan|Mimi Collins|Shyanne Sellers",6,9,569,9.5,13,18,-5,-21.1
"2021-22","Angel Reese|Chloe Bibby|Diamond Miller|Shyanne Sellers|Taisiya Kozlova",3,5,514,8.6,17,14,3,14.0
"2021-22","Angel Reese|Faith Masonius|Katie Benzan|Mimi Collins|Shyanne Sellers",4,4,479,8.0,19,18,1,5.0
"2021-22","Ashley Owusu|Chloe Bibby|Faith Masonius|Mimi Collins|Shyanne Sellers",5,6,476,7.9,16,4,12,60.5
"2021-22","Angel Reese|Katie Benzan|Mimi Collins|Shyanne Sellers|Taisiya Kozlova",4,4,455,7.6,18,23,-5,-26.4
"2021-22","Angel Reese|Chloe Bibby|Mimi Collins|Shyanne Sellers|Taisiya Kozlova",2,4,450,7.5,10,15,-5,-26.7
"2021-22","Angel Reese|Ashley Owusu|Faith Masonius|Shyanne Sellers|Taisiya Kozlova",1,2,448,7.5,16,11,5,26.8
"2021-22","Ashley Owusu|Chloe Bibby|Diamond Miller|Katie Benzan|Shyanne Sellers",4,5,394,6.6,18,15,3,18.3
"2021-22","Angel Reese|Ashley Owusu|Faith Masonius|Katie Benzan|Shyanne Sellers",3,4,393,6.5,13,13,0,0.0
"2021-22","Angel Reese|Emma Chardon|Katie Benzan|Shyanne Sellers|Taisiya Kozlova",2,4,390,6.5,24,6,18,110.8
"2021-22","Ashley Owusu|Chloe Bibby|Faith Masonius|Katie Benzan|Shyanne Sellers",5,5,368,6.1,8,9,-1,-6.5
"2021-22","Chloe Bibby|Emma Chardon|Mimi Collins|Shyanne Sellers|Taisiya Kozlova",3,3,361,6.0,10,11,-1,-6.6
"2021-22","Angel Reese|Ashley Owusu|Chloe Bibby|Shyanne Sellers|Taisiya Kozlova",4,5,356,5.9,10,11,-1,-6.7
"2021-22","Ashley Owusu|Chloe Bibby|Emma Chardon|Shyanne Sellers|Taisiya Kozlova",1,1,279,4.7,13,5,8,68.8
"2021-22","Angel Reese|Ashley Owusu|Faith Masonius|Mimi Collins|Shyanne Sellers",3,3,278,4.6,8,6,2,17.3
"2021-22","Angel Reese|Ashley Owusu|Diamond Miller|Mimi Collins|Taisiya Kozlova",1,1,269,4.5,9,11,-2,-17.8
"2021-22","Chloe Bibby|Faith Masonius|Katie Benzan|Shyanne Sellers|Taisiya Kozlova",2,2,257,4.3,8,10,-2,-18.7
"2021-22","Angel Reese|Ashley Owusu|Chloe Bibby|Mimi Collins|Taisiya Kozlova",3,5,250,4.2,7,3,4,38.4
"2021-22","Angel Reese|Ashley Owusu|Chloe Bibby|Faith Masonius|Mimi Collins",1,2,248,4.1,6,9,-3,-29.0
"2021-22","Emma Chardon|Faith Masonius|Mimi Collins|Shyanne Sellers|Taisiya Kozlova",1,1,233,3.9,4,7,-3,-30.9
"2021-22","Angel Reese|Chloe Bibby|Faith Masonius|Katie Benzan|Mimi Collins",1,2,231,3.9,5,6,-1,-10.4
"2021-22","Angel Reese|Chloe Bibby|Faith Masonius|Mimi Collins|Shyanne Sellers",1,1,213,3.5,5,2,3,33.8
"2021-22","Angel Reese|Faith Masonius|Mimi Collins|Shyanne Sellers|Taisiya Kozlova",1,1,208,3.5,7,2,5,57.7
