"source_id","file_id","team","period","points","fgm","fga","tpm","tpa","ftm","fta","offensive_rebounds","defensive_rebounds","rebounds","assists","turnovers","steals","blocks","personal_fouls","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench"
"2021-22","12546","NC State",1,22,10,20,1,6,1,1,5,10,15,4,2,1,0,5,16,2,6,6,9
"2021-22","12546","NC State",2,27,12,16,3,6,0,0,1,6,7,5,5,3,0,2,16,8,2,0,13
"2021-22","12546","NC State",3,18,8,16,0,5,2,3,3,9,12,3,6,1,1,4,12,2,0,2,2
"2021-22","12546","NC State",4,11,3,16,2,4,3,4,4,9,13,3,4,2,1,5,2,5,0,0,6
"2021-22","12546","Maryland",1,12,4,16,3,10,1,1,2,5,7,3,3,1,0,3,2,3,0,0,0
"2021-22","12546","Maryland",2,15,7,14,0,2,1,4,2,3,5,5,5,3,0,2,12,6,6,1,0
"2021-22","12546","Maryland",3,19,8,21,0,6,3,3,4,6,10,3,2,4,2,4,12,8,6,4,0
"2021-22","12546","Maryland",4,14,4,16,2,6,4,5,3,9,12,2,4,0,0,6,4,4,0,0,0
"2021-22","12547","Maryland",1,15,7,20,1,3,0,2,3,8,11,3,1,1,0,2,8,0,2,4,0
"2021-22","12547","Maryland",2,9,4,14,1,3,0,0,1,4,5,3,4,0,0,8,2,2,0,2,0
"2021-22","12547","Maryland",3,24,7,17,2,7,8,10,4,4,8,3,1,2,0,2,4,4,2,6,3
"2021-22","12547","Maryland",4,20,3,17,1,3,13,15,6,5,11,2,3,6,0,6,4,9,5,9,1
"2021-22","12547","Stanford",1,22,9,21,4,9,0,0,4,11,15,4,2,0,0,1,10,0,15,4,0
"2021-22","12547","Stanford",2,24,7,13,2,4,8,12,3,9,12,5,2,3,2,3,10,7,7,1,6
"2021-22","12547","Stanford",3,29,11,16,4,8,3,3,1,7,8,2,3,0,1,6,14,3,0,3,2
"2021-22","12547","Stanford",4,11,4,10,0,4,3,4,1,9,10,1,9,1,1,10,6,0,0,1,9
"2021-22","12548","Maryland",1,21,8,19,2,4,3,4,6,4,10,2,6,3,0,3,10,7,1,3,0
