"source_id","file_id","team","player_name","player_number","stint_index","in_seconds","out_seconds","duration","pts_for","pts_against","plus_minus","starter"
"2017-18","9713","Albany","Mackenzie Trpcic",0,1,0,206,206,10,8,2,1
"2017-18","9713","Albany","Bose Aiyalogbe",13,1,0,216,216,10,8,2,1
"2017-18","9713","Albany","Jessica Fequiere",15,1,0,311,311,10,8,2,1
"2017-18","9713","Albany","Heather Forster",22,1,0,206,206,10,8,2,1
"2017-18","9713","Albany","Tiana-Jo Carter",33,1,0,266,266,10,8,2,1
"2017-18","9713","Maryland","Kaila Charles",5,1,0,277,277,8,10,-2,1
"2017-18","9713","Maryland","Kristen Confroy",12,1,0,876,876,25,16,9,1
"2017-18","9713","Maryland","Sarah Myers",21,1,0,311,311,8,10,-2,1
"2017-18","9713","Maryland","Blair Watson",22,1,0,206,206,8,10,-2,1
"2017-18","9713","Maryland","Stephanie Jones",24,1,0,206,206,8,10,-2,1
"2017-18","9713","Albany","Alexi Schecter",24,1,206,438,232,2,4,-2,0
"2017-18","9713","Albany","Emma List",32,1,206,438,232,2,4,-2,0
"2017-18","9713","Maryland","Ieshia Small",1,1,206,367,161,0,2,-2,0
"2017-18","9713","Maryland","Brianna Fraser",34,1,206,511,305,6,2,4,0
"2017-18","9713","Albany","Kyara Frames",2,1,216,438,222,2,4,-2,0
"2017-18","9713","Albany","Chyanna Canada",44,1,266,438,172,2,4,-2,0
"2017-18","9713","Maryland","Stephanie Jones",24,2,277,778,501,13,6,7,0
"2017-18","9713","Albany","Cece Mayo",34,1,311,545,234,2,6,-4,0
"2017-18","9713","Maryland","Kaila Charles",5,2,311,863,552,15,6,9,0
"2017-18","9713","Maryland","Blair Watson",22,2,367,545,178,6,0,6,0
"2017-18","9713","Albany","Mackenzie Trpcic",0,2,438,600,162,2,2,0,0
"2017-18","9713","Albany","Jessica Fequiere",15,2,438,876,438,4,13,-9,0
"2017-18","9713","Albany","Heather Forster",22,2,438,545,107,0,2,-2,0
"2017-18","9713","Albany","Tiana-Jo Carter",33,2,438,600,162,2,2,0,0
"2017-18","9713","Maryland","Channise Lewis",3,1,511,545,34,0,0,0,0
"2017-18","9713","Albany","Bose Aiyalogbe",13,2,545,600,55,2,0,2,0
"2017-18","9713","Albany","Chyanna Canada",44,2,545,600,55,2,0,2,0
"2017-18","9713","Maryland","Ieshia Small",1,2,545,600,55,0,2,-2,0
"2017-18","9713","Maryland","Sarah Myers",21,2,545,676,131,3,4,-1,0
"2017-18","9713","Albany","Kyara Frames",2,2,600,778,178,2,7,-5,0
"2017-18","9713","Albany","Heather Forster",22,3,600,600,0,0,0,0,0
"2017-18","9713","Albany","Alexi Schecter",24,2,600,778,178,2,7,-5,0
"2017-18","9713","Albany","Emma List",32,2,600,778,178,2,7,-5,0
"2017-18","9713","Albany","Chyanna Canada",44,3,600,676,76,2,3,-1,0
"2017-18","9713","Maryland","Blair Watson",22,3,600,964,364,17,2,15,0
"2017-18","9713","Albany","Heather Forster",22,4,676,1041,365,0,18,-18,0
