"source_id","file_id","team","opponent","points","start_seconds","end_seconds","duration","period_start","period_end","score_before","score_after"
"2017-18","9713","Maryland","Albany",6,371,450,79,1,1,"8-12","14-12"
"2017-18","9713","Maryland","Albany",25,653,1061,408,2,2,"14-16","39-16"
"2017-18","9713","Maryland","Albany",11,1093,1261,168,2,3,"39-18","50-18"
"2017-18","9713","Maryland","Albany",10,1414,1544,130,3,3,"59-28","69-28"
"2017-18","9713","Albany","Maryland",7,1578,1700,122,3,3,"69-28","69-35"
"2017-18","9713","Albany","Maryland",6,1837,1885,48,4,4,"76-40","76-46"
"2017-18","9713","Albany","Maryland",6,2003,2146,143,4,4,"81-46","81-52"
"2017-18","9713","Maryland","Albany",6,2339,2396,57,4,4,"85-58","91-58"
"2017-18","9714","South Carolina","Maryland",10,73,173,100,1,1,"3-3","3-13"
"2017-18","9714","South Carolina","Maryland",6,316,389,73,1,1,"7-15","7-21"
"2017-18","9714","South Carolina","Maryland",7,552,617,65,1,2,"13-25","13-32"
"2017-18","9714","Maryland","South Carolina",6,676,717,41,2,2,"13-32","19-32"
"2017-18","9714","Maryland","South Carolina",7,755,869,114,2,2,"19-34","26-34"
"2017-18","9714","South Carolina","Maryland",6,1198,1302,104,2,3,"36-49","36-55"
"2017-18","9714","South Carolina","Maryland",7,1430,1557,127,3,3,"41-57","41-64"
"2017-18","9714","Maryland","South Carolina",7,2159,2225,66,4,4,"68-83","75-83"
"2017-18","9715","Maryland","Niagara",6,232,261,29,1,1,"7-9","13-9"
"2017-18","9715","Maryland","Niagara",8,349,481,132,1,1,"13-14","21-14"
"2017-18","9715","Maryland","Niagara",6,703,868,165,2,2,"27-23","33-23"
"2017-18","9715","Niagara","Maryland",8,1048,1108,60,2,2,"40-26","40-34"
"2017-18","9715","Maryland","Niagara",8,1499,1651,152,3,3,"55-46","63-46"
"2017-18","9715","Maryland","Niagara",6,1769,1858,89,3,4,"63-48","69-48"
"2017-18","9715","Maryland","Niagara",6,1955,2018,63,4,4,"69-53","75-53"
"2017-18","9715","Maryland","Niagara",6,2135,2188,53,4,4,"80-58","86-58"
"2017-18","9716","UConn","Maryland",7,18,53,35,1,1,"0-0","7-0"
"2017-18","9716","Maryland","UConn",7,79,140,61,1,1,"7-0","7-7"
"2017-18","9716","UConn","Maryland",11,198,355,157,1,1,"7-7","18-7"
"2017-18","9716","UConn","Maryland",8,407,497,90,1,1,"18-9","26-9"
"2017-18","9716","UConn","Maryland",6,570,596,26,1,1,"26-11","32-11"
"2017-18","9716","UConn","Maryland",11,1258,1360,102,3,3,"46-23","57-23"
"2017-18","9716","UConn","Maryland",8,1677,1747,70,3,3,"65-36","73-36"
"2017-18","9716","Maryland","UConn",7,1823,1882,59,4,4,"78-41","78-48"
"2017-18","9716","UConn","Maryland",6,1905,1958,53,4,4,"78-48","84-48"
"2017-18","9716","Maryland","UConn",6,1992,2021,29,4,4,"84-48","84-54"
"2017-18","9717","Maryland","Howard",7,34,87,53,1,1,"0-0","7-0"
"2017-18","9717","Maryland","Howard",11,170,360,190,1,1,"8-4","19-4"
"2017-18","9717","Maryland","Howard",16,411,648,237,1,2,"19-6","35-6"
"2017-18","9717","Maryland","Howard",8,830,965,135,2,2,"45-13","53-13"
"2017-18","9717","Howard","Maryland",6,979,1069,90,2,2,"53-13","53-19"
"2017-18","9717","Maryland","Howard",16,1246,1387,141,3,3,"56-21","72-21"
"2017-18","9717","Maryland","Howard",7,1545,1717,172,3,3,"80-32","87-32"
"2017-18","9717","Maryland","Howard",12,2042,2230,188,4,4,"99-42","111-42"
"2017-18","9717","Howard","Maryland",7,2245,2339,94,4,4,"111-42","111-49"
"2017-18","9718","Maryland","Kennesaw State",15,190,516,326,1,1,"2-4","2-19"
"2017-18","9718","Kennesaw State","Maryland",6,594,620,26,1,2,"5-22","11-22"
"2017-18","9718","Maryland","Kennesaw State",8,639,773,134,2,2,"11-22","11-30"
"2017-18","9718","Maryland","Kennesaw State",17,805,1177,372,2,2,"13-30","13-47"
"2017-18","9718","Maryland","Kennesaw State",11,1216,1360,144,3,3,"15-47","15-58"
"2017-18","9718","Kennesaw State","Maryland",8,1735,1814,79,3,4,"23-67","31-67"
"2017-18","9718","Maryland","Kennesaw State",11,1832,2024,192,4,4,"31-67","31-78"
"2017-18","9718","Maryland","Kennesaw State",6,2310,2388,78,4,4,"35-83","35-89"
"2017-18","9719","Miami","Maryland",6,538,599,61,1,1,"14-16","20-16"
"2017-18","9719","Maryland","Miami",6,705,775,70,2,2,"22-18","22-24"
"2017-18","9719","Maryland","Miami",6,987,1146,159,2,2,"30-28","30-34"
"2017-18","9719","Maryland","Miami",6,1223,1326,103,3,3,"35-36","35-42"
"2017-18","9719","Maryland","Miami",6,2078,2152,74,4,4,"63-67","63-73"
"2017-18","9720","Virginia","Maryland",6,80,131,51,1,1,"0-4","6-4"
"2017-18","9720","Maryland","Virginia",6,199,272,73,1,1,"10-6","10-12"
"2017-18","9720","Maryland","Virginia",6,994,1095,101,2,2,"25-28","25-34"
"2017-18","9720","Virginia","Maryland",11,1747,1940,193,3,4,"43-51","54-51"
"2017-18","9721","Maryland","Akron",9,66,135,69,1,1,"2-3","2-12"
"2017-18","9721","Maryland","Akron",7,463,556,93,1,1,"6-17","6-24"
"2017-18","9721","Maryland","Akron",6,1569,1592,23,3,3,"41-51","41-57"
"2017-18","9721","Maryland","Akron",6,2163,2326,163,4,4,"54-69","54-75"
"2017-18","9722","Maryland","Mount St. Mary's",15,11,174,163,1,1,"0-0","15-0"
"2017-18","9722","Maryland","Mount St. Mary's",12,241,378,137,1,1,"15-2","27-2"
"2017-18","9722","Maryland","Mount St. Mary's",10,633,876,243,2,2,"37-8","47-8"
"2017-18","9722","Mount St. Mary's","Maryland",13,960,1098,138,2,2,"50-10","50-23"
"2017-18","9722","Maryland","Mount St. Mary's",7,1113,1269,156,2,3,"50-23","57-23"
"2017-18","9722","Maryland","Mount St. Mary's",6,1864,1922,58,4,4,"75-40","81-40"
"2017-18","9722","Maryland","Mount St. Mary's",7,1960,2031,71,4,4,"81-45","88-45"
"2017-18","9723","Maryland","George Washington",10,183,343,160,1,1,"2-2","12-2"
"2017-18","9723","Maryland","George Washington",12,553,713,160,1,2,"17-10","29-10"
"2017-18","9723","Maryland","George Washington",8,835,993,158,2,2,"29-12","37-12"
"2017-18","9723","Maryland","George Washington",7,1229,1279,50,3,3,"41-21","48-21"
"2017-18","9723","Maryland","George Washington",7,1874,1979,105,4,4,"62-38","69-38"
"2017-18","9723","George Washington","Maryland",6,2240,2292,52,4,4,"78-46","78-52"
"2017-18","9724","Maryland","Loyola",7,136,194,58,1,1,"0-2","7-2"
"2017-18","9724","Maryland","Loyola",8,255,378,123,1,1,"7-4","15-4"
"2017-18","9724","Maryland","Loyola",13,861,1021,160,2,2,"31-15","44-15"
"2017-18","9724","Maryland","Loyola",10,1116,1212,96,2,3,"46-20","56-20"
"2017-18","9724","Maryland","Loyola",12,1340,1534,194,3,3,"57-24","69-24"
"2017-18","9724","Maryland","Loyola",6,1909,1964,55,4,4,"85-36","91-36"
"2017-18","9724","Maryland","Loyola",11,1983,2129,146,4,4,"91-38","102-38"
"2017-18","9724","Maryland","Loyola",8,2161,2262,101,4,4,"102-40","110-40"
"2017-18","9725","Maryland","Coppin State",11,39,161,122,1,1,"2-3","2-14"
