source_id,file_id,period,time_remaining,assister_number,assister_name,assister_assist_count,scorer_number,scorer_name,shot_type,points,home_score,visiting_score,narrative
2017,9713,1,586,12,Kristen Confroy,1,24,Stephanie Jones,LAYUP,2,2.0,0.0,24 Stephanie Jones LAYUP GOOD (2 Pt); 12 Kristen Confroy Assist (1 Asst)
2017,9713,1,507,21,Sarah Myers,1,22,Blair Watson,LAYUP,2,6.0,5.0,22 Blair Watson LAYUP GOOD (2 Pt); 21 Sarah Myers Assist (1 Asst)
2017,9713,1,417,24,Stephanie Jones,1,12,Kristen Confroy,LAYUP,2,8.0,10.0,12 Kristen Confroy LAYUP GOOD (2 Pt); 24 Stephanie Jones Assist (1 Asst)
2017,9713,1,206,24,Stephanie Jones,2,34,Brianna Fraser,LAYUP,2,12.0,12.0,34 Brianna Fraser LAYUP GOOD (4 Pt); 24 Stephanie Jones Assist (2 Asst)
2017,9713,2,547,21,Sarah Myers,2,22,Blair Watson,3PTR,3,17.0,16.0,22 Blair Watson 3PTR GOOD (5 Pt); 21 Sarah Myers Assist (2 Asst)
2017,9713,2,467,22,Blair Watson,1,05,Kaila Charles,LAYUP,2,19.0,16.0,05 Kaila Charles LAYUP GOOD (2 Pt); 22 Blair Watson Assist (1 Asst)
2017,9713,2,363,34,Brianna Fraser,1,05,Kaila Charles,LAYUP,2,23.0,16.0,05 Kaila Charles LAYUP GOOD (4 Pt); 34 Brianna Fraser Assist (1 Asst)
2017,9713,2,272,01,Ieshia Small,1,03,Channise Lewis,3PTR,3,29.0,16.0,03 Channise Lewis 3PTR GOOD (3 Pt); 01 Ieshia Small Assist (1 Asst)
2017,9713,2,249,34,Brianna Fraser,2,03,Channise Lewis,LAYUP,2,31.0,16.0,03 Channise Lewis LAYUP GOOD (5 Pt); 34 Brianna Fraser Assist (2 Asst)
2017,9713,2,221,24,Stephanie Jones,3,34,Brianna Fraser,LAYUP,2,33.0,16.0,34 Brianna Fraser LAYUP GOOD (6 Pt); 24 Stephanie Jones Assist (3 Asst)
