"source_id","file_id","date","location","officials","attendance","home_team","home_score","home_record","visiting_team","visiting_score","visiting_record"
2017,9719,"11/26/2017","Coral Gables, Fla. (Watsco Center)","Joseph Vaszily,  Maj Forsberg,  Felicia Grinter",884,"Miami",71,"4-2","Maryland",79,"5-2"
2017,9735,"2/4/2018","Lincoln, Neb. (Pinnacle Bank Arena)","Lisa Mattingly,  Amy Bonner,  Tim Daley",6185,"Nebraska",57,"17-7, 8-3","Maryland",64,"20-3, 9-1"
2017,9723,"12/8/2017","College Park, Md. (XFINITY Center)","Beverly Roberts,  Cameron Inouye,  Kevin Pethel",4125,"Maryland",80,"9-2","George Washington",54,"3-7"
2017,9742,"3/2/2018","Indianapolis, Ind. (Bankers Life FH)","Jesse Dickerson,  Barb Smith,  Mark Resch",0,"Maryland",67,"24-6","Indiana",54,"17-14"
2017,9715,"11/16/2017","College Park, Md. (XFINITY Center)","Jesse Dickerson,  Tiara Cruse,  An-Jamilah Gregory",9425,"Maryland",92,"2-1","Niagara",65,"0-3"
2017,9739,"2/18/2018","Minneapolis, Minn. (Williams Arena)","Cameron Inouye,  Michael McConnell,  Talisa Green",4625,"Minnesota",93,"21-6, 10-4 Big T","Maryland",74,"22-5, 11-3 Big T"
2017,9738,"2/15/2018","College Park, Md. (XFINITY Center)","Tina Napier,  Mark Zentz,  Frank Steratore",4521,"Maryland",65,"22-4, 11-2","Purdue",75,"17-10, 8-5"
2017,9714,"11/13/2017","College Park, Md. (XFINITY Center)","Tina Napier,  Lisa Mattingly,  Felicia Grinter",8677,"Maryland",86,"1-1","South Carolina",94,"2-0"
2017,9743,"3/3/2018","Indianapolis, Ind. (Bankers Life FH)","Beverly Roberts,  Tina Napier,  Sue Blauch",7499,"Maryland",66,"25-6","Nebraska",53,"21-10"
2017,9722,"12/6/2017","College Park, Md. (XFINITY Center)","Ray Gulbeyan,  Maj Forsberg,  An-Jamilah Gregory",3490,"Maryland",97,"8-2","Mount St. Mary's",57,"1-7"
2017,9734,"2/1/2018","College Park, Md. (XFINITY Center)","Bob Trammell,  Felicia Grinter,  Michael McConnell",4427,"Maryland",88,"19-3, 8-1","Rutgers",60,"17-7, 5-5"
2017,9718,"11/24/2017","Watsco Center | Coral Gables, Fla.","Joseph Vaszily,  John Capolino,  Brandon Enterline",676,"Kennesaw State",35,"1-5","Maryland",89,"4-2"
2017,9744,"3/4/2018","Indianapolis, Ind. (Bankers Life FH)","Lisa Mattingly,  Laura Morris,  Mark Zentz",4519,"Ohio State",79,"27-6","Maryland",69,"25-7"
2017,9713,"11/10/2017","College Park, Md. (XFINITY Center)","Bruce Morris,  Mark Resch,  Erika Herriman-Camarota",4021,"Maryland",91,"1-0","Albany",58,"0-1"
2017,9729,"1/7/2018","Kohl Center, Madison, Wis.","Bruce Morris,  Bob Enterline,  Angie Enlund",3882,"Wisconsin",44,"7-10, 0-4","Maryland",71,"15-2, 4-0"
2017,9733,"1/25/2018","Evanston, Ill. (Evanston Township HS)","Beverly Roberts,  Mark Zentz,  Laura Morris",704,"Northwestern",65,"9-13, 2-6","Maryland",68,"18-3, 7-1"
2017,9725,"12/20/2017","Baltimore, Md. (PEC Arena)","Angela Lewis,  Timothy Bryant,  Tony Patillo",630,"Coppin State",49,"1-11","Maryland",113,"11-2"
2017,9724,"12/11/2017","College Park, Md. (XFINITY Center)","Dee Kantner,  Brian Garland,  Nykesha Thompson",3486,"Maryland",114,"10-2","Loyola",45,"2-8"
2017,9732,"1/22/2018","College Park, Md. (XFINITY Center)","Tina Napier,  Lisa Mattingly,  Jesse Dickerson",7944,"Maryland",99,"17-3, 6-1","Ohio State",69,"16-4, 5-2"
2017,9728,"1/4/2018","College Park, Md. (XFINITY Center)","Tina Napier,  Lisa Mattingly,  Kevin Pethtel",3841,"Maryland",80,"14-2, 3-0 B1G","Iowa",64,"14-2, 2-1 B1G"
"2017","9745","3/16/2018","Raleigh, N.C. (Reynolds Coliseum)","Amy Bonner,  Jeffrey Smith,  John Capolino",2522,"Maryland",77,"26-7","Princeton",57,"24-6"
