"source_id","file_id","date","location","officials","attendance","home_team","home_score","home_record","visiting_team","visiting_score","visiting_record"
2017,9746,"3/18/2018","Raleigh, N.C. (Reynolds Coliseum)","Joe Vaszily,  Jennifer Rezac,  Amy Bonner",2711,"NC State",74,"26-8","Maryland",60,"26-8"
2017,9727,"12/31/2017","University Park, Pa. (BJC)","Mark Zentz,  Tiara Cruse,  Nykesha Thompson",2612,"Penn State",65,"9-6, 0-2 B1G","Maryland",69,"13-2, 2-0 B1G"
2017,9731,"1/16/2018","College Park, Md. (XFINITY Center)","Dee Kantner,  Susan Blauch,  Tiara Cruse",3947,"Maryland",74,"16-3, 5-1","Indiana",70,"8-12, 1-6"
2017,9730,"1/11/2018","College Park, Md. (XFINITY Center)","Beverly Roberts,  Laura Morris,  Bryan Enterline",4052,"Maryland",68,"15-3, 4-1","Michigan State",82,"13-5, 3-2"
2017,9726,"12/28/2017","College Park, Md. (XFINITY Center)","Felicia Grinter,  Tom Hallead,  Natasha Camy",7346,"Maryland",100,"12-2, 1-0","Illinois",65,"9-6, 0-1"
2017,9721,"12/2/2017","Akron, Ohio (James A. Rhodes Arena)","Barb Smith,  Bruce Morris,  Michelle Del Duco",656,"Akron",54,"3-3","Maryland",75,"7-2"
2017,9737,"2/11/2018","Piscataway, N.J. (The RAC)","Metta Roberts,  Kevin Pethel,  Mark Resch",3545,"Rutgers",54,"18-9, 6-7 B1G","Maryland",72,"22-3, 11-1 B1G"
2017,9717,"11/21/2017","College Park, Md. (XFINITY Center)","Laura Morris,  Susan Blauch,  Nykesha Thompson",3517,"Maryland",111,"3-2","Howard",49,"0-4"
2017,9740,"2/22/2018","Ann Arbor, Mich. (Crisler Center)","Bryan Enterline,  Lisa Mattingly,  Jesse Dickerson",2964,"Michigan",71,"21-8, 10-6","Maryland",65,"22-6, 11-4"
2017,9741,"2/25/2018","College Park, Md. (XFINITY Center)","Susan Blauch,  Kevin Pethel,  Katie Lukanich",10239,"Maryland",77,"23-6, 12-4","Nebraska",75,"20-9, 11-5"
2017,9716,"11/19/2017","XL Center (Hartford, Conn.)","Bryan Enterline,  Angela Lewis,  Pualani Spurlock",10126,"UConn",97,"3-0","Maryland",72,"2-2"
2017,9736,"2/8/2018","East Lansing, Mich. (Breselin Center)","Susan Blauch,  Cameron Inouye,  Tom Hallead",4988,"Michigan State",68,"14-11, 4-8 B1G","Maryland",76,"21-3, 10-1 B1G"
2017,9720,"11/29/2017","Charlottesville, Va. (JPJ Arena)","Dee Kantner,  Eric Brewton,  Rachelle Jones",3082,"Virginia",59,"3-5","Maryland",60,"6-2"
