"source_id","file_id","team","period","score"
2017,9746,"NC State",1,18
2017,9746,"NC State",2,14
2017,9746,"NC State",3,24
2017,9746,"NC State",4,18
2017,9746,"Maryland",1,11
2017,9746,"Maryland",2,15
2017,9746,"Maryland",3,14
2017,9746,"Maryland",4,20
2017,9727,"Penn State",1,18
2017,9727,"Penn State",2,23
2017,9727,"Penn State",3,14
2017,9727,"Penn State",4,10
2017,9727,"Maryland",1,21
2017,9727,"Maryland",2,19
2017,9727,"Maryland",3,14
2017,9727,"Maryland",4,15
2017,9731,"Maryland",1,18
2017,9731,"Maryland",2,15
2017,9731,"Maryland",3,19
2017,9731,"Maryland",4,22
2017,9731,"Indiana",1,13
2017,9731,"Indiana",2,20
2017,9731,"Indiana",3,23
2017,9731,"Indiana",4,14
2017,9730,"Maryland",1,15
2017,9730,"Maryland",2,16
2017,9730,"Maryland",3,18
2017,9730,"Maryland",4,19
2017,9730,"Michigan State",1,17
2017,9730,"Michigan State",2,21
2017,9730,"Michigan State",3,23
2017,9730,"Michigan State",4,21
2017,9726,"Maryland",1,26
2017,9726,"Maryland",2,31
2017,9726,"Maryland",3,22
2017,9726,"Maryland",4,21
2017,9726,"Illinois",1,11
2017,9726,"Illinois",2,20
2017,9726,"Illinois",3,17
2017,9726,"Illinois",4,17
2017,9721,"Akron",1,6
2017,9721,"Akron",2,21
2017,9721,"Akron",3,21
2017,9721,"Akron",4,6
2017,9721,"Maryland",1,24
2017,9721,"Maryland",2,14
2017,9721,"Maryland",3,26
2017,9721,"Maryland",4,11
2017,9737,"Rutgers",1,19
2017,9737,"Rutgers",2,8
2017,9737,"Rutgers",3,17
2017,9737,"Rutgers",4,10
2017,9737,"Maryland",1,22
2017,9737,"Maryland",2,21
2017,9737,"Maryland",3,12
2017,9737,"Maryland",4,17
2017,9717,"Maryland",1,33
2017,9717,"Maryland",2,23
2017,9717,"Maryland",3,35
2017,9717,"Maryland",4,20
2017,9717,"Howard",1,6
2017,9717,"Howard",2,13
2017,9717,"Howard",3,17
2017,9717,"Howard",4,13
2017,9740,"Michigan",1,21
2017,9740,"Michigan",2,14
2017,9740,"Michigan",3,15
2017,9740,"Michigan",4,21
2017,9740,"Maryland",1,12
2017,9740,"Maryland",2,21
2017,9740,"Maryland",3,14
2017,9740,"Maryland",4,18
2017,9741,"Maryland",1,22
2017,9741,"Maryland",2,22
2017,9741,"Maryland",3,20
2017,9741,"Maryland",4,13
2017,9741,"Nebraska",1,17
2017,9741,"Nebraska",2,19
2017,9741,"Nebraska",3,23
2017,9741,"Nebraska",4,16
2017,9716,"UConn",1,32
2017,9716,"UConn",2,14
2017,9716,"UConn",3,29
2017,9716,"UConn",4,22
2017,9716,"Maryland",1,11
2017,9716,"Maryland",2,10
2017,9716,"Maryland",3,20
2017,9716,"Maryland",4,31
2017,9736,"Michigan State",1,15
2017,9736,"Michigan State",2,14
2017,9736,"Michigan State",3,16
2017,9736,"Michigan State",4,23
2017,9736,"Maryland",1,17
2017,9736,"Maryland",2,19
2017,9736,"Maryland",3,25
2017,9736,"Maryland",4,15
2017,9720,"Virginia",1,15
2017,9720,"Virginia",2,10
2017,9720,"Virginia",3,24
2017,9720,"Virginia",4,10
2017,9720,"Maryland",1,20
2017,9720,"Maryland",2,14
2017,9720,"Maryland",3,17
2017,9720,"Maryland",4,9
2017,9719,"Miami",1,20
2017,9719,"Miami",2,15
2017,9719,"Miami",3,22
2017,9719,"Miami",4,14
2017,9719,"Maryland",1,16
2017,9719,"Maryland",2,20
2017,9719,"Maryland",3,22
2017,9719,"Maryland",4,21
2017,9735,"Nebraska",1,10
2017,9735,"Nebraska",2,12
2017,9735,"Nebraska",3,17
2017,9735,"Nebraska",4,18
2017,9735,"Maryland",1,14
2017,9735,"Maryland",2,13
2017,9735,"Maryland",3,20
2017,9735,"Maryland",4,17
2017,9723,"Maryland",1,22
2017,9723,"Maryland",2,19
2017,9723,"Maryland",3,21
2017,9723,"Maryland",4,18
2017,9723,"George Washington",1,10
2017,9723,"George Washington",2,11
2017,9723,"George Washington",3,15
2017,9723,"George Washington",4,18
2017,9742,"Maryland",1,13
2017,9742,"Maryland",2,16
2017,9742,"Maryland",3,19
2017,9742,"Maryland",4,19
2017,9742,"Indiana",1,12
2017,9742,"Indiana",2,15
2017,9742,"Indiana",3,13
2017,9742,"Indiana",4,14
2017,9715,"Maryland",1,25
2017,9715,"Maryland",2,17
2017,9715,"Maryland",3,23
2017,9715,"Maryland",4,27
2017,9715,"Niagara",1,17
2017,9715,"Niagara",2,19
2017,9715,"Niagara",3,12
2017,9715,"Niagara",4,17
2017,9739,"Minnesota",1,24
2017,9739,"Minnesota",2,29
2017,9739,"Minnesota",3,26
2017,9739,"Minnesota",4,14
2017,9739,"Maryland",1,19
2017,9739,"Maryland",2,20
2017,9739,"Maryland",3,15
2017,9739,"Maryland",4,20
2017,9738,"Maryland",1,17
2017,9738,"Maryland",2,17
2017,9738,"Maryland",3,16
2017,9738,"Maryland",4,15
2017,9738,"Purdue",1,20
2017,9738,"Purdue",2,9
2017,9738,"Purdue",3,20
2017,9738,"Purdue",4,26
2017,9714,"Maryland",1,13
2017,9714,"Maryland",2,23
2017,9714,"Maryland",3,18
2017,9714,"Maryland",4,32
2017,9714,"South Carolina",1,29
2017,9714,"South Carolina",2,22
2017,9714,"South Carolina",3,22
2017,9714,"South Carolina",4,21
2017,9743,"Maryland",1,15
2017,9743,"Maryland",2,17
2017,9743,"Maryland",3,15
2017,9743,"Maryland",4,19
2017,9743,"Nebraska",1,14
