"source_id","file_id","team","opponent","is_home","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench","largest_lead","largest_lead_time","time_with_lead_sec","pct_lead","ties","lead_changes","possessions","avg_scoring_possession","largest_deficit"
"2017-18","9713","Maryland","Albany",1,32,31,14,25,33,41,"4:16 (3rd)",1878,78.3,1,3,89,"0:14",4
"2017-18","9713","Albany","Maryland",0,26,15,9,12,22,4,"4:28 (1st)",368,15.3,1,3,89,"0:14",41
"2017-18","9714","Maryland","South Carolina",1,28,9,5,13,19,0,"-",0,0.0,1,0,80,"0:12",26
"2017-18","9714","South Carolina","Maryland",0,38,16,16,19,9,26,"2:20 (3rd)",2362,98.4,0,0,80,"0:17",0
"2017-18","9715","Maryland","Niagara",1,46,23,6,19,33,29,"0:54 (4th)",2141,89.2,3,3,77,"0:14",2
"2017-18","9715","Niagara","Maryland",0,24,16,2,1,11,2,"6:21 (1st)",129,5.4,0,2,79,"0:16",29
"2017-18","9716","UConn","Maryland",1,52,27,14,26,20,37,"9:48 (4th)",2324,96.8,0,0,90,"0:15",0
"2017-18","9716","Maryland","UConn",0,36,29,8,10,32,0,"-",0,0.0,1,0,89,"0:12",37
"2017-18","9717","Maryland","Howard",1,52,40,14,21,35,69,"2:50 (4th)",2366,98.6,0,0,85,"0:13",0
"2017-18","9717","Howard","Maryland",0,20,6,0,4,26,0,"-",0,0.0,0,0,85,"0:17",69
"2017-18","9718","Kennesaw State","Maryland",1,10,10,4,5,23,0,"-",0,0.0,0,0,73,"0:18",54
"2017-18","9718","Maryland","Kennesaw State",0,36,37,18,17,26,54,"0:12 (4th)",2383,99.3,0,0,73,"0:15",0
"2017-18","9719","Miami","Maryland",1,36,19,7,19,30,4,"8:48 (2nd)",280,11.7,5,5,77,"0:14",11
"2017-18","9719","Maryland","Miami",0,38,15,12,16,26,11,"1:01 (4th)",1697,70.7,3,5,80,"0:17",4
"2017-18","9720","Virginia","Maryland",1,26,17,10,5,21,4,"7:02 (1st)",497,20.7,1,4,76,"0:19",12
"2017-18","9720","Maryland","Virginia",0,30,22,8,4,10,12,"6:45 (3rd)",1724,71.8,3,4,77,"0:13",4
"2017-18","9721","Akron","Maryland",1,22,19,4,7,15,0,"-",0,0.0,0,0,79,"0:16",21
"2017-18","9721","Maryland","Akron",0,38,16,2,10,21,21,"1:14 (4th)",2394,99.8,0,0,79,"0:14",0
"2017-18","9722","Maryland","Mount St. Mary's",1,44,35,25,21,30,46,"3:05 (4th)",2389,99.5,0,0,79,"0:13",0
"2017-18","9722","Mount St. Mary's","Maryland",0,20,8,7,8,7,0,"-",0,0.0,0,0,79,"0:18",46
"2017-18","9723","Maryland","George Washington",1,44,18,10,23,25,33,"3:34 (4th)",2358,98.3,0,0,76,"0:14",0
"2017-18","9723","George Washington","Maryland",0,16,13,2,11,16,0,"-",0,0.0,1,0,78,"0:18",33
"2017-18","9724","Maryland","Loyola",1,58,39,29,23,43,70,"2:18 (4th)",2250,93.8,1,1,80,"0:12",2
"2017-18","9724","Loyola","Maryland",0,24,2,7,10,19,2,"7:57 (1st)",13,0.5,0,0,80,"0:20",70
"2017-18","9725","Coppin State","Maryland",1,12,4,0,8,8,0,"-",0,0.0,0,0,80,"0:21",68
"2017-18","9725","Maryland","Coppin State",0,34,36,12,14,52,68,"0:36 (3rd)",2390,99.6,0,0,79,"0:12",0
"2017-18","9726","Maryland","Illinois",1,42,24,24,18,27,37,"5:00 (4th)",2347,97.8,0,0,78,"0:13",0
"2017-18","9726","Illinois","Maryland",0,20,15,7,12,23,0,"-",0,0.0,0,0,79,"0:16",37
"2017-18","9727","Penn State","Maryland",1,24,12,15,7,10,5,"7:18 (3rd)",549,22.9,7,6,79,"0:13",9
"2017-18","9727","Maryland","Penn State",0,26,18,9,14,31,9,"6:45 (1st)",1366,56.9,4,6,78,"0:19",5
"2017-18","9728","Maryland","Iowa",1,30,29,8,18,15,25,"6:02 (4th)",2293,95.5,2,1,80,"0:16",3
"2017-18","9728","Iowa","Maryland",0,30,7,4,7,13,3,"9:05 (1st)",58,2.4,0,0,80,"0:15",25
"2017-18","9729","Wisconsin","Maryland",1,22,13,2,8,14,0,"-",0,0.0,0,0,68,"0:24",31
"2017-18","9729","Maryland","Wisconsin",0,24,23,13,10,33,31,"1:12 (3rd)",2371,98.8,0,0,68,"0:14",0
"2017-18","9730","Maryland","Michigan State",1,32,18,11,13,25,5,"2:44 (1st)",283,11.8,2,1,81,"0:14",16
"2017-18","9730","Michigan State","Maryland",0,28,14,8,12,15,16,"0:38 (4th)",1947,81.1,3,1,81,"0:17",5
"2017-18","9731","Maryland","Indiana",1,36,20,10,8,10,8,"5:22 (3rd)",1557,64.9,4,6,71,"0:14",7
"2017-18","9731","Indiana","Maryland",0,22,14,4,12,8,7,"9:47 (4th)",545,22.7,5,6,71,"0:19",8
"2017-18","9732","Maryland","Ohio State",1,46,9,4,22,18,32,"0:16 (4th)",2331,97.1,0,0,74,"0:18",0
"2017-18","9732","Ohio State","Maryland",0,30,13,4,11,9,0,"-",0,0.0,1,0,74,"0:13",32
"2017-18","9733","Northwestern","Maryland",1,40,13,8,8,10,2,"7:38 (1st)",68,2.8,8,3,74,"0:19",12
"2017-18","9733","Maryland","Northwestern",0,36,22,12,7,20,12,"7:58 (3rd)",2128,88.7,0,3,75,"0:15",2
"2017-18","9734","Maryland","Rutgers",1,36,11,13,13,13,34,"5:31 (4th)",2312,96.3,1,1,71,"0:17",2
"2017-18","9734","Rutgers","Maryland",0,24,12,6,12,26,2,"9:48 (1st)",36,1.5,0,0,71,"0:15",34
"2017-18","9735","Nebraska","Maryland",1,20,15,8,7,25,0,"-",0,0.0,0,0,69,"0:17",12
"2017-18","9735","Maryland","Nebraska",0,20,7,4,13,14,12,"8:24 (4th)",2356,98.2,0,0,70,"0:16",0
"2017-18","9736","Michigan State","Maryland",1,30,18,9,18,37,1,"9:35 (2nd)",43,1.8,1,1,74,"0:17",21
"2017-18","9736","Maryland","Michigan State",0,30,23,14,14,7,21,"1:43 (3rd)",2320,96.7,0,1,76,"0:16",1
"2017-18","9737","Rutgers","Maryland",1,32,10,8,14,9,1,"3:49 (1st)",12,0.5,3,1,70,"0:16",18
"2017-18","9737","Maryland","Rutgers",0,26,18,11,16,16,18,"0:32 (4th)",2254,93.9,0,1,71,"0:17",1
"2017-18","9738","Maryland","Purdue",1,30,8,6,9,13,10,"5:04 (3rd)",1215,50.6,3,8,71,"0:16",10
"2017-18","9738","Purdue","Maryland",0,36,13,11,6,12,10,"0:09 (4th)",989,41.2,4,9,71,"0:17",10
"2017-18","9739","Minnesota","Maryland",1,34,18,9,15,11,27,"3:25 (4th)",2064,86.0,4,2,79,"0:18",5
"2017-18","9739","Maryland","Minnesota",0,38,7,11,9,22,5,"6:07 (1st)",186,7.8,0,1,77,"0:14",27
"2017-18","9740","Michigan","Maryland",1,34,14,6,11,21,12,"6:32 (2nd)",2303,96.0,0,0,71,"0:19",0
"2017-18","9740","Maryland","Michigan",0,46,18,12,12,21,0,"-",0,0.0,1,0,68,"0:13",12
"2017-18","9741","Maryland","Nebraska",1,32,8,4,21,22,14,"4:48 (3rd)",2259,94.1,2,2,74,"0:19",3
"2017-18","9741","Nebraska","Maryland",0,34,18,3,11,30,3,"9:22 (1st)",72,3.0,0,1,73,"0:18",14
"2017-18","9742","Maryland","Indiana",1,28,16,6,9,14,13,"0:19 (4th)",1852,77.2,3,8,67,"0:16",3
"2017-18","9742","Indiana","Maryland",0,32,17,2,7,4,3,"1:52 (1st)",374,15.6,5,7,68,"0:21",13
"2017-18","9743","Maryland","Nebraska",1,24,13,6,13,31,19,"2:00 (4th)",2248,93.7,1,2,68,"0:18",1
"2017-18","9743","Nebraska","Maryland",0,14,6,0,9,29,1,"2:10 (1st)",144,6.0,1,2,68,"0:19",19
"2017-18","9744","Ohio State","Maryland",1,38,19,14,15,7,18,"5:08 (3rd)",1696,70.7,3,4,72,"0:17",5
"2017-18","9744","Maryland","Ohio State",0,36,14,11,19,18,5,"0:08 (1st)",597,24.9,0,3,72,"0:19",18
"2017-18","9745","Maryland","Princeton",1,30,14,10,20,16,26,"4:58 (4th)",2332,97.2,0,1,73,"0:17",2
"2017-18","9745","Princeton","Maryland",0,22,9,5,4,29,2,"9:37 (1st)",45,1.9,0,0,72,"0:17",26
"2017-18","9746","NC State","Maryland",1,22,10,12,16,8,19,"8:07 (4th)",2314,96.4,1,2,74,"0:17",1
"2017-18","9746","Maryland","NC State",0,30,10,6,13,32,1,"8:13 (1st)",64,2.7,0,1,73,"0:15",19
