"source_id","file_id","date","location","officials","attendance","home_team","home_score","home_record","visiting_team","visiting_score","visiting_record"
2023,16460,"11/19/2023","XFINITY Center, College Park, MD","Erika Herriman,  Tim Daley,  Jesse Dickerson",7090,"Maryland",83,"2-2,0-0 Big Ten","Syracuse",81,"3-1,0-0 ACC"
2023,16548,"2/3/2024","XFINITY Center, College Park, MD","Cameron Inouye,  Gina Cross,  Dee Kantner",17950,"Maryland",85,"12-10,4-7 Big Ten","Iowa",93,"21-2,10-1 Big Ten"
2023,16544,"1/20/2024","XFINITY Center, College Park, MD","Bruce Morris,  Cameron Inouye,  Jesse Dickerson",6409,"Maryland",90,"12-6,4-3 Big Ten","Illinois",82,"8-9,2-5 Big Ten"
2023,16552,"2/21/2024","XFINITY Center, College Park, MD","Xiomara Cruz-Johnson,  Brian Garland,  Brian Hall",5192,"Maryland",81,"16-10,8-7 Big Ten","Rutgers",62,"8-21,2-14 Big Ten"
2023,16553,"2/25/2024","Value City Arena, Columbus, OH","Mark Resch,  Jesse Dickerson,  Felicia Grinter",10790,"Ohio St.",79,"24-3,15-1 Big Ten","Maryland",66,"16-11,8-8 Big Ten"
2023,16457,"11/6/2023","XFINITY Center, College Park, MD","Natosha Harris,  Maggie Tieman,  Michael McConnell",4891,"Maryland",98,"1-0,0-0 Big Ten","Harvard",75,"0-1,0-0 Ivy League"
2023,16545,"1/24/2024","Crisler Center, Ann Arbor, MI","Maggie Tieman,  Brian Garland,  Dee Kantner",2586,"Michigan",79,"14-6,5-3 Big Ten","Maryland",77,"12-7,4-4 Big Ten"
2023,16549,"2/6/2024","Jersey Mike's Arena, Piscataway, NJ","Ify Seales,  Mark Berger,  Angelica Suffren",1328,"Rutgers",59,"7-18,1-11 Big Ten","Maryland",67,"13-10,5-7 Big Ten"
2023,16461,"11/23/2023","Hard Rock Hotel Riviera Maya, Puerto Aventuras","Kenya Kirkland,  Josh Howell,  Mark Berger",150,"Washington St.",87,"6-0,0-0 Pac-12","Maryland",67,"2-3,0-0 Big Ten"
2023,16539,"12/31/2023","Pinnacle Bank Arena, Lincoln, NE","Natasha Camy,  Julie Krommenhoek,  Michael McConnell",8795,"Nebraska",87,"10-3,2-0 Big Ten","Maryland",81,"9-4,1-1 Big Ten"
2023,16542,"1/9/2024","Breslin Events Center, East Lansing, MI","Mark Resch,  Maggie Tieman,  Julie Krommenhoek",2886,"Michigan St.",74,"12-3,2-2 Big Ten","Maryland",69,"10-5,2-2 Big Ten"
2023,16554,"2/29/2024","XFINITY Center, College Park, MD","Natasha Camy,  Kevin Pethtel,  Julie Krommenhoek",6608,"Maryland",79,"17-11,9-8 Big Ten","Wisconsin",63,"13-14,6-11 Big Ten"
2023,16466,"12/12/2023","XFINITY Center, College Park, MD","Ashlee Goode,  Mark Resch,  Nykesha Thompson",14994,"Maryland",99,"8-3,1-0 Big Ten","Towson",51,"7-2,0-0 CAA"
2023,16467,"12/20/2023","XFINITY Center, College Park, MD","Kenya Kirkland,  Angie Enlund,  Frank Steratore",5032,"Maryland",78,"9-3,1-0 Big Ten","James Madison",55,"8-4,0-0 Sun Belt"
2023,16555,"3/3/2024","Simon Skjodt Assembly Hall, Bloomington, IN","Angie Enlund,  Nykesha Thompson,  Felicia Grinter",12402,"Indiana",71,"24-4,15-3 Big Ten","Maryland",54,"17-12,9-9 Big Ten"
2023,16543,"1/17/2024","XFINITY Center, College Park, MD","Angelica Suffren,  Tim Daley,  Kevin Pethtel",5112,"Maryland",76,"11-6,3-3 Big Ten","Ohio St.",84,"14-3,5-1 Big Ten"
2023,16538,"12/10/2023","XFINITY Center, College Park, MD","Doug Knight,  Tiara Cruse,  Bruce Morris",5127,"Maryland",71,"7-3,1-0 Big Ten","Northwestern",58,"3-6,0-1 Big Ten"
2023,16556,"3/7/2024","Target Center, Minneapolis, MN","Bruce Morris,  Tiara Cruse,  Cameron Inouye",0,"Maryland",75,"18-12,9-9 Big Ten","Illinois",65,"14-15,8-10 Big Ten"
2023,16540,"1/3/2024","Williams Arena, Minneapolis, MN","Jamie Broderick,  Angelica Suffren,  Kevin Pethtel",2362,"Minnesota",64,"11-3,1-2 Big Ten","Maryland",72,"10-4,2-1 Big Ten"
2023,16464,"11/29/2023","XFINITY Center, College Park, MD","Courtney Robinson,  Kristen Bell,  Mark Berger",5064,"Maryland",114,"5-3,0-0 Big Ten","Niagara",44,"2-5,0-0 MAAC"
2023,16465,"12/3/2023","XFINITY Center, College Park, MD","Kenya Kirkland,  Kalei Enterline,  Josh Howell",5901,"Maryland",86,"6-3,0-0 Big Ten","George Mason",77,"7-1,0-0 Atlantic 10"
