"source_id","file_id","period","clock_seconds","time_remaining","player_out_number","player_out_name","player_in_number","player_in_name","maryland_score","opponent_score","score_diff","narrative"
"2023-24","16457",1,517,"08:37","13","Faith Masonius","14","Allie Kubek",0,0,0,"13 Faith Masonius OUT; 14 Allie Kubek IN"
"2023-24","16457",1,506,"08:26","11","Jakia Brown-Turner","24","Bri McDaniel",0,0,0,"11 Jakia Brown-Turner OUT; 24 Bri McDaniel IN"
"2023-24","16457",1,350,"05:50","14","Allie Kubek","21","Emma Chardon",0,0,0,"14 Allie Kubek OUT; 21 Emma Chardon IN"
"2023-24","16457",1,283,"04:43","03","Lavender Briggs","11","Jakia Brown-Turner",0,0,0,"03 Lavender Briggs OUT; 05 Brinae Alexander OUT; 11 Jakia Brown-Turner IN; 13 Faith Masonius IN"
"2023-24","16457",1,283,"04:43","05","Brinae Alexander","13","Faith Masonius",0,0,0,"03 Lavender Briggs OUT; 05 Brinae Alexander OUT; 11 Jakia Brown-Turner IN; 13 Faith Masonius IN"
"2023-24","16457",1,201,"03:21","21","Emma Chardon","03","Lavender Briggs",0,0,0,"21 Emma Chardon OUT; 03 Lavender Briggs IN"
"2023-24","16457",1,172,"02:52","24","Bri McDaniel","02","Riley Nelson",0,0,0,"24 Bri McDaniel OUT; 02 Riley Nelson IN"
"2023-24","16457",1,67,"01:07","00","Shyanne Sellers","14","Allie Kubek",0,0,0,"00 Shyanne Sellers OUT; 14 Allie Kubek IN"
"2023-24","16457",2,600,"10:00","02","Riley Nelson","00","Shyanne Sellers",0,0,0,"02 Riley Nelson OUT; 03 Lavender Briggs OUT; 13 Faith Masonius OUT; 00 Shyanne Sellers IN; 05 Brinae Alexander IN; 24 Bri McDaniel IN"
"2023-24","16457",2,600,"10:00","03","Lavender Briggs","05","Brinae Alexander",0,0,0,"02 Riley Nelson OUT; 03 Lavender Briggs OUT; 13 Faith Masonius OUT; 00 Shyanne Sellers IN; 05 Brinae Alexander IN; 24 Bri McDaniel IN"
"2023-24","16457",2,600,"10:00","13","Faith Masonius","24","Bri McDaniel",0,0,0,"02 Riley Nelson OUT; 03 Lavender Briggs OUT; 13 Faith Masonius OUT; 00 Shyanne Sellers IN; 05 Brinae Alexander IN; 24 Bri McDaniel IN"
"2023-24","16457",2,504,"08:24","11","Jakia Brown-Turner","03","Lavender Briggs",0,0,0,"11 Jakia Brown-Turner OUT; 03 Lavender Briggs IN"
"2023-24","16457",2,424,"07:04","14","Allie Kubek","13","Faith Masonius",0,0,0,"14 Allie Kubek OUT; 13 Faith Masonius IN"
"2023-24","16457",2,287,"04:47","00","Shyanne Sellers","02","Riley Nelson",0,0,0,"00 Shyanne Sellers OUT; 03 Lavender Briggs OUT; 05 Brinae Alexander OUT; 24 Bri McDaniel OUT; 02 Riley Nelson IN; 11 Jakia Brown-Turner IN; 14 Allie Kubek IN; 21 Emma Chardon IN; 14 Allie Kubek OUT; 34 Emily Fisher IN"
"2023-24","16457",2,287,"04:47","03","Lavender Briggs","11","Jakia Brown-Turner",0,0,0,"00 Shyanne Sellers OUT; 03 Lavender Briggs OUT; 05 Brinae Alexander OUT; 24 Bri McDaniel OUT; 02 Riley Nelson IN; 11 Jakia Brown-Turner IN; 14 Allie Kubek IN; 21 Emma Chardon IN; 14 Allie Kubek OUT; 34 Emily Fisher IN"
"2023-24","16457",2,287,"04:47","05","Brinae Alexander","14","Allie Kubek",0,0,0,"00 Shyanne Sellers OUT; 03 Lavender Briggs OUT; 05 Brinae Alexander OUT; 24 Bri McDaniel OUT; 02 Riley Nelson IN; 11 Jakia Brown-Turner IN; 14 Allie Kubek IN; 21 Emma Chardon IN; 14 Allie Kubek OUT; 34 Emily Fisher IN"
"2023-24","16457",2,287,"04:47","24","Bri McDaniel","21","Emma Chardon",0,0,0,"00 Shyanne Sellers OUT; 03 Lavender Briggs OUT; 05 Brinae Alexander OUT; 24 Bri McDaniel OUT; 02 Riley Nelson IN; 11 Jakia Brown-Turner IN; 14 Allie Kubek IN; 21 Emma Chardon IN; 14 Allie Kubek OUT; 34 Emily Fisher IN"
"2023-24","16457",2,287,"04:47","14","Allie Kubek","34","Emily Fisher",0,0,0,"00 Shyanne Sellers OUT; 03 Lavender Briggs OUT; 05 Brinae Alexander OUT; 24 Bri McDaniel OUT; 02 Riley Nelson IN; 11 Jakia Brown-Turner IN; 14 Allie Kubek IN; 21 Emma Chardon IN; 14 Allie Kubek OUT; 34 Emily Fisher IN"
"2023-24","16457",2,132,"02:12","02","Riley Nelson","00","Shyanne Sellers",0,0,0,"02 Riley Nelson OUT; 13 Faith Masonius OUT; 00 Shyanne Sellers IN; 14 Allie Kubek IN"
"2023-24","16457",2,132,"02:12","13","Faith Masonius","14","Allie Kubek",0,0,0,"02 Riley Nelson OUT; 13 Faith Masonius OUT; 00 Shyanne Sellers IN; 14 Allie Kubek IN"
"2023-24","16457",3,600,"10:00","14","Allie Kubek","03","Lavender Briggs",0,0,0,"14 Allie Kubek OUT; 21 Emma Chardon OUT; 34 Emily Fisher OUT; 03 Lavender Briggs IN; 05 Brinae Alexander IN; 13 Faith Masonius IN"
"2023-24","16457",3,600,"10:00","21","Emma Chardon","05","Brinae Alexander",0,0,0,"14 Allie Kubek OUT; 21 Emma Chardon OUT; 34 Emily Fisher OUT; 03 Lavender Briggs IN; 05 Brinae Alexander IN; 13 Faith Masonius IN"
"2023-24","16457",3,600,"10:00","34","Emily Fisher","13","Faith Masonius",0,0,0,"14 Allie Kubek OUT; 21 Emma Chardon OUT; 34 Emily Fisher OUT; 03 Lavender Briggs IN; 05 Brinae Alexander IN; 13 Faith Masonius IN"
"2023-24","16457",3,394,"06:34","11","Jakia Brown-Turner","14","Allie Kubek",0,0,0,"11 Jakia Brown-Turner OUT; 13 Faith Masonius OUT; 14 Allie Kubek IN; 24 Bri McDaniel IN"
"2023-24","16457",3,394,"06:34","13","Faith Masonius","24","Bri McDaniel",0,0,0,"11 Jakia Brown-Turner OUT; 13 Faith Masonius OUT; 14 Allie Kubek IN; 24 Bri McDaniel IN"
"2023-24","16457",3,346,"05:46","00","Shyanne Sellers","02","Riley Nelson",0,0,0,"00 Shyanne Sellers OUT; 05 Brinae Alexander OUT; 02 Riley Nelson IN; 21 Emma Chardon IN"
"2023-24","16457",3,346,"05:46","05","Brinae Alexander","21","Emma Chardon",0,0,0,"00 Shyanne Sellers OUT; 05 Brinae Alexander OUT; 02 Riley Nelson IN; 21 Emma Chardon IN"
"2023-24","16457",3,326,"05:26","03","Lavender Briggs","11","Jakia Brown-Turner",0,0,0,"03 Lavender Briggs OUT; 11 Jakia Brown-Turner IN"
"2023-24","16457",3,259,"04:19","02","Riley Nelson","00","Shyanne Sellers",0,0,0,"02 Riley Nelson OUT; 14 Allie Kubek OUT; 21 Emma Chardon OUT; 24 Bri McDaniel OUT; 00 Shyanne Sellers IN; 03 Lavender Briggs IN; 05 Brinae Alexander IN; 13 Faith Masonius IN"
"2023-24","16457",3,259,"04:19","14","Allie Kubek","03","Lavender Briggs",0,0,0,"02 Riley Nelson OUT; 14 Allie Kubek OUT; 21 Emma Chardon OUT; 24 Bri McDaniel OUT; 00 Shyanne Sellers IN; 03 Lavender Briggs IN; 05 Brinae Alexander IN; 13 Faith Masonius IN"
"2023-24","16457",3,259,"04:19","21","Emma Chardon","05","Brinae Alexander",0,0,0,"02 Riley Nelson OUT; 14 Allie Kubek OUT; 21 Emma Chardon OUT; 24 Bri McDaniel OUT; 00 Shyanne Sellers IN; 03 Lavender Briggs IN; 05 Brinae Alexander IN; 13 Faith Masonius IN"
"2023-24","16457",3,259,"04:19","24","Bri McDaniel","13","Faith Masonius",0,0,0,"02 Riley Nelson OUT; 14 Allie Kubek OUT; 21 Emma Chardon OUT; 24 Bri McDaniel OUT; 00 Shyanne Sellers IN; 03 Lavender Briggs IN; 05 Brinae Alexander IN; 13 Faith Masonius IN"
"2023-24","16457",3,155,"02:35","05","Brinae Alexander","14","Allie Kubek",0,0,0,"05 Brinae Alexander OUT; 14 Allie Kubek IN"
"2023-24","16457",3,100,"01:40","00","Shyanne Sellers","02","Riley Nelson",0,0,0,"00 Shyanne Sellers OUT; 02 Riley Nelson IN"
"2023-24","16457",4,600,"10:00","02","Riley Nelson","00","Shyanne Sellers",0,0,0,"02 Riley Nelson OUT; 03 Lavender Briggs OUT; 11 Jakia Brown-Turner OUT; 00 Shyanne Sellers IN; 21 Emma Chardon IN; 24 Bri McDaniel IN"
"2023-24","16457",4,600,"10:00","03","Lavender Briggs","21","Emma Chardon",0,0,0,"02 Riley Nelson OUT; 03 Lavender Briggs OUT; 11 Jakia Brown-Turner OUT; 00 Shyanne Sellers IN; 21 Emma Chardon IN; 24 Bri McDaniel IN"
"2023-24","16457",4,600,"10:00","11","Jakia Brown-Turner","24","Bri McDaniel",0,0,0,"02 Riley Nelson OUT; 03 Lavender Briggs OUT; 11 Jakia Brown-Turner OUT; 00 Shyanne Sellers IN; 21 Emma Chardon IN; 24 Bri McDaniel IN"
"2023-24","16457",4,442,"07:22","13","Faith Masonius","11","Jakia Brown-Turner",0,0,0,"13 Faith Masonius OUT; 11 Jakia Brown-Turner IN"
"2023-24","16457",4,385,"06:25","14","Allie Kubek","03","Lavender Briggs",0,0,0,"14 Allie Kubek OUT; 21 Emma Chardon OUT; 03 Lavender Briggs IN; 05 Brinae Alexander IN; 24 Bri McDaniel OUT; 34 Emily Fisher IN"
"2023-24","16457",4,385,"06:25","21","Emma Chardon","05","Brinae Alexander",0,0,0,"14 Allie Kubek OUT; 21 Emma Chardon OUT; 03 Lavender Briggs IN; 05 Brinae Alexander IN; 24 Bri McDaniel OUT; 34 Emily Fisher IN"
"2023-24","16457",4,385,"06:25","24","Bri McDaniel","34","Emily Fisher",0,0,0,"14 Allie Kubek OUT; 21 Emma Chardon OUT; 03 Lavender Briggs IN; 05 Brinae Alexander IN; 24 Bri McDaniel OUT; 34 Emily Fisher IN"
"2023-24","16457",4,266,"04:26","03","Lavender Briggs","14","Allie Kubek",0,0,0,"03 Lavender Briggs OUT; 14 Allie Kubek IN"
"2023-24","16457",4,208,"03:28","11","Jakia Brown-Turner","24","Bri McDaniel",0,0,0,"11 Jakia Brown-Turner OUT; 24 Bri McDaniel IN"
"2023-24","16457",4,149,"02:29","05","Brinae Alexander","21","Emma Chardon",0,0,0,"05 Brinae Alexander OUT; 21 Emma Chardon IN"
"2023-24","16457",4,89,"01:29","00","Shyanne Sellers","02","Riley Nelson",0,0,0,"00 Shyanne Sellers OUT; 02 Riley Nelson IN"
"2023-24","16458",1,451,"07:31","11","Jakia Brown-Turner","14","Allie Kubek",0,0,0,"11 Jakia Brown-Turner OUT; 14 Allie Kubek IN"
"2023-24","16458",1,417,"06:57","13","Faith Masonius","11","Jakia Brown-Turner",0,0,0,"13 Faith Masonius OUT; 11 Jakia Brown-Turner IN"
"2023-24","16458",1,298,"04:58","05","Brinae Alexander","24","Bri McDaniel",0,0,0,"05 Brinae Alexander OUT; 24 Bri McDaniel IN"
"2023-24","16458",1,250,"04:10","14","Allie Kubek","05","Brinae Alexander",0,0,0,"14 Allie Kubek OUT; 05 Brinae Alexander IN"
"2023-24","16458",1,66,"01:06","24","Bri McDaniel","20","Hawa Doumbouya",0,0,0,"24 Bri McDaniel OUT; 20 Hawa Doumbouya IN"
"2023-24","16458",2,600,"10:00","05","Brinae Alexander","13","Faith Masonius",0,0,0,"05 Brinae Alexander OUT; 20 Hawa Doumbouya OUT; 13 Faith Masonius IN; 14 Allie Kubek IN"
