"source_id","file_id","team","lineup","num_players","start_seconds","end_seconds","duration","pts_for","pts_against","plus_minus"
"2023-24","16457","Maryland","Brinae Alexander|Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",5,0,83,83,2,0,2
"2023-24","16457","Maryland","Allie Kubek|Brinae Alexander|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",5,83,94,11,0,0,0
"2023-24","16457","Maryland","Allie Kubek|Bri McDaniel|Brinae Alexander|Lavender Briggs|Shyanne Sellers",5,94,250,156,6,4,2
"2023-24","16457","Maryland","Bri McDaniel|Brinae Alexander|Emma Chardon|Lavender Briggs|Shyanne Sellers",5,250,317,67,5,2,3
"2023-24","16457","Harvard","Elena Rodriguez|Harmoni Turner|Karlee White|Katie Krupa|Lola Mullaney",5,0,317,317,6,13,-7
"2023-24","16457","Maryland","Bri McDaniel|Emma Chardon|Faith Masonius|Jakia Brown-Turner|Shyanne Sellers",5,317,399,82,6,2,4
"2023-24","16457","Maryland","Bri McDaniel|Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",5,399,428,29,3,0,3
"2023-24","16457","Harvard","Elena Rodriguez|Harmoni Turner|Katie Krupa|Lola Mullaney|Saniyah Glenn",5,317,428,111,2,9,-7
"2023-24","16457","Harvard","Abigail Wright|Elena Rodriguez|Harmoni Turner|Lola Mullaney|Saniyah Glenn",5,428,480,52,3,2,1
"2023-24","16457","Maryland","Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Riley Nelson|Shyanne Sellers",5,428,533,105,4,3,1
"2023-24","16457","Harvard","Abigail Wright|Elena Rodriguez|Harmoni Turner|Karlee White|Lola Mullaney",5,480,533,53,0,2,-2
"2023-24","16457","Maryland","Allie Kubek|Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Riley Nelson",5,533,600,67,5,0,5
"2023-24","16457","Harvard","Abigail Wright|Elena Rodriguez|Karlee White|Lola Mullaney|Saniyah Glenn",5,533,600,67,0,5,-5
"2023-24","16457","Harvard","Elena Rodriguez|Harmoni Turner|Karlee White|Katie Krupa|Lola Mullaney",5,600,674,74,2,3,-1
"2023-24","16457","Maryland","Allie Kubek|Bri McDaniel|Brinae Alexander|Jakia Brown-Turner|Shyanne Sellers",5,600,696,96,3,5,-2
"2023-24","16457","Maryland","Allie Kubek|Bri McDaniel|Brinae Alexander|Lavender Briggs|Shyanne Sellers",5,696,776,80,4,3,1
"2023-24","16457","Maryland","Bri McDaniel|Brinae Alexander|Faith Masonius|Lavender Briggs|Shyanne Sellers",5,776,913,137,5,4,1
"2023-24","16457","Harvard","Abigail Wright|Harmoni Turner|Karlee White|Katie Krupa|Lola Mullaney",5,674,913,239,12,9,3
"2023-24","16457","Maryland","Allie Kubek|Emily Fisher|Emma Chardon|Faith Masonius|Jakia Brown-Turner|Riley Nelson",6,913,1068,155,2,4,-2
"2023-24","16457","Harvard","Abigail Wright|Harmoni Turner|Karlee White|Lola Mullaney|Saniyah Glenn",5,913,1068,155,2,2,0
"2023-24","16457","Harvard","Elena Rodriguez|Harmoni Turner|Karlee White|Lola Mullaney|Saniyah Glenn",5,1068,1106,38,2,0,2
"2023-24","16457","Maryland","Allie Kubek|Emily Fisher|Emma Chardon|Jakia Brown-Turner|Shyanne Sellers",5,1068,1200,132,7,7,0
"2023-24","16457","Harvard","Elena Rodriguez|Harmoni Turner|Katie Krupa|Lola Mullaney|Saniyah Glenn",5,1106,1200,94,5,7,-2
"2023-24","16457","Maryland","Brinae Alexander|Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",5,1200,1406,206,9,5,4
"2023-24","16457","Harvard","Elena Rodriguez|Harmoni Turner|Karlee White|Katie Krupa|Lola Mullaney",5,1200,1406,206,5,9,-4
"2023-24","16457","Maryland","Allie Kubek|Bri McDaniel|Brinae Alexander|Lavender Briggs|Shyanne Sellers",5,1406,1454,48,2,3,-1
"2023-24","16457","Harvard","Elena Rodriguez|Harmoni Turner|Katie Krupa|Lola Mullaney|Saniyah Glenn",5,1406,1454,48,3,2,1
"2023-24","16457","Maryland","Allie Kubek|Bri McDaniel|Emma Chardon|Lavender Briggs|Riley Nelson",5,1454,1474,20,0,0,0
"2023-24","16457","Maryland","Allie Kubek|Bri McDaniel|Emma Chardon|Jakia Brown-Turner|Riley Nelson",5,1474,1541,67,4,6,-2
"2023-24","16457","Harvard","Abigail Wright|Harmoni Turner|Lola Mullaney|Mona Zaric|Saniyah Glenn",5,1454,1578,124,6,4,2
"2023-24","16457","Harvard","Abigail Wright|Harmoni Turner|Karlee White|Katie Krupa|Saniyah Glenn",5,1578,1637,59,0,2,-2
"2023-24","16457","Maryland","Brinae Alexander|Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",5,1541,1645,104,2,0,2
"2023-24","16457","Harvard","Harmoni Turner|Karlee White|Katie Krupa|Lola Mullaney|Saniyah Glenn",5,1637,1680,43,0,0,0
"2023-24","16457","Maryland","Allie Kubek|Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",5,1645,1700,55,4,0,4
"2023-24","16457","Harvard","Elena Rodriguez|Harmoni Turner|Karlee White|Lola Mullaney|Saniyah Glenn",5,1680,1728,48,2,4,-2
"2023-24","16457","Maryland","Allie Kubek|Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Riley Nelson",5,1700,1800,100,0,4,-4
"2023-24","16457","Harvard","Elena Rodriguez|Harmoni Turner|Karlee White|Katie Krupa|Lola Mullaney",5,1728,1888,160,4,2,2
"2023-24","16457","Maryland","Allie Kubek|Bri McDaniel|Emma Chardon|Faith Masonius|Shyanne Sellers",5,1800,1958,158,7,8,-1
"2023-24","16457","Harvard","Elena Rodriguez|Harmoni Turner|Katie Krupa|Lola Mullaney|Mary Hollensteiner",5,1888,1958,70,6,5,1
"2023-24","16457","Maryland","Allie Kubek|Bri McDaniel|Emma Chardon|Jakia Brown-Turner|Shyanne Sellers",5,1958,2015,57,2,5,-3
"2023-24","16457","Harvard","Abigail Wright|Elena Rodriguez|Harmoni Turner|Lola Mullaney|Mary Hollensteiner",5,1958,2082,124,7,3,4
"2023-24","16457","Maryland","Brinae Alexander|Emily Fisher|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",5,2015,2134,119,4,2,2
"2023-24","16457","Harvard","Abigail Wright|Harmoni Turner|Lola Mullaney|Mary Hollensteiner|Mona Zaric",5,2082,2177,95,0,4,-4
