source_id,file_id,period,time_remaining,assister_number,assister_name,assister_assist_count,scorer_number,scorer_name,shot_type,points,home_score,visiting_score,narrative
2023,16460,1,468,03,Lavender Briggs,1,05,Brinae Alexander,3PTR,3,7.0,6.0,05 Brinae Alexander 3PTR GOOD (3 Pt); 03 Lavender Briggs Assist (1 Asst)
2023,16460,1,326,14,Allie Kubek,1,03,Lavender Briggs,JUMPER,2,9.0,11.0,03 Lavender Briggs JUMPER GOOD (2 Pt); 14 Allie Kubek Assist (1 Asst)
2023,16460,1,148,13,Faith Masonius,1,14,Allie Kubek,JUMPER,2,15.0,14.0,14 Allie Kubek JUMPER GOOD (2 Pt); 13 Faith Masonius Assist (1 Asst)
2023,16460,1,75,13,Faith Masonius,2,14,Allie Kubek,LAYUP,2,19.0,16.0,14 Allie Kubek LAYUP GOOD (6 Pt); 13 Faith Masonius Assist (2 Asst)
2023,16460,1,50,13,Faith Masonius,3,03,Lavender Briggs,JUMPER,2,21.0,18.0,03 Lavender Briggs JUMPER GOOD (4 Pt); 13 Faith Masonius Assist (3 Asst)
2023,16460,1,30,00,Shyanne Sellers,1,14,Allie Kubek,3PTR,3,24.0,18.0,14 Allie Kubek 3PTR GOOD (9 Pt); 00 Shyanne Sellers Assist (1 Asst)
2023,16460,2,226,00,Shyanne Sellers,2,03,Lavender Briggs,LAYUP,2,28.0,27.0,03 Lavender Briggs LAYUP GOOD (8 Pt); 00 Shyanne Sellers Assist (2 Asst)
2023,16460,3,425,24,Bri McDaniel,1,14,Allie Kubek,LAYUP,2,43.0,43.0,14 Allie Kubek LAYUP GOOD (11 Pt); 24 Bri McDaniel Assist (1 Asst)
2023,16460,3,365,24,Bri McDaniel,2,05,Brinae Alexander,3PTR,3,48.0,45.0,05 Brinae Alexander 3PTR GOOD (7 Pt); 24 Bri McDaniel Assist (2 Asst)
2023,16460,3,115,13,Faith Masonius,4,14,Allie Kubek,JUMPER,2,55.0,60.0,14 Allie Kubek JUMPER GOOD (15 Pt); 13 Faith Masonius Assist (4 Asst)
2023,16460,3,91,24,Bri McDaniel,3,14,Allie Kubek,LAYUP,2,57.0,60.0,14 Allie Kubek LAYUP GOOD (17 Pt); 24 Bri McDaniel Assist (3 Asst)
2023,16460,3,78,24,Bri McDaniel,4,00,Shyanne Sellers,LAYUP,2,59.0,60.0,00 Shyanne Sellers LAYUP GOOD (11 Pt); 24 Bri McDaniel Assist (4 Asst)
2023,16460,3,55,24,Bri McDaniel,5,14,Allie Kubek,LAYUP,2,61.0,60.0,14 Allie Kubek LAYUP GOOD (19 Pt); 24 Bri McDaniel Assist (5 Asst)
2023,16460,4,375,13,Faith Masonius,5,03,Lavender Briggs,LAYUP,2,71.0,64.0,03 Lavender Briggs LAYUP GOOD (10 Pt); 13 Faith Masonius Assist (5 Asst)
