"source_id","file_id","period","clock_seconds","num_players","players_out","players_in","score_diff"
"2023-24","16459",2,204,2,"Riley Nelson, Lavender Briggs","Emma Chardon, Bri McDaniel",0
"2023-24","16459",3,314,2,"Jakia Brown-Turner, Shyanne Sellers","Riley Nelson, Faith Masonius",0
"2023-24","16460",1,344,2,"Jakia Brown-Turner, Faith Masonius","Riley Nelson, Bri McDaniel",0
"2023-24","16460",1,192,2,"Emma Chardon, Bri McDaniel","Faith Masonius, Emily Fisher",0
"2023-24","16460",2,201,2,"Riley Nelson, Bri McDaniel","Jakia Brown-Turner, Allie Kubek",0
"2023-24","16460",3,296,2,"Riley Nelson, Lavender Briggs","Shyanne Sellers, Jakia Brown-Turner",0
"2023-24","16460",3,121,2,"Brinae Alexander, Jakia Brown-Turner","Faith Masonius, Bri McDaniel",0
"2023-24","16460",4,10,2,"Brinae Alexander, Allie Kubek","Lavender Briggs, Faith Masonius",0
"2023-24","16461",1,340,2,"Jakia Brown-Turner, Allie Kubek","Faith Masonius, Bri McDaniel",0
"2023-24","16461",1,173,2,"Brinae Alexander, Bri McDaniel","Shyanne Sellers, Riley Nelson",0
"2023-24","16461",2,361,2,"Jakia Brown-Turner, Allie Kubek","Brinae Alexander, Faith Masonius",0
"2023-24","16461",2,257,2,"Brinae Alexander, Faith Masonius","Allie Kubek, Emily Fisher",0
"2023-24","16461",2,28,2,"Riley Nelson, Emily Fisher","Brinae Alexander, Faith Masonius",0
"2023-24","16461",3,125,2,"Jakia Brown-Turner, Faith Masonius","Allie Kubek, Bri McDaniel",0
"2023-24","16461",4,432,2,"Lavender Briggs, Allie Kubek","Riley Nelson, Faith Masonius",0
"2023-24","16462",1,434,2,"Brinae Alexander, Allie Kubek","Faith Masonius, Bri McDaniel",0
"2023-24","16462",1,347,2,"Lavender Briggs, Faith Masonius","Brinae Alexander, Allie Kubek",0
"2023-24","16462",1,309,2,"Brinae Alexander, Jakia Brown-Turner","Riley Nelson, Lavender Briggs",0
"2023-24","16462",1,224,2,"Lavender Briggs, Allie Kubek","Jakia Brown-Turner, Faith Masonius",0
"2023-24","16462",2,600,2,"Emma Chardon, Bri McDaniel","Shyanne Sellers, Faith Masonius",0
"2023-24","16462",2,262,2,"Riley Nelson, Allie Kubek","Jakia Brown-Turner, Faith Masonius",0
"2023-24","16462",3,600,2,"Riley Nelson, Allie Kubek","Brinae Alexander, Faith Masonius",0
"2023-24","16463",2,600,2,"Shyanne Sellers, Hawa Doumbouya","Faith Masonius, Bri McDaniel",0
"2023-24","16463",2,326,2,"Brinae Alexander, Faith Masonius","Allie Kubek, Emma Chardon",0
"2023-24","16463",2,215,2,"Shyanne Sellers, Riley Nelson","Lavender Briggs, Bri McDaniel",0
"2023-24","16463",2,77,2,"Allie Kubek, Summer Bostock","Riley Nelson, Hawa Doumbouya",0
"2023-24","16463",4,480,2,"Shyanne Sellers, Jakia Brown-Turner","Riley Nelson, Emma Chardon",0
"2023-24","16463",4,381,2,"Brinae Alexander, Faith Masonius","Summer Bostock, Emily Fisher",0
"2023-24","16463",4,139,2,"Hawa Doumbouya, Emily Fisher","Zen Nuako, Mary Sareen",0
"2023-24","16464",1,366,2,"Allie Kubek, Bri McDaniel","Riley Nelson, Faith Masonius",0
"2023-24","16464",1,207,2,"Shyanne Sellers, Jakia Brown-Turner","Bri McDaniel, Emily Fisher",0
"2023-24","16464",2,125,2,"Faith Masonius, Bri McDaniel","Hawa Doumbouya, Summer Bostock",0
"2023-24","16464",3,340,2,"Brinae Alexander, Bri McDaniel","Faith Masonius, Emily Fisher",0
"2023-24","16464",3,156,2,"Shyanne Sellers, Faith Masonius","Hawa Doumbouya, Bri McDaniel",0
"2023-24","16464",4,600,2,"Riley Nelson, Hawa Doumbouya","Jakia Brown-Turner, Allie Kubek",0
"2023-24","16464",4,69,2,"Bri McDaniel, Summer Bostock","Zen Nuako, Mary Sareen",0
"2023-24","16465",1,235,2,"Riley Nelson, Emily Fisher","Allie Kubek, Bri McDaniel",0
"2023-24","16465",2,600,2,"Jakia Brown-Turner, Faith Masonius","Brinae Alexander, Bri McDaniel",0
"2023-24","16465",2,213,2,"Riley Nelson, Emily Fisher","Allie Kubek, Bri McDaniel",0
"2023-24","16465",3,600,2,"Faith Masonius, Emily Fisher","Brinae Alexander, Allie Kubek",0
"2023-24","16466",1,182,2,"Bri McDaniel, Brinae Alexander","Shyanne Sellers, Jakia Brown-Turner",0
"2023-24","16466",2,600,2,"Jakia Brown-Turner, Faith Masonius","Allie Kubek, Bri McDaniel",0
"2023-24","16466",2,241,2,"Allie Kubek, Bri McDaniel","Shyanne Sellers, Jakia Brown-Turner",0
"2023-24","16466",2,55,2,"Faith Masonius, Jakia Brown-Turner","Hawa Doumbouya, Shyanne Sellers",0
"2023-24","16466",3,200,2,"Allie Kubek, Bri McDaniel","Shyanne Sellers, Hawa Doumbouya",0
"2023-24","16466",4,190,2,"Bri McDaniel, Mary Sareen","Zen Nuako, Emily Fisher",0
"2023-24","16467",1,375,2,"Shyanne Sellers, Faith Masonius","Riley Nelson, Shyanne Sellers",0
"2023-24","16467",2,267,2,"Riley Nelson, Allie Kubek","Brinae Alexander, Bri McDaniel",0
"2023-24","16467",3,336,2,"Brinae Alexander, Faith Masonius","Riley Nelson, Bri McDaniel",0
"2023-24","16467",4,109,2,"Faith Masonius, Emily Fisher","Zen Nuako, Mary Sareen",0
"2023-24","16538",1,409,2,"Brinae Alexander, Bri McDaniel","Faith Masonius, Emily Fisher",0
"2023-24","16538",2,600,2,"Brinae Alexander, Faith Masonius","Allie Kubek, Bri McDaniel",0
"2023-24","16538",3,289,2,"Jakia Brown-Turner, Bri McDaniel","Allie Kubek, Emily Fisher",0
"2023-24","16538",4,235,2,"Bri McDaniel, Emily Fisher","Riley Nelson, Faith Masonius",0
"2023-24","16539",2,273,2,"Shyanne Sellers, Emily Fisher","Brinae Alexander, Jakia Brown-Turner",0
"2023-24","16539",2,235,2,"Jakia Brown-Turner, Allie Kubek","Riley Nelson, Faith Masonius",0
"2023-24","16539",3,125,2,"Brinae Alexander, Emily Fisher","Allie Kubek, Bri McDaniel",0
"2023-24","16539",4,272,2,"Shyanne Sellers, Jakia Brown-Turner","Riley Nelson, Brinae Alexander",0
"2023-24","16540",1,380,2,"Jakia Brown-Turner, Allie Kubek","Riley Nelson, Faith Masonius",0
"2023-24","16540",1,211,2,"Riley Nelson, Emily Fisher","Jakia Brown-Turner, Allie Kubek",0
"2023-24","16540",2,465,2,"Jakia Brown-Turner, Allie Kubek","Bri McDaniel, Brinae Alexander",0
"2023-24","16540",2,290,2,"Brinae Alexander, Jakia Brown-Turner","Faith Masonius, Allie Kubek",0
"2023-24","16540",2,84,2,"Shyanne Sellers, Allie Kubek","Riley Nelson, Jakia Brown-Turner",0
"2023-24","16540",3,600,2,"Riley Nelson, Faith Masonius","Shyanne Sellers, Allie Kubek",0
"2023-24","16540",3,352,2,"Lavender Briggs, Allie Kubek","Brinae Alexander, Faith Masonius",0
"2023-24","16540",4,351,2,"Faith Masonius, Bri McDaniel","Brinae Alexander, Jakia Brown-Turner",0
"2023-24","16540",4,265,2,"Jakia Brown-Turner, Allie Kubek","Faith Masonius, Bri McDaniel",0
"2023-24","16542",1,340,2,"Allie Kubek, Bri McDaniel","Lavender Briggs, Faith Masonius",0
"2023-24","16542",2,314,2,"Allie Kubek, Bri McDaniel","Lavender Briggs, Faith Masonius",0
"2023-24","16542",3,600,2,"Riley Nelson, Lavender Briggs","Brinae Alexander, Bri McDaniel",0
"2023-24","16542",3,215,2,"Brinae Alexander, Allie Kubek","Lavender Briggs, Jakia Brown-Turner",0
"2023-24","16543",1,314,2,"Brinae Alexander, Jakia Brown-Turner","Shyanne Sellers, Emily Fisher",0
"2023-24","16543",1,237,2,"Shyanne Sellers, Emily Fisher","Brinae Alexander, Jakia Brown-Turner",0
"2023-24","16543",2,600,2,"Bri McDaniel, Emily Fisher","Shyanne Sellers, Jakia Brown-Turner",0
"2023-24","16543",3,600,2,"Lavender Briggs, Faith Masonius","Allie Kubek, Bri McDaniel",0
"2023-24","16544",1,242,2,"Allie Kubek, Bri McDaniel","Faith Masonius, Emily Fisher",0
"2023-24","16544",2,600,2,"Bri McDaniel, Emily Fisher","Shyanne Sellers, Brinae Alexander",0
"2023-24","16544",3,600,2,"Lavender Briggs, Faith Masonius","Brinae Alexander, Allie Kubek",0
"2023-24","16545",1,354,2,"Brinae Alexander, Allie Kubek","Faith Masonius, Emily Fisher",0
"2023-24","16545",1,34,2,"Lavender Briggs, Brinae Alexander","Shyanne Sellers, Faith Masonius",0
"2023-24","16545",3,600,2,"Lavender Briggs, Faith Masonius","Allie Kubek, Bri McDaniel",0
"2023-24","16545",4,600,2,"Faith Masonius, Emily Fisher","Shyanne Sellers, Brinae Alexander",0
"2023-24","16546",1,384,2,"Shyanne Sellers, Brinae Alexander","Lavender Briggs, Faith Masonius",0
"2023-24","16546",1,128,2,"Faith Masonius, Bri McDaniel","Shyanne Sellers, Allie Kubek",0
"2023-24","16546",2,40,2,"Lavender Briggs, Jakia Brown-Turner","Allie Kubek, Bri McDaniel",0
"2023-24","16546",3,210,2,"Lavender Briggs, Faith Masonius","Brinae Alexander, Allie Kubek",0
"2023-24","16546",4,397,2,"Brinae Alexander, Jakia Brown-Turner","Hawa Doumbouya, Emily Fisher",0
"2023-24","16546",4,325,2,"Hawa Doumbouya, Bri McDaniel","Brinae Alexander, Allie Kubek",0
"2023-24","16547",2,600,2,"Faith Masonius, Jakia Brown-Turner","Brinae Alexander, Bri McDaniel",0
"2023-24","16547",2,438,2,"Allie Kubek, Bri McDaniel","Jakia Brown-Turner, Faith Masonius",0
"2023-24","16547",3,353,2,"Brinae Alexander, Faith Masonius","Allie Kubek, Emily Fisher",0
"2023-24","16547",4,39,2,"Brinae Alexander, Jakia Brown-Turner","Summer Bostock, Emily Fisher",0
"2023-24","16548",1,103,2,"Lavender Briggs, Allie Kubek","Brinae Alexander, Emily Fisher",0
"2023-24","16548",2,600,2,"Faith Masonius, Emily Fisher","Shyanne Sellers, Bri McDaniel",0
"2023-24","16548",2,376,2,"Shyanne Sellers, Emily Fisher","Jakia Brown-Turner, Allie Kubek",0
"2023-24","16548",2,248,2,"Allie Kubek, Bri McDaniel","Shyanne Sellers, Faith Masonius",0
"2023-24","16549",1,309,2,"Jakia Brown-Turner, Bri McDaniel","Brinae Alexander, Allie Kubek",0
"2023-24","16549",3,600,2,"Allie Kubek, Emily Fisher","Brinae Alexander, Bri McDaniel",0
"2023-24","16549",3,243,2,"Shyanne Sellers, Brinae Alexander","Lavender Briggs, Bri McDaniel",0
"2023-24","16549",4,273,2,"Allie Kubek, Emily Fisher","Jakia Brown-Turner, Faith Masonius",0
"2023-24","16550",1,383,2,"Brinae Alexander, Bri McDaniel","Allie Kubek, Lavender Briggs",0
"2023-24","16550",2,600,2,"Brinae Alexander, Emily Fisher","Shyanne Sellers, Allie Kubek",0
"2023-24","16550",4,600,2,"Jakia Brown-Turner, Allie Kubek","Faith Masonius, Bri McDaniel",0
"2023-24","16551",1,426,2,"Brinae Alexander, Jakia Brown-Turner","Allie Kubek, Bri McDaniel",0
"2023-24","16551",1,114,2,"Lavender Briggs, Allie Kubek","Jakia Brown-Turner, Faith Masonius",0
"2023-24","16551",4,259,2,"Allie Kubek, Emily Fisher","Lavender Briggs, Faith Masonius",0
"2023-24","16551",4,116,2,"Brinae Alexander, Faith Masonius","Hawa Doumbouya, Emily Fisher",0
"2023-24","16551",4,70,2,"Lavender Briggs, Jakia Brown-Turner","Allie Kubek, Bri McDaniel",0
"2023-24","16551",4,14,2,"Shyanne Sellers, Allie Kubek","Zen Nuako, Mary Sareen",0
"2023-24","16552",2,600,2,"Allie Kubek, Emily Fisher","Faith Masonius, Bri McDaniel",0
"2023-24","16552",3,600,2,"Hawa Doumbouya, Emily Fisher","Brinae Alexander, Jakia Brown-Turner",0
"2023-24","16552",3,74,2,"Shyanne Sellers, Emily Fisher","Faith Masonius, Bri McDaniel",0
"2023-24","16553",1,348,2,"Shyanne Sellers, Brinae Alexander","Allie Kubek, Emily Fisher",0
"2023-24","16553",3,600,2,"Allie Kubek, Emily Fisher","Shyanne Sellers, Brinae Alexander",0
"2023-24","16553",4,475,2,"Jakia Brown-Turner, Emily Fisher","Faith Masonius, Allie Kubek",0
"2023-24","16554",2,246,2,"Jakia Brown-Turner, Faith Masonius","Allie Kubek, Bri McDaniel",0
"2023-24","16554",3,109,2,"Shyanne Sellers, Allie Kubek","Brinae Alexander, Faith Masonius",0
"2023-24","16555",2,339,2,"Brinae Alexander, Faith Masonius","Allie Kubek, Emily Fisher",0
"2023-24","16555",2,131,2,"Allie Kubek, Emily Fisher","Brinae Alexander, Faith Masonius",0
"2023-24","16556",1,122,2,"Brinae Alexander, Allie Kubek","Faith Masonius, Emily Fisher",0
"2023-24","16556",3,345,2,"Brinae Alexander, Allie Kubek","Faith Masonius, Emily Fisher",0
"2023-24","16556",3,251,2,"Faith Masonius, Emily Fisher","Brinae Alexander, Allie Kubek",0
"2023-24","16557",1,364,2,"Brinae Alexander, Faith Masonius","Allie Kubek",0
"2023-24","16557",1,65,2,"Shyanne Sellers, Brinae Alexander","Allie Kubek, Emily Fisher",0
"2023-24","16557",1,0,2,"Bri McDaniel, Emily Fisher","Shyanne Sellers, Brinae Alexander",0
"2023-24","16557",3,600,2,"Allie Kubek, Emily Fisher","Shyanne Sellers, Brinae Alexander",0
"2023-24","17526",1,366,2,"Brinae Alexander, Allie Kubek","Lavender Briggs, Faith Masonius",0
"2023-24","17526",2,160,2,"Faith Masonius, Allie Kubek","Brinae Alexander, Jakia Brown-Turner",0
"2023-24","17526",2,158,2,"Emily Fisher, Allie Kubek","Allie Kubek, Faith Masonius",0
"2023-24","17526",3,600,2,"Riley Nelson, Emily Fisher","Shyanne Sellers, Bri McDaniel",0
"2023-24","17526",3,454,2,"Shyanne Sellers, Brinae Alexander","Riley Nelson, Lavender Briggs",0
"2023-24","17526",4,459,2,"Brinae Alexander, Bri McDaniel","Shyanne Sellers, Jakia Brown-Turner",0
"2023-24","17566",1,365,2,"Jakia Brown-Turner, Faith Masonius","Emily Fisher, Allie Kubek",0
"2023-24","17566",1,172,2,"Bri McDaniel, Emily Fisher","Brinae Alexander, Jakia Brown-Turner",0
"2023-24","17567",2,600,2,"Shyanne Sellers, Emily Fisher","Brinae Alexander, Bri McDaniel",0
