"source_id","file_id","team","period","points","fgm","fga","tpm","tpa","ftm","fta","offensive_rebounds","defensive_rebounds","rebounds","assists","turnovers","steals","blocks","personal_fouls","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench"
"2023-24","16457","Maryland",1,31,13,24,4,5,1,1,7,8,15,10,2,5,1,3,16,9,8,8,10
"2023-24","16457","Maryland",2,21,8,16,2,7,3,3,2,7,9,2,2,0,1,3,10,0,0,3,6
"2023-24","16457","Maryland",3,21,7,15,1,3,6,6,3,10,13,4,8,1,1,6,12,6,6,4,4
"2023-24","16457","Maryland",4,25,9,12,2,4,5,10,3,7,10,7,6,4,1,4,14,4,6,3,14
"2023-24","16457","Harvard",1,11,5,17,1,8,0,0,4,4,8,2,6,1,1,5,6,2,0,3,2
"2023-24","16457","Harvard",2,23,9,22,3,7,2,2,6,6,12,4,0,0,0,2,12,2,2,4,2
"2023-24","16457","Harvard",3,18,6,21,2,11,4,4,5,4,9,3,4,5,2,4,6,6,4,5,4
"2023-24","16457","Harvard",4,23,10,27,2,10,1,1,10,1,11,3,4,4,0,8,14,6,0,7,12
"2023-24","16458","South Carolina",1,16,7,18,1,7,1,1,2,8,10,4,3,2,4,4,8,5,3,2,5
"2023-24","16458","South Carolina",2,32,12,21,5,8,3,8,5,10,15,9,2,3,2,3,12,7,9,8,15
"2023-24","16458","South Carolina",3,29,11,20,3,3,4,6,5,6,11,8,4,1,2,6,16,5,3,11,12
"2023-24","16458","South Carolina",4,37,13,24,3,6,8,10,7,10,17,9,1,3,3,7,20,6,11,7,23
"2023-24","16458","Maryland",1,16,7,18,2,4,0,0,3,8,11,3,4,1,0,2,10,0,0,4,2
"2023-24","16458","Maryland",2,20,7,16,5,8,1,2,0,7,7,6,4,0,1,7,4,0,0,0,11
"2023-24","16458","Maryland",3,23,9,18,3,5,2,2,3,3,6,4,3,2,0,6,8,4,2,2,2
"2023-24","16458","Maryland",4,17,6,19,0,5,5,8,5,4,9,2,4,1,0,7,8,0,0,2,5
"2023-24","16459","UConn",1,14,6,16,1,4,1,2,2,8,10,2,4,3,4,2,6,4,0,3,0
"2023-24","16459","UConn",2,28,10,15,1,4,7,8,0,9,9,5,1,2,3,3,16,10,6,0,9
"2023-24","16459","UConn",3,15,7,16,1,5,0,0,5,4,9,5,8,6,2,5,12,6,4,6,7
"2023-24","16459","UConn",4,23,9,14,3,6,2,2,2,5,7,6,4,5,0,4,12,9,0,2,13
"2023-24","16459","Maryland",1,11,4,18,3,10,0,0,6,8,14,3,7,0,0,4,2,2,0,6,2
"2023-24","16459","Maryland",2,16,5,17,1,5,5,5,3,5,8,2,5,0,0,8,8,2,0,4,0
