team,games,wins,losses,win_pct,total_points,ppg,points_allowed,off_rating,def_rating,net_rating,fg_made,fg_attempted,fg_pct,three_made,three_attempted,three_pt_pct,ft_made,ft_attempted,ft_pct,efg_pct,ts_pct,ft_rate,total_rebounds,rpg,total_assists,apg,ast_to_ratio,total_steals,spg,total_blocks,bpg,total_turnovers,tpg,total_fouls,fpg
UConn,1,1,0,100.0,80,80.0,48,80.0,48.0,32.0,32,61,52.459016393442624,6,19,31.57894736842105,10,12,83.33333333333334,57.377049180327866,60.35003017501509,0.19672131147540983,35,35.0,18,18.0,1.0588235294117647,16,16.0,9,9.0,17,17.0,14,14.0
Maryland,33,0,33,0.0,2571,77.9090909090909,2640,77.9090909090909,80.0,-2.0909090909090935,929,2108,44.07020872865275,191,528,36.17424242424242,522,679,76.8777614138439,48.60056925996205,53.412056042147945,0.3221062618595825,1275,38.63636363636363,536,16.242424242424242,1.072,250,7.575757575757576,82,2.484848484848485,500,15.151515151515152,574,17.393939393939394
Syracuse,1,0,0,0.0,81,81.0,0,81.0,0.0,81.0,29,66,43.93939393939394,8,28,28.57142857142857,15,19,78.94736842105263,50.0,54.46476600322754,0.2878787878787879,39,39.0,13,13.0,0.7222222222222222,7,7.0,5,5.0,18,18.0,22,22.0
Iowa,1,0,0,0.0,93,93.0,0,93.0,0.0,93.0,36,78,46.15384615384615,12,33,36.36363636363637,9,10,90.0,53.84615384615385,56.43203883495145,0.1282051282051282,48,48.0,25,25.0,1.7857142857142858,4,4.0,2,2.0,14,14.0,15,15.0
Illinois,3,0,0,0.0,200,66.66666666666667,0,66.66666666666667,0.0,66.66666666666667,78,194,40.20618556701031,12,45,26.666666666666668,32,35,91.42857142857143,43.29896907216495,47.75549188156638,0.18041237113402062,98,32.666666666666664,39,13.0,0.8863636363636364,21,7.0,6,2.0,44,14.666666666666666,56,18.666666666666668
Rutgers,2,0,0,0.0,121,60.5,0,60.5,0.0,60.5,45,117,38.46153846153847,7,32,21.875,24,36,66.66666666666666,41.452991452991455,45.54351099066546,0.3076923076923077,75,37.5,28,14.0,0.7567567567567568,14,7.0,8,4.0,37,18.5,44,22.0
Ohio St.,3,0,0,0.0,224,74.66666666666667,0,74.66666666666667,0.0,74.66666666666667,81,185,43.78378378378379,19,74,25.675675675675674,43,60,71.66666666666667,48.91891891891892,52.980132450331126,0.32432432432432434,105,35.0,50,16.666666666666668,1.3157894736842106,23,7.666666666666667,13,4.333333333333333,38,12.666666666666666,49,16.333333333333332
Harvard,1,0,0,0.0,75,75.0,0,75.0,0.0,75.0,30,87,34.48275862068966,8,36,22.22222222222222,7,7,100.0,39.08045977011494,41.62966252220249,0.08045977011494253,40,40.0,12,12.0,0.8571428571428571,10,10.0,3,3.0,14,14.0,19,19.0
Michigan,1,0,0,0.0,79,79.0,0,79.0,0.0,79.0,28,65,43.07692307692308,10,22,45.45454545454545,13,19,68.42105263157895,50.76923076923077,53.84405670665212,0.2923076923076923,36,36.0,16,16.0,0.7619047619047619,5,5.0,0,0.0,21,21.0,21,21.0
Washington St.,1,0,0,0.0,87,87.0,0,87.0,0.0,87.0,36,59,61.016949152542374,9,19,47.368421052631575,6,8,75.0,68.64406779661016,69.57773512476008,0.13559322033898305,38,38.0,29,29.0,1.7058823529411764,7,7.0,8,8.0,17,17.0,17,17.0
