"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","trip_size","made","missed","trip_result","first_attempt_made","margin_before","clutch","trip_context"
"2023-24","16457",1,67,533,"Maryland","Riley Nelson",2,1,1,0,"1/1",1,15,0,"and_one"
"2023-24","16457",2,287,913,"Harvard","Katie Krupa",31,2,2,0,"2/2",1,-20,0,""
"2023-24","16457",2,94,1106,"Maryland","Shyanne Sellers",0,2,2,0,"2/2",1,16,0,""
"2023-24","16457",2,51,1149,"Maryland","Jakia Brown-Turner",11,1,1,0,"1/1",1,17,0,"and_one"
"2023-24","16457",3,580,1220,"Maryland","Shyanne Sellers",0,2,2,0,"2/2",1,18,0,""
"2023-24","16457",3,326,1474,"Harvard","Abigail Wright",40,2,2,0,"2/2",1,-21,0,""
"2023-24","16457",3,307,1493,"Harvard","Abigail Wright",40,2,2,0,"2/2",1,-19,0,""
"2023-24","16457",3,222,1578,"Maryland","Lavender Briggs",3,2,2,0,"2/2",1,19,0,""
"2023-24","16457",3,120,1680,"Maryland","Shyanne Sellers",0,2,2,0,"2/2",1,21,0,""
"2023-24","16457",4,417,1983,"Harvard","Lola Mullaney",20,1,1,0,"1/1",1,-20,0,"and_one"
"2023-24","16457",4,352,2048,"Maryland","Emily Fisher",34,2,1,1,"1/2",0,15,0,""
"2023-24","16457",4,317,2083,"Maryland","Lavender Briggs",3,2,1,1,"1/2",0,16,0,""
"2023-24","16457",4,223,2177,"Maryland","Emily Fisher",34,2,1,1,"1/2",0,19,0,""
"2023-24","16457",4,208,2192,"Maryland","Shyanne Sellers",0,2,2,0,"2/2",1,20,0,""
"2023-24","16457",4,63,2337,"Maryland","Allie Kubek",14,2,0,2,"0/2",0,25,0,""
"2023-24","16458",1,250,350,"South Carolina","MiLaysia Fulwiley",12,1,1,0,"1/1",1,1,0,"and_one"
"2023-24","16458",2,336,864,"South Carolina","Tessa Johnson",5,2,1,1,"1/2",1,-2,0,""
"2023-24","16458",2,169,1031,"Maryland","Shyanne Sellers",0,2,1,1,"1/2",1,0,0,""
"2023-24","16458",2,79,1121,"South Carolina","Chloe Kitts",21,1,0,1,"0/1",0,5,0,"and_one"
"2023-24","16458",2,38,1162,"South Carolina","Chloe Kitts",21,1,1,0,"1/1",1,6,0,"other"
"2023-24","16458",2,37,1163,"South Carolina","Chloe Kitts",21,1,0,1,"0/1",0,7,0,"other"
"2023-24","16458",2,8,1192,"South Carolina","Chloe Kitts",21,2,1,1,"1/2",0,9,0,""
"2023-24","16458",2,2,1198,"South Carolina","Sahnya Jah",24,1,0,1,"0/1",0,12,0,"and_one"
"2023-24","16458",3,358,1442,"South Carolina","Ashlyn Watkins",2,1,1,0,"1/1",1,15,0,"and_one"
"2023-24","16458",3,326,1474,"South Carolina","Chloe Kitts",21,1,1,0,"1/1",1,18,0,"other"
"2023-24","16458",3,247,1553,"South Carolina","Ashlyn Watkins",2,2,1,1,"1/2",1,20,0,""
"2023-24","16458",3,235,1565,"Maryland","Jakia Brown-Turner",11,2,2,0,"2/2",1,-21,0,""
"2023-24","16458",3,221,1579,"South Carolina","Ashlyn Watkins",2,2,1,1,"1/2",0,19,0,""
"2023-24","16458",4,589,1811,"Maryland","Shyanne Sellers",0,2,2,0,"2/2",1,-18,0,""
"2023-24","16458",4,531,1869,"South Carolina","Kamilla Cardoso",10,2,2,0,"2/2",1,16,0,""
"2023-24","16458",4,465,1935,"South Carolina","Tessa Johnson",5,1,1,0,"1/1",1,25,0,"and_one"
"2023-24","16458",4,259,2141,"Maryland","Brinae Alexander",5,2,2,0,"2/2",1,-31,0,""
"2023-24","16458",4,217,2183,"South Carolina","MiLaysia Fulwiley",12,1,1,0,"1/1",1,34,0,"and_one"
"2023-24","16458",4,178,2222,"South Carolina","Sakima Walker",35,2,1,1,"1/2",0,33,0,""
"2023-24","16458",4,138,2262,"Maryland","Faith Masonius",13,2,0,2,"0/2",0,-34,0,""
"2023-24","16458",4,119,2281,"South Carolina","Sakima Walker",35,2,2,0,"2/2",1,34,0,""
"2023-24","16458",4,34,2366,"South Carolina","Sahnya Jah",24,2,1,1,"1/2",1,38,0,""
"2023-24","16458",4,10,2390,"Maryland","Hawa Doumbouya",20,2,1,1,"1/2",1,-39,0,""
"2023-24","16459",1,28,572,"UConn","Caroline Ducharme",33,2,1,1,"1/2",0,5,0,""
"2023-24","16459",2,590,610,"Maryland","Shyanne Sellers",0,1,1,0,"1/1",1,-1,0,"and_one"
"2023-24","16459",2,460,740,"UConn","Qadence Samuels",4,2,2,0,"2/2",1,-3,0,""
"2023-24","16459",2,298,902,"Maryland","Shyanne Sellers",0,2,2,0,"2/2",1,1,0,""
"2023-24","16459",2,238,962,"UConn","Aaliyah Edwards",3,2,2,0,"2/2",1,-1,0,""
"2023-24","16459",2,204,996,"UConn","Ashlynn Shade",12,1,1,0,"1/1",1,3,0,"and_one"
"2023-24","16459",2,185,1015,"UConn","Paige Bueckers",5,1,1,0,"1/1",1,6,0,"and_one"
"2023-24","16459",2,145,1055,"Maryland","Jakia Brown-Turner",11,2,2,0,"2/2",1,-9,0,""
"2023-24","16459",2,3,1197,"UConn","Paige Bueckers",5,2,1,1,"1/2",0,14,0,""
"2023-24","16459",3,450,1350,"Maryland","Shyanne Sellers",0,2,1,1,"1/2",0,-14,0,""
"2023-24","16459",3,248,1552,"Maryland","Allie Kubek",14,2,1,1,"1/2",0,-21,0,""
"2023-24","16459",3,173,1627,"Maryland","Shyanne Sellers",0,2,1,1,"1/2",0,-22,0,""
"2023-24","16459",3,78,1722,"Maryland","Jakia Brown-Turner",11,2,1,1,"1/2",0,-19,0,""
"2023-24","16459",4,583,1817,"Maryland","Shyanne Sellers",0,2,1,1,"1/2",0,-21,0,""
"2023-24","16459",4,551,1849,"UConn","KK Arnold",2,1,1,0,"1/1",1,22,0,"and_one"
"2023-24","16459",4,203,2197,"Maryland","Bri McDaniel",24,1,1,0,"1/1",1,-26,0,"and_one"
"2023-24","16459",4,142,2258,"UConn","Aubrey Griffin",44,1,1,0,"1/1",1,29,0,"and_one"
"2023-24","16459",4,33,2367,"Maryland","Shyanne Sellers",0,1,1,0,"1/1",1,-33,0,"and_one"
"2023-24","16460",1,523,77,"Maryland","Shyanne Sellers",0,2,2,0,"2/2",1,-2,0,""
"2023-24","16460",1,422,178,"Syracuse","Izabel Varej̣o",34,2,1,1,"1/2",0,-1,0,""
"2023-24","16460",1,344,256,"Syracuse","Alaina Rice",25,2,2,0,"2/2",1,2,0,""
"2023-24","16460",1,239,361,"Maryland","Bri McDaniel",24,2,2,0,"2/2",1,0,0,""
"2023-24","16460",1,169,431,"Syracuse","Dyaisha Fair",2,2,1,1,"1/2",0,0,0,""
"2023-24","16460",1,111,489,"Maryland","Allie Kubek",14,2,2,0,"2/2",1,-1,0,""
"2023-24","16460",2,201,999,"Syracuse","Dyaisha Fair",2,2,2,0,"2/2",1,-1,0,""
"2023-24","16460",2,44,1156,"Syracuse","Georgia Woolley",5,1,1,0,"1/1",1,5,0,"and_one"
"2023-24","16460",2,34,1166,"Maryland","Faith Masonius",13,2,2,0,"2/2",1,-6,0,""
"2023-24","16460",2,0,1200,"Maryland","Shyanne Sellers",0,1,1,0,"1/1",1,-4,0,"and_one"
"2023-24","16460",3,495,1305,"Maryland","Brinae Alexander",5,2,1,1,"1/2",0,-2,0,""
"2023-24","16460",3,438,1362,"Maryland","Bri McDaniel",24,2,1,1,"1/2",0,-3,0,""
"2023-24","16460",3,398,1402,"Maryland","Allie Kubek",14,1,0,1,"0/1",0,2,0,"and_one"
"2023-24","16460",3,346,1454,"Maryland","Bri McDaniel",24,2,1,1,"1/2",0,1,0,""
"2023-24","16460",3,335,1465,"Syracuse","Georgia Woolley",5,2,2,0,"2/2",1,-2,0,""
"2023-24","16460",3,322,1478,"Maryland","Bri McDaniel",24,2,2,0,"2/2",1,0,0,""
"2023-24","16460",3,233,1567,"Maryland","Shyanne Sellers",0,2,2,0,"2/2",1,-1,0,""
"2023-24","16460",4,505,1895,"Maryland","Shyanne Sellers",0,2,2,0,"2/2",1,-1,0,""
"2023-24","16460",4,444,1956,"Maryland","Bri McDaniel",24,2,2,0,"2/2",1,3,0,""
"2023-24","16460",4,365,2035,"Syracuse","Alaina Rice",25,2,1,1,"1/2",0,-7,0,""
"2023-24","16460",4,278,2122,"Syracuse","Georgia Woolley",5,2,2,0,"2/2",1,-8,0,""
"2023-24","16460",4,166,2234,"Maryland","Jakia Brown-Turner",11,2,2,0,"2/2",1,5,1,""
"2023-24","16460",4,151,2249,"Syracuse","Alyssa Latham",23,2,1,1,"1/2",0,-7,0,""
"2023-24","16460",4,127,2273,"Syracuse","Dyaisha Fair",2,2,2,0,"2/2",1,-8,0,""
"2023-24","16461",1,279,321,"Maryland","Bri McDaniel",24,2,1,1,"1/2",0,11,0,""
"2023-24","16461",2,169,1031,"Maryland","Jakia Brown-Turner",11,2,2,0,"2/2",1,-1,0,""
"2023-24","16461",2,28,1172,"Washington St.","Jenna Villa",34,2,2,0,"2/2",1,0,0,""
"2023-24","16461",3,486,1314,"Maryland","Shyanne Sellers",0,2,2,0,"2/2",1,-4,0,""
"2023-24","16461",3,203,1597,"Maryland","Jakia Brown-Turner",11,2,2,0,"2/2",1,-12,0,""
"2023-24","16461",3,53,1747,"Maryland","Allie Kubek",14,2,2,0,"2/2",1,-18,0,""
"2023-24","16461",3,25,1775,"Maryland","Bri McDaniel",24,2,1,1,"1/2",1,-16,0,""
"2023-24","16461",4,432,1968,"Maryland","Jakia Brown-Turner",11,2,1,1,"1/2",0,-20,0,""
"2023-24","16461",4,417,1983,"Washington St.","Bella Murekatete",55,2,1,1,"1/2",1,19,0,""
"2023-24","16461",4,383,2017,"Washington St.","Alex Covill",33,2,2,0,"2/2",1,17,0,""
"2023-24","16461",4,300,2100,"Maryland","Jakia Brown-Turner",11,2,2,0,"2/2",1,-21,0,""
"2023-24","16461",4,260,2140,"Maryland","Hawa Doumbouya",20,2,0,2,"0/2",0,-22,0,""
"2023-24","16461",4,223,2177,"Maryland","Bri McDaniel",24,2,1,1,"1/2",0,-22,0,""
