"source_id","lineup","games","stints","seconds","minutes","pts_for","pts_against","plus_minus","net_per_40"
"2023-24","Bri McDaniel|Brinae Alexander|Faith Masonius|Jakia Brown-Turner|Shyanne Sellers",21,53,7313,121.9,237,186,51,16.7
"2023-24","Allie Kubek|Bri McDaniel|Brinae Alexander|Jakia Brown-Turner|Shyanne Sellers",25,47,7129,118.8,223,193,30,10.1
"2023-24","Brinae Alexander|Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",15,31,3499,58.3,122,119,3,2.1
"2023-24","Allie Kubek|Brinae Alexander|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",14,26,3240,54.0,84,84,0,0.0
"2023-24","Allie Kubek|Brinae Alexander|Faith Masonius|Jakia Brown-Turner|Shyanne Sellers",10,23,2884,48.1,83,71,12,10.0
"2023-24","Bri McDaniel|Brinae Alexander|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",7,15,2654,44.2,108,90,18,16.3
"2023-24","Allie Kubek|Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",11,18,2277,38.0,76,74,2,2.1
"2023-24","Bri McDaniel|Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",12,21,2193,36.5,70,54,16,17.5
"2023-24","Brinae Alexander|Emily Fisher|Faith Masonius|Jakia Brown-Turner|Shyanne Sellers",13,20,1977,33.0,82,49,33,40.1
"2023-24","Bri McDaniel|Brinae Alexander|Faith Masonius|Jakia Brown-Turner|Lavender Briggs",9,14,1891,31.5,67,66,1,1.3
"2023-24","Allie Kubek|Bri McDaniel|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",11,20,1791,29.9,53,62,-9,-12.1
"2023-24","Allie Kubek|Bri McDaniel|Brinae Alexander|Faith Masonius|Shyanne Sellers",9,19,1421,23.7,37,38,-1,-1.7
"2023-24","Allie Kubek|Bri McDaniel|Brinae Alexander|Faith Masonius|Jakia Brown-Turner",8,11,1421,23.7,46,45,1,1.7
"2023-24","Allie Kubek|Bri McDaniel|Faith Masonius|Jakia Brown-Turner|Shyanne Sellers",8,12,1351,22.5,56,54,2,3.6
"2023-24","Allie Kubek|Bri McDaniel|Emily Fisher|Jakia Brown-Turner|Shyanne Sellers",7,10,1162,19.4,23,44,-21,-43.4
"2023-24","Bri McDaniel|Brinae Alexander|Faith Masonius|Lavender Briggs|Shyanne Sellers",12,19,1140,19.0,43,42,1,2.1
"2023-24","Allie Kubek|Brinae Alexander|Emily Fisher|Faith Masonius|Shyanne Sellers",6,11,1066,17.8,31,32,-1,-2.3
"2023-24","Allie Kubek|Bri McDaniel|Brinae Alexander|Jakia Brown-Turner|Lavender Briggs",8,11,1061,17.7,26,25,1,2.3
"2023-24","Allie Kubek|Emily Fisher|Faith Masonius|Jakia Brown-Turner|Shyanne Sellers",7,9,1054,17.6,36,35,1,2.3
"2023-24","Allie Kubek|Bri McDaniel|Faith Masonius|Lavender Briggs|Shyanne Sellers",6,10,1007,16.8,38,28,10,23.8
"2023-24","Allie Kubek|Brinae Alexander|Emily Fisher|Jakia Brown-Turner|Shyanne Sellers",10,13,992,16.5,33,31,2,4.8
"2023-24","Allie Kubek|Bri McDaniel|Brinae Alexander|Lavender Briggs|Shyanne Sellers",8,13,980,16.3,30,33,-3,-7.3
"2023-24","Allie Kubek|Bri McDaniel|Brinae Alexander|Emily Fisher|Jakia Brown-Turner",8,9,891,14.8,32,26,6,16.2
"2023-24","Allie Kubek|Bri McDaniel|Brinae Alexander|Emily Fisher|Shyanne Sellers",7,8,864,14.4,29,27,2,5.6
"2023-24","Bri McDaniel|Brinae Alexander|Emily Fisher|Faith Masonius|Jakia Brown-Turner",7,11,817,13.6,19,19,0,0.0
"2023-24","Bri McDaniel|Emily Fisher|Faith Masonius|Jakia Brown-Turner|Shyanne Sellers",5,9,780,13.0,21,15,6,18.5
"2023-24","Bri McDaniel|Faith Masonius|Jakia Brown-Turner|Riley Nelson|Shyanne Sellers",2,5,770,12.8,26,13,13,40.5
"2023-24","Bri McDaniel|Emily Fisher|Faith Masonius|Jakia Brown-Turner|Lavender Briggs",6,8,765,12.8,22,29,-7,-22.0
"2023-24","Allie Kubek|Bri McDaniel|Emily Fisher|Faith Masonius|Shyanne Sellers",6,7,741,12.3,20,11,9,29.1
"2023-24","Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Riley Nelson|Shyanne Sellers",6,6,677,11.3,19,15,4,14.2
"2023-24","Allie Kubek|Emily Fisher|Faith Masonius|Jakia Brown-Turner|Lavender Briggs",2,4,674,11.2,21,22,-1,-3.6
"2023-24","Allie Kubek|Bri McDaniel|Faith Masonius|Jakia Brown-Turner|Lavender Briggs",4,6,610,10.2,20,22,-2,-7.9
"2023-24","Allie Kubek|Emily Fisher|Faith Masonius|Riley Nelson|Shyanne Sellers",4,4,585,9.8,20,16,4,16.4
"2023-24","Emily Fisher|Faith Masonius|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",5,7,578,9.6,9,18,-9,-37.4
"2023-24","Allie Kubek|Bri McDaniel|Emily Fisher|Faith Masonius|Jakia Brown-Turner",4,6,571,9.5,21,24,-3,-12.6
"2023-24","Allie Kubek|Brinae Alexander|Faith Masonius|Lavender Briggs|Shyanne Sellers",4,7,564,9.4,7,23,-16,-68.1
"2023-24","Allie Kubek|Emily Fisher|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",6,6,563,9.4,14,23,-9,-38.4
"2023-24","Bri McDaniel|Brinae Alexander|Faith Masonius|Riley Nelson|Shyanne Sellers",2,4,537,8.9,20,20,0,0.0
"2023-24","Allie Kubek|Bri McDaniel|Brinae Alexander|Riley Nelson|Shyanne Sellers",6,6,522,8.7,14,24,-10,-46.0
"2023-24","Brinae Alexander|Emily Fisher|Jakia Brown-Turner|Lavender Briggs|Shyanne Sellers",4,5,468,7.8,22,10,12,61.5
"2023-24","Bri McDaniel|Brinae Alexander|Emily Fisher|Jakia Brown-Turner|Shyanne Sellers",5,5,457,7.6,13,12,1,5.3
"2023-24","Allie Kubek|Bri McDaniel|Emily Fisher|Faith Masonius|Riley Nelson",2,2,403,6.7,21,8,13,77.4
"2023-24","Allie Kubek|Bri McDaniel|Emily Fisher|Riley Nelson|Shyanne Sellers",2,2,378,6.3,13,13,0,0.0
"2023-24","Brinae Alexander|Faith Masonius|Lavender Briggs|Riley Nelson|Shyanne Sellers",5,5,375,6.2,7,13,-6,-38.4
"2023-24","Allie Kubek|Bri McDaniel|Brinae Alexander|Emily Fisher|Faith Masonius",3,4,368,6.1,14,16,-2,-13.0
