"source_id","file_id","team","player_name","player_number","stint_index","in_seconds","out_seconds","duration","pts_for","pts_against","plus_minus","starter"
"2023-24","16457","Harvard","Elena Rodriguez",10,1,0,674,674,13,34,-21,1
"2023-24","16457","Harvard","Karlee White",12,1,0,317,317,6,13,-7,1
"2023-24","16457","Harvard","Harmoni Turner",14,1,0,533,533,11,26,-15,1
"2023-24","16457","Harvard","Lola Mullaney",20,1,0,1578,1578,48,67,-19,1
"2023-24","16457","Harvard","Katie Krupa",31,1,0,428,428,8,22,-14,1
"2023-24","16457","Maryland","Shyanne Sellers",0,1,0,533,533,26,11,15,1
"2023-24","16457","Maryland","Lavender Briggs",3,1,0,317,317,13,6,7,1
"2023-24","16457","Maryland","Brinae Alexander",5,1,0,317,317,13,6,7,1
"2023-24","16457","Maryland","Jakia Brown-Turner",11,1,0,94,94,2,0,2,1
"2023-24","16457","Maryland","Faith Masonius",13,1,0,83,83,2,0,2,1
"2023-24","16457","Maryland","Allie Kubek",14,1,83,250,167,6,4,2,0
"2023-24","16457","Maryland","Bri McDaniel",24,1,94,428,334,20,8,12,0
"2023-24","16457","Maryland","Emma Chardon",21,1,250,399,149,11,4,7,0
"2023-24","16457","Harvard","Saniyah Glenn",22,1,317,480,163,5,11,-6,0
"2023-24","16457","Maryland","Jakia Brown-Turner",11,2,317,696,379,21,10,11,0
"2023-24","16457","Maryland","Faith Masonius",13,2,317,600,283,18,5,13,0
"2023-24","16457","Maryland","Lavender Briggs",3,2,399,600,201,12,3,9,0
"2023-24","16457","Harvard","Abigail Wright",40,1,428,600,172,3,9,-6,0
"2023-24","16457","Maryland","Riley Nelson",2,1,428,600,172,9,3,6,0
"2023-24","16457","Harvard","Karlee White",12,2,480,1106,626,18,21,-3,0
"2023-24","16457","Harvard","Saniyah Glenn",22,2,533,600,67,0,5,-5,0
"2023-24","16457","Maryland","Allie Kubek",14,2,533,776,243,12,8,4,0
"2023-24","16457","Harvard","Harmoni Turner",14,2,600,2400,1800,64,67,-3,0
"2023-24","16457","Harvard","Katie Krupa",31,2,600,913,313,14,12,2,0
"2023-24","16457","Maryland","Shyanne Sellers",0,2,600,913,313,12,12,0,0
"2023-24","16457","Maryland","Brinae Alexander",5,2,600,913,313,12,12,0,0
"2023-24","16457","Maryland","Bri McDaniel",24,2,600,913,313,12,12,0,0
"2023-24","16457","Harvard","Abigail Wright",40,2,674,1068,394,14,11,3,0
"2023-24","16457","Maryland","Lavender Briggs",3,3,696,913,217,9,7,2,0
"2023-24","16457","Maryland","Faith Masonius",13,3,776,1068,292,7,8,-1,0
"2023-24","16457","Harvard","Saniyah Glenn",22,3,913,1200,287,9,9,0,0
"2023-24","16457","Maryland","Riley Nelson",2,2,913,1068,155,2,4,-2,0
"2023-24","16457","Maryland","Jakia Brown-Turner",11,3,913,1406,493,18,16,2,0
"2023-24","16457","Maryland","Allie Kubek",14,3,913,1200,287,9,11,-2,0
"2023-24","16457","Maryland","Emma Chardon",21,2,913,1200,287,9,11,-2,0
"2023-24","16457","Maryland","Emily Fisher",34,1,913,1200,287,9,11,-2,0
"2023-24","16457","Harvard","Elena Rodriguez",10,2,1068,1454,386,15,18,-3,0
"2023-24","16457","Maryland","Shyanne Sellers",0,3,1068,1454,386,18,15,3,0
"2023-24","16457","Harvard","Katie Krupa",31,3,1106,1454,348,13,18,-5,0
"2023-24","16457","Harvard","Karlee White",12,3,1200,1406,206,5,9,-4,0
"2023-24","16457","Maryland","Lavender Briggs",3,4,1200,1474,274,11,8,3,0
"2023-24","16457","Maryland","Brinae Alexander",5,3,1200,1454,254,11,8,3,0
"2023-24","16457","Maryland","Faith Masonius",13,4,1200,1406,206,9,5,4,0
