"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","foul_type","player_foul_count","team_fouls_in_period","bonus_active","margin_at_foul"
"2023-24","16457",1,517,83,"Maryland","Faith Masonius",13,"personal",1,1,0,2
"2023-24","16457",1,506,94,"Maryland","Jakia Brown-Turner",11,"personal",1,2,0,2
"2023-24","16457",1,495,105,"Harvard","Katie Krupa",31,"personal",1,1,0,0
"2023-24","16457",1,486,114,"Harvard","Karlee White",12,"personal",1,2,0,0
"2023-24","16457",1,231,369,"Harvard","Saniyah Glenn",22,"personal",1,3,0,-9
"2023-24","16457",1,201,399,"Maryland","Emma Chardon",21,"personal",1,3,0,11
"2023-24","16457",1,95,505,"Harvard","Lola Mullaney",20,"personal",1,4,0,-13
"2023-24","16457",1,67,533,"Harvard","Abigail Wright",40,"personal",1,5,1,-15
"2023-24","16457",2,526,674,"Maryland","Bri McDaniel",24,"personal",1,1,0,21
"2023-24","16457",2,406,794,"Maryland","Lavender Briggs",3,"personal",1,2,0,19
"2023-24","16457",2,287,913,"Maryland","Shyanne Sellers",0,"personal",1,3,0,20
"2023-24","16457",2,94,1106,"Harvard","Karlee White",12,"personal",2,1,0,-16
"2023-24","16457",2,51,1149,"Harvard","Katie Krupa",31,"personal",2,2,0,-17
"2023-24","16457",3,580,1220,"Harvard","Harmoni Turner",14,"personal",1,1,0,-18
"2023-24","16457",3,510,1290,"Maryland","Faith Masonius",13,"personal",2,1,0,18
"2023-24","16457",3,394,1406,"Harvard","Elena Rodriguez",10,"personal",1,2,0,-22
"2023-24","16457",3,326,1474,"Maryland","Lavender Briggs",3,"personal",2,2,0,21
"2023-24","16457",3,307,1493,"Maryland","Bri McDaniel",24,"personal",2,3,0,19
"2023-24","16457",3,245,1555,"Maryland","Lavender Briggs",3,"personal",3,4,0,19
"2023-24","16457",3,222,1578,"Harvard","Lola Mullaney",20,"personal",2,3,0,-19
"2023-24","16457",3,155,1645,"Maryland","Brinae Alexander",5,"personal",1,5,1,21
"2023-24","16457",3,120,1680,"Harvard","Katie Krupa",31,"personal",3,4,0,-21
"2023-24","16457",3,72,1728,"Maryland","Jakia Brown-Turner",11,"personal",2,6,1,23
"2023-24","16457",4,512,1888,"Maryland","Allie Kubek",14,"personal",1,1,0,21
"2023-24","16457",4,492,1908,"Harvard","Harmoni Turner",14,"personal",2,1,0,-18
"2023-24","16457",4,417,1983,"Maryland","Jakia Brown-Turner",11,"personal",3,2,0,20
"2023-24","16457",4,385,2015,"Maryland","Emma Chardon",21,"personal",2,3,0,17
"2023-24","16457",4,363,2037,"Harvard","Harmoni Turner",14,"personal",3,2,0,-15
"2023-24","16457",4,352,2048,"Harvard","Elena Rodriguez",10,"personal",2,3,0,-15
"2023-24","16457",4,337,2063,"Maryland","Emily Fisher",34,"personal",1,4,0,16
"2023-24","16457",4,318,2082,"Harvard","Elena Rodriguez",10,"personal",3,4,0,-16
"2023-24","16457",4,317,2083,"Harvard","Lola Mullaney",20,"personal",3,5,1,-16
"2023-24","16457",4,223,2177,"Harvard","Lola Mullaney",20,"personal",4,6,1,-19
"2023-24","16457",4,208,2192,"Harvard","Harmoni Turner",14,"personal",4,7,1,-20
"2023-24","16457",4,63,2337,"Harvard","Abigail Wright",40,"personal",2,8,1,-25
"2023-24","16458",1,417,183,"Maryland","Faith Masonius",13,"personal",1,1,0,-2
"2023-24","16458",1,268,332,"South Carolina","MiLaysia Fulwiley",12,"personal",1,1,0,-1
"2023-24","16458",1,250,350,"Maryland","Allie Kubek",14,"personal",1,2,0,-1
"2023-24","16458",1,220,380,"South Carolina","MiLaysia Fulwiley",12,"personal",2,2,0,2
"2023-24","16458",1,197,403,"South Carolina","Ashlyn Watkins",2,"personal",1,3,0,2
"2023-24","16458",1,56,544,"South Carolina","Bree Hall",23,"personal",1,4,0,0
"2023-24","16458",2,443,757,"South Carolina","Ashlyn Watkins",2,"personal",2,1,0,1
"2023-24","16458",2,353,847,"Maryland","Jakia Brown-Turner",11,"personal",1,1,0,2
"2023-24","16458",2,336,864,"Maryland","Jakia Brown-Turner",11,"personal",2,2,0,2
"2023-24","16458",2,194,1006,"Maryland","Brinae Alexander",5,"personal",1,3,0,0
"2023-24","16458",2,169,1031,"South Carolina","Kamilla Cardoso",10,"personal",1,2,0,0
"2023-24","16458",2,79,1121,"Maryland","Shyanne Sellers",0,"personal",1,4,0,-5
"2023-24","16458",2,77,1123,"South Carolina","Kamilla Cardoso",10,"personal",2,3,0,5
"2023-24","16458",2,38,1162,"Maryland","Allie Kubek",14,"personal",2,5,1,-6
"2023-24","16458",2,8,1192,"Maryland","Bri McDaniel",24,"personal",1,6,1,-9
"2023-24","16458",2,2,1198,"Maryland","Lavender Briggs",3,"personal",1,7,1,-12
"2023-24","16458",3,554,1246,"South Carolina","Te-Hina Paopao",0,"personal",1,1,0,12
"2023-24","16458",3,529,1271,"Maryland","Faith Masonius",13,"personal",2,1,0,-9
"2023-24","16458",3,420,1380,"South Carolina","Kamilla Cardoso",10,"personal",3,2,0,13
"2023-24","16458",3,392,1408,"South Carolina","Bree Hall",23,"personal",2,3,0,13
"2023-24","16458",3,358,1442,"Maryland","Jakia Brown-Turner",11,"personal",3,2,0,-15
"2023-24","16458",3,345,1455,"Maryland","Bri McDaniel",24,"personal",2,3,0,-16
"2023-24","16458",3,326,1474,"Maryland","Brinae Alexander",5,"personal",2,4,0,-18
"2023-24","16458",3,282,1518,"South Carolina","Raven Johnson",25,"personal",1,4,0,20
"2023-24","16458",3,247,1553,"Maryland","Allie Kubek",14,"personal",3,5,1,-20
"2023-24","16458",3,235,1565,"South Carolina","Ashlyn Watkins",2,"personal",3,5,1,21
"2023-24","16458",3,221,1579,"Maryland","Jakia Brown-Turner",11,"personal",4,6,1,-19
"2023-24","16458",3,97,1703,"South Carolina","Tessa Johnson",5,"personal",1,6,1,18
"2023-24","16458",4,589,1811,"South Carolina","Sania Feagin",20,"personal",1,1,0,18
"2023-24","16458",4,531,1869,"Maryland","Shyanne Sellers",0,"personal",2,1,0,-16
"2023-24","16458",4,518,1882,"South Carolina","Kamilla Cardoso",10,"personal",4,2,0,18
"2023-24","16458",4,485,1915,"Maryland","Allie Kubek",14,"personal",4,2,0,-20
"2023-24","16458",4,465,1935,"Maryland","Bri McDaniel",24,"personal",3,3,0,-25
"2023-24","16458",4,409,1991,"South Carolina","Tessa Johnson",5,"personal",2,3,0,26
"2023-24","16458",4,390,2010,"South Carolina","Tessa Johnson",5,"personal",3,4,0,28
"2023-24","16458",4,259,2141,"South Carolina","Ashlyn Watkins",2,"personal",4,5,1,31
"2023-24","16458",4,217,2183,"Maryland","Riley Nelson",2,"personal",1,4,0,-34
"2023-24","16458",4,178,2222,"Maryland","Brinae Alexander",5,"personal",3,5,1,-33
"2023-24","16458",4,138,2262,"South Carolina","Sania Feagin",20,"personal",2,6,1,34
"2023-24","16458",4,126,2274,"Maryland","Faith Masonius",13,"personal",3,6,1,-34
"2023-24","16458",4,34,2366,"Maryland","Riley Nelson",2,"personal",2,7,1,-38
"2023-24","16458",4,10,2390,"South Carolina","Sania Feagin",20,"personal",3,7,1,39
"2023-24","16459",1,556,44,"UConn","Aaliyah Edwards",3,"personal",1,1,0,3
"2023-24","16459",1,523,77,"Maryland","Jakia Brown-Turner",11,"personal",1,1,0,-5
"2023-24","16459",1,283,317,"UConn","KK Arnold",2,"personal",1,2,0,5
"2023-24","16459",1,269,331,"Maryland","Bri McDaniel",24,"personal",1,2,0,-5
"2023-24","16459",1,88,512,"Maryland","Brinae Alexander",5,"personal",1,3,0,-3
"2023-24","16459",1,28,572,"Maryland","Shyanne Sellers",0,"personal",1,4,0,-5
"2023-24","16459",2,590,610,"UConn","Caroline Ducharme",33,"personal",1,1,0,1
"2023-24","16459",2,535,665,"Maryland","Bri McDaniel",24,"personal",2,1,0,-2
"2023-24","16459",2,460,740,"Maryland","Brinae Alexander",5,"personal",2,2,0,3
"2023-24","16459",2,298,902,"Maryland","Shyanne Sellers",0,"personal",2,3,0,1
"2023-24","16459",2,298,902,"UConn","Paige Bueckers",5,"personal",1,2,0,-1
"2023-24","16459",2,238,962,"Maryland","Faith Masonius",13,"personal",1,4,0,1
"2023-24","16459",2,221,979,"Maryland","Jakia Brown-Turner",11,"personal",2,5,1,-1
