"source_id","lineup","games","stints","seconds","minutes","pts_for","pts_against","plus_minus","net_per_40"
"2014-15","Brionna Jones|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",36,101,17360,289.3,569,438,131,18.1
"2014-15","Brionna Jones|Laurin Mincy|Lexie Brown|S. Walker-Kimbrough|Tierney Pfirman",21,43,5839,97.3,202,150,52,21.4
"2014-15","Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough|Tierney Pfirman",19,34,3796,63.3,128,114,14,8.9
"2014-15","A'Lexus Harrison|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",17,27,3476,57.9,116,86,30,20.7
"2014-15","A'Lexus Harrison|Brionna Jones|Laurin Mincy|Lexie Brown|S. Walker-Kimbrough",13,17,2177,36.3,70,59,11,12.1
"2014-15","Brionna Jones|Kristen Confroy|Laurin Mincy|Lexie Brown|Malina Howard",14,18,1661,27.7,64,38,26,37.6
"2014-15","Brene Moseley|Brionna Jones|Laurin Mincy|Lexie Brown|S. Walker-Kimbrough",10,14,1577,26.3,63,37,26,39.6
"2014-15","Kristen Confroy|Laurin Mincy|Lexie Brown|Malina Howard|Tierney Pfirman",17,19,1418,23.6,36,45,-9,-15.2
"2014-15","Kiara Leslie|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",10,16,1376,22.9,31,42,-11,-19.2
"2014-15","Brene Moseley|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",8,11,1338,22.3,37,36,1,1.8
"2014-15","Brene Moseley|Brionna Jones|Laurin Mincy|Malina Howard|S. Walker-Kimbrough",11,11,1323,22.1,47,21,26,47.2
"2014-15","Brionna Jones|Kristen Confroy|Laurin Mincy|Lexie Brown|S. Walker-Kimbrough",10,11,1302,21.7,39,30,9,16.6
"2014-15","Brionna Jones|Kiara Leslie|Laurin Mincy|Lexie Brown|S. Walker-Kimbrough",8,15,1114,18.6,32,39,-7,-15.1
"2014-15","Brionna Jones|Kristen Confroy|Lexie Brown|S. Walker-Kimbrough|Tierney Pfirman",10,10,1098,18.3,33,19,14,30.6
"2014-15","Brene Moseley|Brionna Jones|Lexie Brown|Malina Howard|S. Walker-Kimbrough",7,8,1048,17.5,37,24,13,29.8
"2014-15","Brionna Jones|Kiara Leslie|Kristen Confroy|Laurin Mincy|Lexie Brown",6,8,1019,17.0,40,29,11,25.9
"2014-15","Brionna Jones|Kristen Confroy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,11,918,15.3,24,22,2,5.2
