"source_id","player_name","streak_type","length","start_date","end_date","start_file_id","end_file_id","spans_games","active"
"2014-15","Laurin Mincy","ft_makes",20,"2015-02-01","2015-02-19","9575","9580",1,0
"2014-15","Laurin Mincy","ft_makes",18,"2014-11-28","2014-12-03","9560","9562",1,0
"2014-15","Lexie Brown","ft_makes",14,"2015-03-06","2015-03-07","9584","9585",1,0
"2014-15","S. Walker-Kimbrough","ft_makes",14,"2014-11-14","2014-11-19","9555","9557",1,0
"2014-15","Kristen Confroy","fg_misses",11,"2014-11-19","2014-11-29","9557","9561",1,0
"2014-15","Brene Moseley","ft_makes",11,"2014-11-14","2014-11-29","9555","9561",1,0
"2014-15","Kristen Confroy","ft_makes",11,"2014-11-29","2015-02-23","9561","9581",1,0
"2014-15","Laurin Mincy","ft_makes",11,"2015-03-23","2015-04-05","9588","9591",1,0
"2014-15","Lexie Brown","ft_makes",10,"2015-02-23","2015-03-01","9581","9583",1,0
"2014-15","Malina Howard","ft_makes",10,"2015-03-01","2015-03-28","9583","9589",1,0
"2014-15","S. Walker-Kimbrough","ft_makes",10,"2014-12-07","2014-12-21","9563","9565",1,0
"2014-15","Brene Moseley","fg_misses",9,"2015-01-29","2015-02-01","9574","9575",1,0
"2014-15","Lexie Brown","fg_misses",9,"2015-03-28","2015-03-30","9589","9590",1,0
"2014-15","Brene Moseley","ft_makes",9,"2015-01-11","2015-01-22","9569","9572",1,0
"2014-15","Laurin Mincy","ft_makes",9,"2014-11-14","2014-11-19","9555","9557",1,0
"2014-15","Laurin Mincy","ft_makes",9,"2015-01-25","2015-01-29","9573","9574",1,0
"2014-15","Lexie Brown","ft_makes",9,"2015-01-29","2015-02-01","9574","9575",1,0
"2014-15","Lexie Brown","ft_makes",9,"2015-02-10","2015-02-19","9578","9580",1,0
"2014-15","Brionna Jones","fg_makes",8,"2014-12-29","2015-01-03","9566","9567",1,0
"2014-15","Brionna Jones","fg_makes",8,"2015-02-16","2015-02-19","9579","9580",1,0
"2014-15","Laurin Mincy","fg_makes",8,"2015-03-23","2015-03-28","9588","9589",1,0
"2014-15","Brionna Jones","ft_makes",8,"2015-03-21","2015-03-23","9587","9588",1,0
"2014-15","Laurin Mincy","ft_makes",8,"2015-01-08","2015-01-15","9568","9570",1,0
"2014-15","Laurin Mincy","ft_makes",8,"2015-02-26","2015-02-26","9582","9582",0,0
"2014-15","Laurin Mincy","ft_makes",8,"2015-02-26","2015-03-21","9582","9587",1,0
"2014-15","Lexie Brown","ft_makes",8,"2015-01-03","2015-01-18","9567","9571",1,0
"2014-15","Lexie Brown","ft_makes",8,"2015-03-08","2015-03-28","9586","9589",1,0
"2014-15","Brionna Jones","fg_makes",7,"2014-12-07","2014-12-21","9563","9565",1,0
"2014-15","Brionna Jones","fg_makes",7,"2015-03-01","2015-03-06","9583","9584",1,0
"2014-15","Laurin Mincy","fg_makes",7,"2014-11-22","2014-11-24","9558","9559",1,0
"2014-15","S. Walker-Kimbrough","fg_makes",7,"2015-01-03","2015-01-03","9567","9567",0,0
"2014-15","S. Walker-Kimbrough","fg_makes",7,"2015-02-16","2015-02-19","9579","9580",1,0
"2014-15","Tierney Pfirman","fg_makes",7,"2015-02-16","2015-02-19","9579","9580",1,0
"2014-15","Kristen Confroy","fg_misses",7,"2015-02-01","2015-02-05","9575","9576",1,0
"2014-15","Kristen Confroy","fg_misses",7,"2015-03-06","2015-03-08","9584","9586",1,0
"2014-15","Lexie Brown","fg_misses",7,"2014-11-29","2014-11-29","9561","9561",0,0
"2014-15","S. Walker-Kimbrough","fg_misses",7,"2014-11-29","2014-12-07","9561","9563",1,0
"2014-15","Brene Moseley","ft_makes",7,"2015-03-07","2015-03-21","9585","9587",1,0
"2014-15","Brionna Jones","ft_makes",7,"2015-02-05","2015-02-10","9576","9578",1,0
"2014-15","Laurin Mincy","ft_makes",7,"2014-12-29","2015-01-03","9566","9567",1,0
"2014-15","Laurin Mincy","ft_makes",7,"2015-01-15","2015-01-22","9570","9572",1,0
"2014-15","Lexie Brown","ft_makes",7,"2015-01-18","2015-01-22","9571","9572",1,0
"2014-15","Lexie Brown","ft_makes",7,"2015-01-25","2015-01-29","9573","9574",1,0
"2014-15","S. Walker-Kimbrough","ft_makes",7,"2015-02-05","2015-02-23","9576","9581",1,0
"2014-15","S. Walker-Kimbrough","ft_makes",7,"2015-03-08","2015-03-30","9586","9590",1,1
"2014-15","A'Lexus Harrison","fg_makes",6,"2014-11-16","2014-11-22","9556","9558",1,0
"2014-15","Brionna Jones","fg_makes",6,"2014-12-07","2014-12-07","9563","9563",0,0
"2014-15","Brionna Jones","fg_makes",6,"2015-01-03","2015-01-08","9567","9568",1,0
"2014-15","Brionna Jones","fg_makes",6,"2015-01-22","2015-01-25","9572","9573",1,0
"2014-15","S. Walker-Kimbrough","fg_makes",6,"2014-12-07","2014-12-12","9563","9564",1,0
"2014-15","S. Walker-Kimbrough","fg_makes",6,"2014-12-21","2014-12-21","9565","9565",0,0
"2014-15","S. Walker-Kimbrough","fg_makes",6,"2015-01-08","2015-01-08","9568","9568",0,0
"2014-15","Tierney Pfirman","fg_makes",6,"2014-11-14","2014-11-14","9555","9555",0,0
"2014-15","A'Lexus Harrison","fg_misses",6,"2014-11-29","2014-12-07","9561","9563",1,0
"2014-15","Kristen Confroy","fg_misses",6,"2014-12-29","2015-01-08","9566","9568",1,0
"2014-15","Laurin Mincy","fg_misses",6,"2014-12-29","2015-01-03","9566","9567",1,0
"2014-15","Laurin Mincy","fg_misses",6,"2015-01-08","2015-01-08","9568","9568",0,0
"2014-15","Laurin Mincy","fg_misses",6,"2015-01-18","2015-01-22","9571","9572",1,0
"2014-15","Laurin Mincy","fg_misses",6,"2015-02-01","2015-02-05","9575","9576",1,0
"2014-15","Laurin Mincy","fg_misses",6,"2015-03-01","2015-03-06","9583","9584",1,0
"2014-15","Laurin Mincy","fg_misses",6,"2015-03-30","2015-03-30","9590","9590",0,0
"2014-15","Lexie Brown","fg_misses",6,"2014-12-29","2015-01-03","9566","9567",1,0
"2014-15","Lexie Brown","fg_misses",6,"2015-02-23","2015-02-23","9581","9581",0,0
"2014-15","Lexie Brown","fg_misses",6,"2015-03-08","2015-03-21","9586","9587",1,0
"2014-15","Malina Howard","fg_misses",6,"2014-12-29","2015-01-03","9566","9567",1,0
"2014-15","S. Walker-Kimbrough","fg_misses",6,"2015-02-08","2015-02-10","9577","9578",1,0
"2014-15","S. Walker-Kimbrough","fg_misses",6,"2015-03-01","2015-03-01","9583","9583",0,0
"2014-15","Brene Moseley","ft_makes",6,"2015-03-01","2015-03-07","9583","9585",1,0
"2014-15","Brene Moseley","ft_makes",6,"2015-03-28","2015-04-05","9589","9591",1,1
"2014-15","Brionna Jones","ft_makes",6,"2014-11-28","2014-11-29","9560","9561",1,0
"2014-15","Brionna Jones","ft_makes",6,"2015-01-29","2015-02-01","9574","9575",1,0
"2014-15","Kiara Leslie","ft_makes",6,"2014-12-12","2015-01-08","9564","9568",1,0
"2014-15","Kiara Leslie","ft_makes",6,"2015-02-01","2015-02-08","9575","9577",1,0
"2014-15","Laurin Mincy","ft_makes",6,"2014-11-19","2014-11-22","9557","9558",1,0
"2014-15","Lexie Brown","ft_makes",6,"2015-02-01","2015-02-08","9575","9577",1,0
"2014-15","S. Walker-Kimbrough","ft_makes",6,"2014-11-22","2014-11-28","9558","9560",1,0
"2014-15","Brene Moseley","fg_makes",5,"2015-01-08","2015-01-11","9568","9569",1,0
"2014-15","Brionna Jones","fg_makes",5,"2015-01-25","2015-01-29","9573","9574",1,0
"2014-15","Kristen Confroy","fg_makes",5,"2014-11-29","2014-12-03","9561","9562",1,0
"2014-15","Laurin Mincy","fg_makes",5,"2014-11-24","2014-11-28","9559","9560",1,0
"2014-15","Laurin Mincy","fg_makes",5,"2015-01-03","2015-01-03","9567","9567",0,0
"2014-15","Laurin Mincy","fg_makes",5,"2015-03-21","2015-03-21","9587","9587",0,0
"2014-15","Malina Howard","fg_makes",5,"2015-01-22","2015-01-22","9572","9572",0,0
"2014-15","Malina Howard","fg_makes",5,"2015-02-08","2015-02-08","9577","9577",0,0
"2014-15","S. Walker-Kimbrough","fg_makes",5,"2014-12-12","2014-12-12","9564","9564",0,0
"2014-15","S. Walker-Kimbrough","fg_makes",5,"2015-01-29","2015-01-29","9574","9574",0,0
"2014-15","S. Walker-Kimbrough","fg_makes",5,"2015-03-08","2015-03-21","9586","9587",1,0
"2014-15","Tierney Pfirman","fg_makes",5,"2014-11-16","2014-11-22","9556","9558",1,0
"2014-15","Tierney Pfirman","fg_makes",5,"2015-03-23","2015-03-23","9588","9588",0,0
"2014-15","Brene Moseley","fg_misses",5,"2015-02-08","2015-02-19","9577","9580",1,0
"2014-15","Brene Moseley","fg_misses",5,"2015-03-28","2015-04-05","9589","9591",1,0
"2014-15","Brionna Jones","fg_misses",5,"2014-12-07","2014-12-07","9563","9563",0,0
"2014-15","Brionna Jones","fg_misses",5,"2015-01-08","2015-01-11","9568","9569",1,0
"2014-15","Chloe Pavlech","fg_misses",5,"2015-02-05","2015-03-01","9576","9583",1,0
"2014-15","Kiara Leslie","fg_misses",5,"2015-01-11","2015-01-22","9569","9572",1,0
"2014-15","Kiara Leslie","fg_misses",5,"2015-02-16","2015-02-23","9579","9581",1,0
"2014-15","Kiara Leslie","fg_misses",5,"2015-03-28","2015-03-30","9589","9590",1,1
"2014-15","Laurin Mincy","fg_misses",5,"2014-12-29","2014-12-29","9566","9566",0,0
"2014-15","Laurin Mincy","fg_misses",5,"2015-03-08","2015-03-21","9586","9587",1,0
"2014-15","Lexie Brown","fg_misses",5,"2014-11-22","2014-11-22","9558","9558",0,0
"2014-15","Lexie Brown","fg_misses",5,"2014-12-07","2014-12-12","9563","9564",1,0
"2014-15","Lexie Brown","fg_misses",5,"2014-12-12","2014-12-29","9564","9566",1,0
"2014-15","Lexie Brown","fg_misses",5,"2015-01-15","2015-01-18","9570","9571",1,0
"2014-15","Lexie Brown","fg_misses",5,"2015-02-16","2015-02-16","9579","9579",0,0
"2014-15","Lexie Brown","fg_misses",5,"2015-02-19","2015-02-23","9580","9581",1,0
"2014-15","Lexie Brown","fg_misses",5,"2015-03-07","2015-03-07","9585","9585",0,0
"2014-15","Lexie Brown","fg_misses",5,"2015-03-21","2015-03-23","9587","9588",1,0
"2014-15","Malina Howard","fg_misses",5,"2014-12-07","2014-12-12","9563","9564",1,0
"2014-15","Malina Howard","fg_misses",5,"2015-01-08","2015-01-11","9568","9569",1,0
"2014-15","Malina Howard","fg_misses",5,"2015-01-11","2015-01-15","9569","9570",1,0
"2014-15","S. Walker-Kimbrough","fg_misses",5,"2014-11-14","2014-11-16","9555","9556",1,0
"2014-15","S. Walker-Kimbrough","fg_misses",5,"2015-01-03","2015-01-08","9567","9568",1,0
"2014-15","S. Walker-Kimbrough","fg_misses",5,"2015-03-07","2015-03-08","9585","9586",1,0
"2014-15","S. Walker-Kimbrough","fg_misses",5,"2015-03-08","2015-03-08","9586","9586",0,0
"2014-15","S. Walker-Kimbrough","fg_misses",5,"2015-03-08","2015-03-08","9586","9586",0,0
"2014-15","S. Walker-Kimbrough","fg_misses",5,"2015-03-23","2015-03-23","9588","9588",0,0
"2014-15","Tierney Pfirman","fg_misses",5,"2015-01-22","2015-01-29","9572","9574",1,0
"2014-15","Tierney Pfirman","fg_misses",5,"2015-03-07","2015-03-21","9585","9587",1,0
"2014-15","Laurin Mincy","three_makes",5,"2015-03-23","2015-03-28","9588","9589",1,0
