"source_id","file_id","team","opponent","is_home","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench","largest_lead","largest_lead_time","time_with_lead_sec","pct_lead","ties","lead_changes","possessions","avg_scoring_possession","largest_deficit"
"2014-15","9555","Maryland","Mount St. Mary's",1,48,38,22,17,58,64,"0:33 (2nd)",2334,97.3,0,0,85,"0:13",0
"2014-15","9555","Mount St. Mary's","Maryland",0,14,6,0,5,15,0,"-",0,0.0,0,0,85,"0:16",64
"2014-15","9556","Maryland","Wagner",1,54,45,26,24,50,75,"1:09 (2nd)",2354,98.1,0,0,76,"0:14",0
"2014-15","9556","Wagner","Maryland",0,8,2,2,5,6,0,"-",0,0.0,0,0,78,"0:21",75
"2014-15","9557","Maryland","South Florida",1,44,13,16,22,18,23,"15:10 (2nd)",2352,98.0,0,0,73,"0:19",0
"2014-15","9557","South Florida","Maryland",0,34,13,15,13,27,0,"-",0,0.0,0,0,73,"0:14",23
"2014-15","9558","George Washington","Maryland",1,38,10,6,14,15,4,"15:41 (1st)",490,20.4,4,3,81,"0:14",14
"2014-15","9558","Maryland","George Washington",0,36,19,14,7,14,14,"0:59 (2nd)",1448,60.3,5,4,80,"0:15",4
"2014-15","9559","Maryland","Loyola",1,40,18,14,12,17,26,"5:43 (2nd)",2324,96.8,0,1,72,"0:16",1
"2014-15","9559","Loyola","Maryland",0,14,12,4,10,8,1,"19:25 (1st)",41,1.7,0,0,71,"0:21",26
"2014-15","9560","Maryland","James Madison",1,32,23,0,15,19,16,"0:04 (2nd)",2244,93.5,0,1,76,"0:18",2
"2014-15","9560","James Madison","Maryland",0,18,18,0,9,6,2,"17:47 (1st)",23,1.0,0,0,77,"0:13",16
"2014-15","9561","Washington State","Maryland",1,30,22,0,3,12,12,"13:11 (2nd)",1680,70.0,2,2,77,"0:15",8
"2014-15","9561","Maryland","Washington State",0,34,9,0,11,15,8,"11:33 (1st)",616,25.7,2,2,77,"0:15",12
"2014-15","9562","Notre Dame","Maryland",1,34,23,8,11,23,33,"12:50 (2nd)",2322,96.8,0,0,74,"0:15",0
"2014-15","9562","Maryland","Notre Dame",0,26,20,8,15,18,0,"-",0,0.0,2,0,72,"0:16",33
"2014-15","9563","Maryland","Towson",1,42,24,12,16,39,36,"3:39 (2nd)",2053,85.5,1,2,73,"0:12",3
"2014-15","9563","Towson","Maryland",0,24,8,2,11,15,3,"16:33 (1st)",290,12.1,0,1,73,"0:21",36
