source_id,file_id,period,time_remaining,assister_number,assister_name,assister_assist_count,scorer_number,scorer_name,shot_type,points,home_score,visiting_score,narrative
2014,9555,1,1134,01,Laurin Mincy,1,04,Lexie Brown,3PTR,3,3.0,0.0,04 Lexie Brown 3PTR GOOD (3 Pt); 01 Laurin Mincy Assist (1 Asst)
2014,9555,1,1116,01,Laurin Mincy,2,32,S. Walker-Kimbrough,LAYUP,2,5.0,0.0,32 S. Walker-Kimbrough LAYUP GOOD (2 Pt); 01 Laurin Mincy Assist (2 Asst)
2014,9555,1,1053,04,Lexie Brown,1,12,Kristen Confroy,LAYUP,2,9.0,0.0,12 Kristen Confroy LAYUP GOOD (2 Pt); 04 Lexie Brown Assist (1 Asst)
2014,9555,1,981,12,Kristen Confroy,1,05,Malina Howard,JUMPER,2,11.0,3.0,05 Malina Howard JUMPER GOOD (2 Pt); 12 Kristen Confroy Assist (1 Asst)
2014,9555,1,933,12,Kristen Confroy,2,04,Lexie Brown,3PTR,3,14.0,5.0,04 Lexie Brown 3PTR GOOD (8 Pt); 12 Kristen Confroy Assist (2 Asst)
2014,9555,1,790,04,Lexie Brown,2,22,Tierney Pfirman,JUMPER,2,20.0,7.0,22 Tierney Pfirman JUMPER GOOD (4 Pt); 04 Lexie Brown Assist (2 Asst)
2014,9555,1,762,12,Kristen Confroy,3,01,Laurin Mincy,JUMPER,2,22.0,7.0,01 Laurin Mincy JUMPER GOOD (4 Pt); 12 Kristen Confroy Assist (3 Asst)
2014,9555,1,736,12,Kristen Confroy,4,03,Brene Moseley,3PTR,3,25.0,9.0,03 Brene Moseley 3PTR GOOD (3 Pt); 12 Kristen Confroy Assist (4 Asst)
2014,9555,1,631,05,Malina Howard,1,01,Laurin Mincy,LAYUP,2,29.0,12.0,01 Laurin Mincy LAYUP GOOD (6 Pt); 05 Malina Howard Assist (1 Asst)
2014,9555,1,400,05,Malina Howard,2,42,Brionna Jones,JUMPER,2,37.0,17.0,42 Brionna Jones JUMPER GOOD (2 Pt); 05 Malina Howard Assist (2 Asst)
