"source_id","file_id","team","period","points","fgm","fga","tpm","tpa","ftm","fta","offensive_rebounds","defensive_rebounds","rebounds","assists","turnovers","steals","blocks","personal_fouls","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench"
"2014-15","9555","Maryland",1,57,21,33,3,10,12,13,6,17,23,16,9,7,7,9,22,18,12,6,28
"2014-15","9555","Maryland",2,52,19,36,4,11,10,13,8,14,22,10,8,10,3,10,26,20,10,11,30
"2014-15","9555","Mount St. Mary's",1,25,9,30,3,9,4,7,6,7,13,4,12,4,2,10,8,6,0,1,10
"2014-15","9555","Mount St. Mary's",2,20,6,21,2,5,6,13,6,11,17,3,17,3,0,10,6,0,0,4,5
"2014-15","9556","Maryland",1,49,18,41,2,12,11,13,15,15,30,11,4,13,2,5,24,26,14,18,21
"2014-15","9556","Maryland",2,48,22,39,3,6,1,1,7,16,23,13,5,11,2,6,30,19,12,6,29
"2014-15","9556","Wagner",1,7,3,25,0,6,1,4,9,9,18,1,19,2,1,12,2,2,2,2,0
"2014-15","9556","Wagner",2,17,7,26,2,7,1,2,3,10,13,2,14,3,1,2,6,0,0,3,6
"2014-15","9557","Maryland",1,50,18,31,2,8,12,14,8,12,20,5,5,4,2,11,28,6,10,14,10
"2014-15","9557","Maryland",2,35,12,29,3,4,8,9,5,15,20,8,9,3,1,11,16,7,6,8,8
"2014-15","9557","South Florida",1,33,11,29,3,10,8,11,7,6,13,3,6,1,0,12,14,4,4,5,13
"2014-15","9557","South Florida",2,34,14,35,3,8,3,5,7,13,20,5,7,2,1,9,20,9,11,8,14
"2014-15","9558","George Washington",1,30,14,28,2,3,0,2,5,12,17,8,15,5,2,7,14,4,4,6,7
"2014-15","9558","George Washington",2,35,15,39,1,6,4,7,9,13,22,8,7,3,1,15,24,6,2,8,8
"2014-15","9558","Maryland",1,29,13,29,1,9,2,6,6,10,16,5,13,6,1,6,16,11,6,4,11
"2014-15","9558","Maryland",2,46,15,25,2,2,14,22,3,17,20,7,7,6,0,9,20,8,8,3,3
"2014-15","9559","Maryland",1,38,16,32,3,10,3,3,9,11,20,11,9,4,1,3,22,9,6,8,6
"2014-15","9559","Maryland",2,27,12,31,2,7,1,2,6,16,22,8,11,7,5,8,18,9,8,4,11
"2014-15","9559","Loyola",1,26,9,24,5,8,3,4,4,7,11,6,9,5,1,3,6,8,2,3,0
"2014-15","9559","Loyola",2,17,7,31,1,7,2,2,8,14,22,3,11,5,1,10,8,4,2,7,8
"2014-15","9560","Maryland",1,40,13,28,4,8,10,12,6,12,18,6,10,6,4,4,14,18,0,6,11
"2014-15","9560","Maryland",2,40,14,23,1,6,11,15,6,16,22,4,12,2,2,7,18,5,0,9,8
"2014-15","9560","James Madison",1,27,10,31,2,9,5,6,9,10,19,5,13,2,2,9,8,5,0,2,4
"2014-15","9560","James Madison",2,37,14,33,5,10,4,5,4,5,9,9,5,3,1,12,10,13,0,7,2
"2014-15","9561","Washington State",1,31,10,25,3,7,8,11,3,13,16,4,10,4,1,10,8,10,0,1,8
"2014-15","9561","Washington State",2,39,13,24,1,7,12,17,2,9,11,7,7,7,2,12,22,12,0,2,4
"2014-15","9561","Maryland",1,27,10,28,3,10,4,6,6,13,19,6,13,2,2,12,10,7,0,6,4
"2014-15","9561","Maryland",2,37,14,27,1,5,8,10,6,13,19,5,11,3,2,14,24,2,0,5,11
"2014-15","9562","Notre Dame",1,47,16,27,2,7,13,16,4,12,16,10,6,6,2,7,22,18,6,5,8
