"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","foul_type","player_foul_count","team_fouls_in_period","bonus_active","margin_at_foul"
"2014-15","9555",1,1090,110,"Maryland","S. Walker-Kimbrough",32,"personal",1,1,0,5
"2014-15","9555",1,862,338,"Mount St. Mary's","S. ARTHUR-WILLIAMS",44,"personal",1,1,0,-11
"2014-15","9555",1,816,384,"Maryland","Kiara Leslie",2,"personal",1,2,0,11
"2014-15","9555",1,703,497,"Mount St. Mary's","S. ARTHUR-WILLIAMS",44,"personal",2,2,0,-16
"2014-15","9555",1,635,565,"Mount St. Mary's","Kaitlyn EISENHARD",45,"personal",1,3,0,-15
"2014-15","9555",1,601,599,"Mount St. Mary's","K. BELANGER-FINN",3,"personal",1,4,0,-17
"2014-15","9555",1,574,626,"Mount St. Mary's","Jessica HARRIS",25,"personal",1,5,0,-19
"2014-15","9555",1,563,637,"Maryland","Brionna Jones",42,"personal",1,3,0,20
"2014-15","9555",1,524,676,"Mount St. Mary's","Jody CHICKEY",21,"personal",1,6,0,-20
"2014-15","9555",1,504,696,"Maryland","S. Walker-Kimbrough",32,"personal",2,4,0,21
"2014-15","9555",1,502,698,"Maryland","Tierney Pfirman",22,"personal",1,5,0,21
"2014-15","9555",1,450,750,"Maryland","Brene Moseley",3,"personal",1,6,0,20
"2014-15","9555",1,439,761,"Mount St. Mary's","Kaitlyn EISENHARD",45,"personal",2,7,1,-20
"2014-15","9555",1,429,771,"Mount St. Mary's","Jessica HARRIS",25,"personal",2,8,1,-20
"2014-15","9555",1,416,784,"Maryland","Lexie Brown",4,"personal",1,7,1,20
"2014-15","9555",1,340,860,"Mount St. Mary's","Jenn CARNEY",42,"personal",1,9,1,-22
"2014-15","9555",1,296,904,"Maryland","Chloe Pavlech",15,"personal",1,8,1,26
"2014-15","9555",1,263,937,"Mount St. Mary's","Katrice DICKSON",11,"personal",1,10,1,-26
"2014-15","9555",1,2,1198,"Maryland","Laurin Mincy",1,"personal",1,9,1,33
"2014-15","9555",2,1158,1242,"Maryland","Laurin Mincy",1,"personal",2,1,0,32
"2014-15","9555",2,1115,1285,"Mount St. Mary's","Jenn CARNEY",42,"personal",2,1,0,-30
"2014-15","9555",2,1046,1354,"Mount St. Mary's","Kaitlyn EISENHARD",45,"personal",3,2,0,-32
"2014-15","9555",2,999,1401,"Maryland","Brionna Jones",42,"personal",2,2,0,38
"2014-15","9555",2,960,1440,"Maryland","Brionna Jones",42,"personal",3,3,0,38
"2014-15","9555",2,951,1449,"Mount St. Mary's","Jenn CARNEY",42,"personal",3,3,0,-38
"2014-15","9555",2,870,1530,"Mount St. Mary's","K. BELANGER-FINN",3,"personal",2,4,0,-42
"2014-15","9555",2,818,1582,"Mount St. Mary's","K. BELANGER-FINN",3,"personal",3,5,0,-46
"2014-15","9555",2,787,1613,"Mount St. Mary's","Jacqueline BREWER",24,"personal",1,6,0,-45
"2014-15","9555",2,658,1742,"Maryland","Chloe Pavlech",15,"personal",2,4,0,49
"2014-15","9555",2,586,1814,"Maryland","Aja Ellison",0,"personal",1,5,0,50
"2014-15","9555",2,552,1848,"Maryland","Brene Moseley",3,"personal",2,6,0,51
"2014-15","9555",2,521,1879,"Mount St. Mary's","Jody CHICKEY",21,"personal",2,7,1,-49
"2014-15","9555",2,309,2091,"Mount St. Mary's","Kaitlyn EISENHARD",45,"personal",4,8,1,-51
"2014-15","9555",2,260,2140,"Mount St. Mary's","Caroline HUMMELL",32,"personal",1,9,1,-53
"2014-15","9555",2,251,2149,"Maryland","Brionna Jones",42,"personal",4,7,1,53
"2014-15","9555",2,194,2206,"Maryland","Tierney Pfirman",22,"personal",2,8,1,52
"2014-15","9555",2,178,2222,"Maryland","Chloe Pavlech",15,"personal",3,9,1,52
"2014-15","9555",2,73,2327,"Maryland","Aja Ellison",0,"personal",2,10,1,59
"2014-15","9555",2,33,2367,"Mount St. Mary's","Caroline HUMMELL",32,"personal",2,10,1,-63
"2014-15","9556",1,1154,46,"Wagner","Lyndsay ROWE",14,"personal",1,1,0,0
"2014-15","9556",1,1017,183,"Maryland","Lexie Brown",4,"personal",1,1,0,9
"2014-15","9556",1,970,230,"Wagner","Jasmine NWAJEI",1,"personal",1,2,0,-7
