"source_id","file_id","team","player_name","player_number","stint_index","in_seconds","out_seconds","duration","pts_for","pts_against","plus_minus","starter"
"2014-15","9555","Maryland","Laurin Mincy",1,1,0,637,637,32,12,20,1
"2014-15","9555","Maryland","Lexie Brown",4,1,0,440,440,22,7,15,1
"2014-15","9555","Maryland","Malina Howard",5,1,0,286,286,14,5,9,1
"2014-15","9555","Maryland","S. Walker-Kimbrough",32,1,0,110,110,5,0,5,1
"2014-15","9555","Maryland","Brionna Jones",42,1,0,286,286,14,5,9,1
"2014-15","9555","Mount St. Mary's","Kayla BATES",12,1,0,338,338,5,18,-13,1
"2014-15","9555","Mount St. Mary's","Jody CHICKEY",21,1,0,352,352,5,18,-13,1
"2014-15","9555","Mount St. Mary's","Jacqueline BREWER",24,1,0,713,713,15,35,-20,1
"2014-15","9555","Mount St. Mary's","Jenn CARNEY",42,1,0,860,860,17,41,-24,1
"2014-15","9555","Mount St. Mary's","Kaitlyn EISENHARD",45,1,0,147,147,0,9,-9,1
"2014-15","9555","Maryland","Kristen Confroy",12,1,110,497,387,22,9,13,0
"2014-15","9555","Mount St. Mary's","S. ARTHUR-WILLIAMS",44,1,147,497,350,9,18,-9,0
"2014-15","9555","Maryland","Kiara Leslie",2,1,286,384,98,4,2,2,0
"2014-15","9555","Maryland","Tierney Pfirman",22,1,286,497,211,13,4,9,0
"2014-15","9555","Mount St. Mary's","Jessica HARRIS",25,1,338,771,433,10,17,-7,0
"2014-15","9555","Mount St. Mary's","K. BELANGER-FINN",3,1,352,599,247,7,13,-6,0
"2014-15","9555","Maryland","Malina Howard",5,2,384,1105,721,35,14,21,0
"2014-15","9555","Maryland","Brene Moseley",3,1,440,750,310,13,8,5,0
"2014-15","9555","Maryland","S. Walker-Kimbrough",32,2,497,696,199,8,5,3,0
"2014-15","9555","Maryland","Brionna Jones",42,2,497,637,140,5,3,2,0
"2014-15","9555","Mount St. Mary's","Kaitlyn EISENHARD",45,2,497,770,273,6,8,-2,0
"2014-15","9555","Mount St. Mary's","Jody CHICKEY",21,2,599,1105,506,9,22,-13,0
"2014-15","9555","Maryland","Lexie Brown",4,2,637,784,147,3,5,-2,0
"2014-15","9555","Maryland","Tierney Pfirman",22,2,637,698,61,3,3,0,0
"2014-15","9555","Maryland","Kiara Leslie",2,2,696,1105,409,18,7,11,0
"2014-15","9555","Maryland","Aja Ellison",0,1,698,774,76,0,0,0,0
"2014-15","9555","Mount St. Mary's","Katrice DICKSON",11,1,713,1200,487,10,22,-12,0
"2014-15","9555","Maryland","Kristen Confroy",12,2,750,1105,355,18,6,12,0
"2014-15","9555","Mount St. Mary's","Caroline HUMMELL",32,1,770,1105,335,6,18,-12,0
"2014-15","9555","Mount St. Mary's","Jacqueline BREWER",24,2,771,2349,1578,30,71,-41,0
"2014-15","9555","Maryland","Brionna Jones",42,3,774,906,132,8,2,6,0
"2014-15","9555","Maryland","Chloe Pavlech",15,1,784,906,122,8,0,8,0
"2014-15","9555","Mount St. Mary's","Kayla BATES",12,2,860,1105,245,4,12,-8,0
"2014-15","9555","Maryland","Laurin Mincy",1,2,906,1530,624,28,12,16,0
"2014-15","9555","Maryland","Tierney Pfirman",22,3,906,1105,199,10,4,6,0
"2014-15","9555","Maryland","Aja Ellison",0,2,1105,1200,95,4,4,0,0
"2014-15","9555","Maryland","Brene Moseley",3,2,1105,1200,95,4,4,0,0
"2014-15","9555","Maryland","Lexie Brown",4,3,1105,1613,508,25,11,14,0
"2014-15","9555","Maryland","Brionna Jones",42,4,1105,1440,335,14,8,6,0
"2014-15","9555","Mount St. Mary's","K. BELANGER-FINN",3,2,1105,1200,95,4,4,0,0
"2014-15","9555","Mount St. Mary's","Stacey KOUTRIS",13,1,1105,1200,95,4,4,0,0
"2014-15","9555","Mount St. Mary's","Jenn CARNEY",42,2,1105,1742,637,15,31,-16,0
"2014-15","9555","Maryland","Malina Howard",5,3,1200,1530,330,14,4,10,0
"2014-15","9555","Maryland","S. Walker-Kimbrough",32,3,1200,1613,413,21,7,14,0
"2014-15","9555","Mount St. Mary's","Kayla BATES",12,3,1200,1345,145,2,2,0,0
"2014-15","9555","Mount St. Mary's","Jody CHICKEY",21,3,1200,1401,201,4,8,-4,0
"2014-15","9555","Mount St. Mary's","Kaitlyn EISENHARD",45,3,1200,1354,154,2,4,-2,0
"2014-15","9555","Mount St. Mary's","Jessica HARRIS",25,2,1345,1626,281,5,19,-14,0
"2014-15","9555","Mount St. Mary's","S. ARTHUR-WILLIAMS",44,2,1354,1954,600,12,27,-15,0
"2014-15","9555","Mount St. Mary's","K. BELANGER-FINN",3,3,1401,1582,181,0,12,-12,0
"2014-15","9555","Maryland","Tierney Pfirman",22,4,1440,1742,302,17,7,10,0
"2014-15","9555","Maryland","Kiara Leslie",2,3,1530,1742,212,13,7,6,0
"2014-15","9555","Maryland","Kristen Confroy",12,3,1530,2149,619,25,15,10,0
"2014-15","9555","Mount St. Mary's","Kayla BATES",12,4,1582,1626,44,3,1,2,0
"2014-15","9555","Maryland","Brene Moseley",3,3,1613,2400,787,31,13,18,0
"2014-15","9555","Maryland","Chloe Pavlech",15,2,1613,2400,787,31,13,18,0
"2014-15","9555","Mount St. Mary's","Katrice DICKSON",11,2,1626,1918,292,7,10,-3,0
"2014-15","9555","Mount St. Mary's","Caroline HUMMELL",32,2,1626,2400,774,13,31,-18,0
"2014-15","9555","Maryland","Aja Ellison",0,3,1742,2149,407,12,8,4,0
"2014-15","9555","Maryland","S. Walker-Kimbrough",32,4,1742,1918,176,4,3,1,0
"2014-15","9555","Mount St. Mary's","Jody CHICKEY",21,4,1835,2155,320,7,8,-1,0
"2014-15","9555","Maryland","Kiara Leslie",2,4,1918,2400,482,21,6,15,0
"2014-15","9555","Mount St. Mary's","Jenn CARNEY",42,3,1918,1954,36,0,0,0,0
"2014-15","9555","Mount St. Mary's","Kayla BATES",12,5,1954,2400,446,6,21,-15,0
"2014-15","9555","Mount St. Mary's","Kaitlyn EISENHARD",45,4,1954,2149,195,5,8,-3,0
"2014-15","9555","Maryland","Tierney Pfirman",22,5,2149,2400,251,13,1,12,0
"2014-15","9555","Maryland","Brionna Jones",42,5,2149,2184,35,0,0,0,0
"2014-15","9555","Mount St. Mary's","S. ARTHUR-WILLIAMS",44,3,2149,2349,200,1,10,-9,0
"2014-15","9555","Mount St. Mary's","K. BELANGER-FINN",3,4,2155,2281,126,1,5,-4,0
"2014-15","9555","Maryland","Aja Ellison",0,4,2184,2400,216,13,1,12,0
"2014-15","9555","Mount St. Mary's","Jody CHICKEY",21,5,2281,2400,119,0,8,-8,0
"2014-15","9555","Mount St. Mary's","Stacey KOUTRIS",13,2,2349,2400,51,0,3,-3,0
"2014-15","9555","Mount St. Mary's","Jackie BUZAID",22,1,2349,2400,51,0,3,-3,0
"2014-15","9556","Maryland","Laurin Mincy",1,1,0,281,281,17,4,13,1
"2014-15","9556","Maryland","Lexie Brown",4,1,0,183,183,11,2,9,1
"2014-15","9556","Maryland","Malina Howard",5,1,0,426,426,21,4,17,1
"2014-15","9556","Maryland","S. Walker-Kimbrough",32,1,0,355,355,17,4,13,1
"2014-15","9556","Maryland","Brionna Jones",42,1,0,281,281,17,4,13,1
"2014-15","9556","Wagner","Jasmine NWAJEI",1,1,0,426,426,4,21,-17,1
"2014-15","9556","Wagner","Lyndsay ROWE",14,1,0,281,281,4,17,-13,1
"2014-15","9556","Wagner","Jackie DLUHI",20,1,0,447,447,5,21,-16,1
"2014-15","9556","Wagner","Jordyn PECK",24,1,0,875,875,7,37,-30,1
"2014-15","9556","Wagner","Ugo NWAIGWE",33,1,0,281,281,4,17,-13,1
"2014-15","9556","Maryland","Brene Moseley",3,1,183,502,319,10,3,7,0
"2014-15","9556","Maryland","Kristen Confroy",12,1,281,447,166,4,1,3,0
"2014-15","9556","Maryland","Tierney Pfirman",22,1,281,355,74,0,0,0,0
"2014-15","9556","Wagner","Tanasia RUSSELL",3,1,281,447,166,1,4,-3,0
"2014-15","9556","Wagner","Sofia ROMA",13,1,281,447,166,1,4,-3,0
"2014-15","9556","Maryland","Kiara Leslie",2,1,355,608,253,6,3,3,0
"2014-15","9556","Maryland","A'Lexus Harrison",33,1,355,650,295,8,3,5,0
"2014-15","9556","Maryland","Brionna Jones",42,2,426,789,363,12,3,9,0
"2014-15","9556","Wagner","Lyndsay ROWE",14,2,426,608,182,3,2,1,0
"2014-15","9556","Maryland","Chloe Pavlech",15,1,447,608,161,2,2,0,0
"2014-15","9556","Wagner","Samantha SULLIVAN",21,1,447,789,342,2,12,-10,0
"2014-15","9556","Wagner","M. CONYERS-JORDAN",25,1,447,789,342,2,12,-10,0
"2014-15","9556","Wagner","Ugo NWAIGWE",33,2,447,690,243,2,6,-4,0
"2014-15","9556","Maryland","S. Walker-Kimbrough",32,2,502,893,391,16,2,14,0
"2014-15","9556","Maryland","Laurin Mincy",1,2,608,650,42,2,0,2,0
"2014-15","9556","Maryland","Lexie Brown",4,2,608,1009,401,18,0,18,0
"2014-15","9556","Wagner","Jasmine NWAJEI",1,2,608,690,82,0,4,-4,0
"2014-15","9556","Maryland","Kristen Confroy",12,2,650,893,243,12,0,12,0
"2014-15","9556","Maryland","Tierney Pfirman",22,2,650,875,225,12,0,12,0
"2014-15","9556","Wagner","Sofia ROMA",13,2,690,1143,453,0,20,-20,0
"2014-15","9556","Wagner","Lyndsay ROWE",14,3,690,1688,998,5,43,-38,0
"2014-15","9556","Maryland","Malina Howard",5,2,789,1128,339,14,0,14,0
"2014-15","9556","Wagner","Tanasia RUSSELL",3,2,789,1009,220,0,8,-8,0
"2014-15","9556","Wagner","Jackie DLUHI",20,2,789,1491,702,4,33,-29,0
"2014-15","9556","Maryland","Aja Ellison",0,1,875,1035,160,4,0,4,0
"2014-15","9556","Wagner","Tessa WADE",5,1,875,1200,325,0,12,-12,0
"2014-15","9556","Maryland","Laurin Mincy",1,3,893,1502,609,29,5,24,0
"2014-15","9556","Maryland","Kiara Leslie",2,2,893,1035,142,4,0,4,0
"2014-15","9556","Maryland","Brene Moseley",3,2,1009,1200,191,8,0,8,0
"2014-15","9556","Wagner","M. CONYERS-JORDAN",25,2,1009,1200,191,0,8,-8,0
"2014-15","9556","Maryland","Tierney Pfirman",22,3,1035,1128,93,6,0,6,0
"2014-15","9556","Maryland","A'Lexus Harrison",33,2,1035,1200,165,8,0,8,0
"2014-15","9556","Maryland","Kiara Leslie",2,3,1128,1200,72,2,0,2,0
"2014-15","9556","Maryland","Kristen Confroy",12,3,1128,1200,72,2,0,2,0
"2014-15","9556","Wagner","Samantha SULLIVAN",21,2,1143,1200,57,0,2,-2,0
"2014-15","9556","Maryland","Lexie Brown",4,3,1200,1491,291,17,4,13,0
"2014-15","9556","Maryland","Malina Howard",5,3,1200,1583,383,19,5,14,0
"2014-15","9556","Maryland","S. Walker-Kimbrough",32,3,1200,1491,291,17,4,13,0
"2014-15","9556","Maryland","Brionna Jones",42,3,1200,1491,291,17,4,13,0
"2014-15","9556","Wagner","Jasmine NWAJEI",1,3,1200,1583,383,5,19,-14,0
"2014-15","9556","Wagner","Sofia ROMA",13,3,1200,1491,291,4,17,-13,0
"2014-15","9556","Wagner","Jordyn PECK",24,2,1200,1491,291,4,17,-13,0
"2014-15","9556","Wagner","Ugo NWAIGWE",33,3,1200,1200,0,0,0,0,0
"2014-15","9556","Maryland","Kristen Confroy",12,4,1491,1838,347,8,4,4,0
"2014-15","9556","Maryland","Chloe Pavlech",15,2,1491,2400,909,31,13,18,0
"2014-15","9556","Maryland","Tierney Pfirman",22,4,1491,2120,629,21,9,12,0
"2014-15","9556","Wagner","Samantha SULLIVAN",21,3,1491,1688,197,1,4,-3,0
"2014-15","9556","Wagner","M. CONYERS-JORDAN",25,3,1491,1688,197,1,4,-3,0
"2014-15","9556","Wagner","Ugo NWAIGWE",33,4,1491,1688,197,1,4,-3,0
"2014-15","9556","Maryland","Kiara Leslie",2,4,1502,2120,618,21,8,13,0
"2014-15","9556","Maryland","Aja Ellison",0,2,1583,1838,255,6,3,3,0
"2014-15","9556","Wagner","Jordyn PECK",24,3,1583,2190,607,8,24,-16,0
"2014-15","9556","Wagner","Jasmine NWAJEI",1,4,1688,2120,432,8,17,-9,0
"2014-15","9556","Wagner","Tessa WADE",5,2,1688,1911,223,5,6,-1,0
"2014-15","9556","Wagner","Sofia ROMA",13,4,1688,1911,223,5,6,-1,0
"2014-15","9556","Wagner","Jackie DLUHI",20,3,1688,1911,223,5,6,-1,0
"2014-15","9556","Maryland","Brene Moseley",3,3,1838,2400,562,23,9,14,0
"2014-15","9556","Maryland","Malina Howard",5,4,1838,2120,282,13,5,8,0
"2014-15","9556","Wagner","Tanasia RUSSELL",3,3,1911,2400,489,7,21,-14,0
"2014-15","9556","Wagner","Lyndsay ROWE",14,4,1911,2190,279,3,16,-13,0
"2014-15","9556","Wagner","Samantha SULLIVAN",21,4,1911,2120,209,3,11,-8,0
"2014-15","9556","Maryland","Laurin Mincy",1,4,2120,2294,174,7,2,5,0
"2014-15","9556","Maryland","Kristen Confroy",12,5,2120,2400,280,10,4,6,0
"2014-15","9556","Maryland","A'Lexus Harrison",33,3,2120,2204,84,5,0,5,0
"2014-15","9556","Wagner","Sofia ROMA",13,5,2120,2400,280,4,10,-6,0
"2014-15","9556","Wagner","M. CONYERS-JORDAN",25,4,2120,2400,280,4,10,-6,0
"2014-15","9556","Wagner","Tessa WADE",5,3,2190,2400,210,4,5,-1,0
"2014-15","9556","Wagner","Samantha SULLIVAN",21,5,2190,2400,210,4,5,-1,0
"2014-15","9556","Maryland","Aja Ellison",0,3,2204,2400,196,5,4,1,0
"2014-15","9556","Maryland","Kiara Leslie",2,5,2294,2400,106,3,2,1,0
"2014-15","9557","Maryland","Laurin Mincy",1,1,0,293,293,14,4,10,1
"2014-15","9557","Maryland","Lexie Brown",4,1,0,185,185,9,0,9,1
"2014-15","9557","Maryland","Malina Howard",5,1,0,350,350,16,6,10,1
"2014-15","9557","Maryland","S. Walker-Kimbrough",32,1,0,385,385,18,8,10,1
"2014-15","9557","Maryland","Brionna Jones",42,1,0,160,160,7,0,7,1
"2014-15","9557","South Florida","Courtney WILLIAMS",10,1,0,1291,1291,33,56,-23,1
"2014-15","9557","South Florida","Laura MARCOS CANEDO",13,1,0,224,224,2,9,-7,1
"2014-15","9557","South Florida","Laura FERREIRA",20,1,0,350,350,6,16,-10,1
"2014-15","9557","South Florida","Alisia JENKINS",24,1,0,656,656,20,29,-9,1
"2014-15","9557","South Florida","Katelyn WEBER",45,1,0,234,234,2,12,-10,1
"2014-15","9557","Maryland","A'Lexus Harrison",33,1,160,423,263,14,10,4,0
"2014-15","9557","Maryland","Brene Moseley",3,1,185,350,165,7,6,1,0
"2014-15","9557","South Florida","Shaleth STRINGFIELD",23,1,224,732,508,23,24,-1,0
"2014-15","9557","South Florida","Paige CASHIN",14,1,234,350,116,4,4,0,0
"2014-15","9557","Maryland","Kiara Leslie",2,1,293,522,229,10,14,-4,0
"2014-15","9557","Maryland","Lexie Brown",4,2,350,476,126,8,6,2,0
"2014-15","9557","Maryland","Brionna Jones",42,2,350,476,126,8,6,2,0
"2014-15","9557","South Florida","Tamara TAYLOR",3,1,350,482,132,9,8,1,0
