"source_id","file_id","team","opponent","points","start_seconds","end_seconds","duration","period_start","period_end","score_before","score_after"
"2014-15","9555","Maryland","Mount St. Mary's",9,66,147,81,1,1,"0-0","9-0"
"2014-15","9555","Maryland","Mount St. Mary's",7,267,338,71,1,1,"11-5","18-5"
"2014-15","9555","Maryland","Mount St. Mary's",10,800,908,108,1,1,"35-17","45-17"
"2014-15","9555","Maryland","Mount St. Mary's",8,1042,1149,107,1,1,"47-21","55-21"
"2014-15","9555","Maryland","Mount St. Mary's",8,1285,1389,104,2,2,"57-27","65-27"
"2014-15","9555","Maryland","Mount St. Mary's",12,1413,1582,169,2,2,"65-29","77-29"
"2014-15","9555","Maryland","Mount St. Mary's",7,1613,1692,79,2,2,"77-32","84-32"
"2014-15","9555","Maryland","Mount St. Mary's",13,2234,2367,133,2,2,"96-45","109-45"
"2014-15","9556","Maryland","Wagner",6,46,75,29,1,1,"0-0","6-0"
"2014-15","9556","Maryland","Wagner",10,230,424,194,1,1,"11-4","21-4"
"2014-15","9556","Maryland","Wagner",31,650,1270,620,1,2,"23-7","54-7"
"2014-15","9556","Maryland","Wagner",6,1300,1382,82,2,2,"54-9","60-9"
"2014-15","9556","Maryland","Wagner",6,1426,1473,47,2,2,"60-11","66-11"
"2014-15","9556","Maryland","Wagner",6,1868,1958,90,2,2,"74-17","80-17"
"2014-15","9556","Maryland","Wagner",12,1987,2190,203,2,2,"80-20","92-20"
"2014-15","9557","Maryland","South Florida",9,48,177,129,1,1,"0-0","9-0"
"2014-15","9557","South Florida","Maryland",8,482,616,134,1,1,"24-12","24-20"
"2014-15","9557","Maryland","South Florida",8,898,1044,146,1,1,"37-30","45-30"
"2014-15","9557","Maryland","South Florida",10,1148,1273,125,1,2,"46-33","56-33"
"2014-15","9557","South Florida","Maryland",11,1541,1742,201,2,2,"63-40","63-51"
"2014-15","9557","Maryland","South Florida",10,1862,1967,105,2,2,"65-53","75-53"
"2014-15","9557","South Florida","Maryland",7,2054,2150,96,2,2,"77-55","77-62"
"2014-15","9558","Maryland","George Washington",7,271,335,64,1,1,"10-6","10-13"
"2014-15","9558","Maryland","George Washington",6,1311,1438,127,2,2,"32-31","32-37"
"2014-15","9559","Maryland","Loyola",8,76,157,81,1,1,"0-1","8-1"
"2014-15","9559","Maryland","Loyola",7,194,286,92,1,1,"8-3","15-3"
"2014-15","9559","Maryland","Loyola",6,868,1065,197,1,1,"27-24","33-24"
"2014-15","9559","Maryland","Loyola",7,1111,1255,144,1,2,"33-26","40-26"
"2014-15","9559","Maryland","Loyola",10,1308,1543,235,2,2,"40-30","50-30"
"2014-15","9559","Maryland","Loyola",6,1591,1740,149,2,2,"50-32","56-32"
"2014-15","9559","Loyola","Maryland",7,2092,2232,140,2,2,"62-36","62-43"
"2014-15","9560","Maryland","James Madison",7,156,261,105,1,1,"0-2","7-2"
"2014-15","9560","James Madison","Maryland",6,347,360,13,1,1,"11-4","11-10"
"2014-15","9560","Maryland","James Madison",11,420,647,227,1,1,"11-10","22-10"
"2014-15","9561","Maryland","Washington State",10,132,411,279,1,1,"4-2","4-12"
"2014-15","9561","Washington State","Maryland",9,530,732,202,1,1,"6-14","15-14"
"2014-15","9561","Washington State","Maryland",6,1408,1508,100,2,2,"37-33","43-33"
"2014-15","9562","Notre Dame","Maryland",12,275,531,256,1,1,"9-6","21-6"
"2014-15","9562","Notre Dame","Maryland",8,707,834,127,1,1,"23-10","31-10"
"2014-15","9562","Notre Dame","Maryland",6,884,958,74,1,1,"31-13","37-13"
"2014-15","9562","Notre Dame","Maryland",7,1335,1420,85,2,2,"49-32","56-32"
"2014-15","9562","Notre Dame","Maryland",14,1488,1630,142,2,2,"56-37","70-37"
"2014-15","9563","Towson","Maryland",6,101,156,55,1,1,"5-2","5-8"
"2014-15","9563","Maryland","Towson",6,397,433,36,1,1,"7-10","13-10"
"2014-15","9563","Maryland","Towson",16,470,804,334,1,1,"13-12","29-12"
"2014-15","9563","Maryland","Towson",6,838,912,74,1,1,"29-14","35-14"
"2014-15","9563","Maryland","Towson",9,1207,1293,86,2,2,"40-20","49-20"
"2014-15","9563","Maryland","Towson",7,2084,2119,35,2,2,"67-38","74-38"
"2014-15","9563","Towson","Maryland",7,2197,2245,48,2,2,"76-40","76-47"
"2014-15","9564","Maryland","American",15,34,171,137,1,1,"0-0","15-0"
