"source_id","file_id","team","lineup","num_players","start_seconds","end_seconds","duration","pts_for","pts_against","plus_minus"
"2014-15","9555","Mount St. Mary's","Caroline HUMMELL|Jacqueline BREWER|Jenn CARNEY|Jody CHICKEY|S. ARTHUR-WILLIAMS",5,1918,1954,36,0,0,0
"2014-15","9555","Mount St. Mary's","Caroline HUMMELL|Jacqueline BREWER|Jody CHICKEY|Kaitlyn EISENHARD|Kayla BATES",5,1954,2149,195,5,8,-3
"2014-15","9555","Maryland","Aja Ellison|Brene Moseley|Chloe Pavlech|Kiara Leslie|Kristen Confroy",5,1918,2149,231,8,5,3
"2014-15","9555","Mount St. Mary's","Caroline HUMMELL|Jacqueline BREWER|Jody CHICKEY|Kayla BATES|S. ARTHUR-WILLIAMS",5,2149,2155,6,0,0,0
"2014-15","9555","Maryland","Brene Moseley|Brionna Jones|Chloe Pavlech|Kiara Leslie|Tierney Pfirman",5,2149,2184,35,0,0,0
"2014-15","9555","Mount St. Mary's","Caroline HUMMELL|Jacqueline BREWER|K. BELANGER-FINN|Kayla BATES|S. ARTHUR-WILLIAMS",5,2155,2281,126,1,5,-4
"2014-15","9555","Mount St. Mary's","Caroline HUMMELL|Jacqueline BREWER|Jody CHICKEY|Kayla BATES|S. ARTHUR-WILLIAMS",5,2281,2349,68,0,5,-5
"2014-15","9555","Maryland","Aja Ellison|Brene Moseley|Chloe Pavlech|Kiara Leslie|Tierney Pfirman",5,2184,2400,216,13,1,12
"2014-15","9555","Mount St. Mary's","Caroline HUMMELL|Jackie BUZAID|Jody CHICKEY|Kayla BATES|Stacey KOUTRIS",5,2349,2400,51,0,3,-3
"2014-15","9556","Maryland","Brionna Jones|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,0,183,183,11,2,9
"2014-15","9556","Wagner","Jackie DLUHI|Jasmine NWAJEI|Jordyn PECK|Lyndsay ROWE|Ugo NWAIGWE",5,0,281,281,4,17,-13
"2014-15","9556","Maryland","Brene Moseley|Brionna Jones|Laurin Mincy|Malina Howard|S. Walker-Kimbrough",5,183,281,98,6,2,4
"2014-15","9556","Maryland","Brene Moseley|Kristen Confroy|Malina Howard|S. Walker-Kimbrough|Tierney Pfirman",5,281,355,74,0,0,0
"2014-15","9556","Wagner","Jackie DLUHI|Jasmine NWAJEI|Jordyn PECK|Sofia ROMA|Tanasia RUSSELL",5,281,426,145,0,4,-4
"2014-15","9556","Maryland","A'Lexus Harrison|Brene Moseley|Kiara Leslie|Kristen Confroy|Malina Howard",5,355,426,71,4,0,4
"2014-15","9556","Wagner","Jackie DLUHI|Jordyn PECK|Lyndsay ROWE|Sofia ROMA|Tanasia RUSSELL",5,426,447,21,1,0,1
"2014-15","9556","Maryland","A'Lexus Harrison|Brene Moseley|Brionna Jones|Kiara Leslie|Kristen Confroy",5,426,447,21,0,1,-1
"2014-15","9556","Maryland","A'Lexus Harrison|Brene Moseley|Brionna Jones|Chloe Pavlech|Kiara Leslie",5,447,502,55,0,0,0
"2014-15","9556","Wagner","Jordyn PECK|Lyndsay ROWE|M. CONYERS-JORDAN|Samantha SULLIVAN|Ugo NWAIGWE",5,447,608,161,2,2,0
"2014-15","9556","Maryland","A'Lexus Harrison|Brionna Jones|Chloe Pavlech|Kiara Leslie|S. Walker-Kimbrough",5,502,608,106,2,2,0
"2014-15","9556","Maryland","A'Lexus Harrison|Brionna Jones|Laurin Mincy|Lexie Brown|S. Walker-Kimbrough",5,608,650,42,2,0,2
"2014-15","9556","Wagner","Jasmine NWAJEI|Jordyn PECK|M. CONYERS-JORDAN|Samantha SULLIVAN|Ugo NWAIGWE",5,608,690,82,0,4,-4
"2014-15","9556","Wagner","Jordyn PECK|Lyndsay ROWE|M. CONYERS-JORDAN|Samantha SULLIVAN|Sofia ROMA",5,690,789,99,0,6,-6
"2014-15","9556","Maryland","Brionna Jones|Kristen Confroy|Lexie Brown|S. Walker-Kimbrough|Tierney Pfirman",5,650,789,139,8,0,8
"2014-15","9556","Wagner","Jackie DLUHI|Jordyn PECK|Lyndsay ROWE|Sofia ROMA|Tanasia RUSSELL",5,789,875,86,0,4,-4
"2014-15","9556","Maryland","Kristen Confroy|Lexie Brown|Malina Howard|S. Walker-Kimbrough|Tierney Pfirman",5,789,875,86,4,0,4
"2014-15","9556","Maryland","Aja Ellison|Kristen Confroy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,875,893,18,0,0,0
"2014-15","9556","Wagner","Jackie DLUHI|Lyndsay ROWE|Sofia ROMA|Tanasia RUSSELL|Tessa WADE",5,875,1009,134,0,4,-4
"2014-15","9556","Maryland","Aja Ellison|Kiara Leslie|Laurin Mincy|Lexie Brown|Malina Howard",5,893,1009,116,4,0,4
"2014-15","9556","Maryland","Aja Ellison|Brene Moseley|Kiara Leslie|Laurin Mincy|Malina Howard",5,1009,1035,26,0,0,0
"2014-15","9556","Maryland","A'Lexus Harrison|Brene Moseley|Laurin Mincy|Malina Howard|Tierney Pfirman",5,1035,1128,93,6,0,6
"2014-15","9556","Wagner","Jackie DLUHI|Lyndsay ROWE|M. CONYERS-JORDAN|Sofia ROMA|Tessa WADE",5,1009,1143,134,0,6,-6
"2014-15","9556","Maryland","A'Lexus Harrison|Brene Moseley|Kiara Leslie|Kristen Confroy|Laurin Mincy",5,1128,1200,72,2,0,2
"2014-15","9556","Wagner","Jackie DLUHI|Lyndsay ROWE|M. CONYERS-JORDAN|Samantha SULLIVAN|Tessa WADE",5,1143,1200,57,0,2,-2
"2014-15","9556","Wagner","Jackie DLUHI|Jasmine NWAJEI|Jordyn PECK|Lyndsay ROWE|Sofia ROMA",5,1200,1491,291,4,17,-13
"2014-15","9556","Maryland","Brionna Jones|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,1200,1491,291,17,4,13
"2014-15","9556","Maryland","Chloe Pavlech|Kristen Confroy|Laurin Mincy|Malina Howard|Tierney Pfirman",5,1491,1502,11,0,1,-1
"2014-15","9556","Wagner","Jasmine NWAJEI|Lyndsay ROWE|M. CONYERS-JORDAN|Samantha SULLIVAN|Ugo NWAIGWE",5,1491,1583,92,1,2,-1
"2014-15","9556","Maryland","Chloe Pavlech|Kiara Leslie|Kristen Confroy|Malina Howard|Tierney Pfirman",5,1502,1583,81,2,0,2
"2014-15","9556","Wagner","Jordyn PECK|Lyndsay ROWE|M. CONYERS-JORDAN|Samantha SULLIVAN|Ugo NWAIGWE",5,1583,1688,105,0,2,-2
"2014-15","9556","Maryland","Aja Ellison|Chloe Pavlech|Kiara Leslie|Kristen Confroy|Tierney Pfirman",5,1583,1838,255,6,3,3
"2014-15","9556","Wagner","Jackie DLUHI|Jasmine NWAJEI|Jordyn PECK|Sofia ROMA|Tessa WADE",5,1688,1911,223,5,6,-1
"2014-15","9556","Wagner","Jasmine NWAJEI|Jordyn PECK|Lyndsay ROWE|Samantha SULLIVAN|Tanasia RUSSELL",5,1911,2120,209,3,11,-8
"2014-15","9556","Maryland","Brene Moseley|Chloe Pavlech|Kiara Leslie|Malina Howard|Tierney Pfirman",5,1838,2120,282,13,5,8
"2014-15","9556","Wagner","Jordyn PECK|Lyndsay ROWE|M. CONYERS-JORDAN|Sofia ROMA|Tanasia RUSSELL",5,2120,2190,70,0,5,-5
"2014-15","9556","Maryland","A'Lexus Harrison|Brene Moseley|Chloe Pavlech|Kristen Confroy|Laurin Mincy",5,2120,2204,84,5,0,5
"2014-15","9556","Maryland","Aja Ellison|Brene Moseley|Chloe Pavlech|Kristen Confroy|Laurin Mincy",5,2204,2294,90,2,2,0
"2014-15","9556","Maryland","Aja Ellison|Brene Moseley|Chloe Pavlech|Kiara Leslie|Kristen Confroy",5,2294,2400,106,3,2,1
"2014-15","9556","Wagner","M. CONYERS-JORDAN|Samantha SULLIVAN|Sofia ROMA|Tanasia RUSSELL|Tessa WADE",5,2190,2400,210,4,5,-1
"2014-15","9557","Maryland","Brionna Jones|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,0,160,160,7,0,7
"2014-15","9557","Maryland","A'Lexus Harrison|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,160,185,25,2,0,2
"2014-15","9557","South Florida","Alisia JENKINS|Courtney WILLIAMS|Katelyn WEBER|Laura FERREIRA|Laura MARCOS CANEDO",5,0,224,224,2,9,-7
"2014-15","9557","South Florida","Alisia JENKINS|Courtney WILLIAMS|Katelyn WEBER|Laura FERREIRA|Shaleth STRINGFIELD",5,224,234,10,0,3,-3
"2014-15","9557","Maryland","A'Lexus Harrison|Brene Moseley|Laurin Mincy|Malina Howard|S. Walker-Kimbrough",5,185,293,108,5,4,1
"2014-15","9557","South Florida","Alisia JENKINS|Courtney WILLIAMS|Laura FERREIRA|Paige CASHIN|Shaleth STRINGFIELD",5,234,350,116,4,4,0
"2014-15","9557","Maryland","A'Lexus Harrison|Brene Moseley|Kiara Leslie|Malina Howard|S. Walker-Kimbrough",5,293,350,57,2,2,0
"2014-15","9557","Maryland","A'Lexus Harrison|Brionna Jones|Kiara Leslie|Lexie Brown|S. Walker-Kimbrough",5,350,385,35,2,2,0
"2014-15","9557","Maryland","A'Lexus Harrison|Brionna Jones|Kiara Leslie|Kristen Confroy|Lexie Brown",5,385,423,38,3,2,1
"2014-15","9557","Maryland","Brionna Jones|Kiara Leslie|Kristen Confroy|Lexie Brown|Tierney Pfirman",5,423,476,53,3,2,1
"2014-15","9557","South Florida","Alisia JENKINS|Courtney WILLIAMS|Maria JESPERSEN|Shaleth STRINGFIELD|Tamara TAYLOR",5,350,482,132,9,8,1
"2014-15","9557","Maryland","Brene Moseley|Kiara Leslie|Kristen Confroy|Malina Howard|Tierney Pfirman",5,476,482,6,0,3,-3
"2014-15","9557","Maryland","Brionna Jones|Kiara Leslie|Kristen Confroy|Lexie Brown|Malina Howard",5,482,522,40,0,3,-3
"2014-15","9557","South Florida","Alisia JENKINS|Courtney WILLIAMS|Laura FERREIRA|Maria JESPERSEN|Shaleth STRINGFIELD",5,482,559,77,3,0,3
"2014-15","9557","Maryland","A'Lexus Harrison|Kristen Confroy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,522,601,79,0,0,0
"2014-15","9557","South Florida","Alisia JENKINS|Courtney WILLIAMS|Katelyn WEBER|Laura FERREIRA|Shaleth STRINGFIELD",5,559,656,97,2,5,-3
"2014-15","9557","Maryland","Brionna Jones|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,601,656,55,5,2,3
"2014-15","9557","South Florida","Courtney WILLIAMS|Katelyn WEBER|Laura FERREIRA|Maria JESPERSEN|Shaleth STRINGFIELD",5,656,732,76,5,4,1
"2014-15","9557","Maryland","Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough|Tierney Pfirman",5,656,732,76,4,5,-1
"2014-15","9557","South Florida","Courtney WILLIAMS|Katelyn WEBER|Laia FLORES|Laura FERREIRA|Maria JESPERSEN",5,732,785,53,4,2,2
"2014-15","9557","Maryland","Kiara Leslie|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,732,785,53,2,4,-2
"2014-15","9557","South Florida","Courtney WILLIAMS|Laia FLORES|Laura FERREIRA|Maria JESPERSEN|Paige CASHIN",5,785,854,69,0,0,0
"2014-15","9557","Maryland","Brionna Jones|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,785,872,87,2,1,1
"2014-15","9557","South Florida","Bre BROOKS|Courtney WILLIAMS|Maria JESPERSEN|Paige CASHIN|Tamara TAYLOR",5,854,955,101,1,8,-7
"2014-15","9557","Maryland","Brene Moseley|Brionna Jones|Laurin Mincy|Malina Howard|S. Walker-Kimbrough",5,872,1008,136,6,0,6
"2014-15","9557","South Florida","Courtney WILLIAMS|Laura FERREIRA|Paige CASHIN|Shaleth STRINGFIELD|Tamara TAYLOR",5,955,1083,128,2,2,0
"2014-15","9557","Maryland","Brene Moseley|Kiara Leslie|Laurin Mincy|Malina Howard|S. Walker-Kimbrough",5,1008,1083,75,2,2,0
"2014-15","9557","Maryland","Brene Moseley|Kristen Confroy|Laurin Mincy|Malina Howard|S. Walker-Kimbrough",5,1083,1200,117,5,1,4
"2014-15","9557","South Florida","Ariadna PUJOL|Courtney WILLIAMS|Laura FERREIRA|Paige CASHIN|Shaleth STRINGFIELD",5,1083,1200,117,1,5,-4
"2014-15","9557","South Florida","Alisia JENKINS|Courtney WILLIAMS|Laura FERREIRA|Laura MARCOS CANEDO|Maria JESPERSEN",5,1200,1291,91,0,6,-6
"2014-15","9557","South Florida","Alisia JENKINS|Ariadna PUJOL|Laura FERREIRA|Laura MARCOS CANEDO|Maria JESPERSEN",5,1291,1404,113,5,4,1
"2014-15","9557","Maryland","Brionna Jones|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,1200,1404,204,10,5,5
"2014-15","9557","Maryland","Brionna Jones|Kristen Confroy|Laurin Mincy|Lexie Brown|Malina Howard",5,1404,1440,36,0,2,-2
"2014-15","9557","South Florida","Ariadna PUJOL|Laura MARCOS CANEDO|Maria JESPERSEN|Shavontae NAYLOR|Tamara TAYLOR",5,1404,1507,103,2,3,-1
"2014-15","9557","South Florida","Ariadna PUJOL|Maria JESPERSEN|Shaleth STRINGFIELD|Shavontae NAYLOR|Tamara TAYLOR",5,1507,1527,20,0,0,0
"2014-15","9557","Maryland","A'Lexus Harrison|Kristen Confroy|Laurin Mincy|Lexie Brown|Malina Howard",5,1440,1527,87,3,0,3
"2014-15","9557","Maryland","A'Lexus Harrison|Kristen Confroy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,1527,1600,73,0,3,-3
"2014-15","9557","South Florida","Alisia JENKINS|Ariadna PUJOL|Courtney WILLIAMS|Maria JESPERSEN|Shaleth STRINGFIELD",5,1527,1612,85,5,0,5
"2014-15","9557","Maryland","Kiara Leslie|Kristen Confroy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,1600,1658,58,0,4,-4
"2014-15","9557","Maryland","Kristen Confroy|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,1658,1675,17,0,0,0
"2014-15","9557","Maryland","Brionna Jones|Kristen Confroy|Laurin Mincy|Lexie Brown|S. Walker-Kimbrough",5,1675,1804,129,2,4,-2
"2014-15","9557","Maryland","Kristen Confroy|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,1804,1818,14,0,2,-2
"2014-15","9557","South Florida","Alisia JENKINS|Ariadna PUJOL|Courtney WILLIAMS|Shaleth STRINGFIELD|Shavontae NAYLOR",5,1612,1885,273,8,7,1
"2014-15","9557","South Florida","Alisia JENKINS|Courtney WILLIAMS|Laura FERREIRA|Maria JESPERSEN|Shaleth STRINGFIELD",5,1885,1944,59,0,2,-2
"2014-15","9557","South Florida","Alisia JENKINS|Courtney WILLIAMS|Laura FERREIRA|Laura MARCOS CANEDO|Maria JESPERSEN",5,1944,2153,209,9,5,4
"2014-15","9557","Maryland","A'Lexus Harrison|Kristen Confroy|Laurin Mincy|Lexie Brown|S. Walker-Kimbrough",5,1818,2153,335,12,9,3
"2014-15","9557","South Florida","Courtney WILLIAMS|Laura FERREIRA|Laura MARCOS CANEDO|Maria JESPERSEN|Shavontae NAYLOR",5,2153,2195,42,0,2,-2
"2014-15","9557","Maryland","Brene Moseley|Brionna Jones|Laurin Mincy|Lexie Brown|Malina Howard",5,2153,2196,43,2,0,2
"2014-15","9557","South Florida","Courtney WILLIAMS|Laura FERREIRA|Maria JESPERSEN|Shaleth STRINGFIELD|Shavontae NAYLOR",5,2195,2215,20,0,0,0
"2014-15","9557","Maryland","A'Lexus Harrison|Brene Moseley|Laurin Mincy|Lexie Brown|Malina Howard",5,2196,2297,101,4,3,1
"2014-15","9557","Maryland","A'Lexus Harrison|Kristen Confroy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,2297,2400,103,2,2,0
"2014-15","9557","South Florida","Alisia JENKINS|Courtney WILLIAMS|Laura FERREIRA|Shaleth STRINGFIELD|Shavontae NAYLOR",5,2215,2400,185,5,6,-1
"2014-15","9558","Maryland","Brionna Jones|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,0,54,54,0,2,-2
"2014-15","9558","George Washington","Caira Washington|Hannah Schaible|Jonquel Jones|Kelli Prange|Lauren Chase",5,0,101,101,4,4,0
"2014-15","9558","Maryland","Brene Moseley|Brionna Jones|Laurin Mincy|Malina Howard|S. Walker-Kimbrough",5,54,208,154,6,6,0
"2014-15","9558","George Washington","Hannah Schaible|Jonquel Jones|Kelli Prange|Lauren Chase",4,101,244,143,4,2,2
"2014-15","9558","Maryland","Brene Moseley|Brionna Jones|Kristen Confroy|Laurin Mincy|Malina Howard",5,208,249,41,0,0,0
"2014-15","9558","Maryland","A'Lexus Harrison|Brene Moseley|Brionna Jones|Kristen Confroy|Laurin Mincy",5,249,335,86,7,2,5
"2014-15","9558","George Washington","Brianna Cummings|Hannah Schaible|Jonquel Jones|Kelli Prange|Lauren Chase",5,244,335,91,2,7,-5
"2014-15","9558","Maryland","A'Lexus Harrison|Brene Moseley|Brionna Jones|Kristen Confroy|S. Walker-Kimbrough",5,335,361,26,0,3,-3
"2014-15","9558","Maryland","A'Lexus Harrison|Brionna Jones|Chloe Pavlech|Kristen Confroy|S. Walker-Kimbrough",5,361,425,64,2,0,2
"2014-15","9558","George Washington","Brianna Cummings|Jonquel Jones|Kelli Prange|Lauren Chase|Shannon Cranshaw",5,335,425,90,3,2,1
"2014-15","9558","Maryland","A'Lexus Harrison|Chloe Pavlech|Kristen Confroy|S. Walker-Kimbrough|Tierney Pfirman",5,425,464,39,0,2,-2
"2014-15","9558","Maryland","A'Lexus Harrison|Kiara Leslie|Kristen Confroy|S. Walker-Kimbrough|Tierney Pfirman",5,464,491,27,0,0,0
"2014-15","9558","Maryland","A'Lexus Harrison|Brionna Jones|Kiara Leslie|Kristen Confroy|S. Walker-Kimbrough",5,491,514,23,0,0,0
"2014-15","9558","Maryland","A'Lexus Harrison|Brionna Jones|Kristen Confroy|Lexie Brown|S. Walker-Kimbrough",5,514,553,39,0,0,0
"2014-15","9558","George Washington","Brianna Cummings|Caira Washington|Chakecia Miller|Hannah Schaible|Shannon Cranshaw",5,425,553,128,2,0,2
"2014-15","9558","Maryland","A'Lexus Harrison|Kristen Confroy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,553,594,41,0,2,-2
"2014-15","9558","George Washington","Brianna Cummings|Caira Washington|Chakecia Miller|Hannah Schaible|Lauren Chase",5,553,594,41,2,0,2
"2014-15","9558","Maryland","Kristen Confroy|Lexie Brown|Malina Howard|S. Walker-Kimbrough|Tierney Pfirman",5,594,622,28,0,0,0
"2014-15","9558","George Washington","Caira Washington|Chakecia Miller|Hannah Schaible|Jonquel Jones|Lauren Chase",5,594,622,28,0,0,0
"2014-15","9558","George Washington","Chakecia Miller|Hannah Schaible|Jonquel Jones|Kelli Prange|Lauren Chase",5,622,754,132,4,7,-3
"2014-15","9558","Maryland","Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough|Tierney Pfirman",5,622,915,293,11,7,4
"2014-15","9558","George Washington","Brianna Cummings|Hannah Schaible|Jonquel Jones|Kelli Prange|Lauren Chase",5,754,915,161,3,4,-1
"2014-15","9558","Maryland","A'Lexus Harrison|Kristen Confroy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,915,984,69,0,2,-2
"2014-15","9558","George Washington","Brianna Cummings|Caira Washington|Chakecia Miller|Jonquel Jones|Shannon Cranshaw",5,915,999,84,2,0,2
"2014-15","9558","Maryland","A'Lexus Harrison|Brionna Jones|Kristen Confroy|Lexie Brown|S. Walker-Kimbrough",5,984,1093,109,2,2,0
"2014-15","9558","George Washington","Brianna Cummings|Caira Washington|Jonquel Jones|Lauren Chase|Shannon Cranshaw",5,999,1093,94,2,2,0
"2014-15","9558","George Washington","Brianna Cummings|Caira Washington|Hannah Schaible|Kelli Prange|Lauren Chase",5,1093,1104,11,0,0,0
"2014-15","9558","Maryland","A'Lexus Harrison|Kristen Confroy|Laurin Mincy|Lexie Brown|Malina Howard",5,1093,1170,77,1,2,-1
"2014-15","9558","Maryland","Kristen Confroy|Laurin Mincy|Lexie Brown|Malina Howard|Tierney Pfirman",5,1170,1197,27,0,0,0
"2014-15","9558","George Washington","Brianna Cummings|Hannah Schaible|Jonquel Jones|Kelli Prange|Lauren Chase",5,1104,1200,96,2,1,1
"2014-15","9558","Maryland","Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough|Tierney Pfirman",5,1197,1200,3,0,0,0
"2014-15","9558","Maryland","Brionna Jones|Laurin Mincy|Lexie Brown|Malina Howard|S. Walker-Kimbrough",5,1200,1401,201,6,2,4
"2014-15","9558","George Washington","Caira Washington|Hannah Schaible|Jonquel Jones|Kelli Prange|Lauren Chase",5,1200,1401,201,2,6,-4
"2014-15","9558","George Washington","Caira Washington|Hannah Schaible|Jonquel Jones|Kelli Prange|Lauren Chase|Shannon Cranshaw",6,1401,1483,82,2,6,-4
"2014-15","9558","George Washington","Brianna Cummings|Hannah Schaible|Jonquel Jones|Kelli Prange|Lauren Chase",5,1483,1607,124,6,7,-1
"2014-15","9558","George Washington","Alexis Chandler|Brianna Cummings|Jonquel Jones|Kelli Prange",4,1607,1641,34,2,1,1
"2014-15","9558","George Washington","Alexis Chandler|Brianna Cummings|Jonquel Jones|Kelli Prange|Lauren Chase",5,1641,1712,71,0,2,-2
