"source_id","file_id","team","name","number","position","minutes","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","turnovers","steals","blocks","points","offensive_rebounds","defensive_rebounds","personal_fouls","technical_fouls","efficiency","usage_pct","points_per_minute","fgm","fga","tpm","tpa","ftm","fta","starter"
2014,9555,"Maryland","L. MINCY",1,"G",21,"2-6",33.3,"0-1",0.0,"5-5",100.0,7,5,0,1,0,9,2,5,2,0,18.0,16.03,0.429,2,6,0,1,5,5,1
2014,9555,"Maryland","L. BROWN",4,"G",18,"4-8",50.0,"2-5",40.0,"2-2",100.0,2,4,1,3,0,12,1,1,1,0,16.0,22.53,0.667,4,8,2,5,2,2,1
2014,9555,"Maryland","M. HOWARD",5,"F",23,"3-5",60.0,"0-2",0.0,"4-4",100.0,3,3,2,0,2,10,0,3,0,0,14.0,15.64,0.435,3,5,0,2,4,4,1
2014,9555,"Maryland","S. WALKER-KIMBROUGH",32,"F",15,"3-5",60.0,"0-0",0.0,"4-4",100.0,1,0,3,2,0,10,1,0,2,0,8.0,26.71,0.667,3,5,0,0,4,4,1
2014,9555,"Maryland","B. JONES",42,"C",16,"5-7",71.4,"0-0",0.0,"0-1",0.0,5,0,1,3,4,10,1,4,4,0,18.0,21.65,0.625,5,7,0,0,0,1,1
2014,9555,"Maryland","A. ELLISON",0,"",13,"1-1",100.0,"0-0",0.0,"0-2",0.0,1,0,1,0,2,2,0,1,2,0,2.0,9.09,0.154,1,1,0,0,0,2,0
2014,9555,"Maryland","K. LESLIE",2,"",20,"6-9",66.7,"2-5",40.0,"2-3",66.7,7,0,2,1,1,16,1,6,1,0,19.0,25.29,0.8,6,9,2,5,2,3,0
2014,9555,"Maryland","B. MOSELEY",3,"",20,"3-6",50.0,"1-2",50.0,"1-1",100.0,2,4,3,3,0,8,1,1,2,0,11.0,19.38,0.4,3,6,1,2,1,1,0
2014,9555,"Maryland","K. CONFROY",12,"",22,"3-8",37.5,"0-3",0.0,"0-0",0.0,3,7,0,1,0,6,1,2,0,0,12.0,14.93,0.273,3,8,0,3,0,0,0
2014,9555,"Maryland","C. PAVLECH",15,"",15,"3-6",50.0,"2-3",66.7,"2-2",100.0,1,1,1,2,0,10,0,1,3,0,10.0,21.57,0.667,3,6,2,3,2,2,0
2014,9555,"Maryland","T. PFIRMAN",22,"",17,"7-8",87.5,"0-0",0.0,"2-2",100.0,11,2,2,1,0,16,5,6,2,0,27.0,26.27,0.941,7,8,0,0,2,2,0
2014,9555,"Mount St. Mary's","K. BATES",12,"G",11,"0-1",0.0,"0-1",0.0,"0-0",0.0,3,1,3,0,0,0,0,3,0,0,0.0,16.38,0.0,0,1,0,1,0,0,1
2014,9555,"Mount St. Mary's","J. CHICKEY",21,"G",25,"2-8",25.0,"0-1",0.0,"1-2",50.0,2,1,8,3,0,5,1,1,2,0,-4.0,30.41,0.2,2,8,0,1,1,2,1
2014,9555,"Mount St. Mary's","J. BREWER",24,"G",38,"4-12",33.3,"1-4",25.0,"3-4",75.0,1,1,2,1,0,12,0,1,1,0,4.0,18.68,0.316,4,12,1,4,3,4,1
2014,9555,"Mount St. Mary's","J. CARNEY",42,"G",26,"3-7",42.9,"2-5",40.0,"2-2",100.0,4,1,2,1,1,10,1,3,3,0,11.0,17.12,0.385,3,7,2,5,2,2,1
2014,9555,"Mount St. Mary's","K. EISENHARD",45,"C",13,"1-6",16.7,"0-0",0.0,"1-2",50.0,10,1,2,1,1,3,6,4,4,0,8.0,30.77,0.231,1,6,0,0,1,2,1
2014,9555,"Mount St. Mary's","K. BELANGER-FINN",3,"",10,"0-2",0.0,"0-0",0.0,"0-0",0.0,1,1,7,0,0,0,0,1,3,0,-7.0,40.54,0.0,0,2,0,0,0,0,0
2014,9555,"Mount St. Mary's","K. DICKSON",11,"",23,"1-4",25.0,"0-0",0.0,"1-2",50.0,3,1,4,1,0,3,0,3,1,0,0.0,17.39,0.13,1,4,0,0,1,2,0
2014,9555,"Mount St. Mary's","S. KOUTRIS",13,"",3,"0-0",0.0,"0-0",0.0,"1-2",50.0,2,0,0,0,0,1,2,0,0,0,2.0,0.0,0.0,0,0,0,0,1,2,0
2014,9555,"Mount St. Mary's","J. BUZAID",22,"",1,"0-1",0.0,"0-1",0.0,"0-0",0.0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,0,1,0,1,0,0,0
2014,9555,"Mount St. Mary's","J. HARRIS",25,"",12,"2-5",40.0,"2-2",100.0,"0-0",0.0,1,0,0,0,0,6,0,1,2,0,4.0,18.77,0.5,2,5,2,2,0,0,0
2014,9555,"Mount St. Mary's","C. HUMMELL",32,"",19,"0-0",0.0,"0-0",0.0,"0-2",0.0,1,0,0,0,0,0,1,0,2,0,-1.0,2.09,0.0,0,0,0,0,0,2,0
2014,9555,"Mount St. Mary's","S. ARTHUR-WILLIAMS",44,"",19,"2-5",40.0,"0-0",0.0,"1-4",25.0,0,0,0,0,0,5,0,0,2,0,-1.0,16.03,0.263,2,5,0,0,1,4,0
2014,9556,"Maryland","L. MINCY",1,"G",18,"3-7",42.9,"0-1",0.0,"2-2",100.0,3,3,1,2,0,8,2,1,0,0,11.0,20.74,0.444,3,7,0,1,2,2,1
2014,9556,"Maryland","L. BROWN",4,"G",15,"6-12",50.0,"1-3",33.3,"0-0",0.0,1,3,1,3,0,13,0,1,1,0,13.0,36.43,0.867,6,12,1,3,0,0,1
2014,9556,"Maryland","M. HOWARD",5,"F",24,"4-7",57.1,"1-2",50.0,"1-2",50.0,7,4,1,4,1,10,3,4,2,0,21.0,15.55,0.417,4,7,1,2,1,2,1
