"source_id","player_name","streak_type","length","start_date","end_date","start_file_id","end_file_id","spans_games","active"
"2024-25","Shyanne Sellers","ft_makes",25,"2025-01-29","2025-03-02","18360","18369",1,0
"2024-25","Shyanne Sellers","ft_makes",22,"2025-03-02","2025-03-28","18369","18372",1,1
"2024-25","Kaylene Smikle","ft_makes",20,"2025-01-26","2025-02-06","18359","18363",1,0
"2024-25","Sarah Te-Biasu","ft_makes",19,"2024-11-30","2025-02-09","18348","18364",1,0
"2024-25","Saylor Poffenbarger","ft_makes",17,"2024-12-29","2025-01-29","18351","18360",1,0
"2024-25","Kaylene Smikle","ft_makes",16,"2024-12-19","2025-01-05","18289","18353",1,0
"2024-25","Kaylene Smikle","ft_makes",15,"2024-11-13","2024-11-24","18347","18283",1,0
"2024-25","Kaylene Smikle","ft_makes",14,"2025-03-22","2025-03-24","18371","18730",1,0
"2024-25","Sarah Te-Biasu","ft_makes",14,"2025-02-17","2025-03-24","18366","18730",1,1
"2024-25","Saylor Poffenbarger","fg_misses",12,"2025-02-20","2025-03-28","18367","18372",1,0
"2024-25","Shyanne Sellers","ft_makes",12,"2025-01-11","2025-01-14","18355","18356",1,0
"2024-25","Bri McDaniel","ft_makes",11,"2024-12-29","2025-01-11","18351","18355",1,1
"2024-25","Kaylene Smikle","ft_makes",11,"2024-11-04","2024-11-10","18346","18282",1,0
"2024-25","Kaylene Smikle","ft_makes",11,"2025-01-14","2025-01-20","18356","18357",1,0
"2024-25","Kaylene Smikle","ft_makes",11,"2025-01-20","2025-01-23","18357","18358",1,0
"2024-25","Shyanne Sellers","ft_makes",11,"2025-01-05","2025-01-08","18353","18354",1,0
"2024-25","Allie Kubek","fg_makes",9,"2025-03-24","2025-03-28","18730","18372",1,1
"2024-25","Sarah Te-Biasu","fg_misses",9,"2025-01-08","2025-01-14","18354","18356",1,0
"2024-25","Bri McDaniel","ft_makes",9,"2024-12-07","2024-12-29","18350","18351",1,0
"2024-25","Saylor Poffenbarger","ft_makes",9,"2024-12-01","2024-12-19","18349","18289",1,0
"2024-25","Bri McDaniel","fg_makes",8,"2024-11-24","2024-12-03","18283","18285",1,0
"2024-25","Christina Dalce","fg_misses",8,"2025-01-02","2025-01-08","18352","18354",1,0
"2024-25","Kaylene Smikle","fg_misses",8,"2025-01-08","2025-01-08","18354","18354",0,0
"2024-25","Mir McLean","fg_misses",8,"2025-03-22","2025-03-24","18371","18730",1,0
"2024-25","Sarah Te-Biasu","fg_misses",8,"2024-12-29","2025-01-02","18351","18352",1,0
"2024-25","Saylor Poffenbarger","fg_misses",8,"2024-12-07","2024-12-29","18350","18351",1,0
"2024-25","Christina Dalce","ft_makes",8,"2025-02-20","2025-03-07","18367","18370",1,0
"2024-25","Mir McLean","ft_makes",8,"2024-11-04","2024-11-07","18346","18281",1,0
"2024-25","Mir McLean","ft_makes",8,"2025-01-08","2025-01-23","18354","18358",1,0
"2024-25","Mir McLean","ft_makes",8,"2025-02-20","2025-03-24","18367","18730",1,0
"2024-25","Saylor Poffenbarger","ft_makes",8,"2024-11-13","2024-11-24","18347","18283",1,0
"2024-25","Shyanne Sellers","ft_makes",8,"2024-11-04","2024-11-10","18346","18282",1,0
"2024-25","Sarah Te-Biasu","fg_makes",7,"2025-02-06","2025-02-06","18363","18363",0,0
"2024-25","Kaylene Smikle","fg_misses",7,"2025-02-02","2025-02-06","18361","18363",1,0
"2024-25","Kaylene Smikle","fg_misses",7,"2025-03-07","2025-03-22","18370","18371",1,0
"2024-25","Sarah Te-Biasu","fg_misses",7,"2024-11-24","2024-12-01","18283","18349",1,0
"2024-25","Shyanne Sellers","fg_misses",7,"2025-02-20","2025-02-27","18367","18368",1,0
"2024-25","Bri McDaniel","ft_makes",7,"2024-11-07","2024-12-03","18281","18285",1,0
"2024-25","Kaylene Smikle","ft_makes",7,"2024-12-03","2024-12-07","18285","18350",1,0
"2024-25","Kaylene Smikle","ft_makes",7,"2025-02-27","2025-03-02","18368","18369",1,0
"2024-25","Saylor Poffenbarger","ft_makes",7,"2025-02-06","2025-03-24","18363","18730",1,0
"2024-25","Allie Kubek","fg_makes",6,"2024-11-30","2024-12-01","18348","18349",1,0
"2024-25","Bri McDaniel","fg_makes",6,"2024-11-13","2024-11-13","18347","18347",0,0
"2024-25","Kaylene Smikle","fg_makes",6,"2025-02-09","2025-02-09","18364","18364",0,0
"2024-25","Mir McLean","fg_makes",6,"2025-02-17","2025-02-20","18366","18367",1,0
"2024-25","Sarah Te-Biasu","fg_makes",6,"2025-02-17","2025-02-17","18366","18366",0,0
"2024-25","Sarah Te-Biasu","fg_makes",6,"2025-03-22","2025-03-22","18371","18371",0,0
"2024-25","Christina Dalce","fg_misses",6,"2024-12-19","2024-12-29","18289","18351",1,0
"2024-25","Christina Dalce","fg_misses",6,"2025-02-20","2025-02-20","18367","18367",0,0
"2024-25","Kaylene Smikle","fg_misses",6,"2025-01-02","2025-01-05","18352","18353",1,0
"2024-25","Kaylene Smikle","fg_misses",6,"2025-01-23","2025-01-23","18358","18358",0,0
"2024-25","Kaylene Smikle","fg_misses",6,"2025-02-13","2025-02-13","18365","18365",0,0
"2024-25","Mir McLean","fg_misses",6,"2025-02-20","2025-02-27","18367","18368",1,0
"2024-25","Mir McLean","fg_misses",6,"2025-02-27","2025-03-07","18368","18370",1,0
"2024-25","Sarah Te-Biasu","fg_misses",6,"2025-02-09","2025-02-13","18364","18365",1,0
"2024-25","Saylor Poffenbarger","fg_misses",6,"2024-11-30","2024-12-01","18348","18349",1,0
"2024-25","Saylor Poffenbarger","fg_misses",6,"2025-01-02","2025-01-05","18352","18353",1,0
"2024-25","Saylor Poffenbarger","fg_misses",6,"2025-01-08","2025-01-14","18354","18356",1,0
"2024-25","Shyanne Sellers","fg_misses",6,"2025-02-02","2025-02-09","18361","18364",1,0
"2024-25","Kaylene Smikle","ft_makes",6,"2025-02-09","2025-02-09","18364","18364",0,0
"2024-25","Shyanne Sellers","ft_makes",6,"2024-11-30","2024-12-01","18348","18349",1,0
"2024-25","Shyanne Sellers","ft_makes",6,"2024-12-19","2024-12-29","18289","18351",1,0
"2024-25","Shyanne Sellers","ft_makes",6,"2024-12-29","2025-01-02","18351","18352",1,0
"2024-25","Sarah Te-Biasu","three_makes",6,"2024-11-07","2024-11-13","18281","18347",1,0
