"source_id","file_id","team","opponent","is_home","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench","largest_lead","largest_lead_time","time_with_lead_sec","pct_lead","ties","lead_changes","possessions","avg_scoring_possession","largest_deficit"
"2024-25","18281","Maryland","Coppin St.",1,26,18,16,7,26,34,"8:22 (4th)",2172,90.5,2,2,0,"-",1
"2024-25","18281","Coppin St.","Maryland",0,16,10,7,7,11,1,"8:31 (1st)",18,0.7,2,2,0,"-",34
"2024-25","18282","Maryland","Duke",1,40,19,21,13,24,15,"8:16 (4th)",2381,99.2,0,0,0,"-",0
"2024-25","18282","Duke","Maryland",0,44,16,19,14,30,0,"-",0,0.0,0,0,0,"-",15
"2024-25","18283","Maryland","Saint Francis",1,58,32,25,22,35,75,"0:37 (4th)",2311,96.3,1,1,0,"-",2
"2024-25","18283","Saint Francis","Maryland",0,14,8,2,7,17,2,"9:30 (1st)",21,0.9,1,1,0,"-",75
"2024-25","18285","Maryland","Mount St. Mary's",1,54,28,5,10,34,35,"0:10 (4th)",2336,97.3,1,0,0,"-",0
"2024-25","18285","Mount St. Mary's","Maryland",0,18,10,7,2,22,0,"-",0,0.0,1,0,0,"-",35
"2024-25","18286","Maryland","Towson",1,52,25,33,15,30,35,"0:31 (4th)",2364,98.5,0,2,0,"-",1
"2024-25","18286","Towson","Maryland",0,18,7,0,3,20,1,"8:01 (1st)",23,1.0,0,2,0,"-",35
"2024-25","18289","Maryland","William & Mary",1,44,24,10,39,42,51,"0:36 (4th)",2354,98.0,0,2,0,"-",1
"2024-25","18289","William & Mary","Maryland",0,20,13,7,8,25,1,"8:33 (1st)",24,1.0,0,2,0,"-",51
"2024-25","18346","Umbc","Maryland",1,10,7,1,0,11,0,"-",0,0.0,0,0,0,"-",42
"2024-25","18346","Maryland","Umbc",0,50,23,15,14,23,42,"0:56 (4th)",2359,98.3,0,0,0,"-",0
"2024-25","18347","Syracuse","Maryland",1,38,17,11,25,21,10,"8:13 (2nd)",758,31.6,1,5,0,"-",13
"2024-25","18347","Maryland","Syracuse",0,36,16,17,8,22,13,"6:36 (3rd)",1628,67.8,1,5,0,"-",10
"2024-25","18348","Maryland","George Mason",1,40,18,12,19,20,15,"6:39 (2nd)",2052,85.5,2,6,0,"-",3
"2024-25","18348","George Mason","Maryland",0,16,15,7,21,18,3,"0:56 (3rd)",282,11.7,2,6,0,"-",15
"2024-25","18349","Toledo","Maryland",1,34,14,9,7,40,0,"-",0,0.0,2,0,0,"-",31
"2024-25","18349","Maryland","Toledo",0,70,26,6,11,41,31,"3:30 (4th)",2337,97.3,2,0,0,"-",0
"2024-25","18350","Purdue","Maryland",1,34,14,7,10,28,16,"5:41 (2nd)",1574,65.6,2,1,0,"-",11
"2024-25","18350","Maryland","Purdue",0,32,22,7,18,22,11,"0:14 (4th)",705,29.4,2,1,0,"-",16
"2024-25","18351","Maryland","Michigan St.",1,30,21,8,5,22,17,"4:09 (2nd)",2017,84.0,3,3,0,"-",5
"2024-25","18351","Michigan St.","Maryland",0,28,25,15,8,10,5,"8:12 (1st)",222,9.2,3,3,0,"-",17
"2024-25","18352","Maryland","Rutgers",1,32,33,11,10,35,28,"6:36 (4th)",2368,98.6,0,3,0,"-",2
"2024-25","18352","Rutgers","Maryland",0,22,23,0,11,15,2,"7:28 (1st)",18,0.7,0,3,0,"-",28
"2024-25","18353","Iowa","Maryland",1,30,23,14,9,16,2,"9:42 (1st)",24,1.0,1,1,0,"-",25
"2024-25","18353","Maryland","Iowa",0,16,27,9,8,18,25,"0:58 (2nd)",2314,96.4,1,1,0,"-",2
"2024-25","18354","Maryland","Southern California",1,40,16,11,17,9,9,"3:48 (1st)",1405,58.5,9,3,0,"-",7
