"source_id","lineup","games","stints","seconds","minutes","pts_for","pts_against","plus_minus","net_per_40"
"2024-25","Allie Kubek|Christina Dalce|Kaylene Smikle|Sarah Te-Biasu|Shyanne Sellers",21,46,7220,120.3,233,182,51,17.0
"2024-25","Christina Dalce|Kaylene Smikle|Sarah Te-Biasu|Saylor Poffenbarger|Shyanne Sellers",19,49,6238,104.0,183,180,3,1.2
"2024-25","Allie Kubek|Kaylene Smikle|Sarah Te-Biasu|Saylor Poffenbarger|Shyanne Sellers",24,51,5425,90.4,171,153,18,8.0
"2024-25","Allie Kubek|Christina Dalce|Kaylene Smikle|Sarah Te-Biasu|Saylor Poffenbarger",10,20,3181,53.0,96,94,2,1.5
"2024-25","Allie Kubek|Kaylene Smikle|Mir McLean|Sarah Te-Biasu|Shyanne Sellers",10,24,2899,48.3,110,99,11,9.1
"2024-25","Allie Kubek|Emily Fisher|Kaylene Smikle|Sarah Te-Biasu|Shyanne Sellers",9,19,2485,41.4,88,70,18,17.4
"2024-25","Allie Kubek|Bri McDaniel|Kaylene Smikle|Saylor Poffenbarger|Shyanne Sellers",8,15,1883,31.4,71,47,24,30.6
"2024-25","Allie Kubek|Emily Fisher|Kaylene Smikle|Sarah Te-Biasu|Saylor Poffenbarger",7,20,1778,29.6,56,54,2,2.7
"2024-25","Allie Kubek|Mir McLean|Sarah Te-Biasu|Saylor Poffenbarger|Shyanne Sellers",10,18,1512,25.2,39,39,0,0.0
"2024-25","Allie Kubek|Bri McDaniel|Christina Dalce|Kaylene Smikle|Shyanne Sellers",7,13,1367,22.8,43,40,3,5.3
"2024-25","Allie Kubek|Kaylene Smikle|Mir McLean|Sarah Te-Biasu|Saylor Poffenbarger",12,15,1281,21.4,54,39,15,28.1
"2024-25","Kaylene Smikle|Mir McLean|Sarah Te-Biasu|Saylor Poffenbarger|Shyanne Sellers",10,11,1212,20.2,40,34,6,11.9
"2024-25","Allie Kubek|Bri McDaniel|Kaylene Smikle|Sarah Te-Biasu|Saylor Poffenbarger",9,14,1206,20.1,41,36,5,10.0
"2024-25","Bri McDaniel|Christina Dalce|Kaylene Smikle|Sarah Te-Biasu|Saylor Poffenbarger",9,12,1162,19.4,44,28,16,33.0
"2024-25","Allie Kubek|Christina Dalce|Kaylene Smikle|Mir McLean|Sarah Te-Biasu",7,11,1149,19.1,29,37,-8,-16.7
"2024-25","Bri McDaniel|Christina Dalce|Kaylene Smikle|Saylor Poffenbarger|Shyanne Sellers",7,14,1098,18.3,33,36,-3,-6.6
"2024-25","Allie Kubek|Bri McDaniel|Sarah Te-Biasu|Saylor Poffenbarger|Shyanne Sellers",8,12,986,16.4,26,31,-5,-12.2
"2024-25","Allie Kubek|Christina Dalce|Kaylene Smikle|Saylor Poffenbarger|Shyanne Sellers",10,10,955,15.9,28,25,3,7.5
"2024-25","Christina Dalce|Mir McLean|Sarah Te-Biasu|Saylor Poffenbarger|Shyanne Sellers",6,10,943,15.7,43,28,15,38.2
"2024-25","Allie Kubek|Bri McDaniel|Christina Dalce|Sarah Te-Biasu|Shyanne Sellers",5,6,899,15.0,35,20,15,40.0
"2024-25","Allie Kubek|Bri McDaniel|Christina Dalce|Saylor Poffenbarger|Shyanne Sellers",4,8,897,14.9,41,21,20,53.5
"2024-25","Christina Dalce|Kaylene Smikle|Mir McLean|Sarah Te-Biasu|Shyanne Sellers",7,11,874,14.6,31,22,9,24.7
"2024-25","Christina Dalce|Kaylene Smikle|Mir McLean|Sarah Te-Biasu|Saylor Poffenbarger",8,11,782,13.0,13,33,-20,-61.4
"2024-25","Allie Kubek|Bri McDaniel|Mir McLean|Saylor Poffenbarger|Shyanne Sellers",4,6,739,12.3,29,19,10,32.5
"2024-25","Bri McDaniel|Christina Dalce|Sarah Te-Biasu|Saylor Poffenbarger|Shyanne Sellers",8,12,707,11.8,20,14,6,20.4
"2024-25","Allie Kubek|Kaylene Smikle|Mir McLean|Saylor Poffenbarger|Shyanne Sellers",6,7,668,11.1,32,12,20,71.9
"2024-25","Allie Kubek|Bri McDaniel|Kaylene Smikle|Mir McLean|Shyanne Sellers",3,5,663,11.1,24,14,10,36.2
"2024-25","Amari DeBerry|Christina Dalce|Kaylene Smikle|Sarah Te-Biasu|Saylor Poffenbarger",2,4,653,10.9,16,22,-6,-22.1
"2024-25","Bri McDaniel|Christina Dalce|Kaylene Smikle|Mir McLean|Shyanne Sellers",5,7,650,10.8,15,27,-12,-44.3
"2024-25","Christina Dalce|Emily Fisher|Kaylene Smikle|Sarah Te-Biasu|Shyanne Sellers",4,7,616,10.3,21,24,-3,-11.7
"2024-25","Allie Kubek|Christina Dalce|Mir McLean|Sarah Te-Biasu|Shyanne Sellers",5,6,606,10.1,21,23,-2,-7.9
"2024-25","Bri McDaniel|Christina Dalce|Mir McLean|Saylor Poffenbarger|Shyanne Sellers",5,6,602,10.0,31,13,18,71.8
"2024-25","Christina Dalce|Emily Fisher|Kaylene Smikle|Sarah Te-Biasu|Saylor Poffenbarger",6,8,564,9.4,17,17,0,0.0
"2024-25","Allie Kubek|Bri McDaniel|Christina Dalce|Kaylene Smikle|Sarah Te-Biasu",3,5,552,9.2,16,16,0,0.0
"2024-25","Allie Kubek|Christina Dalce|Sarah Te-Biasu|Saylor Poffenbarger|Shyanne Sellers",6,6,538,9.0,20,11,9,40.1
