"source_id","file_id","team","period","points","fgm","fga","tpm","tpa","ftm","fta","offensive_rebounds","defensive_rebounds","rebounds","assists","turnovers","steals","blocks","personal_fouls","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench"
"2024-25","18281","Maryland",1,15,6,18,3,11,0,0,4,5,9,4,5,2,0,1,6,5,2,3,0
"2024-25","18281","Maryland",2,25,8,14,3,5,6,6,2,10,12,5,2,4,1,4,8,9,6,2,16
"2024-25","18281","Maryland",3,19,6,15,3,7,4,4,3,7,10,3,2,3,1,3,6,2,4,2,4
"2024-25","18281","Maryland",4,11,4,12,1,2,2,5,3,6,9,4,5,1,0,3,6,2,4,0,6
"2024-25","18281","Coppin St.",1,12,5,12,0,4,2,2,1,8,9,1,7,4,0,2,6,2,4,0,2
"2024-25","18281","Coppin St.",2,4,1,15,1,7,1,2,4,4,8,1,5,1,0,5,0,0,0,1,0
"2024-25","18281","Coppin St.",3,12,5,14,1,5,1,1,1,6,7,1,4,0,1,4,8,0,0,3,0
"2024-25","18281","Coppin St.",4,19,7,14,3,6,2,4,1,6,7,5,1,4,0,5,2,8,3,3,9
"2024-25","18282","Maryland",1,21,7,19,1,1,6,8,7,9,16,1,5,0,1,4,8,5,2,9,2
"2024-25","18282","Maryland",2,19,6,14,3,5,4,6,3,9,12,3,7,0,0,4,4,2,4,4,7
"2024-25","18282","Maryland",3,25,10,16,2,2,3,3,1,6,7,5,5,3,0,6,16,10,11,0,10
"2024-25","18282","Maryland",4,20,7,17,0,1,6,7,3,7,10,3,3,0,0,4,12,2,4,0,5
"2024-25","18282","Duke",1,13,6,18,0,3,1,4,4,6,10,3,5,4,3,5,10,4,1,8,5
"2024-25","18282","Duke",2,20,7,20,2,5,4,7,4,6,10,2,3,5,1,6,8,9,2,3,11
"2024-25","18282","Duke",3,19,6,17,1,5,6,11,6,5,11,6,6,5,1,4,10,1,6,0,11
"2024-25","18282","Duke",4,28,11,18,3,4,3,4,1,8,9,7,2,3,0,6,16,2,10,3,3
"2024-25","18283","Maryland",1,32,11,18,4,7,6,6,1,12,13,7,2,6,1,4,14,6,10,2,7
"2024-25","18283","Maryland",2,34,12,23,3,9,7,8,9,8,17,9,4,5,2,1,18,18,9,8,12
"2024-25","18283","Maryland",3,23,10,19,1,6,2,4,6,8,14,7,1,3,2,1,16,6,4,10,5
"2024-25","18283","Maryland",4,18,6,11,1,4,5,6,2,7,9,4,3,2,2,6,10,2,2,2,11
"2024-25","18283","Saint Francis",1,3,1,12,0,6,1,2,0,6,6,1,8,0,0,4,2,0,0,0,0
"2024-25","18283","Saint Francis",2,6,3,13,0,6,0,0,2,1,3,2,9,0,2,6,6,4,0,0,4
"2024-25","18283","Saint Francis",3,11,4,13,3,9,0,1,2,4,6,4,4,0,1,5,2,0,0,3,5
"2024-25","18283","Saint Francis",4,15,4,15,2,7,5,9,6,3,9,3,2,3,0,4,4,4,2,4,8
"2024-25","18285","Maryland",1,15,4,13,2,6,5,9,3,8,11,3,6,3,0,3,4,8,3,2,5
"2024-25","18285","Maryland",2,25,11,20,0,1,3,3,4,6,10,4,2,1,2,4,20,15,0,4,8
"2024-25","18285","Maryland",3,25,10,15,1,2,4,5,2,9,11,6,4,1,0,3,18,0,0,0,11
"2024-25","18285","Maryland",4,22,8,15,0,3,6,8,3,11,14,5,3,1,2,5,12,5,2,4,10
"2024-25","18285","Mount St. Mary's",1,8,3,11,1,5,1,2,0,7,7,2,7,2,0,6,4,1,2,0,7
"2024-25","18285","Mount St. Mary's",2,11,3,13,1,7,4,6,4,5,9,2,8,0,0,5,4,3,0,2,6
"2024-25","18285","Mount St. Mary's",3,21,8,17,3,11,2,2,0,3,3,5,1,2,0,3,6,6,3,0,4
"2024-25","18285","Mount St. Mary's",4,12,5,15,2,8,0,2,0,5,5,3,3,0,1,7,4,0,2,0,5
"2024-25","18286","Maryland",1,33,13,19,5,7,2,3,3,6,9,10,1,3,2,3,16,9,11,3,13
"2024-25","18286","Maryland",2,21,8,17,3,6,2,2,6,6,12,4,8,2,2,5,10,8,10,5,2
"2024-25","18286","Maryland",3,20,8,14,2,2,2,4,3,9,12,6,7,1,1,3,10,6,10,2,6
"2024-25","18286","Maryland",4,24,10,15,1,2,3,4,2,11,13,7,1,0,0,4,16,2,2,5,9
"2024-25","18286","Towson",1,18,6,13,2,6,4,6,1,4,5,5,4,0,0,2,4,2,0,0,10
"2024-25","18286","Towson",2,22,8,17,3,7,3,3,2,3,5,4,5,2,0,4,8,5,0,3,7
"2024-25","18286","Towson",3,11,4,14,2,8,1,1,1,4,5,2,6,2,0,3,4,0,0,0,3
"2024-25","18286","Towson",4,12,5,15,1,5,1,2,0,3,3,3,1,1,1,3,2,0,0,0,0
"2024-25","18289","Maryland",1,23,6,19,2,8,9,12,6,12,18,4,4,3,3,1,8,3,3,8,8
"2024-25","18289","Maryland",2,26,9,21,2,9,6,8,6,8,14,5,3,3,1,4,14,5,0,9,9
"2024-25","18289","Maryland",3,30,9,16,2,4,10,14,5,7,12,4,4,3,0,4,12,10,7,7,8
"2024-25","18289","Maryland",4,28,8,16,2,6,10,16,9,9,18,5,1,4,0,5,10,6,0,15,17
"2024-25","18289","William & Mary",1,14,6,22,2,9,0,0,4,8,12,2,3,4,0,7,6,5,2,4,7
"2024-25","18289","William & Mary",2,16,7,18,2,8,0,0,3,8,11,4,6,2,1,5,4,2,2,2,10
"2024-25","18289","William & Mary",3,20,8,16,2,7,2,3,1,3,4,4,5,4,1,8,8,6,3,2,4
"2024-25","18289","William & Mary",4,7,2,11,1,6,2,3,0,1,1,1,4,1,1,10,2,0,0,0,4
"2024-25","18346","Umbc",1,8,2,11,1,4,3,6,3,3,6,1,8,2,1,7,2,0,0,0,3
"2024-25","18346","Umbc",2,14,5,12,3,6,1,2,0,3,3,4,5,2,0,3,4,7,1,0,5
"2024-25","18346","Umbc",3,7,2,12,1,7,2,2,2,5,7,1,4,1,1,3,2,0,0,0,3
"2024-25","18346","Umbc",4,3,1,8,0,2,1,4,0,2,2,0,8,2,0,8,2,0,0,0,0
"2024-25","18346","Maryland",1,18,6,10,1,3,5,8,2,7,9,2,7,2,0,8,8,7,6,0,0
"2024-25","18346","Maryland",2,15,6,17,0,6,3,3,8,8,16,1,7,3,1,6,10,4,3,6,0
"2024-25","18346","Maryland",3,17,8,17,0,3,1,1,4,8,12,2,2,0,1,2,16,4,0,4,4
"2024-25","18346","Maryland",4,24,9,13,1,1,5,7,3,8,11,3,6,4,0,5,16,8,6,4,19
"2024-25","18347","Syracuse",1,20,8,16,4,6,0,0,4,7,11,3,4,1,2,3,8,5,0,10,4
"2024-25","18347","Syracuse",2,11,5,12,1,3,0,0,2,3,5,3,5,1,2,2,8,2,2,4,2
"2024-25","18347","Syracuse",3,21,7,17,1,3,6,6,3,4,7,4,3,4,1,6,10,8,4,6,7
"2024-25","18347","Syracuse",4,21,8,22,2,6,3,4,6,3,9,3,1,3,0,7,12,2,5,5,8
"2024-25","18347","Maryland",1,14,5,16,2,4,2,2,4,4,8,2,2,0,0,2,4,4,0,0,5
"2024-25","18347","Maryland",2,28,12,17,4,6,0,0,2,5,7,9,1,2,2,1,14,6,6,3,7
"2024-25","18347","Maryland",3,19,6,11,1,2,6,8,3,7,10,3,8,0,4,6,10,4,4,2,2
"2024-25","18347","Maryland",4,23,5,15,1,4,12,14,7,8,15,3,4,1,1,3,8,2,7,3,8
"2024-25","18348","Maryland",1,18,8,15,2,5,0,0,3,8,11,6,4,2,0,6,10,6,2,5,5
"2024-25","18348","Maryland",2,19,6,15,1,4,6,9,7,6,13,4,4,1,0,6,8,3,1,8,13
"2024-25","18348","Maryland",3,7,3,12,0,2,1,4,5,7,12,0,6,1,0,5,6,0,2,3,2
"2024-25","18348","Maryland",4,22,8,13,0,2,6,14,6,7,13,2,5,2,1,3,16,9,7,3,0
"2024-25","18348","George Mason",1,8,3,17,2,8,0,0,6,4,10,3,5,1,1,4,0,3,0,3,5
"2024-25","18348","George Mason",2,19,8,21,2,6,1,4,8,3,11,2,2,1,0,7,4,2,2,6,7
"2024-25","18348","George Mason",3,18,7,20,3,9,1,2,7,6,13,5,2,2,1,4,6,7,5,8,4
"2024-25","18348","George Mason",4,11,5,15,0,4,1,2,4,4,8,1,6,2,1,9,6,3,0,4,2
"2024-25","18349","Toledo",1,21,9,12,3,4,0,0,0,3,3,6,7,1,0,3,12,4,4,0,8
"2024-25","18349","Toledo",2,12,4,11,1,4,3,6,0,4,4,1,5,1,1,6,6,5,3,0,5
"2024-25","18349","Toledo",3,13,4,14,0,5,5,8,3,7,10,1,6,3,1,4,8,3,2,2,7
"2024-25","18349","Toledo",4,24,7,16,2,4,8,13,4,6,10,4,2,2,0,8,8,2,0,5,20
"2024-25","18349","Maryland",1,25,12,16,0,2,1,2,1,3,4,8,4,0,0,3,24,10,2,2,10
"2024-25","18349","Maryland",2,26,11,16,2,4,2,4,2,9,11,5,3,3,0,6,18,5,0,4,11
"2024-25","18349","Maryland",3,17,6,15,0,5,5,6,2,8,10,6,5,3,2,7,10,7,2,0,8
"2024-25","18349","Maryland",4,24,9,16,0,2,6,11,4,7,11,3,2,2,2,8,18,4,2,5,12
"2024-25","18350","Purdue",1,18,8,15,2,5,0,4,1,12,13,3,3,2,1,4,10,8,0,2,6
"2024-25","18350","Purdue",2,20,8,16,3,5,1,1,2,4,6,4,3,2,1,5,10,2,2,2,9
"2024-25","18350","Purdue",3,14,5,9,1,2,3,4,1,2,3,3,5,0,1,6,4,0,3,2,9
"2024-25","18350","Purdue",4,17,7,15,1,5,2,4,3,5,8,3,4,2,0,5,10,4,2,4,4
"2024-25","18350","Maryland",1,6,2,17,0,8,2,3,4,7,11,1,5,2,0,5,4,0,0,2,0
"2024-25","18350","Maryland",2,23,8,18,2,4,5,6,6,6,12,3,3,0,2,2,8,7,3,8,6
"2024-25","18350","Maryland",3,26,10,14,0,1,6,6,2,4,6,2,0,0,0,5,12,11,0,4,13
"2024-25","18350","Maryland",4,23,9,16,4,8,1,4,4,6,10,6,3,1,2,4,8,4,4,4,3
"2024-25","18351","Maryland",1,20,6,16,2,6,6,8,3,9,12,4,4,2,2,5,4,7,4,1,4
"2024-25","18351","Maryland",2,21,6,16,1,2,8,9,6,9,15,3,6,2,0,5,8,2,0,2,10
"2024-25","18351","Maryland",3,16,7,15,1,5,1,2,1,12,13,5,7,0,0,3,12,5,4,2,5
"2024-25","18351","Maryland",4,15,5,9,2,5,3,4,0,4,4,4,8,1,3,3,6,7,0,0,3
"2024-25","18351","Michigan St.",1,11,3,16,1,4,4,4,4,7,11,1,7,1,0,6,2,2,5,2,0
"2024-25","18351","Michigan St.",2,19,7,17,2,5,3,4,1,5,6,3,2,0,3,5,8,8,2,0,8
"2024-25","18351","Michigan St.",3,18,7,20,1,6,3,6,3,6,9,2,2,4,1,3,12,6,6,2,2
