"source_id","file_id","team","opponent","points","start_seconds","end_seconds","duration","period_start","period_end","score_before","score_after"
"2024-25","18281","Maryland","Coppin St.",15,743,975,232,2,2,"17-15","32-15"
"2024-25","18281","Maryland","Coppin St.",8,1001,1175,174,2,2,"32-16","40-16"
"2024-25","18281","Maryland","Coppin St.",10,1330,1475,145,3,3,"42-20","52-20"
"2024-25","18281","Coppin St.","Maryland",6,2033,2082,49,4,4,"66-33","66-39"
"2024-25","18281","Coppin St.","Maryland",6,2222,2302,80,4,4,"69-39","69-45"
"2024-25","18282","Maryland","Duke",9,20,200,180,1,1,"0-0","9-0"
"2024-25","18282","Duke","Maryland",6,665,740,75,2,2,"26-16","26-22"
"2024-25","18282","Maryland","Duke",6,1049,1107,58,2,2,"34-29","40-29"
"2024-25","18282","Duke","Maryland",7,1146,1220,74,2,3,"40-29","40-36"
"2024-25","18282","Duke","Maryland",7,1933,1986,53,4,4,"69-54","69-61"
"2024-25","18283","Maryland","Saint Francis",11,51,188,137,1,1,"0-2","11-2"
"2024-25","18283","Maryland","Saint Francis",22,225,651,426,1,2,"11-3","33-3"
"2024-25","18283","Maryland","Saint Francis",20,729,956,227,2,2,"33-5","53-5"
"2024-25","18283","Maryland","Saint Francis",13,1010,1167,157,2,2,"53-7","66-7"
"2024-25","18283","Maryland","Saint Francis",6,1221,1334,113,3,3,"66-9","72-9"
"2024-25","18283","Maryland","Saint Francis",10,1415,1556,141,3,3,"72-12","82-12"
"2024-25","18283","Saint Francis","Maryland",6,2130,2195,65,4,4,"96-24","96-30"
"2024-25","18283","Maryland","Saint Francis",6,2292,2363,71,4,4,"101-32","107-32"
"2024-25","18285","Maryland","Mount St. Mary's",14,454,806,352,1,2,"11-8","25-8"
"2024-25","18285","Maryland","Mount St. Mary's",7,841,924,83,2,2,"25-10","32-10"
"2024-25","18285","Maryland","Mount St. Mary's",6,999,1090,91,2,2,"32-15","38-15"
"2024-25","18285","Maryland","Mount St. Mary's",6,1158,1282,124,2,3,"38-19","44-19"
"2024-25","18285","Maryland","Mount St. Mary's",6,1608,1673,65,3,3,"53-33","59-33"
"2024-25","18285","Maryland","Mount St. Mary's",7,2280,2390,110,4,4,"80-52","87-52"
"2024-25","18286","Maryland","Towson",11,142,254,112,1,1,"5-6","16-6"
"2024-25","18286","Maryland","Towson",6,468,517,49,1,1,"25-15","31-15"
"2024-25","18286","Maryland","Towson",6,1264,1392,128,3,3,"54-40","60-40"
"2024-25","18286","Maryland","Towson",6,1470,1549,79,3,3,"60-43","66-43"
"2024-25","18286","Maryland","Towson",11,1795,1921,126,3,4,"72-51","83-51"
"2024-25","18289","Maryland","William & Mary",7,111,156,45,1,1,"2-3","9-3"
"2024-25","18289","Maryland","William & Mary",6,705,813,108,2,2,"23-19","29-19"
"2024-25","18289","Maryland","William & Mary",15,854,1062,208,2,2,"29-21","44-21"
"2024-25","18289","William & Mary","Maryland",8,1200,1264,64,2,3,"49-28","49-36"
"2024-25","18289","Maryland","William & Mary",8,1404,1487,83,3,3,"53-42","61-42"
"2024-25","18289","Maryland","William & Mary",9,1663,1767,104,3,3,"68-48","77-48"
"2024-25","18289","Maryland","William & Mary",6,1799,1862,63,3,4,"77-50","83-50"
"2024-25","18289","Maryland","William & Mary",20,1973,2364,391,4,4,"87-56","107-56"
"2024-25","18346","Maryland","Umbc",7,42,227,185,1,1,"0-0","0-7"
"2024-25","18346","Maryland","Umbc",7,456,632,176,1,2,"8-13","8-20"
"2024-25","18346","Maryland","Umbc",8,1147,1211,64,2,3,"22-28","22-36"
"2024-25","18346","Maryland","Umbc",10,1441,1683,242,3,3,"26-36","26-46"
"2024-25","18346","Maryland","Umbc",11,1737,1965,228,3,4,"29-46","29-57"
"2024-25","18346","Maryland","Umbc",15,2047,2344,297,4,4,"32-59","32-74"
"2024-25","18347","Syracuse","Maryland",7,412,500,88,1,1,"10-9","17-9"
"2024-25","18347","Syracuse","Maryland",7,597,707,110,1,2,"17-14","24-14"
"2024-25","18347","Maryland","Syracuse",15,714,937,223,2,2,"24-14","24-29"
"2024-25","18347","Maryland","Syracuse",7,1026,1092,66,2,2,"29-32","29-39"
"2024-25","18347","Syracuse","Maryland",6,1441,1511,70,3,3,"40-52","46-52"
"2024-25","18348","Maryland","George Mason",12,105,406,301,1,1,"4-3","16-3"
"2024-25","18348","George Mason","Maryland",9,1195,1299,104,2,3,"37-24","37-33"
"2024-25","18348","George Mason","Maryland",8,1421,1680,259,3,3,"41-35","41-43"
"2024-25","18349","Maryland","Toledo",8,19,122,103,1,1,"0-0","0-8"
"2024-25","18349","Toledo","Maryland",7,146,245,99,1,1,"0-8","7-8"
"2024-25","18349","Maryland","Toledo",6,495,561,66,1,1,"19-19","19-25"
"2024-25","18349","Maryland","Toledo",6,1072,1141,69,2,2,"32-43","32-49"
"2024-25","18349","Maryland","Toledo",6,1993,2040,47,4,4,"51-73","51-79"
"2024-25","18349","Toledo","Maryland",8,2206,2248,42,4,4,"55-86","63-86"
"2024-25","18350","Purdue","Maryland",7,660,721,61,2,2,"18-10","25-10"
"2024-25","18350","Purdue","Maryland",6,816,859,43,2,2,"25-15","31-15"
"2024-25","18350","Maryland","Purdue",7,989,1088,99,2,2,"33-20","33-27"
"2024-25","18350","Maryland","Purdue",8,1527,1676,149,3,3,"46-40","46-48"
"2024-25","18350","Maryland","Purdue",6,1829,1868,39,4,4,"55-55","55-61"
"2024-25","18350","Maryland","Purdue",8,1939,2030,91,4,4,"59-61","59-69"
"2024-25","18350","Purdue","Maryland",6,2124,2186,62,4,4,"59-69","65-69"
