"source_id","file_id","team","name","number","position","minutes","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","turnovers","steals","blocks","points","offensive_rebounds","defensive_rebounds","personal_fouls","technical_fouls","efficiency","usage_pct","points_per_minute","fgm","fga","tpm","tpa","ftm","fta","starter"
2020,12076,"Davidson","K. TURNER",1,"G",22,"2-6",33.3,"1-2",50.0,"0-0",0.0,1,3,3,0,0,5,0,1,4,0,2.0,17.03,0.227,2,6,1,2,0,0,1
2020,12076,"Davidson","C. WELCH",2,"G",32,"8-19",42.1,"3-8",37.5,"4-5",80.0,6,3,3,0,0,23,2,4,1,0,17.0,31.48,0.719,8,19,3,8,4,5,1
2020,12076,"Davidson","S. KONSTANS",10,"G",26,"2-5",40.0,"0-0",0.0,"2-6",33.3,3,1,3,0,1,6,1,2,4,0,1.0,17.04,0.231,2,5,0,0,2,6,1
2020,12076,"Davidson","C. GOULD",14,"G",32,"3-9",33.3,"2-7",28.6,"2-2",100.0,4,4,2,0,0,10,2,2,2,0,10.0,15.46,0.313,3,9,2,7,2,2,1
2020,12076,"Davidson","P. CARTER",21,"F",13,"4-8",50.0,"0-0",0.0,"1-2",50.0,4,0,1,0,0,9,3,1,5,0,7.0,31.64,0.692,4,8,0,0,1,2,1
2020,12076,"Davidson","K. FITZGERALD",4,"G",13,"0-2",0.0,"0-1",0.0,"2-2",100.0,2,0,0,0,0,2,1,1,1,0,2.0,9.22,0.154,0,2,0,1,2,2,0
2020,12076,"Davidson","C. TABOR",20,"G",28,"2-11",18.2,"1-9",11.1,"1-4",25.0,6,0,1,1,0,6,2,4,1,0,0.0,20.46,0.214,2,11,1,9,1,4,0
2020,12076,"Davidson","A. FULLER",24,"F",20,"3-7",42.9,"0-0",0.0,"0-2",0.0,4,0,0,0,0,6,3,1,1,0,4.0,16.4,0.3,3,7,0,0,0,2,0
2020,12076,"Davidson","S. ABDUL-AZIZ",32,"G",5,"1-3",33.3,"1-2",50.0,"0-0",0.0,2,0,1,0,0,3,1,1,2,0,2.0,0.0,0.0,1,3,1,2,0,0,0
2020,12076,"Davidson","A. DAVIDSON",34,"F",9,"1-1",100.0,"0-0",0.0,"0-0",0.0,0,1,1,0,1,2,0,0,2,0,3.0,0.0,0.0,1,1,0,0,0,0,0
2020,12076,"Maryland","D. MILLER",1,"G",25,"6-10",60.0,"0-3",0.0,"8-10",80.0,5,1,1,2,0,20,3,2,3,0,21.0,26.9,0.8,6,10,0,3,8,10,1
2020,12076,"Maryland","A. REESE",10,"F",15,"7-10",70.0,"0-0",0.0,"6-9",66.7,9,0,1,1,2,20,4,5,4,0,25.0,43.55,1.333,7,10,0,0,6,9,1
2020,12076,"Maryland","K. BENZAN",11,"G",33,"5-10",50.0,"1-5",20.0,"2-2",100.0,2,2,1,0,0,13,0,2,2,0,11.0,15.72,0.394,5,10,1,5,2,2,1
2020,12076,"Maryland","A. OWUSU",15,"G",17,"4-9",44.4,"0-0",0.0,"2-2",100.0,5,3,2,1,0,10,1,4,4,0,12.0,30.52,0.588,4,9,0,0,2,2,1
2020,12076,"Maryland","C. BIBBY",55,"F",26,"3-10",30.0,"1-5",20.0,"2-2",100.0,9,1,3,2,2,9,2,7,2,0,13.0,23.31,0.346,3,10,1,5,2,2,1
2020,12076,"Maryland","M. COLLINS",2,"F",25,"2-5",40.0,"0-0",0.0,"3-4",75.0,6,1,0,2,0,7,2,4,2,0,12.0,11.81,0.28,2,5,0,0,3,4,0
2020,12076,"Maryland","C. LEWIS",3,"G",18,"2-5",40.0,"0-2",0.0,"1-2",50.0,1,3,0,0,0,5,0,1,2,0,5.0,14.26,0.278,2,5,0,2,1,2,0
2020,12076,"Maryland","F. MASONIUS",13,"F",22,"5-9",55.6,"0-1",0.0,"0-0",0.0,7,1,1,2,0,10,4,3,4,0,15.0,19.85,0.455,5,9,0,1,0,0,0
2020,12076,"Maryland","T. KOZLOVA",14,"G",19,"0-0",0.0,"0-0",0.0,"0-0",0.0,2,1,1,0,0,0,0,2,3,0,2.0,2.3,0.0,0,0,0,0,0,0,0
2020,12077,"Maryland","D. MILLER",1,"G",20,"0-4",0.0,"0-1",0.0,"4-4",100.0,5,1,6,0,0,4,0,5,3,0,0.0,26.1,0.2,0,4,0,1,4,4,1
2020,12077,"Maryland","A. REESE",10,"F",29,"6-10",60.0,"0-0",0.0,"3-6",50.0,9,3,3,2,3,15,4,5,2,0,22.0,23.94,0.517,6,10,0,0,3,6,1
2020,12077,"Maryland","K. BENZAN",11,"G",36,"6-10",60.0,"4-7",57.1,"0-0",0.0,3,3,2,2,0,16,1,2,3,0,18.0,14.79,0.444,6,10,4,7,0,0,1
2020,12077,"Maryland","A. OWUSU",15,"G",37,"5-16",31.3,"0-0",0.0,"4-4",100.0,7,3,5,1,0,14,3,4,1,0,9.0,27.3,0.378,5,16,0,0,4,4,1
2020,12077,"Maryland","C. BIBBY",55,"F",29,"1-6",16.7,"0-5",0.0,"0-0",0.0,3,2,0,2,0,2,0,3,4,0,4.0,9.18,0.069,1,6,0,5,0,0,1
2020,12077,"Maryland","M. COLLINS",2,"F",17,"4-7",57.1,"0-1",0.0,"0-0",0.0,3,0,2,1,1,8,0,3,4,0,8.0,23.5,0.471,4,7,0,1,0,0,0
2020,12077,"Maryland","C. LEWIS",3,"G",18,"4-5",80.0,"3-3",100.0,"0-0",0.0,0,1,2,0,0,11,0,0,4,0,9.0,17.26,0.611,4,5,3,3,0,0,0
2020,12077,"Maryland","F. MASONIUS",13,"F",14,"1-3",33.3,"0-1",0.0,"0-0",0.0,1,2,3,0,0,2,0,1,2,0,0.0,19.02,0.143,1,3,0,1,0,0,0
2020,12077,"Missouri St.","A. HIPP",4,"F",26,"2-6",33.3,"0-1",0.0,"2-4",50.0,6,2,4,1,0,6,2,4,4,0,5.0,19.21,0.231,2,6,0,1,2,4,1
2020,12077,"Missouri St.","B. CALIP",11,"G",29,"7-16",43.8,"2-4",50.0,"10-14",71.4,6,2,2,2,0,26,1,5,2,0,21.0,35.39,0.897,7,16,2,4,10,14,1
2020,12077,"Missouri St.","S. WILSON",21,"G",28,"3-7",42.9,"0-1",0.0,"4-4",100.0,4,1,0,0,0,10,3,1,2,0,11.0,13.29,0.357,3,7,0,1,4,4,1
2020,12077,"Missouri St.","M. BHINHAR",23,"G",30,"2-9",22.2,"1-2",50.0,"1-2",50.0,2,3,1,3,0,6,0,2,1,0,5.0,15.41,0.2,2,9,1,2,1,2,1
2020,12077,"Missouri St.","J. FRANKLIN",32,"F",28,"6-11",54.5,"0-0",0.0,"2-2",100.0,8,0,2,3,0,14,4,4,5,0,18.0,21.06,0.5,6,11,0,0,2,2,1
2020,12077,"Missouri St.","A. JACKSON",0,"F",11,"2-7",28.6,"1-3",33.3,"0-0",0.0,3,0,0,0,0,5,2,1,1,0,3.0,27.03,0.455,2,7,1,3,0,0,0
2020,12077,"Missouri St.","E. RUFFRIDGE",2,"G",15,"0-2",0.0,"0-2",0.0,"0-0",0.0,4,1,1,0,1,0,1,3,0,0,3.0,8.5,0.0,0,2,0,2,0,0,0
2020,12077,"Missouri St.","S. MANNING",34,"G",17,"3-6",50.0,"1-2",50.0,"0-0",0.0,2,1,2,0,0,7,0,2,0,0,5.0,19.99,0.412,3,6,1,2,0,0,0
2020,12077,"Missouri St.","E. GARTNER",50,"C",16,"3-3",100.0,"0-0",0.0,"1-4",25.0,3,1,0,0,0,7,1,2,0,0,8.0,12.64,0.438,3,3,0,0,1,4,0
2020,12078,"Arkansas","D. SLOCUM",12,"G",29,"6-13",46.2,"2-4",50.0,"2-2",100.0,3,4,2,2,0,16,1,2,2,0,16.0,23.12,0.552,6,13,2,4,2,2,1
2020,12078,"Arkansas","A. RAMIREZ",23,"G",27,"1-6",16.7,"1-4",25.0,"1-2",50.0,4,3,0,1,0,4,0,4,1,0,6.0,10.76,0.148,1,6,1,4,1,2,1
2020,12078,"Arkansas","T. THOMAS",24,"F",23,"1-1",100.0,"0-0",0.0,"1-1",100.0,2,2,0,2,0,3,1,1,3,0,9.0,2.64,0.13,1,1,0,0,1,1,1
2020,12078,"Arkansas","C. DUNGEE",33,"G",28,"5-14",35.7,"0-6",0.0,"8-10",80.0,3,0,0,0,0,18,0,3,2,0,10.0,27.75,0.643,5,14,0,6,8,10,1
2020,12078,"Arkansas","M. DANIELS",43,"G",26,"7-15",46.7,"2-6",33.3,"5-6",83.3,4,3,3,1,0,21,1,3,4,0,17.0,33.52,0.808,7,15,2,6,5,6,1
2020,12078,"Arkansas","M. DAVIS",1,"F",17,"6-9",66.7,"1-2",50.0,"2-4",50.0,4,0,1,3,0,15,2,2,2,0,16.0,29.21,0.882,6,9,1,2,2,4,0
2020,12078,"Arkansas","E. BARNUM",4,"F",13,"1-4",25.0,"0-0",0.0,"2-2",100.0,5,0,2,0,2,4,3,2,3,0,6.0,22.35,0.308,1,4,0,0,2,2,0
2020,12078,"Arkansas","R. LANGERMAN",11,"G",5,"1-1",100.0,"0-0",0.0,"0-0",0.0,0,0,1,1,0,2,0,0,0,0,2.0,0.0,0.0,1,1,0,0,0,0,0
2020,12078,"Arkansas","J. MASON",14,"G",24,"4-8",50.0,"2-3",66.7,"0-0",0.0,1,0,1,0,1,10,0,1,2,0,7.0,15.84,0.417,4,8,2,3,0,0,0
2020,12078,"Arkansas","A. HUGHES",22,"G",2,"0-0",0.0,"0-0",0.0,"0-0",0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
