"source_id","file_id","team","period","points","fgm","fga","tpm","tpa","ftm","fta","offensive_rebounds","defensive_rebounds","rebounds","assists","turnovers","steals","blocks","personal_fouls","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench"
"2020-21","12076","Davidson",1,15,7,18,1,5,0,5,6,5,11,2,3,0,0,5,10,2,2,9,9
"2020-21","12076","Davidson",2,22,7,16,3,6,5,10,3,6,9,5,3,1,0,3,8,2,2,2,4
"2020-21","12076","Davidson",3,16,6,18,2,8,2,2,6,4,10,3,6,0,1,9,6,2,0,4,2
"2020-21","12076","Davidson",4,19,6,19,2,10,5,6,5,5,10,2,3,0,1,6,8,2,3,7,4
"2020-21","12076","Maryland",1,19,7,15,0,4,5,6,4,8,12,5,3,2,1,8,14,4,2,4,6
"2020-21","12076","Maryland",2,21,10,18,0,5,1,2,3,9,12,2,4,2,1,7,20,4,0,2,12
"2020-21","12076","Maryland",3,27,8,18,0,2,11,13,6,6,12,1,1,4,1,5,16,6,2,9,3
"2020-21","12076","Maryland",4,27,9,17,2,5,7,10,4,8,12,5,2,2,1,6,10,3,8,4,1
"2020-21","12077","Maryland",1,24,8,12,3,4,5,7,2,5,7,3,6,4,2,3,8,5,7,2,3
"2020-21","12077","Maryland",2,19,8,19,1,5,2,2,4,9,13,7,5,2,1,6,12,6,6,2,11
"2020-21","12077","Maryland",3,9,3,14,1,4,2,2,3,8,11,2,8,0,1,6,4,0,5,4,0
"2020-21","12077","Maryland",4,20,8,16,2,5,2,3,2,3,5,3,4,2,0,8,10,0,4,2,7
"2020-21","12077","Missouri St.",1,14,5,16,2,5,2,4,6,3,9,2,7,3,0,6,6,5,3,2,3
"2020-21","12077","Missouri St.",2,18,6,18,1,4,5,8,4,7,11,3,3,2,1,2,10,7,2,5,10
"2020-21","12077","Missouri St.",3,23,9,21,2,4,3,4,3,8,11,3,1,2,0,3,14,8,4,2,0
"2020-21","12077","Missouri St.",4,26,8,12,0,2,10,14,3,7,10,3,3,2,0,4,8,5,5,4,6
"2020-21","12078","Arkansas",1,17,6,14,2,5,3,5,3,5,8,2,5,1,0,4,8,3,0,2,2
"2020-21","12078","Arkansas",2,20,7,19,1,9,5,6,2,4,6,4,1,5,1,6,6,2,6,2,9
"2020-21","12078","Arkansas",3,33,12,22,3,7,6,6,3,4,7,3,2,2,1,7,12,11,7,7,7
"2020-21","12078","Arkansas",4,26,8,17,2,4,8,12,3,7,10,4,2,3,1,3,8,10,7,2,16
"2020-21","12078","Maryland",1,27,11,21,4,12,1,1,5,6,11,8,3,2,0,6,12,8,2,9,2
"2020-21","12078","Maryland",2,30,10,18,4,5,6,8,5,10,15,6,5,0,0,5,12,3,5,5,9
"2020-21","12078","Maryland",3,41,13,23,5,8,10,12,8,7,15,7,5,2,2,6,14,3,13,11,4
"2020-21","12078","Maryland",4,17,6,16,3,6,2,2,3,7,10,3,7,1,1,9,4,3,0,2,2
"2020-21","12079","Maryland",1,30,11,20,3,7,5,5,5,9,14,4,3,3,0,3,16,9,6,6,4
"2020-21","12079","Maryland",2,25,9,10,5,5,2,2,0,6,6,7,7,3,1,6,8,5,0,0,4
"2020-21","12079","Maryland",3,22,8,18,4,7,2,4,4,7,11,5,3,0,0,4,6,0,4,6,8
