team,games,wins,losses,win_pct,total_points,ppg,points_allowed,off_rating,def_rating,net_rating,fg_made,fg_attempted,fg_pct,three_made,three_attempted,three_pt_pct,ft_made,ft_attempted,ft_pct,efg_pct,ts_pct,ft_rate,total_rebounds,rpg,total_assists,apg,ast_to_ratio,total_steals,spg,total_blocks,bpg,total_turnovers,tpg,total_fouls,fpg
Maryland,29,26,3,89.65517241379311,2632,90.75862068965517,2000,90.75862068965517,68.96551724137932,21.793103448275858,972,1961,49.56654767975523,237,593,39.96627318718381,451,571,78.98423817863399,55.609382967873536,59.487216576863275,0.29117797042325344,1193,41.13793103448276,589,20.310344827586206,1.697406340057637,260,8.96551724137931,87,3.0,347,11.96551724137931,457,15.758620689655173
Texas,1,1,0,100.0,64,64.0,61,64.0,61.0,3.0,24,58,41.37931034482759,6,15,40.0,10,15,66.66666666666666,46.55172413793103,49.53560371517028,0.25862068965517243,37,37.0,11,11.0,1.1,6,6.0,1,1.0,10,10.0,12,12.0
Missouri St.,1,1,0,100.0,81,81.0,72,81.0,72.0,9.0,28,67,41.7910447761194,5,15,33.33333333333333,20,30,66.66666666666666,45.52238805970149,50.49875311720699,0.44776119402985076,41,41.0,11,11.0,0.7857142857142857,9,9.0,1,1.0,14,14.0,15,15.0
Ohio St.,1,1,0,100.0,88,88.0,86,88.0,86.0,2.0,32,70,45.714285714285715,7,15,46.666666666666664,17,20,85.0,50.71428571428571,55.83756345177665,0.2857142857142857,44,44.0,13,13.0,0.7647058823529411,11,11.0,1,1.0,17,17.0,16,16.0
Wisconsin,2,0,2,0.0,118,59.0,163,59.0,81.5,-22.5,46,107,42.99065420560748,8,27,29.629629629629626,18,24,75.0,46.728971962616825,50.18713848247703,0.22429906542056074,52,26.0,28,14.0,0.7777777777777778,10,5.0,6,3.0,36,18.0,29,14.5
Iowa,2,0,2,0.0,177,88.5,215,88.5,107.5,-19.0,67,123,54.47154471544715,27,59,45.76271186440678,16,23,69.56521739130434,65.4471544715447,66.4813701923077,0.18699186991869918,58,29.0,40,20.0,1.1764705882352942,9,4.5,2,1.0,34,17.0,31,15.5
Alabama,1,0,1,0.0,64,64.0,100,64.0,100.0,-36.0,23,54,42.592592592592595,8,24,33.33333333333333,10,14,71.42857142857143,50.0,53.191489361702125,0.25925925925925924,24,24.0,13,13.0,0.6842105263157895,7,7.0,1,1.0,19,19.0,13,13.0
Purdue,2,0,2,0.0,105,52.5,171,52.5,85.5,-33.0,35,111,31.53153153153153,11,40,27.500000000000004,24,39,61.53846153846154,36.486486486486484,40.96441947565543,0.35135135135135137,61,30.5,17,8.5,0.4857142857142857,17,8.5,3,1.5,35,17.5,24,12.0
Michigan,1,0,1,0.0,63,63.0,88,63.0,88.0,-25.0,23,51,45.09803921568628,3,16,18.75,14,20,70.0,48.03921568627451,52.675585284280935,0.39215686274509803,29,29.0,11,11.0,0.5238095238095238,3,3.0,3,3.0,21,21.0,20,20.0
James Madison,1,0,1,0.0,59,59.0,101,59.0,101.0,-42.0,23,69,33.33333333333333,5,25,20.0,8,14,57.14285714285714,36.95652173913043,39.24960085151676,0.2028985507246377,36,36.0,9,9.0,0.5294117647058824,4,4.0,1,1.0,17,17.0,16,16.0
Towson,1,0,1,0.0,78,78.0,112,78.0,112.0,-34.0,30,76,39.473684210526315,7,19,36.84210526315789,11,22,50.0,44.07894736842105,45.51820728291316,0.2894736842105263,36,36.0,8,8.0,0.8,5,5.0,3,3.0,10,10.0,13,13.0
Mount St. Mary's,1,0,1,0.0,45,45.0,98,45.0,98.0,-53.0,15,61,24.59016393442623,8,36,22.22222222222222,7,10,70.0,31.147540983606557,34.403669724770644,0.16393442622950818,31,31.0,11,11.0,0.55,7,7.0,4,4.0,20,20.0,20,20.0
Northwestern,2,0,2,0.0,102,51.0,147,51.0,73.5,-22.5,38,127,29.92125984251969,7,34,20.588235294117645,19,31,61.29032258064516,32.677165354330704,36.262798634812285,0.2440944881889764,66,33.0,29,14.5,1.16,12,6.0,9,4.5,25,12.5,31,15.5
Penn St.,2,0,2,0.0,143,71.5,184,71.5,92.0,-20.5,52,132,39.39393939393939,21,55,38.18181818181819,18,23,78.26086956521739,47.34848484848485,50.30959752321982,0.17424242424242425,71,35.5,29,14.5,0.6904761904761905,7,3.5,3,1.5,42,21.0,33,16.5
Arkansas,1,0,1,0.0,96,96.0,115,96.0,115.0,-19.0,33,72,45.83333333333333,8,25,32.0,22,29,75.86206896551724,51.388888888888886,56.63048607833884,0.4027777777777778,31,31.0,13,13.0,1.3,11,11.0,3,3.0,10,10.0,20,20.0
Indiana,1,0,1,0.0,80,80.0,84,80.0,84.0,-4.0,35,78,44.871794871794876,4,17,23.52941176470588,6,9,66.66666666666666,47.43589743589743,48.80429477794046,0.11538461538461539,38,38.0,13,13.0,1.8571428571428572,5,5.0,4,4.0,7,7.0,18,18.0
Illinois,1,0,1,0.0,58,58.0,103,58.0,103.0,-45.0,22,65,33.84615384615385,6,19,31.57894736842105,8,14,57.14285714285714,38.46153846153847,40.75323215289489,0.2153846153846154,37,37.0,11,11.0,0.4583333333333333,7,7.0,1,1.0,24,24.0,13,13.0
Davidson,1,0,1,0.0,72,72.0,94,72.0,94.0,-22.0,26,71,36.61971830985916,8,29,27.586206896551722,12,23,52.17391304347826,42.25352112676056,44.37869822485207,0.323943661971831,40,40.0,12,12.0,0.8,1,1.0,2,2.0,15,15.0,23,23.0
Minnesota,2,0,2,0.0,135,67.5,184,67.5,92.0,-24.5,49,113,43.36283185840708,13,40,32.5,24,29,82.75862068965517,49.11504424778761,53.673664122137396,0.25663716814159293,62,31.0,27,13.5,0.9310344827586207,4,2.0,5,2.5,29,14.5,31,15.5
Rutgers,1,0,1,0.0,87,87.0,91,87.0,91.0,-4.0,33,67,49.25373134328358,10,17,58.82352941176471,11,14,78.57142857142857,56.71641791044776,59.45872061235649,0.208955223880597,41,41.0,13,13.0,0.6190476190476191,8,8.0,3,3.0,21,21.0,24,24.0
Nebraska,2,0,2,0.0,146,73.0,178,73.0,89.0,-16.0,58,128,45.3125,15,43,34.883720930232556,15,20,75.0,51.171875,53.3625730994152,0.15625,69,34.5,38,19.0,1.2258064516129032,9,4.5,6,3.0,31,15.5,26,13.0
Michigan St.,2,0,2,0.0,139,69.5,185,69.5,92.5,-23.0,50,124,40.32258064516129,17,46,36.95652173913043,22,30,73.33333333333333,47.17741935483871,50.65597667638484,0.24193548387096775,68,34.0,33,16.5,0.9166666666666666,11,5.5,8,4.0,36,18.0,45,22.5
