"source_id","file_id","team","opponent","points","start_seconds","end_seconds","duration","period_start","period_end","score_before","score_after"
"2020-21","12076","Maryland","Davidson",6,121,163,42,1,1,"2-4","2-10"
"2020-21","12076","Davidson","Maryland",6,878,917,39,2,2,"22-28","28-28"
"2020-21","12076","Maryland","Davidson",10,1222,1330,108,3,3,"37-40","37-50"
"2020-21","12076","Maryland","Davidson",9,2128,2258,130,4,4,"66-82","66-91"
"2020-21","12077","Maryland","Missouri St.",8,240,333,93,1,1,"8-9","16-9"
"2020-21","12077","Maryland","Missouri St.",10,492,695,203,1,2,"18-14","28-14"
"2020-21","12077","Missouri St.","Maryland",7,1135,1211,76,2,3,"43-27","43-34"
"2020-21","12077","Missouri St.","Maryland",16,1258,1456,198,3,3,"45-34","45-50"
"2020-21","12077","Missouri St.","Maryland",7,2049,2142,93,4,4,"64-63","64-70"
"2020-21","12077","Missouri St.","Maryland",7,2268,2368,100,4,4,"68-72","68-79"
"2020-21","12078","Arkansas","Maryland",7,123,196,73,1,1,"2-6","9-6"
"2020-21","12078","Maryland","Arkansas",10,210,313,103,1,1,"9-6","9-16"
"2020-21","12078","Maryland","Arkansas",6,348,435,87,1,1,"11-16","11-22"
"2020-21","12078","Maryland","Arkansas",6,704,775,71,2,2,"22-34","22-40"
"2020-21","12078","Arkansas","Maryland",6,789,853,64,2,2,"22-40","28-40"
"2020-21","12078","Maryland","Arkansas",6,1059,1099,40,2,2,"35-51","35-57"
"2020-21","12078","Maryland","Arkansas",7,1360,1404,44,3,3,"46-67","46-74"
"2020-21","12078","Maryland","Arkansas",10,1597,1658,61,3,3,"59-82","59-92"
"2020-21","12078","Arkansas","Maryland",8,1670,1737,67,3,3,"59-92","67-92"
"2020-21","12078","Arkansas","Maryland",8,1837,1968,131,4,4,"70-98","78-98"
"2020-21","12078","Maryland","Arkansas",6,2363,2381,18,4,4,"94-109","94-115"
"2020-21","12079","Maryland","Towson",6,83,121,38,1,1,"3-5","9-5"
"2020-21","12079","Maryland","Towson",6,181,246,65,1,1,"9-6","15-6"
"2020-21","12079","Maryland","Towson",13,326,474,148,1,1,"15-8","28-8"
"2020-21","12079","Towson","Maryland",6,500,555,55,1,1,"28-8","28-14"
"2020-21","12079","Maryland","Towson",9,676,744,68,2,2,"33-17","42-17"
"2020-21","12079","Towson","Maryland",6,1353,1401,48,3,3,"62-35","62-41"
"2020-21","12079","Towson","Maryland",7,1587,1642,55,3,3,"70-44","70-51"
"2020-21","12079","Towson","Maryland",6,1848,1920,72,4,4,"80-61","80-67"
"2020-21","12079","Maryland","Towson",8,2007,2060,53,4,4,"85-68","93-68"
"2020-21","12079","Maryland","Towson",12,2265,2381,116,4,4,"100-75","112-75"
"2020-21","12109","Maryland","Rutgers",6,97,123,26,1,1,"2-0","2-6"
"2020-21","12109","Maryland","Rutgers",6,575,630,55,1,2,"20-19","20-25"
"2020-21","12109","Rutgers","Maryland",8,664,708,44,2,2,"20-25","28-25"
"2020-21","12109","Maryland","Rutgers",12,1197,1298,101,2,3,"42-39","42-51"
"2020-21","12109","Rutgers","Maryland",11,1396,1553,157,3,3,"45-53","56-53"
"2020-21","12109","Maryland","Rutgers",13,1798,2041,243,3,4,"68-66","68-79"
"2020-21","12111","Penn St.","Maryland",6,173,238,65,1,1,"2-2","8-2"
"2020-21","12111","Maryland","Penn St.",8,258,410,152,1,1,"8-2","8-10"
"2020-21","12111","Maryland","Penn St.",6,539,607,68,1,2,"15-12","15-18"
"2020-21","12111","Maryland","Penn St.",6,1389,1445,56,3,3,"44-51","44-57"
"2020-21","12111","Penn St.","Maryland",6,1723,1786,63,3,3,"54-67","60-67"
"2020-21","12111","Maryland","Penn St.",6,1829,1881,52,4,4,"62-69","62-75"
"2020-21","12111","Maryland","Penn St.",7,2276,2340,64,4,4,"78-87","78-94"
"2020-21","12112","Maryland","Indiana",10,18,106,88,1,1,"0-0","10-0"
"2020-21","12112","Maryland","Indiana",6,263,342,79,1,1,"13-5","19-5"
"2020-21","12112","Indiana","Maryland",10,1287,1433,146,3,3,"43-31","43-41"
"2020-21","12112","Maryland","Indiana",7,1473,1555,82,3,3,"43-41","50-41"
