"source_id","file_id","team","lineup","num_players","start_seconds","end_seconds","duration","pts_for","pts_against","plus_minus"
"2020-21","12076","Davidson","Cassidy Gould|Chloe Welch|Katie Turner|Peyton Carter|Sarah Konstans",5,0,136,136,2,6,-4
"2020-21","12076","Davidson","Adelaide Fuller|Cameron Tabor|Cassidy Gould|Chloe Welch|Katie Turner",5,136,211,75,2,4,-2
"2020-21","12076","Maryland","Angel Reese|Ashley Owusu|Chloe Bibby|Diamond Miller|Katie Benzan",5,0,211,211,10,4,6
"2020-21","12076","Davidson","Adelaide Fuller|Cameron Tabor|Chloe Welch|Katie Turner|Sarah Konstans",5,211,219,8,0,0,0
"2020-21","12076","Maryland","Angel Reese|Channise Lewis|Diamond Miller|Faith Masonius|Katie Benzan",5,211,226,15,0,0,0
"2020-21","12076","Davidson","Adelaide Fuller|Cameron Tabor|Cassidy Gould|Katie Turner|Sarah Konstans",5,219,246,27,0,0,0
"2020-21","12076","Maryland","Channise Lewis|Diamond Miller|Faith Masonius|Katie Benzan|Mimi Collins",5,226,398,172,6,6,0
"2020-21","12076","Davidson","Adelaide Fuller|Cameron Tabor|Chloe Welch|Katie Turner|Sarah Konstans",5,246,405,159,6,6,0
"2020-21","12076","Maryland","Channise Lewis|Chloe Bibby|Diamond Miller|Faith Masonius|Katie Benzan",5,398,430,32,0,0,0
"2020-21","12076","Davidson","Cameron Tabor|Chloe Welch|Katie Turner|Peyton Carter|Sarah Konstans",5,405,430,25,0,0,0
"2020-21","12076","Maryland","Channise Lewis|Diamond Miller|Faith Masonius|Katie Benzan|Mimi Collins",5,430,442,12,1,0,1
"2020-21","12076","Maryland","Angel Reese|Channise Lewis|Diamond Miller|Katie Benzan|Mimi Collins",5,442,454,12,0,2,-2
"2020-21","12076","Maryland","Angel Reese|Ashley Owusu|Channise Lewis|Katie Benzan|Mimi Collins",5,454,460,6,0,0,0
"2020-21","12076","Davidson","Cameron Tabor|Chloe Welch|Kelly Fitzgerald|Peyton Carter|Sarah Konstans",5,430,505,75,2,3,-1
"2020-21","12076","Maryland","Ashley Owusu|Channise Lewis|Chloe Bibby|Katie Benzan|Mimi Collins",5,460,505,45,2,0,2
"2020-21","12076","Davidson","Adelaide Fuller|Cameron Tabor|Chloe Welch|Kelly Fitzgerald|Sarah Konstans",5,505,549,44,0,0,0
"2020-21","12076","Davidson","Adelaide Fuller|Cameron Tabor|Chloe Welch|Kelly Fitzgerald|Saeeda Abdul-Aziz",5,549,590,41,3,0,3
"2020-21","12076","Maryland","Channise Lewis|Chloe Bibby|Katie Benzan|Mimi Collins|Taisiya Kozlova",5,505,611,106,0,3,-3
"2020-21","12076","Davidson","Adelaide Fuller|Cameron Tabor|Cassidy Gould|Chloe Welch|Saeeda Abdul-Aziz",5,590,611,21,0,0,0
"2020-21","12076","Davidson","Adelaide Fuller|Cameron Tabor|Cassidy Gould|Chloe Welch|Katie Turner",5,611,626,15,0,0,0
"2020-21","12076","Maryland","Chloe Bibby|Diamond Miller|Faith Masonius|Katie Benzan|Taisiya Kozlova",5,611,626,15,0,0,0
"2020-21","12076","Maryland","Angel Reese|Chloe Bibby|Diamond Miller|Katie Benzan|Taisiya Kozlova",5,626,646,20,0,0,0
"2020-21","12076","Davidson","Adelaide Fuller|Cassidy Gould|Chloe Welch|Katie Turner|Sarah Konstans",5,626,708,82,0,5,-5
"2020-21","12076","Davidson","Cameron Tabor|Cassidy Gould|Katie Turner|Peyton Carter|Sarah Konstans",5,708,716,8,1,0,1
"2020-21","12076","Maryland","Chloe Bibby|Diamond Miller|Faith Masonius|Katie Benzan|Taisiya Kozlova",5,646,766,120,5,3,2
"2020-21","12076","Davidson","Cameron Tabor|Chloe Welch|Katie Turner|Peyton Carter|Sarah Konstans",5,716,842,126,6,2,4
"2020-21","12076","Maryland","Channise Lewis|Chloe Bibby|Faith Masonius|Katie Benzan|Taisiya Kozlova",5,766,842,76,2,4,-2
"2020-21","12076","Davidson","Cameron Tabor|Cassidy Gould|Chloe Welch|Katie Turner|Peyton Carter",5,842,847,5,0,0,0
"2020-21","12076","Maryland","Channise Lewis|Faith Masonius|Katie Benzan|Mimi Collins|Taisiya Kozlova",5,842,948,106,4,6,-2
"2020-21","12076","Maryland","Ashley Owusu|Channise Lewis|Faith Masonius|Mimi Collins|Taisiya Kozlova",5,948,962,14,0,2,-2
"2020-21","12076","Davidson","Adelaide Fuller|Cameron Tabor|Cassidy Gould|Chloe Welch|Katie Turner",5,847,1024,177,8,8,0
"2020-21","12076","Maryland","Ashley Owusu|Channise Lewis|Faith Masonius|Katie Benzan|Mimi Collins",5,962,1024,62,4,0,4
"2020-21","12076","Davidson","Cassidy Gould|Chloe Welch|Katie Turner|Peyton Carter|Sarah Konstans",5,1024,1155,131,7,6,1
