"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","trip_size","made","missed","trip_result","first_attempt_made","margin_before","clutch","trip_context"
"2020-21","12076",1,582,18,"Maryland","Diamond Miller",1,2,2,0,"2/2",1,0,0,""
"2020-21","12076",1,464,136,"Maryland","Diamond Miller",1,2,2,0,"2/2",1,4,0,""
"2020-21","12076",1,168,432,"Maryland","Diamond Miller",1,2,1,1,"1/2",1,6,0,""
"2020-21","12076",1,158,442,"Davidson","Cameron Tabor",20,2,0,2,"0/2",0,-7,0,""
"2020-21","12076",1,146,454,"Davidson","Chloe Welch",2,1,0,1,"0/1",0,-5,0,"and_one"
"2020-21","12076",1,95,505,"Davidson","Sarah Konstans",10,2,0,2,"0/2",0,-7,0,""
"2020-21","12076",2,530,670,"Maryland","Diamond Miller",1,2,1,1,"1/2",1,6,0,""
"2020-21","12076",2,492,708,"Davidson","Sarah Konstans",10,2,1,1,"1/2",1,-9,0,""
"2020-21","12076",2,252,948,"Davidson","Chloe Welch",2,2,2,0,"2/2",1,-2,0,""
"2020-21","12076",2,176,1024,"Davidson","Cameron Tabor",20,2,1,1,"1/2",1,-4,0,""
"2020-21","12076",2,138,1062,"Davidson","Peyton Carter",21,2,1,1,"1/2",1,-5,0,""
"2020-21","12076",2,5,1195,"Davidson","Adelaide Fuller",24,1,0,1,"0/1",0,-3,0,"other"
"2020-21","12076",2,1,1199,"Davidson","Adelaide Fuller",24,1,0,1,"0/1",0,-3,0,"other"
"2020-21","12076",3,578,1222,"Maryland","Angel Reese",10,2,1,1,"1/2",0,3,0,""
"2020-21","12076",3,547,1253,"Maryland","Angel Reese",10,2,2,0,"2/2",1,4,0,""
"2020-21","12076",3,505,1295,"Maryland","Katie Benzan",11,1,1,0,"1/1",1,10,0,"and_one"
"2020-21","12076",3,284,1516,"Maryland","Mimi Collins",2,2,2,0,"2/2",1,9,0,""
"2020-21","12076",3,193,1607,"Maryland","Mimi Collins",2,2,1,1,"1/2",1,11,0,""
"2020-21","12076",3,140,1660,"Davidson","Chloe Welch",2,2,2,0,"2/2",1,-14,0,""
"2020-21","12076",3,126,1674,"Maryland","Chloe Bibby",55,1,1,0,"1/1",1,12,0,"other"
"2020-21","12076",3,117,1683,"Maryland","Chloe Bibby",55,1,1,0,"1/1",1,13,0,"other"
"2020-21","12076",3,86,1714,"Maryland","Angel Reese",10,2,2,0,"2/2",1,14,0,""
"2020-21","12076",4,561,1839,"Davidson","Cassidy Gould",14,2,2,0,"2/2",1,-16,0,""
"2020-21","12076",4,511,1889,"Maryland","Katie Benzan",11,1,1,0,"1/1",1,17,0,"other"
"2020-21","12076",4,340,2060,"Davidson","Kelly Fitzgerald",4,2,2,0,"2/2",1,-18,0,""
"2020-21","12076",4,272,2128,"Maryland","Diamond Miller",1,2,2,0,"2/2",1,16,0,""
"2020-21","12076",4,217,2183,"Maryland","Angel Reese",10,2,0,2,"0/2",0,18,0,""
"2020-21","12076",4,164,2236,"Maryland","Angel Reese",10,1,1,0,"1/1",1,22,0,"and_one"
"2020-21","12076",4,142,2258,"Maryland","Ashley Owusu",15,2,2,0,"2/2",1,23,0,""
"2020-21","12076",4,95,2305,"Davidson","Sarah Konstans",10,2,1,1,"1/2",0,-23,0,""
"2020-21","12076",4,44,2356,"Maryland","Channise Lewis",3,2,1,1,"1/2",1,24,0,""
"2020-21","12077",1,409,191,"Missouri St.","Jasmine Franklin",32,2,2,0,"2/2",1,0,0,""
"2020-21","12077",1,360,240,"Maryland","Angel Reese",10,1,0,1,"0/1",0,1,0,"and_one"
"2020-21","12077",1,337,263,"Maryland","Diamond Miller",1,2,2,0,"2/2",1,1,0,""
"2020-21","12077",1,269,331,"Missouri St.","Emily Gartner",50,2,0,2,"0/2",0,-5,0,""
"2020-21","12077",1,267,333,"Maryland","Diamond Miller",1,2,2,0,"2/2",1,5,0,""
"2020-21","12077",1,108,492,"Maryland","Angel Reese",10,2,1,1,"1/2",0,4,0,""
"2020-21","12077",2,505,695,"Maryland","Ashley Owusu",15,2,2,0,"2/2",1,12,0,""
"2020-21","12077",2,285,915,"Missouri St.","Emily Gartner",50,2,1,1,"1/2",0,-13,0,""
"2020-21","12077",2,154,1046,"Missouri St.","Abby Hipp",4,2,1,1,"1/2",0,-14,0,""
"2020-21","12077",2,29,1171,"Missouri St.","Brice Calip",11,2,1,1,"1/2",1,-14,0,""
"2020-21","12077",2,3,1197,"Missouri St.","Sydney Wilson",21,1,1,0,"1/1",1,-13,0,"other"
"2020-21","12077",2,2,1198,"Missouri St.","Sydney Wilson",21,1,1,0,"1/1",1,-12,0,"other"
"2020-21","12077",3,325,1475,"Maryland","Angel Reese",10,2,2,0,"2/2",1,-5,0,""
"2020-21","12077",3,192,1608,"Missouri St.","Sydney Wilson",21,2,2,0,"2/2",1,3,0,""
"2020-21","12077",3,55,1745,"Missouri St.","Abby Hipp",4,2,1,1,"1/2",0,2,0,""
"2020-21","12077",4,486,1914,"Maryland","Ashley Owusu",15,1,1,0,"1/1",1,-5,0,"other"
"2020-21","12077",4,485,1915,"Maryland","Ashley Owusu",15,1,1,0,"1/1",1,-4,0,"other"
"2020-21","12077",4,351,2049,"Missouri St.","Brice Calip",11,2,1,1,"1/2",1,-1,0,""
"2020-21","12077",4,318,2082,"Missouri St.","Brice Calip",11,2,2,0,"2/2",1,0,0,""
"2020-21","12077",4,100,2300,"Missouri St.","Brice Calip",11,2,1,1,"1/2",1,6,0,""
"2020-21","12077",4,73,2327,"Missouri St.","Brice Calip",11,2,2,0,"2/2",1,7,0,""
"2020-21","12077",4,51,2349,"Missouri St.","Brice Calip",11,2,1,1,"1/2",0,9,0,""
"2020-21","12077",4,32,2368,"Missouri St.","Mya Bhinhar",23,2,1,1,"1/2",0,10,0,""
"2020-21","12077",4,28,2372,"Maryland","Angel Reese",10,1,0,1,"0/1",0,-9,0,"and_one"
"2020-21","12077",4,18,2382,"Missouri St.","Brice Calip",11,2,2,0,"2/2",1,9,0,""
"2020-21","12078",1,429,171,"Arkansas","Chelsea Dungee",33,2,1,1,"1/2",0,-1,0,""
"2020-21","12078",1,165,435,"Maryland","Diamond Miller",1,1,1,0,"1/1",1,10,0,"and_one"
"2020-21","12078",1,85,515,"Arkansas","Makayla Daniels",43,2,2,0,"2/2",1,-12,0,""
"2020-21","12078",1,15,585,"Arkansas","Makayla Daniels",43,1,0,1,"0/1",0,-8,0,"and_one"
"2020-21","12078",2,582,618,"Maryland","Angel Reese",10,1,1,0,"1/1",1,12,0,"other"
