source_id,file_id,period,time_remaining,assister_number,assister_name,assister_assist_count,scorer_number,scorer_name,shot_type,points,home_score,visiting_score,narrative
2020,12076,1,437,15,Ashley Owusu,1,01,Diamond Miller,LAYUP,2,2.0,10.0,01 Diamond Miller LAYUP GOOD (6 Pt); 15 Ashley Owusu Assist (1 Asst)
2020,12076,1,332,02,Mimi Collins,1,13,Faith Masonius,LAYUP,2,6.0,12.0,13 Faith Masonius LAYUP GOOD (2 Pt); 02 Mimi Collins Assist (1 Asst)
2020,12076,1,275,03,Channise Lewis,1,02,Mimi Collins,LAYUP,2,8.0,14.0,02 Mimi Collins LAYUP GOOD (2 Pt); 03 Channise Lewis Assist (1 Asst)
2020,12076,1,238,11,Katie Benzan,1,13,Faith Masonius,LAYUP,2,8.0,16.0,13 Faith Masonius LAYUP GOOD (4 Pt); 11 Katie Benzan Assist (1 Asst)
2020,12076,1,110,11,Katie Benzan,2,55,Chloe Bibby,LAYUP,2,12.0,19.0,55 Chloe Bibby LAYUP GOOD (2 Pt); 11 Katie Benzan Assist (2 Asst)
2020,12076,2,220,13,Faith Masonius,1,15,Ashley Owusu,LAYUP,2,30.0,32.0,15 Ashley Owusu LAYUP GOOD (2 Pt); 13 Faith Masonius Assist (1 Asst)
2020,12076,2,122,03,Channise Lewis,2,02,Mimi Collins,JUMPER,2,32.0,38.0,02 Mimi Collins JUMPER GOOD (4 Pt); 03 Channise Lewis Assist (2 Asst)
2020,12076,3,532,01,Diamond Miller,1,10,Angel Reese,LAYUP,2,37.0,45.0,10 Angel Reese LAYUP GOOD (9 Pt); 01 Diamond Miller Assist (1 Asst)
2020,12076,4,547,03,Channise Lewis,3,55,Chloe Bibby,3PTR,3,55.0,72.0,55 Chloe Bibby 3PTR GOOD (9 Pt); 03 Channise Lewis Assist (3 Asst)
2020,12076,4,515,15,Ashley Owusu,2,11,Katie Benzan,LAYUP,2,57.0,74.0,11 Katie Benzan LAYUP GOOD (9 Pt); 15 Ashley Owusu Assist (2 Asst)
2020,12076,4,445,55,Chloe Bibby,1,01,Diamond Miller,JUMPER,2,62.0,77.0,01 Diamond Miller JUMPER GOOD (16 Pt); 55 Chloe Bibby Assist (1 Asst)
2020,12076,4,409,15,Ashley Owusu,3,11,Katie Benzan,3PTR,3,62.0,80.0,11 Katie Benzan 3PTR GOOD (13 Pt); 15 Ashley Owusu Assist (3 Asst)
2020,12076,4,186,14,Taisiya Kozlova,1,10,Angel Reese,JUMPER,2,66.0,86.0,10 Angel Reese JUMPER GOOD (17 Pt); 14 Taisiya Kozlova Assist (1 Asst)
2020,12077,1,499,15,Ashley Owusu,1,11,Katie Benzan,3PTR,3,3.0,2.0,11 Katie Benzan 3PTR GOOD (3 Pt); 15 Ashley Owusu Assist (1 Asst)
2020,12077,1,395,55,Chloe Bibby,1,03,Channise Lewis,3PTR,3,8.0,7.0,03 Channise Lewis 3PTR GOOD (3 Pt); 55 Chloe Bibby Assist (1 Asst)
2020,12077,1,76,15,Ashley Owusu,2,11,Katie Benzan,3PTR,3,22.0,14.0,11 Katie Benzan 3PTR GOOD (8 Pt); 15 Ashley Owusu Assist (2 Asst)
2020,12077,2,577,55,Chloe Bibby,2,10,Angel Reese,LAYUP,2,26.0,14.0,10 Angel Reese LAYUP GOOD (7 Pt); 55 Chloe Bibby Assist (2 Asst)
2020,12077,2,333,11,Katie Benzan,1,15,Ashley Owusu,LAYUP,2,32.0,18.0,15 Ashley Owusu LAYUP GOOD (8 Pt); 11 Katie Benzan Assist (1 Asst)
2020,12077,2,302,13,Faith Masonius,1,02,Mimi Collins,JUMPER,2,34.0,21.0,02 Mimi Collins JUMPER GOOD (4 Pt); 13 Faith Masonius Assist (1 Asst)
2020,12077,2,237,03,Channise Lewis,1,13,Faith Masonius,JUMPER,2,36.0,22.0,13 Faith Masonius JUMPER GOOD (2 Pt); 03 Channise Lewis Assist (1 Asst)
2020,12077,2,171,10,Angel Reese,1,55,Chloe Bibby,LAYUP,2,38.0,24.0,55 Chloe Bibby LAYUP GOOD (2 Pt); 10 Angel Reese Assist (1 Asst)
2020,12077,2,140,11,Katie Benzan,2,03,Channise Lewis,LAYUP,2,40.0,25.0,03 Channise Lewis LAYUP GOOD (5 Pt); 11 Katie Benzan Assist (2 Asst)
2020,12077,2,113,10,Angel Reese,2,03,Channise Lewis,3PTR,3,43.0,27.0,03 Channise Lewis 3PTR GOOD (8 Pt); 10 Angel Reese Assist (2 Asst)
2020,12077,3,554,11,Katie Benzan,3,10,Angel Reese,LAYUP,2,45.0,34.0,10 Angel Reese LAYUP GOOD (9 Pt); 11 Katie Benzan Assist (3 Asst)
2020,12077,3,74,13,Faith Masonius,2,11,Katie Benzan,3PTR,3,52.0,54.0,11 Katie Benzan 3PTR GOOD (11 Pt); 13 Faith Masonius Assist (2 Asst)
2020,12077,4,442,15,Ashley Owusu,3,03,Channise Lewis,3PTR,3,59.0,59.0,03 Channise Lewis 3PTR GOOD (11 Pt); 15 Ashley Owusu Assist (3 Asst)
2020,12077,4,405,10,Angel Reese,3,11,Katie Benzan,3PTR,3,62.0,61.0,11 Katie Benzan 3PTR GOOD (14 Pt); 10 Angel Reese Assist (3 Asst)
2020,12077,4,236,01,Diamond Miller,1,02,Mimi Collins,JUMPER,2,66.0,70.0,02 Mimi Collins JUMPER GOOD (6 Pt); 01 Diamond Miller Assist (1 Asst)
2020,12078,1,533,15,Ashley Owusu,1,10,Angel Reese,LAYUP,2,2.0,4.0,10 Angel Reese LAYUP GOOD (2 Pt); 15 Ashley Owusu Assist (1 Asst)
2020,12078,1,500,10,Angel Reese,1,01,Diamond Miller,JUMPER,2,2.0,6.0,01 Diamond Miller JUMPER GOOD (2 Pt); 10 Angel Reese Assist (1 Asst)
