"source_id","lineup","games","stints","seconds","minutes","pts_for","pts_against","plus_minus","net_per_40"
"2020-21","Ashley Owusu|Chloe Bibby|Diamond Miller|Katie Benzan|Mimi Collins",28,96,17912,298.5,700,495,205,27.5
"2020-21","Ashley Owusu|Chloe Bibby|Diamond Miller|Faith Masonius|Katie Benzan",20,30,3314,55.2,138,114,24,17.4
"2020-21","Ashley Owusu|Chloe Bibby|Diamond Miller|Faith Masonius|Mimi Collins",15,26,3144,52.4,106,90,16,12.2
"2020-21","Ashley Owusu|Chloe Bibby|Faith Masonius|Katie Benzan|Mimi Collins",14,21,2096,34.9,85,52,33,37.8
"2020-21","Alaysia Styles|Ashley Owusu|Chloe Bibby|Faith Masonius|Katie Benzan",17,21,1974,32.9,79,45,34,41.3
"2020-21","Alaysia Styles|Angel Reese|Faith Masonius|Taisiya Kozlova|Zoe Young",7,8,1940,32.3,74,57,17,21.0
"2020-21","Angel Reese|Ashley Owusu|Chloe Bibby|Diamond Miller|Katie Benzan",6,14,1785,29.8,67,55,12,16.1
"2020-21","Alaysia Styles|Ashley Owusu|Chloe Bibby|Diamond Miller|Katie Benzan",5,11,1539,25.6,57,55,2,3.1
"2020-21","Ashley Owusu|Diamond Miller|Faith Masonius|Katie Benzan|Mimi Collins",9,13,1407,23.4,61,42,19,32.4
"2020-21","Ashley Owusu|Channise Lewis|Chloe Bibby|Katie Benzan|Mimi Collins",8,12,1183,19.7,49,49,0,0.0
"2020-21","Angel Reese|Ashley Owusu|Chloe Bibby|Faith Masonius|Katie Benzan",6,8,1109,18.5,43,31,12,26.0
"2020-21","Chloe Bibby|Diamond Miller|Faith Masonius|Katie Benzan|Mimi Collins",9,11,861,14.3,45,19,26,72.5
"2020-21","Alaysia Styles|Angel Reese|Ashley Owusu|Faith Masonius|Taisiya Kozlova",5,5,798,13.3,19,20,-1,-3.0
"2020-21","Ashley Owusu|Channise Lewis|Chloe Bibby|Faith Masonius|Katie Benzan",5,9,728,12.1,32,23,9,29.7
"2020-21","Alaysia Styles|Ashley Owusu|Diamond Miller|Katie Benzan|Mimi Collins",7,7,668,11.1,19,15,4,14.4
"2020-21","Alaysia Styles|Chloe Bibby|Diamond Miller|Faith Masonius|Katie Benzan",8,9,653,10.9,28,16,12,44.1
"2020-21","Alaysia Styles|Ashley Owusu|Chloe Bibby|Diamond Miller|Faith Masonius",7,7,614,10.2,26,11,15,58.6
"2020-21","Ashley Owusu|Channise Lewis|Chloe Bibby|Diamond Miller|Mimi Collins",5,7,609,10.2,26,28,-2,-7.9
"2020-21","Ashley Owusu|Channise Lewis|Chloe Bibby|Diamond Miller|Faith Masonius",4,6,605,10.1,21,19,2,7.9
"2020-21","Alaysia Styles|Diamond Miller|Faith Masonius|Katie Benzan|Mimi Collins",5,6,605,10.1,23,12,11,43.6
"2020-21","Alaysia Styles|Diamond Miller|Faith Masonius|Katie Benzan|Taisiya Kozlova",5,6,579,9.7,23,6,17,70.5
"2020-21","Alaysia Styles|Chloe Bibby|Faith Masonius|Katie Benzan|Mimi Collins",3,3,575,9.6,19,11,8,33.4
"2020-21","Alaysia Styles|Ashley Owusu|Faith Masonius|Taisiya Kozlova|Zoe Young",4,4,551,9.2,13,17,-4,-17.4
"2020-21","Alaysia Styles|Ashley Owusu|Diamond Miller|Faith Masonius|Katie Benzan",4,5,523,8.7,18,5,13,59.7
"2020-21","Channise Lewis|Chloe Bibby|Diamond Miller|Katie Benzan|Mimi Collins",2,4,517,8.6,24,4,20,92.8
"2020-21","Angel Reese|Chloe Bibby|Diamond Miller|Katie Benzan|Mimi Collins",5,5,516,8.6,25,17,8,37.2
"2020-21","Alaysia Styles|Angel Reese|Chloe Bibby|Diamond Miller|Katie Benzan",4,4,506,8.4,24,13,11,52.2
"2020-21","Angel Reese|Chloe Bibby|Diamond Miller|Faith Masonius|Katie Benzan",5,5,505,8.4,23,19,4,19.0
"2020-21","Alaysia Styles|Ashley Owusu|Diamond Miller|Faith Masonius|Taisiya Kozlova",4,4,482,8.0,15,15,0,0.0
"2020-21","Ashley Owusu|Channise Lewis|Chloe Bibby|Faith Masonius|Mimi Collins",5,5,466,7.8,13,14,-1,-5.2
"2020-21","Alaysia Styles|Faith Masonius|Katie Benzan|Taisiya Kozlova|Zoe Young",2,2,459,7.7,10,12,-2,-10.5
"2020-21","Angel Reese|Ashley Owusu|Faith Masonius|Katie Benzan|Mimi Collins",3,3,447,7.5,13,7,6,32.2
"2020-21","Ashley Owusu|Channise Lewis|Faith Masonius|Katie Benzan|Mimi Collins",5,6,440,7.3,22,12,10,54.5
"2020-21","Alaysia Styles|Angel Reese|Ashley Owusu|Faith Masonius|Katie Benzan",4,5,426,7.1,12,6,6,33.8
"2020-21","Ashley Owusu|Channise Lewis|Chloe Bibby|Diamond Miller|Katie Benzan",2,4,425,7.1,17,14,3,16.9
"2020-21","Channise Lewis|Diamond Miller|Faith Masonius|Katie Benzan|Mimi Collins",4,5,423,7.0,17,8,9,51.1
"2020-21","Alaysia Styles|Angel Reese|Ashley Owusu|Diamond Miller|Faith Masonius",4,4,423,7.0,15,16,-1,-5.7
"2020-21","Angel Reese|Ashley Owusu|Diamond Miller|Katie Benzan|Mimi Collins",5,5,410,6.8,8,10,-2,-11.7
"2020-21","Alaysia Styles|Chloe Bibby|Diamond Miller|Katie Benzan|Mimi Collins",4,5,404,6.7,11,13,-2,-11.9
"2020-21","Angel Reese|Diamond Miller|Faith Masonius|Katie Benzan|Mimi Collins",2,2,374,6.2,21,8,13,83.4
"2020-21","Alaysia Styles|Ashley Owusu|Chloe Bibby|Katie Benzan|Mimi Collins",5,5,372,6.2,16,7,9,58.1
"2020-21","Channise Lewis|Faith Masonius|Katie Benzan|Mimi Collins|Taisiya Kozlova",3,4,353,5.9,13,15,-2,-13.6
"2020-21","Angel Reese|Ashley Owusu|Chloe Bibby|Katie Benzan|Mimi Collins",4,4,351,5.8,11,5,6,41.0
"2020-21","Alaysia Styles|Ashley Owusu|Chloe Bibby|Faith Masonius|Zoe Young",2,2,342,5.7,11,11,0,0.0
"2020-21","Channise Lewis|Chloe Bibby|Faith Masonius|Katie Benzan|Mimi Collins",1,2,339,5.7,11,16,-5,-35.4
"2020-21","Alaysia Styles|Angel Reese|Chloe Bibby|Faith Masonius|Katie Benzan",2,2,331,5.5,15,4,11,79.8
"2020-21","Angel Reese|Ashley Owusu|Chloe Bibby|Diamond Miller|Faith Masonius",4,4,330,5.5,19,12,7,50.9
"2020-21","Alaysia Styles|Ashley Owusu|Diamond Miller|Faith Masonius|Mimi Collins",4,5,324,5.4,9,14,-5,-37.0
"2020-21","Alaysia Styles|Faith Masonius|Katie Benzan|Mimi Collins|Taisiya Kozlova",2,2,312,5.2,4,10,-6,-46.2
"2020-21","Ashley Owusu|Chloe Bibby|Diamond Miller|Mimi Collins|Taisiya Kozlova",2,2,306,5.1,8,3,5,39.2
"2020-21","Angel Reese|Ashley Owusu|Chloe Bibby|Diamond Miller|Mimi Collins",2,3,287,4.8,10,4,6,50.2
"2020-21","Alaysia Styles|Ashley Owusu|Chloe Bibby|Diamond Miller|Mimi Collins",1,2,279,4.7,7,11,-4,-34.4
"2020-21","Chloe Bibby|Faith Masonius|Katie Benzan|Mimi Collins|Taisiya Kozlova",3,3,271,4.5,11,7,4,35.4
"2020-21","Channise Lewis|Diamond Miller|Faith Masonius|Taisiya Kozlova|Zoe Young",1,1,270,4.5,15,11,4,35.6
"2020-21","Channise Lewis|Diamond Miller|Faith Masonius|Mimi Collins|Taisiya Kozlova",2,2,265,4.4,15,7,8,72.5
"2020-21","Alaysia Styles|Chloe Bibby|Faith Masonius|Katie Benzan|Taisiya Kozlova",2,2,258,4.3,6,8,-2,-18.6
"2020-21","Alaysia Styles|Faith Masonius|Mimi Collins|Taisiya Kozlova|Zoe Young",1,1,254,4.2,2,4,-2,-18.9
"2020-21","Channise Lewis|Chloe Bibby|Diamond Miller|Faith Masonius|Taisiya Kozlova",1,1,239,4.0,9,5,4,40.2
"2020-21","Channise Lewis|Chloe Bibby|Diamond Miller|Faith Masonius|Katie Benzan",3,3,236,3.9,6,5,1,10.2
"2020-21","Angel Reese|Ashley Owusu|Channise Lewis|Chloe Bibby|Katie Benzan",1,3,236,3.9,12,10,2,20.3
"2020-21","Angel Reese|Ashley Owusu|Channise Lewis|Chloe Bibby|Diamond Miller",2,2,218,3.6,11,8,3,33.0
"2020-21","Alaysia Styles|Diamond Miller|Katie Benzan|Mimi Collins|Taisiya Kozlova",2,2,218,3.6,11,8,3,33.0
"2020-21","Alaysia Styles|Ashley Owusu|Chloe Bibby|Faith Masonius|Mimi Collins",2,2,212,3.5,10,9,1,11.3
"2020-21","Ashley Owusu|Chloe Bibby|Katie Benzan|Mimi Collins|Taisiya Kozlova",3,4,208,3.5,5,4,1,11.5
"2020-21","Ashley Owusu|Chloe Bibby|Faith Masonius|Katie Benzan|Taisiya Kozlova",3,3,207,3.5,7,11,-4,-46.4
"2020-21","Angel Reese|Ashley Owusu|Channise Lewis|Katie Benzan|Mimi Collins",2,3,205,3.4,2,4,-2,-23.4
"2020-21","Chloe Bibby|Diamond Miller|Katie Benzan|Mimi Collins|Zoe Young",1,1,203,3.4,4,5,-1,-11.8
"2020-21","Alaysia Styles|Ashley Owusu|Faith Masonius|Katie Benzan|Mimi Collins",2,3,201,3.4,8,8,0,0.0
"2020-21","Alaysia Styles|Angel Reese|Ashley Owusu|Diamond Miller|Katie Benzan",2,2,196,3.3,4,4,0,0.0
"2020-21","Alaysia Styles|Diamond Miller|Faith Masonius|Taisiya Kozlova|Zoe Young",1,1,190,3.2,7,1,6,75.8
"2020-21","Chloe Bibby|Diamond Miller|Faith Masonius|Katie Benzan|Taisiya Kozlova",2,3,185,3.1,7,5,2,25.9
"2020-21","Alaysia Styles|Angel Reese|Diamond Miller|Faith Masonius|Katie Benzan",2,2,181,3.0,6,0,6,79.6
"2020-21","Angel Reese|Ashley Owusu|Diamond Miller|Faith Masonius|Katie Benzan",2,2,179,3.0,6,8,-2,-26.8
"2020-21","Ashley Owusu|Chloe Bibby|Diamond Miller|Faith Masonius|Taisiya Kozlova",2,2,173,2.9,12,11,1,13.9
"2020-21","Alaysia Styles|Angel Reese|Ashley Owusu|Faith Masonius|Zoe Young",2,2,170,2.8,9,5,4,56.5
"2020-21","Angel Reese|Ashley Owusu|Channise Lewis|Mimi Collins|Taisiya Kozlova",1,1,164,2.7,6,6,0,0.0
"2020-21","Chloe Bibby|Diamond Miller|Katie Benzan|Mimi Collins|Taisiya Kozlova",2,2,163,2.7,6,8,-2,-29.4
"2020-21","Angel Reese|Channise Lewis|Diamond Miller|Katie Benzan|Mimi Collins",3,3,155,2.6,4,7,-3,-46.5
"2020-21","Chloe Bibby|Faith Masonius|Katie Benzan|Mimi Collins|Zoe Young",1,1,155,2.6,3,4,-1,-15.5
"2020-21","Alaysia Styles|Angel Reese|Faith Masonius|Katie Benzan|Taisiya Kozlova",2,2,154,2.6,3,8,-5,-77.9
"2020-21","Alaysia Styles|Ashley Owusu|Faith Masonius|Katie Benzan|Taisiya Kozlova",2,2,144,2.4,8,2,6,100.0
"2020-21","Alaysia Styles|Ashley Owusu|Katie Benzan|Mimi Collins|Taisiya Kozlova",1,1,144,2.4,6,6,0,0.0
"2020-21","Alaysia Styles|Ashley Owusu|Chloe Bibby|Katie Benzan|Zoe Young",2,2,143,2.4,5,15,-10,-167.8
