"source_id","file_id","team","opponent","is_home","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench","largest_lead","largest_lead_time","time_with_lead_sec","pct_lead","ties","lead_changes","possessions","avg_scoring_possession","largest_deficit"
"2025-26","18869","Maryland","Kentucky",1,20,20,21,7,4,20,"5:21 (3rd)",2300,95.8,1,1,0,"-",2
"2025-26","18869","Kentucky","Maryland",0,26,18,6,8,15,2,"8:52 (1st)",25,1.0,1,1,0,"-",20
"2025-26","18870","Hofstra","Maryland",1,18,6,2,2,24,0,"-",0,0.0,0,0,0,"-",57
"2025-26","18870","Maryland","Hofstra",0,42,41,25,20,50,57,"0:30 (4th)",2381,99.2,0,0,0,"-",0
"2025-26","18928","Maryland","Loyola Maryland",1,32,35,14,15,35,57,"1:30 (4th)",2277,94.8,0,6,0,"-",1
"2025-26","18928","Loyola Maryland","Maryland",0,10,6,3,0,11,1,"6:06 (1st)",79,3.3,0,6,0,"-",57
"2025-26","18929","Maryland","Umbc",1,42,23,17,15,29,33,"0:39 (4th)",2351,97.9,0,0,0,"-",0
"2025-26","18929","Umbc","Maryland",0,22,13,7,7,31,0,"-",0,0.0,0,0,0,"-",33
"2025-26","18930","Maryland","Georgetown",1,46,28,21,15,36,20,"1:14 (4th)",1249,52.0,4,6,0,"-",10
"2025-26","18930","Georgetown","Maryland",0,18,14,6,8,18,10,"1:08 (3rd)",1015,42.3,4,6,0,"-",20
"2025-26","18931","Maryland","Towson",1,44,16,15,19,50,30,"9:47 (3rd)",2347,97.8,0,0,0,"-",0
"2025-26","18931","Towson","Maryland",0,40,10,8,7,0,0,"-",0,0.0,0,0,0,"-",30
"2025-26","18932","Maryland","Princeton",1,38,18,21,9,13,18,"4:51 (4th)",2223,92.6,0,1,0,"-",3
"2025-26","18932","Princeton","Maryland",0,22,14,7,8,6,3,"8:45 (1st)",153,6.4,0,1,0,"-",18
"2025-26","18933","Maryland","George Mason",1,48,32,17,13,26,23,"2:37 (4th)",1414,58.9,2,3,0,"-",7
"2025-26","18933","George Mason","Maryland",0,28,15,21,2,12,7,"5:36 (2nd)",875,36.4,2,3,0,"-",23
"2025-26","18934","Maryland","Mount St. Mary's",1,50,31,18,18,47,48,"0:43 (4th)",2277,94.8,0,5,0,"-",1
"2025-26","18934","Mount St. Mary's","Maryland",0,20,19,5,5,15,1,"6:59 (1st)",45,1.9,0,5,0,"-",48
"2025-26","18935","Maryland","Delaware St.",1,48,45,19,26,20,70,"0:13 (4th)",2352,98.0,0,0,0,"-",0
"2025-26","18935","Delaware St.","Maryland",0,8,2,0,0,13,0,"-",0,0.0,0,0,0,"-",70
"2025-26","18936","Maryland","Central Conn. St.",1,54,29,30,14,20,69,"0:24 (4th)",2390,99.5,0,0,0,"-",0
"2025-26","18936","Central Conn. St.","Maryland",0,12,0,0,4,10,0,"-",0,0.0,0,0,0,"-",69
"2025-26","19716","Maryland","Bethune-Cookman",1,54,36,23,14,36,48,"2:41 (4th)",2358,98.2,0,0,0,"-",0
"2025-26","19716","Bethune-Cookman","Maryland",0,16,7,2,12,28,0,"-",0,0.0,0,0,0,"-",48
"2025-26","19740","Minnesota","Maryland",1,32,15,11,19,13,15,"1:11 (2nd)",1555,51.8,12,16,0,"-",7
"2025-26","19740","Maryland","Minnesota",0,54,21,29,11,12,7,"7:08 (1st)",972,32.4,12,16,0,"-",15
"2025-26","19741","Maryland","Wisconsin",1,38,20,24,20,19,41,"2:22 (4th)",2398,99.9,0,0,0,"-",0
"2025-26","19741","Wisconsin","Maryland",0,24,13,2,14,24,0,"-",0,0.0,0,0,0,"-",41
"2025-26","19742","Illinois","Maryland",1,28,12,6,16,2,4,"4:11 (4th)",450,18.7,7,5,0,"-",7
"2025-26","19742","Maryland","Illinois",0,42,10,9,8,16,7,"4:01 (2nd)",1678,69.9,7,5,0,"-",4
"2025-26","19743","Maryland","Indiana",1,38,25,14,14,17,21,"2:15 (3rd)",2342,97.5,1,2,0,"-",1
"2025-26","19743","Indiana","Maryland",0,28,13,4,4,4,1,"4:02 (1st)",34,1.4,1,2,0,"-",21
"2025-26","19744","Rutgers","Maryland",1,16,14,1,12,11,0,"-",0,0.0,0,0,0,"-",47
"2025-26","19744","Maryland","Rutgers",0,22,28,18,18,32,47,"0:27 (4th)",2371,98.8,0,0,0,"-",0
"2025-26","19745","Maryland","Ohio St.",1,30,10,6,17,18,15,"8:55 (2nd)",1415,58.9,2,3,0,"-",16
"2025-26","19745","Ohio St.","Maryland",0,32,22,13,11,10,16,"0:32 (4th)",867,36.1,2,3,0,"-",15
"2025-26","19746","Southern California","Maryland",1,26,16,4,14,9,8,"2:22 (1st)",1156,48.1,11,14,0,"-",7
"2025-26","19746","Maryland","Southern California",0,26,9,3,14,14,7,"0:14 (4th)",998,41.6,11,14,0,"-",8
"2025-26","19747","Ucla","Maryland",1,48,12,11,25,23,35,"2:23 (4th)",2335,97.3,1,0,0,"-",0
"2025-26","19747","Maryland","Ucla",0,24,17,2,13,6,0,"-",0,0.0,1,0,0,"-",35
"2025-26","19748","Maryland","Iowa",1,34,17,6,23,22,3,"5:02 (1st)",101,3.7,4,4,0,"-",17
"2025-26","19748","Iowa","Maryland",0,32,12,0,19,19,17,"3:15 (4th)",2482,91.9,4,4,0,"-",3
"2025-26","19749","Maryland","Washington",1,36,7,5,14,7,13,"7:37 (2nd)",1780,59.3,13,11,0,"-",4
"2025-26","19749","Washington","Maryland",0,40,13,11,24,6,4,"1:46 (2nd OT)",528,17.6,13,11,0,"-",13
"2025-26","19750","Maryland","Oregon",1,36,15,16,11,8,8,"9:50 (3rd)",1134,47.2,4,7,0,"-",8
"2025-26","19750","Oregon","Maryland",0,30,13,4,11,8,8,"3:41 (2nd)",954,39.7,4,7,0,"-",8
"2025-26","19751","Michigan St.","Maryland",1,40,7,25,8,14,6,"6:47 (2nd)",238,9.9,3,4,0,"-",19
"2025-26","19751","Maryland","Michigan St.",0,40,22,14,9,32,19,"2:12 (3rd)",2040,85.0,3,4,0,"-",6
"2025-26","19752","Nebraska","Maryland",1,22,15,1,7,11,1,"9:39 (1st)",67,2.8,0,2,0,"-",30
"2025-26","19752","Maryland","Nebraska",0,44,23,9,9,23,30,"1:37 (3rd)",2318,96.5,0,2,0,"-",1
"2025-26","19753","Maryland","Penn St.",1,28,28,14,24,15,22,"1:37 (4th)",1962,81.7,6,8,0,"-",4
"2025-26","19753","Penn St.","Maryland",0,28,8,0,4,24,4,"2:34 (2nd)",231,9.6,6,8,0,"-",22
"2025-26","19754","Ohio St.","Maryland",1,26,26,13,6,3,19,"6:14 (2nd)",1870,77.9,0,2,0,"-",9
"2025-26","19754","Maryland","Ohio St.",0,24,14,10,17,14,9,"5:24 (4th)",508,21.2,0,2,0,"-",19
"2025-26","19755","Maryland","Purdue",1,34,21,14,20,31,37,"1:56 (4th)",2372,98.8,1,0,0,"-",0
"2025-26","19755","Purdue","Maryland",0,30,11,2,11,16,0,"-",0,0.0,1,0,0,"-",37
"2025-26","19756","Maryland","Northwestern",1,54,24,13,27,22,24,"3:15 (4th)",2391,99.6,0,0,0,"-",0
"2025-26","19756","Northwestern","Maryland",0,38,2,9,9,7,0,"-",0,0.0,0,0,0,"-",24
"2025-26","19757","Michigan","Maryland",1,48,32,9,13,22,20,"0:31 (4th)",2260,94.1,0,1,0,"-",3
"2025-26","19757","Maryland","Michigan",0,36,13,2,4,20,3,"9:36 (1st)",117,4.9,0,1,0,"-",20
"2025-26","19793","Maryland","Oregon",1,48,13,13,10,21,8,"0:49 (1st)",1399,58.3,10,11,0,"-",6
"2025-26","19793","Oregon","Maryland",0,32,14,14,7,17,6,"3:45 (4th)",829,34.5,10,11,0,"-",8
"2025-26","19794","Maryland","Murray St.",1,52,21,14,33,33,33,"3:34 (4th)",2375,98.9,0,0,0,"-",0
"2025-26","19794","Murray St.","Maryland",0,38,8,9,5,0,0,"-",0,0.0,0,0,0,"-",33
"2025-26","20082","North Carolina","Maryland",1,44,7,9,10,6,11,"5:00 (2nd)",1890,78.7,5,6,0,"-",6
"2025-26","20082","Maryland","North Carolina",0,34,13,11,21,12,6,"5:20 (1st)",335,14.0,5,6,0,"-",11
