"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","foul_type","player_foul_count","team_fouls_in_period","bonus_active","margin_at_foul"
"2025-26","18869",1,532,68,"Maryland","Addi Mack",3,"personal",1,1,0,0
"2025-26","18869",1,425,175,"Kentucky","Tonie Morgan",5,"personal",1,1,0,-7
"2025-26","18869",1,416,184,"Maryland","Yarden Garzon",12,"personal",1,2,0,8
"2025-26","18869",1,337,263,"Kentucky","Teonni Key",7,"personal",1,2,0,-6
"2025-26","18869",1,148,452,"Kentucky","Jordan Obi",0,"personal",1,3,0,-8
"2025-26","18869",1,47,553,"Kentucky","Asia Boone",8,"personal",1,4,0,-9
"2025-26","18869",2,547,653,"Maryland","Yarden Garzon",12,"personal",2,1,0,9
"2025-26","18869",2,468,732,"Kentucky","Teonni Key",7,"personal",2,1,0,-5
"2025-26","18869",2,466,734,"Kentucky","Asia Boone",8,"personal",2,2,0,-7
"2025-26","18869",2,300,900,"Kentucky","Tonie Morgan",5,"personal",2,3,0,-6
"2025-26","18869",2,285,915,"Kentucky","Amelia Hassett",32,"personal",1,4,0,-6
"2025-26","18869",3,427,1373,"Kentucky","Teonni Key",7,"personal",3,1,0,-14
"2025-26","18869",3,404,1396,"Maryland","Yarden Garzon",12,"personal",3,1,0,15
"2025-26","18869",3,390,1410,"Kentucky","Teonni Key",7,"personal",4,2,0,-15
"2025-26","18869",3,219,1581,"Maryland","Kaylene Smikle",2,"personal",1,2,0,15
"2025-26","18869",3,140,1660,"Maryland","Mir McLean",10,"personal",1,3,0,15
"2025-26","18869",3,132,1668,"Maryland","Oluchi Okananwa",7,"personal",1,4,0,15
"2025-26","18869",3,116,1684,"Maryland","Kaylene Smikle",2,"personal",2,5,1,15
"2025-26","18869",4,569,1831,"Maryland","Addi Mack",3,"personal",2,1,0,15
"2025-26","18869",4,474,1926,"Maryland","Saylor Poffenbarger",6,"personal",1,2,0,13
"2025-26","18869",4,439,1961,"Kentucky","Teonni Key",7,"personal",5,1,0,-11
"2025-26","18869",4,421,1979,"Maryland","Oluchi Okananwa",7,"personal",2,3,0,11
"2025-26","18869",4,335,2065,"Kentucky","Clara Strack",13,"personal",1,2,0,-13
"2025-26","18869",4,270,2130,"Kentucky","Clara Strack",13,"personal",2,3,0,-8
"2025-26","18869",4,219,2181,"Kentucky","Tonie Morgan",5,"personal",3,4,0,-8
"2025-26","18869",4,55,2345,"Kentucky","Tonie Morgan",5,"personal",4,5,1,-8
"2025-26","18869",4,38,2362,"Kentucky","Clara Strack",13,"personal",3,6,1,-6
"2025-26","18869",4,18,2382,"Kentucky","Jordan Obi",0,"personal",2,7,1,-8
"2025-26","18870",1,347,253,"Hofstra","Sana'a Garrett",0,"personal",1,1,0,-13
"2025-26","18870",1,316,284,"Hofstra","Sana'a Garrett",0,"personal",2,2,0,-14
"2025-26","18870",1,281,319,"Hofstra","Maddie Pounds",1,"personal",1,3,0,-15
"2025-26","18870",1,200,400,"Hofstra","Sandra Magolico",13,"personal",1,4,0,-15
"2025-26","18870",1,176,424,"Hofstra","Alarice Gooden",10,"personal",1,5,1,-17
"2025-26","18870",1,166,434,"Hofstra","Deivejon Harris",7,"personal",1,6,1,-20
"2025-26","18870",2,435,765,"Maryland","Kyndal Walker",8,"personal",1,1,0,30
"2025-26","18870",2,152,1048,"Hofstra","Ema Karim",5,"personal",1,1,0,-31
"2025-26","18870",2,110,1090,"Maryland","Rainey Welson",0,"personal",1,2,0,33
"2025-26","18870",2,104,1096,"Maryland","Marya Boiko",11,"personal",1,3,0,33
"2025-26","18870",2,62,1138,"Hofstra","Alarice Gooden",10,"personal",2,2,0,-31
"2025-26","18870",3,558,1242,"Hofstra","Olivia VanPatten",23,"personal",1,1,0,-34
"2025-26","18870",3,458,1342,"Hofstra","Emma Von Essen",2,"personal",1,2,0,-40
"2025-26","18870",3,416,1384,"Hofstra","Alarice Gooden",10,"personal",3,3,0,-42
"2025-26","18870",3,328,1472,"Maryland","Addi Mack",3,"personal",1,1,0,43
"2025-26","18870",3,118,1682,"Hofstra","Sana'a Garrett",0,"personal",3,4,0,-46
"2025-26","18870",3,66,1734,"Hofstra","Ema Karim",5,"personal",2,5,1,-46
"2025-26","18870",4,474,1926,"Hofstra","Ema Karim",5,"personal",3,1,0,-53
"2025-26","18870",4,454,1946,"Hofstra","Alarice Gooden",10,"personal",4,2,0,-53
"2025-26","18870",4,424,1976,"Maryland","Isimenme Ozzy-Momodu",9,"personal",1,1,0,54
"2025-26","18870",4,335,2065,"Maryland","Isimenme Ozzy-Momodu",9,"personal",2,2,0,54
"2025-26","18870",4,328,2072,"Hofstra","Micaela Carter",25,"personal",1,3,0,-54
"2025-26","18870",4,258,2142,"Hofstra","Maddie Pounds",1,"personal",2,4,0,-52
"2025-26","18870",4,227,2173,"Maryland","Breanna Williams",40,"personal",1,3,0,52
"2025-26","18870",4,182,2218,"Hofstra","Kiyanna Blacks-Stewart",35,"personal",1,5,1,-50
"2025-26","18870",4,112,2288,"Maryland","Breanna Williams",40,"personal",2,4,0,54
"2025-26","18870",4,94,2306,"Hofstra","Kiyanna Blacks-Stewart",35,"personal",2,6,1,-52
"2025-26","18870",4,68,2332,"Hofstra","Maddie Pounds",1,"personal",3,7,1,-53
"2025-26","18928",1,466,134,"Maryland","Lea Bartelme",1,"personal",1,1,0,-1
"2025-26","18928",2,425,775,"Maryland","Isimenme Ozzy-Momodu",9,"personal",1,1,0,14
"2025-26","18928",2,406,794,"Loyola Maryland","Kimmie Hicks",5,"personal",1,1,0,-14
"2025-26","18928",2,259,941,"Maryland","Marya Boiko",11,"personal",1,2,0,17
"2025-26","18928",2,204,996,"Maryland","Ava McKennie",5,"personal",1,3,0,19
"2025-26","18928",2,59,1141,"Loyola Maryland","Gabby Betton",33,"personal",1,2,0,-19
"2025-26","18928",2,8,1192,"Loyola Maryland","Avery Simmons",25,"personal",1,3,0,-21
"2025-26","18928",3,485,1315,"Loyola Maryland","Koi Sims",10,"personal",1,1,0,-30
"2025-26","18928",3,471,1329,"Loyola Maryland","Kimmie Hicks",5,"personal",2,2,0,-30
"2025-26","18928",3,461,1339,"Maryland","Isimenme Ozzy-Momodu",9,"personal",2,1,0,30
"2025-26","18928",3,459,1341,"Maryland","Saylor Poffenbarger",6,"personal",1,2,0,30
"2025-26","18928",3,441,1359,"Maryland","Isimenme Ozzy-Momodu",9,"personal",3,3,0,30
"2025-26","18928",3,306,1494,"Maryland","Mir McLean",10,"personal",1,4,0,34
"2025-26","18928",3,276,1524,"Loyola Maryland","Koi Sims",10,"personal",2,3,0,-34
"2025-26","18928",3,262,1538,"Loyola Maryland","Avery Simmons",25,"personal",2,4,0,-36
"2025-26","18928",3,238,1562,"Loyola Maryland","Amandine Amorich",34,"personal",1,5,1,-36
"2025-26","18928",3,204,1596,"Loyola Maryland","Sydney Bass",22,"personal",1,6,1,-38
"2025-26","18928",3,97,1703,"Loyola Maryland","Sydney Bass",22,"personal",2,7,1,-42
"2025-26","18928",3,85,1715,"Maryland","Addi Mack",3,"personal",1,5,1,43
"2025-26","18928",3,43,1757,"Loyola Maryland","Kailey Kalet",20,"personal",1,8,1,-44
"2025-26","18928",4,553,1847,"Loyola Maryland","Kimmie Hicks",5,"personal",3,1,0,-47
"2025-26","18928",4,365,2035,"Maryland","Yarden Garzon",12,"personal",1,1,0,54
"2025-26","18928",4,320,2080,"Maryland","Ava McKennie",5,"personal",2,2,0,54
"2025-26","18928",4,249,2151,"Loyola Maryland","Olivia Shaughnessy",13,"personal",1,2,0,-54
"2025-26","18928",4,167,2233,"Loyola Maryland","Kailey Kalet",20,"personal",2,3,0,-55
"2025-26","18928",4,114,2286,"Loyola Maryland","Gabby Betton",33,"personal",2,4,0,-55
"2025-26","18928",4,90,2310,"Loyola Maryland","Whitley Watkins",44,"personal",1,5,1,-55
"2025-26","18929",1,513,87,"Umbc","Tiara Bellamy",1,"personal",1,1,0,-4
"2025-26","18929",1,454,146,"Maryland","Isimenme Ozzy-Momodu",9,"personal",1,1,0,6
"2025-26","18929",1,228,372,"Umbc","Alaina Williams",10,"personal",1,2,0,-8
"2025-26","18929",1,139,461,"Umbc","Jade Tillman",24,"personal",1,3,0,-8
"2025-26","18929",1,126,474,"Maryland","Marya Boiko",11,"personal",1,2,0,10
"2025-26","18929",1,94,506,"Umbc","Carmen Yanez",15,"personal",1,4,0,-8
"2025-26","18929",1,30,570,"Maryland","Lea Bartelme",1,"personal",1,3,0,10
"2025-26","18929",2,483,717,"Umbc","Heidi Williams",3,"personal",1,1,0,-10
"2025-26","18929",2,482,718,"Maryland","Isimenme Ozzy-Momodu",9,"personal",2,1,0,10
"2025-26","18929",2,451,749,"Umbc","Delaney Yarborough",14,"personal",1,2,0,-8
"2025-26","18929",2,426,774,"Maryland","Oluchi Okananwa",7,"personal",1,2,0,8
"2025-26","18929",2,380,820,"Umbc","Tiara Bellamy",1,"personal",2,3,0,-6
"2025-26","18929",2,341,859,"Umbc","Kennedy Austin",4,"personal",1,4,0,-6
"2025-26","18929",2,292,908,"Umbc","Lauren Thompson",12,"personal",1,5,1,-10
"2025-26","18929",2,186,1014,"Maryland","Lea Bartelme",1,"personal",2,3,0,11
"2025-26","18929",2,71,1129,"Umbc","Delaney Yarborough",14,"personal",2,6,1,-13
"2025-26","18929",3,573,1227,"Umbc","Tiara Bellamy",1,"personal",3,1,0,-12
"2025-26","18929",3,508,1292,"Umbc","Heidi Williams",3,"personal",2,2,0,-18
"2025-26","18929",3,352,1448,"Maryland","Rainey Welson",0,"personal",1,1,0,26
"2025-26","18929",3,345,1455,"Maryland","Marya Boiko",11,"personal",2,2,0,26
"2025-26","18929",3,177,1623,"Maryland","Ava McKennie",5,"personal",1,3,0,27
"2025-26","18929",3,169,1631,"Maryland","Rainey Welson",0,"personal",2,4,0,27
"2025-26","18929",3,144,1656,"Umbc","Tiara Bellamy",1,"personal",4,3,0,-25
"2025-26","18929",3,56,1744,"Maryland","Oluchi Okananwa",7,"personal",2,5,1,28
"2025-26","18929",3,28,1772,"Umbc","Carmen Yanez",15,"personal",2,4,0,-26
