"source_id","lineup","games","stints","seconds","minutes","pts_for","pts_against","plus_minus","net_per_40"
"2025-26","Addi Mack|Isimenme Ozzy-Momodu|Oluchi Okananwa|Saylor Poffenbarger|Yarden Garzon",23,65,10140,169.0,345,275,70,16.6
"2025-26","Addi Mack|Mir McLean|Oluchi Okananwa|Saylor Poffenbarger|Yarden Garzon",12,38,4981,83.0,167,152,15,7.2
"2025-26","Isimenme Ozzy-Momodu|Kyndal Walker|Oluchi Okananwa|Saylor Poffenbarger|Yarden Garzon",15,29,3068,51.1,83,88,-5,-3.9
"2025-26","Addi Mack|Isimenme Ozzy-Momodu|Kyndal Walker|Oluchi Okananwa|Yarden Garzon",12,21,2431,40.5,76,56,20,19.7
"2025-26","Kyndal Walker|Mir McLean|Oluchi Okananwa|Saylor Poffenbarger|Yarden Garzon",11,23,2086,34.8,85,49,36,41.4
"2025-26","Addi Mack|Kaylene Smikle|Oluchi Okananwa|Saylor Poffenbarger|Yarden Garzon",5,12,1973,32.9,93,40,53,64.5
"2025-26","Addi Mack|Kyndal Walker|Oluchi Okananwa|Saylor Poffenbarger|Yarden Garzon",10,15,1872,31.2,61,65,-4,-5.1
"2025-26","Addi Mack|Kyndal Walker|Mir McLean|Saylor Poffenbarger|Yarden Garzon",6,17,1719,28.6,59,46,13,18.2
"2025-26","Addi Mack|Isimenme Ozzy-Momodu|Kyndal Walker|Saylor Poffenbarger|Yarden Garzon",10,21,1619,27.0,39,44,-5,-7.4
"2025-26","Addi Mack|Marya Boiko|Oluchi Okananwa|Saylor Poffenbarger|Yarden Garzon",11,14,1359,22.6,56,39,17,30.0
"2025-26","Kyndal Walker|Mir McLean|Rainey Welson|Saylor Poffenbarger|Yarden Garzon",9,12,1261,21.0,44,43,1,1.9
"2025-26","Isimenme Ozzy-Momodu|Lea Bartelme|Oluchi Okananwa|Saylor Poffenbarger|Yarden Garzon",4,9,1238,20.6,54,19,35,67.9
"2025-26","Addi Mack|Breanna Williams|Oluchi Okananwa|Saylor Poffenbarger|Yarden Garzon",6,10,1135,18.9,27,36,-9,-19.0
"2025-26","Kyndal Walker|Marya Boiko|Oluchi Okananwa|Saylor Poffenbarger|Yarden Garzon",5,7,1100,18.3,24,39,-15,-32.7
"2025-26","Lea Bartelme|Marya Boiko|Oluchi Okananwa|Saylor Poffenbarger|Yarden Garzon",4,9,1091,18.2,43,25,18,39.6
"2025-26","Addi Mack|Isimenme Ozzy-Momodu|Rainey Welson|Saylor Poffenbarger|Yarden Garzon",9,11,971,16.2,37,28,9,22.2
"2025-26","Kaylene Smikle|Kyndal Walker|Oluchi Okananwa|Saylor Poffenbarger|Yarden Garzon",3,4,963,16.1,46,23,23,57.3
"2025-26","Addi Mack|Kyndal Walker|Mir McLean|Oluchi Okananwa|Yarden Garzon",8,13,954,15.9,27,34,-7,-17.6
