"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","trip_size","made","missed","trip_result","first_attempt_made","margin_before","clutch","trip_context"
"2025-26","18869",1,532,68,"Kentucky","Jordan Obi",0,2,2,0,"2/2",1,0,0,""
"2025-26","18869",1,425,175,"Maryland","Addi Mack",3,1,1,0,"1/1",1,7,0,"and_one"
"2025-26","18869",1,337,263,"Maryland","Oluchi Okananwa",7,2,2,0,"2/2",1,6,0,""
"2025-26","18869",1,150,450,"Maryland","Kaylene Smikle",2,2,2,0,"2/2",1,6,0,""
"2025-26","18869",1,47,553,"Maryland","Kaylene Smikle",2,2,2,0,"2/2",1,9,0,""
"2025-26","18869",2,468,732,"Maryland","Kaylene Smikle",2,2,2,0,"2/2",1,5,0,""
"2025-26","18869",2,285,915,"Maryland","Kaylene Smikle",2,2,2,0,"2/2",1,6,0,""
"2025-26","18869",3,427,1373,"Maryland","Addi Mack",3,1,1,0,"1/1",1,14,0,"other"
"2025-26","18869",3,390,1410,"Maryland","Oluchi Okananwa",7,2,2,0,"2/2",1,15,0,""
"2025-26","18869",3,132,1668,"Kentucky","Clara Strack",13,2,0,2,"0/2",0,-15,0,""
"2025-26","18869",3,116,1684,"Kentucky","Tonie Morgan",5,2,2,0,"2/2",1,-15,0,""
"2025-26","18869",4,569,1831,"Kentucky","Tonie Morgan",5,2,2,0,"2/2",1,-15,0,""
"2025-26","18869",4,335,2065,"Maryland","Kaylene Smikle",2,1,1,0,"1/1",1,13,0,"other"
"2025-26","18869",4,270,2130,"Maryland","Saylor Poffenbarger",6,2,2,0,"2/2",1,8,0,""
"2025-26","18869",4,55,2345,"Maryland","Kaylene Smikle",2,2,0,2,"0/2",0,8,0,""
"2025-26","18869",4,38,2362,"Maryland","Saylor Poffenbarger",6,2,2,0,"2/2",1,6,0,""
"2025-26","18869",4,18,2382,"Maryland","Addi Mack",3,2,2,0,"2/2",1,8,0,""
"2025-26","18870",1,347,253,"Maryland","Isimenme Ozzy-Momodu",9,1,1,0,"1/1",1,13,0,"and_one"
"2025-26","18870",1,316,284,"Maryland","Isimenme Ozzy-Momodu",9,2,1,1,"1/2",0,14,0,""
"2025-26","18870",1,281,319,"Maryland","Kaylene Smikle",2,2,2,0,"2/2",1,15,0,""
"2025-26","18870",1,200,400,"Maryland","Kyndal Walker",8,2,2,0,"2/2",1,15,0,""
"2025-26","18870",1,176,424,"Maryland","Isimenme Ozzy-Momodu",9,2,1,1,"1/2",1,17,0,""
"2025-26","18870",1,166,434,"Maryland","Mir McLean",10,1,1,0,"1/1",1,20,0,"and_one"
"2025-26","18870",3,558,1242,"Maryland","Oluchi Okananwa",7,2,2,0,"2/2",1,34,0,""
"2025-26","18870",3,458,1342,"Maryland","Kaylene Smikle",2,2,2,0,"2/2",1,40,0,""
"2025-26","18870",3,416,1384,"Maryland","Kaylene Smikle",2,2,2,0,"2/2",1,42,0,""
"2025-26","18870",3,328,1472,"Hofstra","Sana'a Garrett",0,2,0,2,"0/2",0,-43,0,""
"2025-26","18870",3,118,1682,"Maryland","Rainey Welson",0,2,2,0,"2/2",1,46,0,""
"2025-26","18870",3,68,1732,"Maryland","Nicole Fritea",21,2,0,2,"0/2",0,46,0,""
"2025-26","18870",4,474,1926,"Maryland","Isimenme Ozzy-Momodu",9,2,0,2,"0/2",0,53,0,""
"2025-26","18870",4,454,1946,"Maryland","Isimenme Ozzy-Momodu",9,2,1,1,"1/2",0,53,0,""
"2025-26","18870",4,424,1976,"Hofstra","Alarice Gooden",10,2,2,0,"2/2",1,-54,0,""
"2025-26","18870",4,328,2072,"Maryland","Kyndal Walker",8,2,0,2,"0/2",0,54,0,""
"2025-26","18870",4,227,2173,"Hofstra","Maddie Pounds",1,2,2,0,"2/2",1,-52,0,""
"2025-26","18870",4,182,2218,"Maryland","Rainey Welson",0,2,2,0,"2/2",1,50,0,""
"2025-26","18870",4,112,2288,"Hofstra","Syniya Barton",11,2,2,0,"2/2",1,-54,0,""
"2025-26","18870",4,94,2306,"Maryland","Breanna Williams",40,2,1,1,"1/2",0,52,0,""
"2025-26","18870",4,68,2332,"Maryland","Breanna Williams",40,2,2,0,"2/2",1,53,0,""
"2025-26","18928",2,59,1141,"Maryland","Ava McKennie",5,2,2,0,"2/2",1,19,0,""
"2025-26","18928",2,8,1192,"Maryland","Addi Mack",3,2,2,0,"2/2",1,21,0,""
"2025-26","18928",3,485,1315,"Maryland","Isimenme Ozzy-Momodu",9,1,0,1,"0/1",0,30,0,"and_one"
"2025-26","18928",3,441,1359,"Loyola Maryland","Lex Therien",11,2,1,1,"1/2",1,-30,0,""
"2025-26","18928",3,306,1494,"Loyola Maryland","Kimmie Hicks",5,2,2,0,"2/2",1,-34,0,""
"2025-26","18928",3,276,1524,"Maryland","Marya Boiko",11,2,2,0,"2/2",1,34,0,""
