"source_id","file_id","team","name","number","position","minutes","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","turnovers","steals","blocks","points","offensive_rebounds","defensive_rebounds","personal_fouls","technical_fouls","efficiency","usage_pct","points_per_minute","fgm","fga","tpm","tpa","ftm","fta","starter"
2025,18869,"Maryland","K. SMIKLE",2,"G",23,"6-12",50.0,"1-3",33.3,"9-11",81.8,5,3,3,0,0,22,2,3,2,0,19.0,40.55,0.957,6,12,1,3,9,11,1
2025,18869,"Maryland","A. MACK",3,"G",40,"5-9",55.6,"1-1",100.0,"4-4",100.0,5,6,2,2,0,15,0,5,2,0,22.0,15.0,0.375,5,9,1,1,4,4,1
2025,18869,"Maryland","S. POFFENBARGER",6,"G",37,"3-14",21.4,"2-7",28.6,"4-4",100.0,6,1,1,3,0,12,0,6,1,0,10.0,21.3,0.324,3,14,2,7,4,4,1
2025,18869,"Maryland","O. OKANANWA",7,"G",36,"0-7",0.0,"0-2",0.0,"4-4",100.0,6,2,4,2,0,4,3,3,2,0,3.0,16.66,0.111,0,7,0,2,4,4,1
2025,18869,"Maryland","Y. GARZON",12,"G",30,"6-14",42.9,"5-10",50.0,"0-0",0.0,2,1,2,1,1,17,0,2,3,0,12.0,25.07,0.567,6,14,5,10,0,0,1
2025,18869,"Maryland","R. WELSON",0,"G",6,"0-1",0.0,"0-1",0.0,"0-0",0.0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,0,1,0,1,0,0,0
2025,18869,"Maryland","I. OZZY-MOMODU",9,"F",3,"1-3",33.3,"0-0",0.0,"0-0",0.0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,1,3,0,0,0,0,0
2025,18869,"Maryland","M. MCLEAN",10,"G",25,"1-2",50.0,"0-0",0.0,"0-0",0.0,6,0,1,3,0,2,4,2,1,0,9.0,5.64,0.08,1,2,0,0,0,0,0
2025,18869,"Maryland","M. BOIKO",11,"F",0,"0-0",0.0,"0-0",0.0,"0-0",0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
2025,18869,"Kentucky","J. OBI",0,"F",28,"2-6",33.3,"0-2",0.0,"2-2",100.0,8,0,3,2,0,6,3,5,2,0,9.0,17.32,0.214,2,6,0,2,2,2,1
2025,18869,"Kentucky","T. MORGAN",5,"G",37,"7-11",63.6,"4-5",80.0,"4-4",100.0,4,8,8,2,1,22,1,3,4,0,25.0,27.54,0.595,7,11,4,5,4,4,1
2025,18869,"Kentucky","T. KEY",7,"F",13,"2-4",50.0,"0-0",0.0,"0-0",0.0,0,0,0,0,0,4,0,0,5,0,2.0,15.1,0.308,2,4,0,0,0,0,1
2025,18869,"Kentucky","C. STRACK",13,"C",39,"4-9",44.4,"1-1",100.0,"0-2",0.0,9,2,2,0,2,9,4,5,3,0,13.0,14.95,0.231,4,9,1,1,0,2,1
2025,18869,"Kentucky","A. HASSETT",32,"F",32,"4-10",40.0,"2-7",28.6,"0-0",0.0,4,4,3,0,3,10,0,4,1,0,12.0,19.94,0.313,4,10,2,7,0,0,1
2025,18869,"Kentucky","L. BLUE",4,"G",13,"1-4",25.0,"0-3",0.0,"0-0",0.0,4,1,0,0,0,2,1,3,0,0,4.0,15.1,0.154,1,4,0,3,0,0,0
2025,18869,"Kentucky","A. BOONE",8,"G",32,"5-12",41.7,"3-9",33.3,"0-0",0.0,3,1,2,1,0,13,0,3,2,0,9.0,21.48,0.406,5,12,3,9,0,0,0
2025,18869,"Kentucky","K. CARROLL",20,"F",3,"0-2",0.0,"0-1",0.0,"0-0",0.0,0,0,0,0,0,0,0,0,0,0,-2.0,0.0,0.0,0,2,0,1,0,0,0
