source_id,file_id,period,time_remaining,assister_number,assister_name,assister_assist_count,scorer_number,scorer_name,shot_type,points,home_score,visiting_score,narrative
2025.0,18931.0,1,546,01,Lea Bartelme,1,09,Isimenme Ozzy-Momodu,JUMPER,2,2.0,0.0,09 Isimenme Ozzy-Momodu JUMPER GOOD (2 Pt); 01 Lea Bartelme Assist (1 Asst)
2025.0,18931.0,1,460,01,Lea Bartelme,2,12,Yarden Garzon,3PTR,3,7.0,2.0,12 Yarden Garzon 3PTR GOOD (3 Pt); 01 Lea Bartelme Assist (2 Asst)
2025.0,18931.0,1,223,09,Isimenme Ozzy-Momodu,1,07,Oluchi Okananwa,LAYUP,2,13.0,8.0,07 Oluchi Okananwa LAYUP GOOD (4 Pt); 09 Isimenme Ozzy-Momodu Assist (1 Asst)
2025.0,18931.0,1,162,03,Addi Mack,1,10,Mir McLean,LAYUP,2,15.0,8.0,10 Mir McLean LAYUP GOOD (2 Pt); 03 Addi Mack Assist (1 Asst)
2025.0,18931.0,1,27,01,Lea Bartelme,3,09,Isimenme Ozzy-Momodu,LAYUP,2,21.0,13.0,09 Isimenme Ozzy-Momodu LAYUP GOOD (4 Pt); 01 Lea Bartelme Assist (3 Asst)
2025.0,18931.0,2,589,01,Lea Bartelme,4,03,Addi Mack,3PTR,3,26.0,13.0,03 Addi Mack 3PTR GOOD (5 Pt); 01 Lea Bartelme Assist (4 Asst)
2025.0,18931.0,2,432,06,Saylor Poffenbarger,1,03,Addi Mack,JUMPER,2,33.0,15.0,03 Addi Mack JUMPER GOOD (9 Pt); 06 Saylor Poffenbarger Assist (1 Asst)
2025.0,18931.0,2,432,02,Kaylene Smikle,1,11,Marya Boiko,LAYUP,2,35.0,17.0,11 Marya Boiko LAYUP GOOD (2 Pt); 02 Kaylene Smikle Assist (1 Asst)
2025.0,18931.0,2,253,06,Saylor Poffenbarger,2,40,Breanna Williams,LAYUP,2,37.0,19.0,40 Breanna Williams LAYUP GOOD (2 Pt); 06 Saylor Poffenbarger Assist (2 Asst)
2025.0,18931.0,2,143,03,Addi Mack,2,07,Oluchi Okananwa,JUMPER,2,41.0,21.0,07 Oluchi Okananwa JUMPER GOOD (8 Pt); 03 Addi Mack Assist (2 Asst)
2025.0,18931.0,2,79,03,Addi Mack,3,06,Saylor Poffenbarger,3PTR,3,46.0,21.0,06 Saylor Poffenbarger 3PTR GOOD (5 Pt); 03 Addi Mack Assist (3 Asst)
2025.0,18931.0,2,46,03,Addi Mack,4,12,Yarden Garzon,3PTR,3,49.0,23.0,12 Yarden Garzon 3PTR GOOD (8 Pt); 03 Addi Mack Assist (4 Asst)
2025.0,18931.0,3,587,03,Addi Mack,5,12,Yarden Garzon,JUMPER,2,53.0,23.0,12 Yarden Garzon JUMPER GOOD (10 Pt); 03 Addi Mack Assist (5 Asst)
2025.0,18931.0,3,414,09,Isimenme Ozzy-Momodu,2,03,Addi Mack,LAYUP,2,57.0,30.0,03 Addi Mack LAYUP GOOD (13 Pt); 09 Isimenme Ozzy-Momodu Assist (2 Asst)
2025.0,18931.0,3,386,12,Yarden Garzon,1,02,Kaylene Smikle,3PTR,3,60.0,32.0,02 Kaylene Smikle 3PTR GOOD (6 Pt); 12 Yarden Garzon Assist (1 Asst)
2025.0,18931.0,3,281,03,Addi Mack,6,02,Kaylene Smikle,3PTR,3,63.0,37.0,02 Kaylene Smikle 3PTR GOOD (9 Pt); 03 Addi Mack Assist (6 Asst)
2025.0,18931.0,4,555,02,Kaylene Smikle,2,06,Saylor Poffenbarger,3PTR,3,71.0,46.0,06 Saylor Poffenbarger 3PTR GOOD (8 Pt); 02 Kaylene Smikle Assist (2 Asst)
2025.0,18931.0,4,431,06,Saylor Poffenbarger,3,40,Breanna Williams,LAYUP,2,75.0,53.0,40 Breanna Williams LAYUP GOOD (6 Pt); 06 Saylor Poffenbarger Assist (3 Asst)
2025.0,18931.0,4,96,10,Mir McLean,1,21,Nicole Fritea,JUMPER,2,86.0,67.0,21 Nicole Fritea JUMPER GOOD (2 Pt); 10 Mir McLean Assist (1 Asst)
2025.0,18930.0,1,518,06,Saylor Poffenbarger,1,12,Yarden Garzon,3PTR,3,3.0,0.0,12 Yarden Garzon 3PTR GOOD (3 Pt); 06 Saylor Poffenbarger Assist (1 Asst)
