"source_id","file_id","team","opponent","points","start_seconds","end_seconds","duration","period_start","period_end","score_before","score_after"
"2025-26","18869","Maryland","Kentucky",10,93,175,82,1,1,"0-2","10-2"
"2025-26","18869","Maryland","Kentucky",8,1370,1436,66,3,3,"44-32","52-32"
"2025-26","18869","Kentucky","Maryland",8,1522,1597,75,3,3,"55-35","55-43"
"2025-26","18869","Kentucky","Maryland",6,2082,2112,30,4,4,"65-51","65-57"
"2025-26","18870","Maryland","Hofstra",10,20,144,124,1,1,"0-0","0-10"
"2025-26","18870","Maryland","Hofstra",9,224,319,95,1,1,"2-10","2-19"
"2025-26","18870","Maryland","Hofstra",6,400,434,34,1,1,"4-19","4-25"
"2025-26","18870","Maryland","Hofstra",10,630,756,126,2,2,"9-29","9-39"
"2025-26","18870","Hofstra","Maryland",8,780,844,64,2,2,"9-39","17-39"
"2025-26","18870","Maryland","Hofstra",11,933,1050,117,2,2,"17-39","17-50"
"2025-26","18870","Maryland","Hofstra",15,1165,1414,249,2,3,"19-50","19-65"
"2025-26","18870","Maryland","Hofstra",6,1778,1862,84,3,4,"28-74","28-80"
"2025-26","18928","Maryland","Loyola Maryland",11,250,444,194,1,1,"7-8","18-8"
"2025-26","18928","Maryland","Loyola Maryland",9,655,738,83,2,2,"18-11","27-11"
"2025-26","18928","Maryland","Loyola Maryland",13,965,1315,350,2,3,"32-15","45-15"
"2025-26","18928","Maryland","Loyola Maryland",7,1423,1480,57,3,3,"45-18","52-18"
"2025-26","18928","Maryland","Loyola Maryland",11,1499,1703,204,3,3,"52-20","63-20"
"2025-26","18928","Maryland","Loyola Maryland",15,1738,2239,501,3,4,"63-21","78-21"
"2025-26","18929","Maryland","Umbc",6,50,90,40,1,1,"0-0","6-0"
"2025-26","18929","Maryland","Umbc",7,289,374,85,1,1,"10-7","17-7"
"2025-26","18929","Maryland","Umbc",8,866,947,81,2,2,"28-22","36-22"
"2025-26","18929","Maryland","Umbc",14,1227,1396,169,3,3,"40-28","54-28"
"2025-26","18930","Maryland","Georgetown",9,82,283,201,1,1,"0-0","9-0"
"2025-26","18930","Georgetown","Maryland",6,405,459,54,1,1,"13-2","13-8"
"2025-26","18930","Georgetown","Maryland",9,502,721,219,1,2,"16-9","16-18"
"2025-26","18930","Georgetown","Maryland",7,1002,1092,90,2,2,"27-25","27-32"
"2025-26","18930","Georgetown","Maryland",6,1631,1662,31,3,3,"45-49","45-55"
"2025-26","18930","Maryland","Georgetown",11,1750,1930,180,3,4,"47-57","58-57"
"2025-26","18930","Maryland","Georgetown",7,1975,2029,54,4,4,"58-59","65-59"
"2025-26","18930","Maryland","Georgetown",9,2070,2157,87,4,4,"65-61","74-61"
"2025-26","18930","Maryland","Georgetown",6,2197,2239,42,4,4,"74-62","80-62"
"2025-26","18931","Maryland","Towson",11,523,645,122,1,2,"17-13","28-13"
"2025-26","18931","Maryland","Towson",9,1024,1121,97,2,2,"37-21","46-21"
"2025-26","18931","Maryland","Towson",7,1154,1213,59,2,3,"46-23","53-23"
"2025-26","18932","Maryland","Princeton",12,142,217,75,1,1,"2-5","14-5"
"2025-26","18932","Maryland","Princeton",6,889,977,88,2,2,"28-18","34-18"
"2025-26","18932","Princeton","Maryland",12,991,1168,177,2,2,"34-18","34-30"
"2025-26","18932","Maryland","Princeton",12,1270,1530,260,3,3,"36-33","48-33"
"2025-26","18932","Maryland","Princeton",6,1593,1655,62,3,3,"50-38","56-38"
"2025-26","18932","Princeton","Maryland",7,2129,2250,121,4,4,"77-59","77-66"
"2025-26","18933","Maryland","George Mason",10,100,215,115,1,1,"0-4","10-4"
"2025-26","18933","George Mason","Maryland",7,379,420,41,1,1,"18-15","18-22"
"2025-26","18933","Maryland","George Mason",15,1124,1370,246,2,3,"32-36","47-36"
"2025-26","18933","Maryland","George Mason",6,1721,1761,40,3,3,"62-53","68-53"
"2025-26","18933","Maryland","George Mason",10,2078,2243,165,4,4,"74-61","84-61"
"2025-26","18934","Maryland","Mount St. Mary's",10,199,326,127,1,1,"4-5","14-5"
"2025-26","18934","Maryland","Mount St. Mary's",12,992,1162,170,2,2,"34-19","46-19"
"2025-26","18934","Maryland","Mount St. Mary's",8,1327,1440,113,3,3,"48-27","56-27"
"2025-26","18934","Maryland","Mount St. Mary's",6,1536,1660,124,3,3,"58-32","64-32"
"2025-26","18934","Maryland","Mount St. Mary's",6,1730,1813,83,3,4,"64-34","70-34"
"2025-26","18934","Maryland","Mount St. Mary's",7,2039,2101,62,4,4,"76-42","83-42"
"2025-26","18934","Maryland","Mount St. Mary's",9,2165,2357,192,4,4,"83-44","92-44"
"2025-26","18935","Maryland","Delaware St.",12,49,200,151,1,1,"0-0","12-0"
"2025-26","18935","Maryland","Delaware St.",14,398,694,296,1,2,"14-6","28-6"
"2025-26","18935","Maryland","Delaware St.",14,770,931,161,2,2,"28-7","42-7"
"2025-26","18935","Maryland","Delaware St.",29,1326,2014,688,3,4,"53-16","82-16"
"2025-26","18936","Maryland","Central Conn. St.",10,11,117,106,1,1,"0-0","10-0"
"2025-26","18936","Maryland","Central Conn. St.",10,217,288,71,1,1,"12-5","22-5"
"2025-26","18936","Maryland","Central Conn. St.",16,546,851,305,1,2,"33-14","49-14"
"2025-26","18936","Maryland","Central Conn. St.",10,931,1228,297,2,3,"49-16","59-16"
"2025-26","18936","Maryland","Central Conn. St.",8,1328,1534,206,3,3,"59-18","67-18"
"2025-26","18936","Maryland","Central Conn. St.",7,1629,1747,118,3,3,"70-22","77-22"
"2025-26","18936","Maryland","Central Conn. St.",15,2033,2376,343,4,4,"83-29","98-29"
"2025-26","19716","Maryland","Bethune-Cookman",20,43,380,337,1,1,"0-0","20-0"
"2025-26","19716","Maryland","Bethune-Cookman",13,814,1014,200,2,2,"28-14","41-14"
"2025-26","19716","Maryland","Bethune-Cookman",9,1491,1599,108,3,3,"56-28","65-28"
"2025-26","19716","Maryland","Bethune-Cookman",6,1645,1734,89,3,3,"65-31","71-31"
"2025-26","19716","Maryland","Bethune-Cookman",7,1759,1812,53,3,4,"71-33","78-33"
"2025-26","19716","Maryland","Bethune-Cookman",7,2034,2239,205,4,4,"82-41","89-41"
"2025-26","19740","Maryland","Minnesota",8,118,172,54,1,1,"5-4","5-12"
"2025-26","19740","Minnesota","Maryland",6,189,299,110,1,1,"5-12","11-12"
"2025-26","19740","Minnesota","Maryland",6,653,723,70,2,2,"14-17","20-17"
"2025-26","19740","Minnesota","Maryland",17,837,1129,292,2,2,"20-22","37-22"
"2025-26","19740","Maryland","Minnesota",6,1296,1340,44,3,3,"41-27","41-33"
"2025-26","19740","Maryland","Minnesota",9,1520,1671,151,3,3,"43-33","43-42"
"2025-26","19740","Maryland","Minnesota",10,2057,2146,89,4,4,"59-54","59-64"
"2025-26","19740","Minnesota","Maryland",6,2357,2420,63,4,5,"67-70","73-70"
"2025-26","19740","Minnesota","Maryland",7,2865,2934,69,6,6,"90-88","97-88"
"2025-26","19740","Maryland","Minnesota",10,2956,2990,34,6,6,"99-90","99-100"
"2025-26","19741","Maryland","Wisconsin",14,3,260,257,1,1,"0-0","14-0"
"2025-26","19741","Maryland","Wisconsin",16,443,651,208,1,2,"16-8","32-8"
