"source_id","player_name","games","min_on","min_off","pts_for_on","pts_against_on","net_on_per_40","pts_for_off","pts_against_off","net_off_per_40","on_off_diff","plus_minus"
"2019-20","Taylor Mikesell",32,954.6,325.4,1975,1340,26.6,673,483,23.4,3.3,635
"2019-20","Kaila Charles",32,906.1,373.9,1847,1314,23.5,801,509,31.2,-7.7,533
"2019-20","Ashley Owusu",32,853.8,426.2,1789,1237,25.9,859,586,25.6,0.2,552
"2019-20","Blair Watson",31,832.0,448.0,1718,1173,26.2,930,650,25.0,1.2,545
"2019-20","Stephanie Jones",32,786.3,493.7,1680,1102,29.4,968,721,20.0,9.4,578
"2019-20","Shakira Austin",32,762.2,517.8,1569,989,30.4,1079,834,18.9,11.5,580
"2019-20","Diamond Miller",32,611.9,668.1,1227,896,21.6,1421,927,29.6,-7.9,331
"2019-20","Faith Masonius",32,421.9,858.1,863,649,20.3,1785,1174,28.5,-8.2,214
"2019-20","Sara Vujacic",28,266.9,1013.1,587,400,28.0,2061,1423,25.2,2.8,187
