"source_id","file_id","team","opponent","points","start_seconds","end_seconds","duration","period_start","period_end","score_before","score_after"
"2019-20","11441","Maryland","Wagner",7,20,87,67,1,1,"0-0","7-0"
"2019-20","11441","Maryland","Wagner",17,350,568,218,1,1,"16-9","33-9"
"2019-20","11441","Maryland","Wagner",17,718,903,185,2,2,"38-14","55-14"
"2019-20","11441","Maryland","Wagner",13,935,1168,233,2,2,"55-17","68-17"
"2019-20","11441","Wagner","Maryland",6,1789,1815,26,3,4,"89-34","89-40"
"2019-20","11441","Maryland","Wagner",8,1842,1938,96,4,4,"89-40","97-40"
"2019-20","11441","Maryland","Wagner",6,2202,2228,26,4,4,"106-48","112-48"
"2019-20","11442","South Carolina","Maryland",6,269,362,93,1,1,"8-8","8-14"
"2019-20","11442","South Carolina","Maryland",6,894,1017,123,2,2,"19-22","19-28"
"2019-20","11442","South Carolina","Maryland",8,1139,1314,175,2,3,"24-30","24-38"
"2019-20","11442","Maryland","South Carolina",7,2346,2379,33,4,4,"48-61","53-63"
"2019-20","11443","James Madison","Maryland",7,13,134,121,1,1,"0-0","7-0"
"2019-20","11443","James Madison","Maryland",9,622,822,200,2,2,"19-13","28-13"
"2019-20","11443","Maryland","James Madison",7,906,1011,105,2,2,"31-15","31-22"
"2019-20","11443","Maryland","James Madison",8,1072,1248,176,2,3,"34-22","34-30"
"2019-20","11443","James Madison","Maryland",8,1269,1375,106,3,3,"34-30","42-30"
"2019-20","11443","James Madison","Maryland",6,1793,1805,12,3,4,"54-41","60-41"
"2019-20","11443","Maryland","James Madison",10,1815,1976,161,4,4,"60-41","60-51"
"2019-20","11443","Maryland","James Madison",14,2157,2320,163,4,4,"66-54","66-68"
"2019-20","11444","Maryland","Delaware",13,169,319,150,1,1,"7-4","20-4"
"2019-20","11444","Maryland","Delaware",7,401,471,70,1,1,"20-9","27-9"
"2019-20","11444","Maryland","Delaware",9,686,805,119,2,2,"31-14","40-14"
"2019-20","11444","Maryland","Delaware",9,839,931,92,2,2,"40-17","49-17"
"2019-20","11444","Maryland","Delaware",10,1192,1299,107,2,3,"54-24","64-24"
"2019-20","11444","Delaware","Maryland",6,1493,1557,64,3,3,"70-28","70-34"
"2019-20","11444","Maryland","Delaware",11,1635,1755,120,3,3,"73-35","84-35"
"2019-20","11445","Maryland","George Washington",6,5,82,77,1,1,"0-0","6-0"
"2019-20","11445","Maryland","George Washington",7,154,258,104,1,1,"6-2","13-2"
"2019-20","11445","Maryland","George Washington",8,355,489,134,1,1,"15-5","23-5"
"2019-20","11445","George Washington","Maryland",6,958,1001,43,2,2,"33-15","33-21"
"2019-20","11445","Maryland","George Washington",11,1021,1147,126,2,2,"33-21","44-21"
"2019-20","11445","Maryland","George Washington",6,1727,1813,86,3,4,"62-37","68-37"
"2019-20","11446","Maryland","Quinnipiac",15,74,292,218,1,1,"0-3","15-3"
"2019-20","11446","Maryland","Quinnipiac",9,418,531,113,1,1,"15-5","24-5"
"2019-20","11446","Maryland","Quinnipiac",7,670,725,55,2,2,"24-10","31-10"
"2019-20","11446","Maryland","Quinnipiac",7,942,1085,143,2,2,"35-19","42-19"
"2019-20","11446","Maryland","Quinnipiac",16,1258,1484,226,3,3,"45-24","61-24"
"2019-20","11446","Maryland","Quinnipiac",14,1531,1732,201,3,3,"61-26","75-26"
"2019-20","11446","Maryland","Quinnipiac",6,1757,1829,72,3,4,"75-28","81-28"
"2019-20","11446","Maryland","Quinnipiac",6,2054,2085,31,4,4,"91-38","97-38"
"2019-20","11447","Maryland","Clemson",6,57,190,133,1,1,"0-0","0-6"
"2019-20","11447","Maryland","Clemson",12,756,948,192,2,2,"6-16","6-28"
"2019-20","11447","Clemson","Maryland",9,1042,1162,120,2,2,"8-32","17-32"
"2019-20","11447","Maryland","Clemson",16,1841,2120,279,4,4,"37-46","37-62"
"2019-20","11448","Maryland","Belmont",8,419,631,212,1,2,"6-3","14-3"
"2019-20","11448","Maryland","Belmont",7,789,828,39,2,2,"15-8","22-8"
"2019-20","11448","Maryland","Belmont",6,999,1115,116,2,2,"28-15","34-15"
"2019-20","11448","Maryland","Belmont",42,1247,2103,856,3,4,"37-20","79-20"
"2019-20","11448","Maryland","Belmont",7,2301,2353,52,4,4,"83-26","90-26"
"2019-20","11449","Maryland","NC State",6,773,787,14,2,2,"20-19","20-25"
"2019-20","11449","NC State","Maryland",8,855,972,117,2,2,"20-25","28-25"
"2019-20","11449","NC State","Maryland",8,1284,1396,112,3,3,"30-32","38-32"
"2019-20","11449","NC State","Maryland",6,1656,1731,75,3,3,"40-37","46-37"
"2019-20","11449","Maryland","NC State",6,1794,1870,76,3,4,"46-37","46-43"
"2019-20","11449","Maryland","NC State",6,1933,2022,89,4,4,"50-43","50-49"
"2019-20","11449","NC State","Maryland",7,2169,2256,87,4,4,"55-53","62-53"
"2019-20","11450","Maryland","Loyola Maryland",8,72,141,69,1,1,"2-2","10-2"
"2019-20","11450","Maryland","Loyola Maryland",7,343,581,238,1,1,"13-7","20-7"
"2019-20","11450","Maryland","Loyola Maryland",20,684,1046,362,2,2,"22-12","42-12"
"2019-20","11450","Maryland","Loyola Maryland",11,1179,1337,158,2,3,"47-17","58-17"
"2019-20","11450","Maryland","Loyola Maryland",8,1382,1492,110,3,3,"58-20","66-20"
"2019-20","11450","Maryland","Loyola Maryland",8,1592,1658,66,3,3,"68-25","76-25"
"2019-20","11450","Loyola Maryland","Maryland",6,1998,2076,78,4,4,"87-38","87-44"
"2019-20","11450","Maryland","Loyola Maryland",18,2130,2364,234,4,4,"87-44","105-44"
"2019-20","11451","Maryland","Georgia St.",20,46,284,238,1,1,"2-0","2-20"
"2019-20","11451","Maryland","Georgia St.",7,696,752,56,2,2,"13-30","13-37"
"2019-20","11451","Maryland","Georgia St.",10,769,861,92,2,2,"15-37","15-47"
