"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","trip_size","made","missed","trip_result","first_attempt_made","margin_before","clutch","trip_context"
"2019-20","11441",1,304,296,"Wagner","Alex Cowan",0,2,1,1,"1/2",1,-8,0,""
"2019-20","11441",1,19,581,"Wagner","Alex Cowan",0,2,1,1,"1/2",0,-24,0,""
"2019-20","11441",2,543,657,"Wagner","Alex Cowan",0,2,2,0,"2/2",1,-26,0,""
"2019-20","11441",2,531,669,"Maryland","Stephanie Jones",24,2,2,0,"2/2",1,24,0,""
"2019-20","11441",2,406,794,"Maryland","Shakira Austin",1,2,0,2,"0/2",0,30,0,""
"2019-20","11441",2,405,795,"Maryland","Diamond Miller",14,2,1,1,"1/2",0,30,0,""
"2019-20","11441",2,310,890,"Maryland","Diamond Miller",14,2,2,0,"2/2",1,37,0,""
"2019-20","11441",2,265,935,"Maryland","Faith Masonius",13,2,1,1,"1/2",0,38,0,""
"2019-20","11441",2,69,1131,"Maryland","Shakira Austin",1,2,2,0,"2/2",1,47,0,""
"2019-20","11441",3,416,1384,"Wagner","Emilija Krista Grava",24,2,1,1,"1/2",0,-50,0,""
"2019-20","11441",3,322,1478,"Maryland","Ashley Owusu",15,2,2,0,"2/2",1,50,0,""
"2019-20","11441",3,130,1670,"Wagner","Drayah Heyward",21,2,1,1,"1/2",0,-53,0,""
"2019-20","11441",3,89,1711,"Maryland","Shakira Austin",1,1,1,0,"1/1",1,52,0,"and_one"
"2019-20","11441",4,525,1875,"Maryland","Stephanie Jones",24,2,2,0,"2/2",1,51,0,""
"2019-20","11441",4,267,2133,"Maryland","Shakira Austin",1,2,1,1,"1/2",0,57,0,""
"2019-20","11441",4,232,2168,"Maryland","Shakira Austin",1,2,2,0,"2/2",1,58,0,""
"2019-20","11441",4,119,2281,"Maryland","Faith Masonius",13,2,1,1,"1/2",1,62,0,""
"2019-20","11441",4,117,2283,"Maryland","Shakira Austin",1,2,2,0,"2/2",1,63,0,""
"2019-20","11441",4,101,2299,"Wagner","Alex Cowan",0,2,1,1,"1/2",0,-65,0,""
"2019-20","11441",4,71,2329,"Maryland","Faith Masonius",13,2,2,0,"2/2",1,64,0,""
"2019-20","11441",4,49,2351,"Maryland","Sara Vujacic",32,2,0,2,"0/2",0,63,0,""
"2019-20","11441",4,16,2384,"Wagner","Alex Cowan",0,2,2,0,"2/2",1,-65,0,""
"2019-20","11442",1,273,327,"South Carolina","Brea Beal",12,2,2,0,"2/2",1,2,0,""
"2019-20","11442",1,238,362,"South Carolina","Tyasha Harris",52,2,2,0,"2/2",1,4,0,""
"2019-20","11442",1,105,495,"South Carolina","Lele Grissett",24,2,1,1,"1/2",1,3,0,""
"2019-20","11442",1,60,540,"South Carolina","Laeticia Amihere",15,2,1,1,"1/2",0,2,0,""
"2019-20","11442",2,306,894,"South Carolina","Zia Cooke",1,2,2,0,"2/2",1,3,0,""
"2019-20","11442",2,111,1089,"Maryland","Ashley Owusu",15,2,1,1,"1/2",0,-9,0,""
"2019-20","11442",2,61,1139,"South Carolina","Brea Beal",12,2,2,0,"2/2",1,6,0,""
"2019-20","11442",3,512,1288,"South Carolina","Brea Beal",12,2,2,0,"2/2",1,10,0,""
"2019-20","11442",3,463,1337,"Maryland","Shakira Austin",1,2,2,0,"2/2",1,-14,0,""
"2019-20","11442",3,365,1435,"Maryland","Kaila Charles",5,1,1,0,"1/1",1,-10,0,"and_one"
"2019-20","11442",3,301,1499,"Maryland","Diamond Miller",14,2,2,0,"2/2",1,-11,0,""
"2019-20","11442",3,298,1502,"South Carolina","Tyasha Harris",52,2,2,0,"2/2",1,9,0,""
"2019-20","11442",3,222,1578,"Maryland","Ashley Owusu",15,2,1,1,"1/2",1,-11,0,""
