"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","foul_type","player_foul_count","team_fouls_in_period","bonus_active","margin_at_foul"
"2019-20","11441",1,407,193,"Maryland","Shakira Austin",1,"personal",1,1,0,7
"2019-20","11441",1,373,227,"Maryland","Kaila Charles",5,"personal",1,2,0,10
"2019-20","11441",1,369,231,"Wagner","Drayah Heyward",21,"personal",1,1,0,-10
"2019-20","11441",1,304,296,"Maryland","Diamond Miller",14,"personal",1,3,0,8
"2019-20","11441",1,272,328,"Maryland","Stephanie Jones",24,"personal",1,4,0,9
"2019-20","11441",1,161,439,"Wagner","Enas Nigatu",30,"personal",1,2,0,-16
"2019-20","11441",1,89,511,"Wagner","Raven Pitt",15,"personal",1,3,0,-21
"2019-20","11441",1,19,581,"Maryland","Kaila Charles",5,"personal",2,5,1,24
"2019-20","11441",2,543,657,"Maryland","Sara Vujacic",32,"personal",1,1,0,26
"2019-20","11441",2,531,669,"Wagner","Drayah Heyward",21,"personal",2,1,0,-24
"2019-20","11441",2,513,687,"Wagner","Alex Cowan",0,"personal",1,2,0,-24
"2019-20","11441",2,465,735,"Wagner","Enas Nigatu",30,"personal",2,3,0,-26
"2019-20","11441",2,406,794,"Wagner","Emilija Krista Grava",24,"personal",1,4,0,-30
"2019-20","11441",2,405,795,"Wagner","Katrice Jackson",55,"personal",1,5,1,-30
"2019-20","11441",2,310,890,"Wagner","Khaleah Edwards",22,"personal",1,6,1,-37
"2019-20","11441",2,265,935,"Wagner","Katrice Jackson",55,"personal",2,7,1,-38
"2019-20","11441",2,158,1042,"Maryland","Diamond Miller",14,"personal",2,2,0,45
"2019-20","11441",2,69,1131,"Wagner","Khaleah Edwards",22,"personal",2,8,1,-47
"2019-20","11441",3,582,1218,"Maryland","Diamond Miller",14,"personal",3,1,0,51
"2019-20","11441",3,416,1384,"Maryland","Stephanie Jones",24,"personal",2,2,0,50
"2019-20","11441",3,368,1432,"Wagner","Emilija Krista Grava",24,"personal",2,1,0,-48
"2019-20","11441",3,322,1478,"Wagner","Alex Cowan",0,"personal",2,2,0,-50
"2019-20","11441",3,264,1536,"Wagner","Enas Nigatu",30,"personal",3,3,0,-50
"2019-20","11441",3,130,1670,"Maryland","Shakira Austin",1,"personal",2,3,0,53
"2019-20","11441",3,121,1679,"Wagner","Enas Nigatu",30,"personal",4,4,0,-52
"2019-20","11441",3,89,1711,"Wagner","Enas Nigatu",30,"personal",5,5,1,-52
"2019-20","11441",3,25,1775,"Maryland","Shakira Austin",1,"personal",3,4,0,55
"2019-20","11441",4,570,1830,"Wagner","Amanda Pollard",4,"personal",1,1,0,-49
"2019-20","11441",4,525,1875,"Wagner","Drayah Heyward",21,"personal",3,2,0,-51
"2019-20","11441",4,418,1982,"Maryland","Diamond Miller",14,"personal",4,1,0,55
"2019-20","11441",4,408,1992,"Wagner","Amanda Pollard",4,"personal",2,3,0,-55
"2019-20","11441",4,352,2048,"Wagner","Alex Cowan",0,"personal",3,4,0,-55
"2019-20","11441",4,267,2133,"Wagner","Amanda Pollard",4,"personal",3,5,1,-57
"2019-20","11441",4,244,2156,"Maryland","Shakira Austin",1,"personal",4,2,0,58
"2019-20","11441",4,232,2168,"Wagner","Drayah Heyward",21,"personal",4,6,1,-58
"2019-20","11441",4,119,2281,"Wagner","Morgan Lenahan",3,"personal",1,7,1,-62
"2019-20","11441",4,117,2283,"Wagner","Drayah Heyward",21,"personal",5,8,1,-63
"2019-20","11441",4,101,2299,"Maryland","Diamond Miller",14,"personal",5,3,0,65
"2019-20","11441",4,71,2329,"Wagner","Katrice Jackson",55,"personal",3,9,1,-64
"2019-20","11441",4,49,2351,"Wagner","Morgan Lenahan",3,"personal",2,10,1,-63
"2019-20","11441",4,16,2384,"Maryland","Ashley Owusu",15,"personal",1,4,0,65
"2019-20","11442",1,480,120,"Maryland","Stephanie Jones",24,"personal",1,1,0,-2
"2019-20","11442",1,273,327,"Maryland","Ashley Owusu",15,"personal",1,2,0,-2
"2019-20","11442",1,238,362,"Maryland","Blair Watson",22,"personal",1,3,0,-4
"2019-20","11442",1,197,403,"South Carolina","Mikiah Herbert Harrigan",21,"personal",1,1,0,3
"2019-20","11442",1,132,468,"Maryland","Diamond Miller",14,"personal",1,4,0,-3
"2019-20","11442",1,105,495,"Maryland","Shakira Austin",1,"personal",1,5,1,-3
"2019-20","11442",1,59,541,"Maryland","Shakira Austin",1,"personal",2,6,1,-3
"2019-20","11442",2,558,642,"South Carolina","Lele Grissett",24,"personal",1,1,0,3
"2019-20","11442",2,356,844,"Maryland","Stephanie Jones",24,"personal",2,1,0,-3
"2019-20","11442",2,306,894,"Maryland","Kaila Charles",5,"personal",1,2,0,-3
"2019-20","11442",2,280,920,"South Carolina","Zia Cooke",1,"personal",1,2,0,5
"2019-20","11442",2,200,1000,"Maryland","Blair Watson",22,"personal",2,3,0,-7
"2019-20","11442",2,111,1089,"South Carolina","Zia Cooke",1,"personal",2,3,0,9
"2019-20","11442",2,61,1139,"Maryland","Kaila Charles",5,"personal",2,4,0,-6
"2019-20","11442",3,561,1239,"Maryland","Taylor Mikesell",11,"personal",1,1,0,-10
"2019-20","11442",3,537,1263,"South Carolina","Zia Cooke",1,"personal",3,1,0,10
"2019-20","11442",3,512,1288,"Maryland","Ashley Owusu",15,"personal",2,2,0,-10
"2019-20","11442",3,463,1337,"South Carolina","Aliyah Boston",4,"personal",1,2,0,14
"2019-20","11442",3,365,1435,"South Carolina","Aliyah Boston",4,"personal",2,3,0,10
"2019-20","11442",3,301,1499,"South Carolina","Destanni Henderson",3,"personal",1,4,0,11
"2019-20","11442",3,298,1502,"Maryland","Kaila Charles",5,"personal",3,3,0,-9
