"source_id","file_id","team","opponent","is_home","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench","largest_lead","largest_lead_time","time_with_lead_sec","pct_lead","ties","lead_changes","possessions","avg_scoring_possession","largest_deficit"
"2016-17","9679","Maryland","Minnesota",0,52,19,23,14,7,12,"9:46 (2nd)",2384,99.3,0,0,82,"0:13",0
"2016-17","9680","Nebraska","Maryland",1,26,12,0,2,20,0,"-",0,0.0,0,0,77,"0:17",46
"2016-17","9680","Maryland","Nebraska",0,50,16,12,15,45,46,"0:53 (4th)",2383,99.3,0,0,78,"0:12",0
"2016-17","9681","Maryland","Northwestern",1,32,24,2,26,27,33,"2:06 (4th)",2378,99.1,0,0,82,"0:15",0
"2016-17","9681","Northwestern","Maryland",0,24,13,8,6,17,0,"-",0,0.0,0,0,82,"0:13",33
"2016-17","9682","Maryland","Penn State",1,52,20,12,19,14,16,"7:14 (4th)",1444,60.2,9,5,82,"0:13",5
"2016-17","9682","Penn State","Maryland",0,32,24,6,12,13,5,"8:44 (2nd)",692,28.8,0,5,82,"0:15",16
"2016-17","9683","Iowa","Maryland",1,38,9,4,6,17,6,"9:29 (3rd)",545,22.7,0,2,76,"0:15",20
"2016-17","9683","Maryland","Iowa",0,54,27,8,21,35,20,"7:16 (4th)",1824,76.0,1,3,78,"0:14",6
"2016-17","9684","Maryland","Michigan",1,54,30,8,25,13,14,"1:47 (4th)",1572,65.5,2,6,75,"0:15",8
"2016-17","9684","Michigan","Maryland",0,26,14,4,5,15,8,"4:12 (1st)",689,28.7,4,5,75,"0:14",14
"2016-17","9685","Maryland","Rutgers",1,32,14,7,18,17,21,"1:54 (3rd)",2147,89.5,2,4,75,"0:14",3
"2016-17","9685","Rutgers","Maryland",0,34,19,12,12,42,3,"7:21 (1st)",140,5.8,3,4,75,"0:17",21
"2016-17","9686","Illinois","Maryland",1,22,10,6,9,2,0,"-",0,0.0,2,0,84,"0:18",45
"2016-17","9686","Maryland","Illinois",0,44,19,10,25,47,45,"0:33 (4th)",2330,97.1,0,0,86,"0:14",0
"2016-17","9687","Maryland","Iowa",1,56,16,10,12,28,23,"3:30 (4th)",2213,92.2,0,2,82,"0:16",3
"2016-17","9687","Iowa","Maryland",0,38,25,12,8,10,3,"7:47 (1st)",84,3.5,3,2,82,"0:14",23
"2016-17","9688","Purdue","Maryland",1,36,18,2,13,18,3,"4:59 (1st)",73,3.0,3,2,73,"0:18",21
"2016-17","9688","Maryland","Purdue",0,46,14,2,23,34,21,"3:13 (4th)",2175,90.6,1,2,72,"0:16",3
"2016-17","9689","Indiana","Maryland",1,28,15,8,6,12,3,"7:00 (1st)",83,3.5,2,1,76,"0:18",41
"2016-17","9689","Maryland","Indiana",0,44,18,8,14,20,41,"4:23 (4th)",2181,90.9,2,2,77,"0:15",3
"2016-17","9690","Maryland","Illinois",1,34,20,16,17,13,28,"2:25 (4th)",2283,95.1,1,1,78,"0:13",3
"2016-17","9690","Illinois","Maryland",0,18,7,6,5,14,3,"8:33 (1st)",70,2.9,0,1,80,"0:15",28
"2016-17","9691","Michigan State","Maryland",1,26,11,14,6,12,0,"-",0,0.0,1,0,79,"0:15",18
"2016-17","9691","Maryland","Michigan State",0,46,16,13,11,14,18,"8:50 (4th)",2376,99.0,0,0,81,"0:15",0
"2016-17","9692","Maryland","Wisconsin",1,44,31,12,22,25,49,"1:33 (4th)",2356,98.2,0,0,75,"0:14",0
"2016-17","9692","Wisconsin","Maryland",0,24,2,0,5,11,0,"-",0,0.0,0,0,76,"0:18",49
"2016-17","9693","Ohio State","Maryland",1,42,18,12,5,26,16,"3:38 (3rd)",2159,90.0,2,2,83,"0:13",4
"2016-17","9693","Maryland","Ohio State",0,42,14,2,29,7,4,"5:26 (1st)",154,6.4,1,2,83,"0:20",16
"2016-17","9694","Maryland","Minnesota",1,40,23,15,12,21,36,"1:14 (4th)",2264,94.3,1,1,80,"0:13",2
"2016-17","9694","Minnesota","Maryland",0,28,18,8,15,17,2,"8:49 (1st)",13,0.5,0,0,82,"0:15",36
"2016-17","9695","Maryland","Minnesota",1,38,28,10,15,15,23,"4:35 (4th)",2123,88.5,1,1,75,"0:15",4
"2016-17","9695","Minnesota","Maryland",0,32,21,9,24,41,4,"8:08 (1st)",187,7.8,0,0,76,"0:17",23
"2016-17","9696","Maryland","Michigan State",1,50,22,16,23,7,17,"2:20 (4th)",2202,91.8,1,3,75,"0:17",3
"2016-17","9696","Michigan State","Maryland",0,30,14,14,8,11,3,"8:21 (1st)",163,6.8,0,2,76,"0:15",17
"2016-17","9697","Maryland","Purdue",1,44,18,2,11,13,21,"6:08 (4th)",2127,88.6,0,4,75,"0:16",2
"2016-17","9697","Purdue","Maryland",0,26,13,6,10,11,2,"2:26 (1st)",165,6.9,4,3,74,"0:17",21
"2016-17","9698","Maryland","Bucknell",1,60,23,14,22,36,44,"0:29 (4th)",2216,92.3,0,2,73,"0:12",3
"2016-17","9698","Bucknell","Maryland",0,20,3,0,15,24,3,"9:29 (1st)",129,5.4,1,1,74,"0:21",44
"2016-17","9699","Maryland","West Virginia",1,48,27,12,13,4,27,"2:31 (4th)",1910,79.6,0,1,71,"0:15",6
"2016-17","9699","West Virginia","Maryland",0,24,11,11,15,4,6,"1:08 (1st)",395,16.5,2,1,74,"0:14",27
"2016-17","9700","Maryland","Oregon",1,42,17,8,18,18,3,"3:23 (1st)",298,12.4,1,7,75,"0:14",14
"2016-17","9700","Oregon","Maryland",0,34,18,6,16,11,14,"0:48 (4th)",1885,78.5,0,7,74,"0:20",3
